number,value,datetime_start,datetime_complete,duration,params_batch_size,params_h,params_lr,params_seq_length,state
172,0.00025055036530829966,2025-07-17 18:05:20.749904,2025-07-17 18:06:46.726492,0 days 00:01:25.976588,32,110,0.002408664138033502,23,COMPLETE
173,0.0002011884789681062,2025-07-17 18:06:46.727397,2025-07-17 18:08:19.590587,0 days 00:01:32.863190,32,117,0.002831229712532394,24,COMPLETE
174,0.00011805177928181365,2025-07-17 18:08:19.591476,2025-07-17 18:09:59.578923,0 days 00:01:39.987447,32,125,0.0035341742082686447,25,COMPLETE
175,0.00017035374185070395,2025-07-17 18:09:59.579850,2025-07-17 18:11:40.244498,0 days 00:01:40.664648,32,126,0.0036362308006787575,25,COMPLETE
176,0.00013379209849517792,2025-07-17 18:11:40.245390,2025-07-17 18:13:15.066166,0 days 00:01:34.820776,32,128,0.0026355019694986456,25,COMPLETE
177,0.00029908583383075893,2025-07-17 18:13:15.067071,2025-07-17 18:14:49.779893,0 days 00:01:34.712822,32,128,0.002629969329194468,25,COMPLETE
178,0.00021209000260569155,2025-07-17 18:14:49.780790,2025-07-17 18:16:25.776924,0 days 00:01:35.996134,32,124,0.0035002823624235764,25,COMPLETE
179,0.0002635349810589105,2025-07-17 18:16:25.777801,2025-07-17 18:18:04.021138,0 days 00:01:38.243337,32,126,0.0029663162921920345,25,COMPLETE
180,0.0002528265758883208,2025-07-17 18:18:04.022033,2025-07-17 18:19:35.231472,0 days 00:01:31.209439,32,121,0.001978336926109878,24,COMPLETE
181,0.00025750015629455447,2025-07-17 18:19:35.232390,2025-07-17 18:21:08.418032,0 days 00:01:33.185642,32,123,0.002345871547936316,24,COMPLETE
182,0.00024284479150082916,2025-07-17 18:21:08.418939,2025-07-17 18:22:42.740408,0 days 00:01:34.321469,32,128,0.002646918224303755,25,COMPLETE
183,0.00025134312454611063,2025-07-17 18:22:42.741285,2025-07-17 18:24:13.867845,0 days 00:01:31.126560,32,121,0.0031975383776612332,24,COMPLETE
184,0.00018267863197252154,2025-07-17 18:24:13.868737,2025-07-17 18:25:49.199919,0 days 00:01:35.331182,32,124,0.002122813436251137,25,COMPLETE
185,0.000190569888218306,2025-07-17 18:25:49.200802,2025-07-17 18:27:17.899257,0 days 00:01:28.698455,32,120,0.0038699175460130317,24,COMPLETE
186,0.00018509835354052484,2025-07-17 18:27:17.900168,2025-07-17 18:28:54.792129,0 days 00:01:36.891961,32,125,0.0027185838974952406,25,COMPLETE
187,0.0001704583701211959,2025-07-17 18:28:54.793031,2025-07-17 18:30:23.321286,0 days 00:01:28.528255,32,115,0.003389919947364232,24,COMPLETE
188,0.00033690748387016356,2025-07-17 18:30:23.322186,2025-07-17 18:31:54.626541,0 days 00:01:31.304355,32,111,0.002402616022656742,25,COMPLETE
189,0.0001260864664800465,2025-07-17 18:31:54.627443,2025-07-17 18:33:28.400389,0 days 00:01:33.772946,32,119,0.0029611703175465936,24,COMPLETE
190,0.00011861089296871796,2025-07-17 18:33:28.401088,2025-07-17 18:35:04.276370,0 days 00:01:35.875282,32,119,0.004752065393719648,25,COMPLETE
191,0.00016619283996988088,2025-07-17 18:35:04.277289,2025-07-17 18:36:40.714391,0 days 00:01:36.437102,32,119,0.004003163742267186,25,COMPLETE
192,0.00021111017849761993,2025-07-17 18:36:40.715339,2025-07-17 18:38:16.454256,0 days 00:01:35.738917,32,123,0.004757929920971509,25,COMPLETE
193,0.00025037620798684657,2025-07-17 18:38:16.455162,2025-07-17 18:39:51.452681,0 days 00:01:34.997519,32,119,0.0029505127802020984,24,COMPLETE
194,0.00018152405391447246,2025-07-17 18:39:51.453575,2025-07-17 18:41:30.552495,0 days 00:01:39.098920,32,126,0.005308557512677857,25,COMPLETE
195,0.00019660283578559756,2025-07-17 18:41:30.553391,2025-07-17 18:43:04.341456,0 days 00:01:33.788065,32,122,0.0035437286845711687,24,COMPLETE
196,0.004937496967613697,2025-07-17 18:43:04.342346,2025-07-17 18:44:28.198442,0 days 00:01:23.856096,128,128,0.000242691622122038,23,COMPLETE
197,0.0002658512385096401,2025-07-17 18:44:28.199342,2025-07-17 18:45:59.949510,0 days 00:01:31.750168,32,115,0.006463788005178404,25,COMPLETE
198,0.0005155653925612569,2025-07-17 18:45:59.950391,2025-07-17 18:47:33.869891,0 days 00:01:33.919500,32,118,0.00045711925694174677,24,COMPLETE
199,0.00017758268222678453,2025-07-17 18:47:33.870808,2025-07-17 18:49:10.491519,0 days 00:01:36.620711,32,123,0.004035763372670478,25,COMPLETE
200,0.00024688514531590044,2025-07-17 18:49:10.492411,2025-07-17 18:50:30.074135,0 days 00:01:19.581724,32,121,0.0031107967571723646,19,COMPLETE
201,0.00012277637142688036,2025-07-17 18:50:30.075068,2025-07-17 18:52:05.483588,0 days 00:01:35.408520,32,125,0.0025125040626554733,24,COMPLETE
202,0.00019881573098246008,2025-07-17 18:52:05.484491,2025-07-17 18:53:40.068816,0 days 00:01:34.584325,32,124,0.0027342143814757186,24,COMPLETE
203,0.00019209667516406626,2025-07-17 18:53:40.069721,2025-07-17 18:55:13.588645,0 days 00:01:33.518924,32,126,0.0034325941335040452,23,COMPLETE
204,0.000256213650573045,2025-07-17 18:55:13.589535,2025-07-17 18:56:49.960133,0 days 00:01:36.370598,32,119,0.004749035124770062,25,COMPLETE
205,0.00023757375311106443,2025-07-17 18:56:49.961031,2025-07-17 18:58:21.262955,0 days 00:01:31.301924,32,121,0.0019943807080907397,24,COMPLETE
206,0.00023180461721494794,2025-07-17 18:58:21.263839,2025-07-17 18:59:58.417653,0 days 00:01:37.153814,32,126,0.002910809898800872,24,COMPLETE
207,0.00018378162349108607,2025-07-17 18:59:58.418557,2025-07-17 19:01:31.763130,0 days 00:01:33.344573,32,117,0.003911193567597865,25,COMPLETE
208,0.00026389979757368565,2025-07-17 19:01:31.763834,2025-07-17 19:03:02.832332,0 days 00:01:31.068498,32,123,0.003164991249289173,23,COMPLETE
209,0.00027060674619860947,2025-07-17 19:03:02.833214,2025-07-17 19:04:34.827961,0 days 00:01:31.994747,32,128,0.0024570411288031427,24,COMPLETE
210,0.0002473767090123147,2025-07-17 19:04:34.828852,2025-07-17 19:06:05.713829,0 days 00:01:30.884977,32,115,0.004447632991983676,25,COMPLETE
211,0.00022540903592016548,2025-07-17 19:06:05.714707,2025-07-17 19:07:29.219608,0 days 00:01:23.504901,32,107,0.002216052617120876,24,COMPLETE
212,0.00021674894378520548,2025-07-17 19:07:29.220379,2025-07-17 19:08:56.266630,0 days 00:01:27.046251,32,109,0.002440437423404322,24,COMPLETE
213,0.00025368493515998125,2025-07-17 19:08:56.267437,2025-07-17 19:10:22.927429,0 days 00:01:26.659992,32,120,0.002868685445793342,23,COMPLETE
214,0.00016376844723708928,2025-07-17 19:10:22.928332,2025-07-17 19:11:58.501750,0 days 00:01:35.573418,32,124,0.0035012978699737185,25,COMPLETE
215,0.00020066657452844083,2025-07-17 19:11:58.502613,2025-07-17 19:13:34.572592,0 days 00:01:36.069979,32,125,0.0033784835028001082,25,COMPLETE
216,0.00015654541493859142,2025-07-17 19:13:34.573337,2025-07-17 19:15:08.487438,0 days 00:01:33.914101,32,123,0.00401647527050054,25,COMPLETE
217,0.00018796832591760904,2025-07-17 19:15:08.488362,2025-07-17 19:16:43.691913,0 days 00:01:35.203551,32,124,0.003789438788596268,25,COMPLETE
218,0.0002160722651751712,2025-07-17 19:16:43.692700,2025-07-17 19:18:17.454856,0 days 00:01:33.762156,32,122,0.0042335662989327755,25,COMPLETE
219,0.00015705144323874265,2025-07-17 19:18:17.455747,2025-07-17 19:19:44.437645,0 days 00:01:26.981898,32,128,0.0034954467017330386,22,COMPLETE
220,0.0001858629984781146,2025-07-17 19:19:44.438571,2025-07-17 19:21:11.680774,0 days 00:01:27.242203,32,128,0.0047502063835595364,22,COMPLETE
221,0.00021451273642014712,2025-07-17 19:21:11.681705,2025-07-17 19:22:47.806966,0 days 00:01:36.125261,32,126,0.0035199113752392495,24,COMPLETE
222,0.00027846585726365447,2025-07-17 19:22:47.807885,2025-07-17 19:24:22.875672,0 days 00:01:35.067787,32,124,0.0030945080811714022,25,COMPLETE
223,0.0002560168213676661,2025-07-17 19:24:22.876592,2025-07-17 19:25:32.303215,0 days 00:01:09.426623,32,126,0.003726761984531821,14,COMPLETE
224,0.0001392054691677913,2025-07-17 19:25:32.316734,2025-07-17 19:27:04.624531,0 days 00:01:32.307797,32,122,0.002767799518877524,24,COMPLETE
225,0.00020228984067216516,2025-07-17 19:27:04.625386,2025-07-17 19:28:33.022531,0 days 00:01:28.397145,32,121,0.0027126574381086534,23,COMPLETE
226,0.000215948632103391,2025-07-17 19:28:33.023418,2025-07-17 19:30:05.921884,0 days 00:01:32.898466,32,128,0.002717402668584183,24,COMPLETE
227,0.00022784917382523417,2025-07-17 19:30:05.922871,2025-07-17 19:31:34.369517,0 days 00:01:28.446646,32,119,0.003096458016818801,22,COMPLETE
228,0.0001455271412851289,2025-07-17 19:31:34.370480,2025-07-17 19:33:04.590387,0 days 00:01:30.219907,32,123,0.005265615524262106,23,COMPLETE
229,0.00012650720600504428,2025-07-17 19:33:04.591253,2025-07-17 19:34:33.410694,0 days 00:01:28.819441,32,122,0.005405693292453618,23,COMPLETE
230,0.00023703047190792859,2025-07-17 19:34:33.411640,2025-07-17 19:36:02.360949,0 days 00:01:28.949309,32,122,0.005449866708635198,23,COMPLETE
231,0.001637128065340221,2025-07-17 19:36:02.361929,2025-07-17 19:37:30.612680,0 days 00:01:28.250751,32,121,7.467512704957134e-05,23,COMPLETE
232,0.00027577747823670506,2025-07-17 19:37:30.613515,2025-07-17 19:38:57.887623,0 days 00:01:27.274108,32,118,0.00256053689811559,22,COMPLETE
233,0.00020198343554511666,2025-07-17 19:38:57.888410,2025-07-17 19:40:32.079889,0 days 00:01:34.191479,32,126,0.0039838177454347415,23,COMPLETE
234,0.0002360972430324182,2025-07-17 19:40:32.080822,2025-07-17 19:42:05.115866,0 days 00:01:33.035044,32,123,0.005039045605015091,24,COMPLETE
235,0.00027837191009894013,2025-07-17 19:42:05.116819,2025-07-17 19:43:23.456690,0 days 00:01:18.339871,128,120,0.005628229540862049,23,COMPLETE
236,0.00016490013513248414,2025-07-17 19:43:23.457395,2025-07-17 19:44:55.970335,0 days 00:01:32.512940,32,122,0.003195835036431201,24,COMPLETE
237,0.0001224143197759986,2025-07-17 19:44:55.971208,2025-07-17 19:46:29.288235,0 days 00:01:33.317027,32,125,0.0021896962049805257,23,COMPLETE
238,0.00031723041320219636,2025-07-17 19:46:29.289152,2025-07-17 19:48:00.187424,0 days 00:01:30.898272,32,125,0.002369406329641975,22,COMPLETE
239,0.00018346893193665892,2025-07-17 19:48:00.188376,2025-07-17 19:49:29.922495,0 days 00:01:29.734119,32,128,0.0022255443451562433,23,COMPLETE
240,0.00019168884318787605,2025-07-17 19:49:29.923411,2025-07-17 19:50:59.066986,0 days 00:01:29.143575,32,118,0.0018750328837530963,23,COMPLETE
241,0.0002668968809302896,2025-07-17 19:50:59.067723,2025-07-17 19:52:32.804057,0 days 00:01:33.736334,32,124,0.0028398716275708016,24,COMPLETE
242,0.00023194440291263163,2025-07-17 19:52:32.804954,2025-07-17 19:54:08.758225,0 days 00:01:35.953271,32,126,0.0025854125208313494,24,COMPLETE
243,0.00029189244378358126,2025-07-17 19:54:08.759128,2025-07-17 19:55:38.235258,0 days 00:01:29.476130,32,122,0.0034235169712180623,23,COMPLETE
244,0.00020298785238992423,2025-07-17 19:55:38.236195,2025-07-17 19:57:06.210346,0 days 00:01:27.974151,32,120,0.0041732190352885765,24,COMPLETE
245,0.00015838541730772704,2025-07-17 19:57:06.211270,2025-07-17 19:58:38.695188,0 days 00:01:32.483918,32,126,0.0020681289777619285,23,COMPLETE
246,0.00018670571444090456,2025-07-17 19:58:38.696107,2025-07-17 20:00:09.543677,0 days 00:01:30.847570,32,126,0.0020921073664700654,22,COMPLETE
247,0.0002096712269121781,2025-07-17 20:00:09.544566,2025-07-17 20:01:39.287189,0 days 00:01:29.742623,32,123,0.0027619208420246524,23,COMPLETE
248,0.0002581521403044462,2025-07-17 20:01:39.288148,2025-07-17 20:03:08.762981,0 days 00:01:29.474833,32,128,0.003038395598931227,23,COMPLETE
249,0.00026705634081736207,2025-07-17 20:03:08.763880,2025-07-17 20:04:35.387795,0 days 00:01:26.623915,32,125,0.0021425502132661526,21,COMPLETE
250,0.00018081134476233274,2025-07-17 20:04:35.388711,2025-07-17 20:06:04.096604,0 days 00:01:28.707893,32,120,0.0037185124864150907,24,COMPLETE
251,0.0002538181724958122,2025-07-17 20:06:04.097508,2025-07-17 20:07:35.587482,0 days 00:01:31.489974,32,123,0.0025486058440502444,23,COMPLETE
252,0.0002748407132457942,2025-07-17 20:07:35.588410,2025-07-17 20:08:48.863927,0 days 00:01:13.275517,32,117,0.003020947025378151,17,COMPLETE
253,0.0002477111993357539,2025-07-17 20:08:48.864876,2025-07-17 20:10:24.319290,0 days 00:01:35.454414,32,126,0.004318185180230337,24,COMPLETE
254,0.00021646144159603864,2025-07-17 20:10:24.320243,2025-07-17 20:11:51.448628,0 days 00:01:27.128385,32,122,0.006010462077143643,22,COMPLETE
255,0.00033123631146736443,2025-07-17 20:11:51.449473,2025-07-17 20:13:20.472330,0 days 00:01:29.022857,32,128,0.0019414530549135476,23,COMPLETE
256,0.00024307655985467136,2025-07-17 20:13:20.473279,2025-07-17 20:14:53.517794,0 days 00:01:33.044515,32,119,0.003373096117578005,24,COMPLETE
257,0.00024750924785621464,2025-07-17 20:14:53.518576,2025-07-17 20:16:11.142013,0 days 00:01:17.623437,64,124,0.0016792815231129606,24,COMPLETE
258,0.00017288226808886975,2025-07-17 20:16:11.142944,2025-07-17 20:17:40.458487,0 days 00:01:29.315543,32,121,0.002524272352572014,23,COMPLETE
259,0.0002267318923259154,2025-07-17 20:17:40.459420,2025-07-17 20:19:13.949078,0 days 00:01:33.489658,32,117,0.0029590178343721803,25,COMPLETE
260,0.008787637576460838,2025-07-17 20:19:13.950012,2025-07-17 20:20:48.636811,0 days 00:01:34.686799,32,126,1.1614940881779954e-05,24,COMPLETE
261,0.0003300905227661133,2025-07-17 20:20:48.637722,2025-07-17 20:22:59.385950,0 days 00:02:10.748228,16,124,0.003942527971918016,25,COMPLETE
262,0.00024714964092709124,2025-07-17 20:22:59.386895,2025-07-17 20:24:30.338814,0 days 00:01:30.951919,32,121,0.002270062661545033,24,COMPLETE
263,0.0002444575366098434,2025-07-17 20:24:30.339722,2025-07-17 20:25:59.617361,0 days 00:01:29.277639,32,128,0.003405751714750037,23,COMPLETE
264,0.00016423493798356503,2025-07-17 20:25:59.618278,2025-07-17 20:27:32.132725,0 days 00:01:32.514447,32,123,0.004769246446614194,25,COMPLETE
265,0.00025353897945024073,2025-07-17 20:27:32.133667,2025-07-17 20:28:59.218040,0 days 00:01:27.084373,32,119,0.0028364580775972347,22,COMPLETE
266,0.00030819521634839475,2025-07-17 20:28:59.218887,2025-07-17 20:30:33.587451,0 days 00:01:34.368564,32,125,0.0037274283712614154,24,COMPLETE
267,0.00020611111540347338,2025-07-17 20:30:33.588317,2025-07-17 20:32:00.444140,0 days 00:01:26.855823,32,116,0.0024920833583925214,23,COMPLETE
268,0.0002849179436452687,2025-07-17 20:32:00.445044,2025-07-17 20:33:34.252482,0 days 00:01:33.807438,32,122,0.00330906215596615,25,COMPLETE
269,0.00018880472634918988,2025-07-17 20:33:34.253433,2025-07-17 20:35:10.211663,0 days 00:01:35.958230,32,126,0.005107062951021318,24,COMPLETE
270,0.00029937661020085216,2025-07-17 20:35:10.230396,2025-07-17 20:36:39.369146,0 days 00:01:29.138750,128,119,0.004294277069989116,25,COMPLETE
271,0.0001604721910553053,2025-07-17 20:36:39.370028,2025-07-17 20:38:11.018198,0 days 00:01:31.648170,32,124,0.0021735755194364726,23,COMPLETE
272,0.0001591781183378771,2025-07-17 20:38:11.019168,2025-07-17 20:39:43.531292,0 days 00:01:32.512124,32,122,0.003051421690273059,24,COMPLETE
273,0.00018302338139619678,2025-07-17 20:39:43.532203,2025-07-17 20:41:15.696399,0 days 00:01:32.164196,32,128,0.006599100286300548,24,COMPLETE
274,0.0001430073898518458,2025-07-17 20:41:15.697336,2025-07-17 20:42:43.676143,0 days 00:01:27.978807,32,113,0.0038057663261414254,25,COMPLETE
275,0.00016667433374095708,2025-07-17 20:42:43.677085,2025-07-17 20:44:12.552415,0 days 00:01:28.875330,32,114,0.0037593251217867708,25,COMPLETE
276,0.0002599644649308175,2025-07-17 20:44:12.553348,2025-07-17 20:45:41.460813,0 days 00:01:28.907465,32,114,0.004408156023520911,25,COMPLETE
277,0.000212996790651232,2025-07-17 20:45:41.461773,2025-07-17 20:47:14.128237,0 days 00:01:32.666464,32,117,0.0035646996785087875,25,COMPLETE
278,0.00015767764125484973,2025-07-17 20:47:14.129127,2025-07-17 20:48:39.444737,0 days 00:01:25.315610,32,112,0.00275530226674734,25,COMPLETE
279,0.00013672861678060144,2025-07-17 20:48:39.445568,2025-07-17 20:50:04.989940,0 days 00:01:25.544372,32,112,0.0027092967420796104,25,COMPLETE
280,0.00014487659791484475,2025-07-17 20:50:04.990907,2025-07-17 20:51:15.918902,0 days 00:01:10.927995,64,112,0.003096805137294254,25,COMPLETE
281,0.0002027921291301027,2025-07-17 20:51:15.919859,2025-07-17 20:52:26.667325,0 days 00:01:10.747466,64,112,0.0024904472999556122,25,COMPLETE
282,0.00019770092330873013,2025-07-17 20:52:26.668267,2025-07-17 20:53:39.975590,0 days 00:01:13.307323,64,113,0.002967327168685949,25,COMPLETE
283,0.00021536801068577915,2025-07-17 20:53:39.976464,2025-07-17 20:54:57.689967,0 days 00:01:17.713503,64,117,0.002678991905402134,25,COMPLETE
284,0.0002939315454568714,2025-07-17 20:54:57.690693,2025-07-17 20:57:01.319848,0 days 00:02:03.629155,16,110,0.005731676928789478,25,COMPLETE
285,0.00014848713180981576,2025-07-17 20:57:01.320771,2025-07-17 20:58:15.155230,0 days 00:01:13.834459,64,115,0.00311082092839286,25,COMPLETE
286,0.000298218714306131,2025-07-17 20:58:15.155943,2025-07-17 20:59:25.903489,0 days 00:01:10.747546,64,114,0.002324435478442022,24,COMPLETE
287,0.00032337295124307275,2025-07-17 20:59:25.904412,2025-07-17 21:00:15.634238,0 days 00:00:49.729826,64,108,0.0031733045792270327,15,COMPLETE
288,0.00028366397600620985,2025-07-17 21:00:15.634941,2025-07-17 21:01:30.112077,0 days 00:01:14.477136,64,115,0.002812986459929989,25,COMPLETE
289,0.0018528089858591557,2025-07-17 21:01:30.112792,2025-07-17 21:01:51.189235,0 days 00:00:21.076443,128,21,0.0024739499700955985,24,COMPLETE
290,0.0003810864291153848,2025-07-17 21:01:51.189913,2025-07-17 21:03:06.650415,0 days 00:01:15.460502,64,111,0.0018149783263559413,25,COMPLETE
291,0.009467735886573792,2025-07-17 21:03:06.651328,2025-07-17 21:04:19.917746,0 days 00:01:13.266418,64,116,2.0933943437796816e-05,24,COMPLETE
292,0.0001803567138267681,2025-07-17 21:04:19.918586,2025-07-17 21:05:38.710147,0 days 00:01:18.791561,64,118,0.0032102492729425254,25,COMPLETE
293,0.00025048546376638114,2025-07-17 21:05:38.711092,2025-07-17 21:06:52.429379,0 days 00:01:13.718287,64,113,0.0028473372779389302,25,COMPLETE
294,0.00021286444098223,2025-07-17 21:06:52.430336,2025-07-17 21:08:05.754463,0 days 00:01:13.324127,64,115,0.002325486889012439,24,COMPLETE
295,0.0001974349725060165,2025-07-17 21:08:05.755444,2025-07-17 21:09:37.873030,0 days 00:01:32.117586,32,119,0.0031408183473181674,24,COMPLETE
296,0.00021713838214054704,2025-07-17 21:09:37.874003,2025-07-17 21:11:02.419385,0 days 00:01:24.545382,32,112,0.0026983908669842367,25,COMPLETE
297,0.00024869563640095294,2025-07-17 21:11:02.420335,2025-07-17 21:12:30.611931,0 days 00:01:28.191596,32,116,0.004980965322857283,24,COMPLETE
298,0.0008658521110191941,2025-07-17 21:12:30.612896,2025-07-17 21:14:01.198449,0 days 00:01:30.585553,32,120,0.0001685363048252814,25,COMPLETE
299,0.00033362110843881965,2025-07-17 21:14:01.199381,2025-07-17 21:15:17.478302,0 days 00:01:16.278921,32,118,0.0033793678166177195,18,COMPLETE
300,0.0001805982319638133,2025-07-17 21:15:17.479292,2025-07-17 21:16:30.916455,0 days 00:01:13.437163,32,89,0.002062900764983456,24,COMPLETE
301,0.00041505839908495545,2025-07-17 21:16:30.917372,2025-07-17 21:17:38.123191,0 days 00:01:07.205819,64,105,0.0041398725827288775,25,COMPLETE
302,0.0002288443356519565,2025-07-17 21:17:38.124152,2025-07-17 21:19:09.236263,0 days 00:01:31.112111,32,120,0.0026599778867283297,25,COMPLETE
303,0.00023945074644871056,2025-07-17 21:19:09.237226,2025-07-17 21:20:33.122632,0 days 00:01:23.885406,32,108,0.0036334323108370824,24,COMPLETE
304,0.00025132912560366094,2025-07-17 21:20:33.123626,2025-07-17 21:22:03.261923,0 days 00:01:30.138297,32,111,0.003129557170277091,25,COMPLETE
305,0.00020240234152879566,2025-07-17 21:22:03.262896,2025-07-17 21:23:31.226360,0 days 00:01:27.963464,32,116,0.002388912495953112,24,COMPLETE
306,0.00020739213505294174,2025-07-17 21:23:31.227297,2025-07-17 21:25:02.494494,0 days 00:01:31.267197,32,121,0.004330550376843082,24,COMPLETE
307,0.00011936822556890547,2025-07-17 21:25:02.495445,2025-07-17 21:26:35.804864,0 days 00:01:33.309419,32,118,0.0029163716455205416,25,COMPLETE
308,0.0002644597552716732,2025-07-17 21:26:35.805911,2025-07-17 21:28:09.682016,0 days 00:01:33.876105,32,123,0.003152281470772758,25,COMPLETE
309,0.0002319209888810292,2025-07-17 21:28:09.682933,2025-07-17 21:30:11.174204,0 days 00:02:01.491271,16,113,0.002652996677259976,25,COMPLETE
310,0.0002683532075025141,2025-07-17 21:30:11.175128,2025-07-17 21:31:42.051576,0 days 00:01:30.876448,32,120,0.003924576358347988,25,COMPLETE
311,0.00019280449487268925,2025-07-17 21:31:42.052516,2025-07-17 21:33:15.605323,0 days 00:01:33.552807,32,124,0.003445558156535803,24,COMPLETE
312,0.0002922985586337745,2025-07-17 21:33:15.606277,2025-07-17 21:34:50.087845,0 days 00:01:34.481568,32,118,0.0022264873331894635,25,COMPLETE
313,0.00015505882038269192,2025-07-17 21:34:50.088804,2025-07-17 21:36:22.167845,0 days 00:01:32.079041,32,122,0.0029053927756863417,24,COMPLETE
314,0.00022996371262706816,2025-07-17 21:36:22.168789,2025-07-17 21:37:42.541806,0 days 00:01:20.373017,128,115,0.005191323758809516,24,COMPLETE
315,0.00018480786820873618,2025-07-17 21:37:42.542783,2025-07-17 21:38:52.497390,0 days 00:01:09.954607,64,126,0.00727131929936669,20,COMPLETE
316,0.0009361966513097286,2025-07-17 21:38:52.498272,2025-07-17 21:40:03.069214,0 days 00:01:10.570942,32,76,0.0003051010840683675,25,COMPLETE
317,0.00025252459454350173,2025-07-17 21:40:03.070047,2025-07-17 21:41:30.564461,0 days 00:01:27.494414,32,109,0.0024971787054448883,25,COMPLETE
318,0.00024301210942212492,2025-07-17 21:41:30.565425,2025-07-17 21:42:58.121389,0 days 00:01:27.555964,32,120,0.0036433490166238717,24,COMPLETE
319,0.00022966688266023993,2025-07-17 21:42:58.122342,2025-07-17 21:44:31.987124,0 days 00:01:33.864782,32,124,0.002895827920973551,25,COMPLETE
320,0.00024218914040829986,2025-07-17 21:44:31.987862,2025-07-17 21:45:59.956236,0 days 00:01:27.968374,32,116,0.004476326822084758,24,COMPLETE
321,0.00017428744467906654,2025-07-17 21:45:59.957138,2025-07-17 21:47:33.253917,0 days 00:01:33.296779,32,122,0.001964141228322337,25,COMPLETE
322,0.00022296867973636836,2025-07-17 21:47:33.254853,2025-07-17 21:49:03.665538,0 days 00:01:30.410685,32,118,0.0032241803208166203,24,COMPLETE
323,0.00023812541621737182,2025-07-17 21:49:03.666517,2025-07-17 21:50:35.998019,0 days 00:01:32.331502,32,126,0.0024691566638781037,23,COMPLETE
324,0.00021580395696219057,2025-07-17 21:50:35.999013,2025-07-17 21:51:45.138791,0 days 00:01:09.139778,64,113,0.0058875545975188015,23,COMPLETE
325,0.00017844734247773886,2025-07-17 21:51:45.139557,2025-07-17 21:53:18.893952,0 days 00:01:33.754395,32,124,0.0028682113615110245,25,COMPLETE
326,0.005061469040811062,2025-07-17 21:53:18.894876,2025-07-17 21:54:49.635249,0 days 00:01:30.740373,32,121,6.091280704767693e-05,24,COMPLETE
327,0.00023678329307585955,2025-07-17 21:54:49.636217,2025-07-17 21:56:22.620355,0 days 00:01:32.984138,32,118,0.004075595684201186,25,COMPLETE
328,0.00023841312213335186,2025-07-17 21:56:22.621328,2025-07-17 21:57:53.681862,0 days 00:01:31.060534,32,128,0.0033818505973224828,24,COMPLETE
329,0.0003416458494029939,2025-07-17 21:57:53.682825,2025-07-17 21:59:01.851192,0 days 00:01:08.168367,32,110,0.0023439249155948047,16,COMPLETE
330,0.0002269463293487206,2025-07-17 21:59:01.852185,2025-07-17 22:00:31.799780,0 days 00:01:29.947595,32,124,0.004907899620610696,23,COMPLETE
331,0.00027592136757448316,2025-07-17 22:00:31.800746,2025-07-17 22:02:01.877692,0 days 00:01:30.076946,32,120,0.003746531445863642,25,COMPLETE
332,0.0001481610961491242,2025-07-17 22:02:01.878696,2025-07-17 22:03:28.852418,0 days 00:01:26.973722,32,115,0.0029651813983262985,24,COMPLETE
333,0.00021274980099406093,2025-07-17 22:03:28.853387,2025-07-17 22:04:40.172063,0 days 00:01:11.318676,64,113,0.002896162925914197,24,COMPLETE
334,0.0005763992667198181,2025-07-17 22:04:40.172815,2025-07-17 22:05:14.349488,0 days 00:00:34.176673,32,11,0.003372655602114608,25,COMPLETE
335,0.00019926988170482218,2025-07-17 22:05:14.350192,2025-07-17 22:07:15.754696,0 days 00:02:01.404504,16,115,0.004003221220773728,24,COMPLETE
336,0.00024212522839661688,2025-07-17 22:07:15.755665,2025-07-17 22:08:46.294807,0 days 00:01:30.539142,32,115,0.0030317741926631234,25,COMPLETE
337,0.0002882061235141009,2025-07-17 22:08:46.295811,2025-07-17 22:10:13.636731,0 days 00:01:27.340920,32,111,0.0021231782280391794,24,COMPLETE
338,0.00016484381922055036,2025-07-17 22:10:13.637748,2025-07-17 22:11:37.941699,0 days 00:01:24.303951,32,107,0.004467273057942573,25,COMPLETE
339,0.00023341181804426014,2025-07-17 22:11:37.942652,2025-07-17 22:13:08.573011,0 days 00:01:30.630359,32,118,0.002642886492215691,24,COMPLETE
340,0.00019402755424380302,2025-07-17 22:13:08.573973,2025-07-17 22:14:38.818929,0 days 00:01:30.244956,32,116,0.003508166225739916,25,COMPLETE
341,0.00034740273258648813,2025-07-17 22:14:38.819926,2025-07-17 22:15:55.213291,0 days 00:01:16.393365,128,112,0.003116097202395995,24,COMPLETE
342,0.00015600683400407434,2025-07-17 22:15:55.214245,2025-07-17 22:17:27.861984,0 days 00:01:32.647739,32,121,0.0018289069764451276,25,COMPLETE
343,0.00017490626487415284,2025-07-17 22:17:27.862931,2025-07-17 22:19:03.451128,0 days 00:01:35.588197,32,126,0.0026092653736605855,24,COMPLETE
344,0.0003220568469259888,2025-07-17 22:19:03.452096,2025-07-17 22:20:20.601290,0 days 00:01:17.149194,64,117,0.006445276273969865,25,COMPLETE
345,0.00019257640815339983,2025-07-17 22:20:20.602216,2025-07-17 22:21:52.829468,0 days 00:01:32.227252,32,119,0.0038726813409592302,24,COMPLETE
346,0.00020460902305785567,2025-07-17 22:21:52.830445,2025-07-17 22:23:21.535217,0 days 00:01:28.704772,32,122,0.0053590067807704695,23,COMPLETE
