number,value,datetime_start,datetime_complete,duration,params_batch_size,params_h,params_lr,params_seq_length,state
173,0.0003265268460381776,2025-07-18 00:55:43.617667,2025-07-18 01:00:08.907161,0 days 00:04:25.289494,16,114,0.0009688198785758301,19,COMPLETE
174,0.00038257919368334115,2025-07-18 01:00:08.908115,2025-07-18 01:03:59.432298,0 days 00:03:50.524183,16,112,0.001513310021936665,20,COMPLETE
175,0.0003902349271811545,2025-07-18 01:03:59.433289,2025-07-18 01:07:01.326558,0 days 00:03:01.893269,16,124,0.001073162774988446,20,COMPLETE
176,0.0004105374391656369,2025-07-18 01:07:01.327563,2025-07-18 01:09:49.777348,0 days 00:02:48.449785,16,121,0.001287853757096268,19,COMPLETE
177,0.00037846792838536203,2025-07-18 01:09:49.778345,2025-07-18 01:12:44.332710,0 days 00:02:54.554365,16,128,0.0006125076754680265,21,COMPLETE
178,0.0007521123625338078,2025-07-18 01:12:44.333658,2025-07-18 01:16:35.343415,0 days 00:03:51.009757,16,114,6.995292343653062e-05,20,COMPLETE
179,0.00037003617035225034,2025-07-18 01:16:35.344404,2025-07-18 01:19:32.435945,0 days 00:02:57.091541,16,123,0.001712930661301726,18,COMPLETE
180,0.0003308875020593405,2025-07-18 01:19:32.436957,2025-07-18 01:22:43.473529,0 days 00:03:11.036572,16,126,0.0007745240012381663,22,COMPLETE
181,0.0003573753056116402,2025-07-18 01:22:43.474567,2025-07-18 01:25:56.032662,0 days 00:03:12.558095,16,126,0.0007727519437708767,22,COMPLETE
182,0.00036820649984292686,2025-07-18 01:25:56.033659,2025-07-18 01:28:58.336559,0 days 00:03:02.302900,16,120,0.0010241398978157116,22,COMPLETE
183,0.00031209399458020926,2025-07-18 01:28:58.337591,2025-07-18 01:32:04.676785,0 days 00:03:06.339194,16,126,0.0014343284100377174,21,COMPLETE
184,0.0003934822743758559,2025-07-18 01:32:04.677779,2025-07-18 01:35:09.414295,0 days 00:03:04.736516,16,128,0.0014065545024231098,21,COMPLETE
185,0.00037340266862884164,2025-07-18 01:35:09.415299,2025-07-18 01:38:06.124968,0 days 00:02:56.709669,16,126,0.0011940435930258438,20,COMPLETE
186,0.0003249113797210157,2025-07-18 01:38:06.125983,2025-07-18 01:41:10.261918,0 days 00:03:04.135935,16,124,0.0019506882683955893,22,COMPLETE
187,0.00037130402051843703,2025-07-18 01:41:10.262922,2025-07-18 01:44:26.780733,0 days 00:03:16.517811,16,124,0.002035837889290749,23,COMPLETE
188,0.00031522262725047767,2025-07-18 01:44:26.781719,2025-07-18 01:47:54.955547,0 days 00:03:28.173828,16,121,0.001477215885973259,23,COMPLETE
189,0.0004172904300503433,2025-07-18 01:47:54.956564,2025-07-18 01:51:10.107281,0 days 00:03:15.150717,16,116,0.001487691596577992,22,COMPLETE
190,0.0006894092657603323,2025-07-18 01:51:10.108268,2025-07-18 01:54:20.019200,0 days 00:03:09.910932,16,120,0.002294033690614528,23,COMPLETE
191,0.000329060509102419,2025-07-18 01:54:20.020237,2025-07-18 01:57:45.997305,0 days 00:03:25.977068,16,123,0.0011634506281928399,23,COMPLETE
192,0.0005512541392818093,2025-07-18 01:57:45.998324,2025-07-18 02:01:14.167072,0 days 00:03:28.168748,16,128,0.001860670177329181,24,COMPLETE
193,0.0003531484690029174,2025-07-18 02:01:14.168038,2025-07-18 02:04:23.857255,0 days 00:03:09.689217,16,122,0.0013009058566180382,23,COMPLETE
194,0.00037635938497260213,2025-07-18 02:04:23.858219,2025-07-18 02:07:50.435349,0 days 00:03:26.577130,16,126,0.0015864760465695003,24,COMPLETE
195,0.0003248414723202586,2025-07-18 02:07:50.436331,2025-07-18 02:11:06.716192,0 days 00:03:16.279861,16,124,0.0011134773957779615,23,COMPLETE
196,0.00034667528234422207,2025-07-18 02:11:06.717222,2025-07-18 02:14:26.468901,0 days 00:03:19.751679,16,124,0.0010923507391966325,23,COMPLETE
197,0.0003239685611333698,2025-07-18 02:14:26.469884,2025-07-18 02:18:07.720144,0 days 00:03:41.250260,16,125,0.0009088767223989496,24,COMPLETE
198,0.0004899043124169111,2025-07-18 02:18:07.721114,2025-07-18 02:19:06.175104,0 days 00:00:58.453990,128,121,0.0008891996833162863,24,COMPLETE
199,0.00035110642784275115,2025-07-18 02:19:06.175879,2025-07-18 02:22:29.080393,0 days 00:03:22.904514,16,126,0.0008156638068322821,23,COMPLETE
200,0.0003382478025741875,2025-07-18 02:22:29.081409,2025-07-18 02:26:04.139148,0 days 00:03:35.057739,16,123,0.0009882358828221624,24,COMPLETE
201,0.00036846555303782225,2025-07-18 02:26:04.140147,2025-07-18 02:29:08.242027,0 days 00:03:04.101880,16,128,0.0012438243527397497,23,COMPLETE
202,0.00042559957364574075,2025-07-18 02:29:08.243026,2025-07-18 02:32:50.697755,0 days 00:03:42.454729,16,125,0.00109436139502768,25,COMPLETE
203,0.00034704667632468045,2025-07-18 02:32:50.698788,2025-07-18 02:36:03.476987,0 days 00:03:12.778199,16,122,0.0009670241459244835,22,COMPLETE
204,0.0004203511343803257,2025-07-18 02:36:03.478009,2025-07-18 02:39:10.775781,0 days 00:03:07.297772,16,126,0.0011901428059853986,22,COMPLETE
205,0.006320334505289793,2025-07-18 02:39:10.776820,2025-07-18 02:42:22.831153,0 days 00:03:12.054333,16,120,1.4597625314204333e-05,24,COMPLETE
206,0.0004036035970784724,2025-07-18 02:42:22.832191,2025-07-18 02:45:36.027976,0 days 00:03:13.195785,16,124,0.0014897694404625889,23,COMPLETE
207,0.0015002026921138167,2025-07-18 02:45:36.028985,2025-07-18 02:48:55.667034,0 days 00:03:19.638049,16,128,3.261852026611959e-05,25,COMPLETE
208,0.0003743807610590011,2025-07-18 02:48:55.668072,2025-07-18 02:51:53.564063,0 days 00:02:57.895991,16,124,0.000833956961741228,22,COMPLETE
209,0.00045561938895843923,2025-07-18 02:51:53.565057,2025-07-18 02:55:11.917904,0 days 00:03:18.352847,16,118,0.0007170860427604363,22,COMPLETE
210,0.0003669105062726885,2025-07-18 02:55:11.918930,2025-07-18 02:58:19.808842,0 days 00:03:07.889912,16,126,0.0013670891384297806,21,COMPLETE
211,0.00034252062323503196,2025-07-18 02:58:19.809845,2025-07-18 03:01:22.798453,0 days 00:03:02.988608,16,121,0.001090590292768368,19,COMPLETE
212,0.0003209938877262175,2025-07-18 03:01:22.799469,2025-07-18 03:04:04.367680,0 days 00:02:41.568211,16,118,0.0017158548698896238,19,COMPLETE
213,0.0003948540543206036,2025-07-18 03:04:04.368686,2025-07-18 03:06:43.221160,0 days 00:02:38.852474,16,123,0.0018647347847317852,19,COMPLETE
214,0.00032892709714360535,2025-07-18 03:06:43.222223,2025-07-18 03:09:43.259941,0 days 00:03:00.037718,16,118,0.0016876329002152271,23,COMPLETE
215,0.00047510917647741735,2025-07-18 03:09:43.260955,2025-07-18 03:12:39.527000,0 days 00:02:56.266045,16,116,0.0017069392475670426,23,COMPLETE
216,0.00045662428601644933,2025-07-18 03:12:39.528001,2025-07-18 03:15:37.410770,0 days 00:02:57.882769,16,119,0.0027524967334448033,22,COMPLETE
217,0.00034375590621493757,2025-07-18 03:15:37.411764,2025-07-18 03:18:47.972964,0 days 00:03:10.561200,16,121,0.002088786023918794,24,COMPLETE
218,0.00036616084980778396,2025-07-18 03:18:47.973990,2025-07-18 03:21:49.060288,0 days 00:03:01.086298,16,118,0.0015631187999302209,23,COMPLETE
219,0.0006787561578676105,2025-07-18 03:21:49.061308,2025-07-18 03:23:42.313363,0 days 00:01:53.252055,16,51,0.0024051895530412468,23,COMPLETE
220,0.0004185875004623085,2025-07-18 03:23:42.314378,2025-07-18 03:26:45.331104,0 days 00:03:03.016726,16,128,0.0003088606932710539,24,COMPLETE
221,0.00034431778476573527,2025-07-18 03:26:45.332124,2025-07-18 03:29:47.636992,0 days 00:03:02.304868,16,125,0.0012921230610802798,20,COMPLETE
222,0.0003112831909675151,2025-07-18 03:29:47.638004,2025-07-18 03:33:11.018661,0 days 00:03:23.380657,16,123,0.0009449163026333215,21,COMPLETE
223,0.0003381823771633208,2025-07-18 03:33:11.019683,2025-07-18 03:36:13.922428,0 days 00:03:02.902745,16,122,0.000964042436503842,21,COMPLETE
224,0.00034335217787884176,2025-07-18 03:36:13.923477,2025-07-18 03:39:13.617827,0 days 00:02:59.694350,16,123,0.00139705821111604,21,COMPLETE
225,0.0003489204973448068,2025-07-18 03:39:13.618833,2025-07-18 03:42:11.757565,0 days 00:02:58.138732,16,120,0.0009096415753499817,22,COMPLETE
226,0.00036413088673725724,2025-07-18 03:42:11.758571,2025-07-18 03:45:15.104229,0 days 00:03:03.345658,16,125,0.001090459113853177,21,COMPLETE
227,0.0004127497086301446,2025-07-18 03:45:15.105238,2025-07-18 03:47:52.309174,0 days 00:02:37.203936,16,116,0.0016924715545109993,20,COMPLETE
228,0.0003416074614506215,2025-07-18 03:47:52.310223,2025-07-18 03:50:52.772220,0 days 00:03:00.461997,16,126,0.0012016795577167616,22,COMPLETE
229,0.000374337105313316,2025-07-18 03:50:52.773243,2025-07-18 03:53:42.918482,0 days 00:02:50.145239,16,122,0.0014514298399161583,21,COMPLETE
230,0.0003263600228819996,2025-07-18 03:53:42.919538,2025-07-18 03:56:27.235588,0 days 00:02:44.316050,16,119,0.0020296731872655642,20,COMPLETE
231,0.0004230027552694082,2025-07-18 03:56:27.236593,2025-07-18 03:59:12.182502,0 days 00:02:44.945909,16,119,0.0020099027824307465,20,COMPLETE
232,0.00045232384582050145,2025-07-18 03:59:12.183527,2025-07-18 04:03:17.479619,0 days 00:04:05.296092,16,114,0.0017104348175564982,20,COMPLETE
233,0.0003610254207160324,2025-07-18 04:03:17.480624,2025-07-18 04:06:16.910135,0 days 00:02:59.429511,16,123,0.0009876748215859779,21,COMPLETE
234,0.0004450530686881393,2025-07-18 04:06:16.911139,2025-07-18 04:09:00.742227,0 days 00:02:43.831088,16,128,0.002170553409292022,20,COMPLETE
235,0.00034040125319734216,2025-07-18 04:09:00.743233,2025-07-18 04:12:00.141001,0 days 00:02:59.397768,16,121,0.0008450770781161376,21,COMPLETE
236,0.000354239804437384,2025-07-18 04:12:00.142051,2025-07-18 04:12:56.386930,0 days 00:00:56.244879,128,125,0.0018808519729175482,23,COMPLETE
237,0.0004109904693905264,2025-07-18 04:12:56.387715,2025-07-18 04:15:39.700245,0 days 00:02:43.312530,16,118,0.0012128491738578376,19,COMPLETE
238,0.00039624309283681214,2025-07-18 04:15:39.701316,2025-07-18 04:18:35.578728,0 days 00:02:55.877412,16,124,0.0014684430824995335,21,COMPLETE
239,0.0003823288425337523,2025-07-18 04:18:35.579746,2025-07-18 04:21:28.223802,0 days 00:02:52.644056,16,126,0.001061415202962375,20,COMPLETE
240,0.00126657634973526,2025-07-18 04:21:28.224814,2025-07-18 04:24:33.736174,0 days 00:03:05.511360,16,122,4.529541784720602e-05,22,COMPLETE
241,0.0003846104955300689,2025-07-18 04:24:33.737211,2025-07-18 04:27:19.730537,0 days 00:02:45.993326,16,126,0.0010883256587157655,19,COMPLETE
242,0.0003709312295541167,2025-07-18 04:27:19.731578,2025-07-18 04:29:55.373052,0 days 00:02:35.641474,16,128,0.0009336065028264487,19,COMPLETE
243,0.00038534452323801816,2025-07-18 04:29:55.374079,2025-07-18 04:32:37.077619,0 days 00:02:41.703540,16,124,0.00128966471582663,20,COMPLETE
244,0.0004162607656326145,2025-07-18 04:32:37.078631,2025-07-18 04:35:08.671930,0 days 00:02:31.593299,16,120,0.0011916093907455097,19,COMPLETE
245,0.00034561834763735533,2025-07-18 04:35:08.672943,2025-07-18 04:38:19.682248,0 days 00:03:11.009305,16,123,0.0015084544955654758,21,COMPLETE
246,0.0003557805030141026,2025-07-18 04:38:19.683271,2025-07-18 04:41:01.950240,0 days 00:02:42.266969,16,126,0.000778723623620154,18,COMPLETE
247,0.0003530386311467737,2025-07-18 04:41:01.951271,2025-07-18 04:43:51.541795,0 days 00:02:49.590524,16,117,0.001317792326683202,20,COMPLETE
248,0.00042840471724048257,2025-07-18 04:43:51.542837,2025-07-18 04:46:55.999528,0 days 00:03:04.456691,16,120,0.0017039668938791037,23,COMPLETE
249,0.0003632645821198821,2025-07-18 04:46:56.000571,2025-07-18 04:49:55.377940,0 days 00:02:59.377369,16,123,0.0010092704746115589,21,COMPLETE
250,0.0004010974371340126,2025-07-18 04:49:55.378972,2025-07-18 04:51:22.656717,0 days 00:01:27.277745,32,128,0.0011354031439843842,20,COMPLETE
251,0.0003738556697499007,2025-07-18 04:51:22.657715,2025-07-18 04:54:31.261348,0 days 00:03:08.603633,16,125,0.001372928405010456,22,COMPLETE
252,0.0004878707113675773,2025-07-18 04:54:31.262392,2025-07-18 04:57:17.014662,0 days 00:02:45.752270,16,121,0.002396112967557858,19,COMPLETE
253,0.0004161050892435014,2025-07-18 04:57:17.015677,2025-07-18 05:00:38.248131,0 days 00:03:21.232454,16,126,0.0019352225623584102,24,COMPLETE
254,0.0003743946144822985,2025-07-18 05:00:38.249161,2025-07-18 05:03:56.829148,0 days 00:03:18.579987,16,123,0.0009304420208731431,22,COMPLETE
255,0.00040797251858748496,2025-07-18 05:03:56.830152,2025-07-18 05:07:15.292593,0 days 00:03:18.462441,16,118,0.0016195530120601284,21,COMPLETE
256,0.000430811895057559,2025-07-18 05:07:15.293610,2025-07-18 05:09:05.044344,0 days 00:01:49.750734,16,115,0.0011883372140131336,8,COMPLETE
257,0.00035915945773012936,2025-07-18 05:09:05.045353,2025-07-18 05:11:55.568476,0 days 00:02:50.523123,16,128,0.0007162512991143452,20,COMPLETE
258,0.00033383030677214265,2025-07-18 05:11:55.569519,2025-07-18 05:15:05.214936,0 days 00:03:09.645417,16,124,0.0010277902735404043,23,COMPLETE
259,0.00036557193379849195,2025-07-18 05:15:05.215988,2025-07-18 05:18:09.807276,0 days 00:03:04.591288,16,120,0.0009163010309309988,23,COMPLETE
260,0.0004171084437984973,2025-07-18 05:18:09.808370,2025-07-18 05:21:19.861244,0 days 00:03:10.052874,16,124,0.0010507759493319049,23,COMPLETE
261,0.00041850615525618196,2025-07-18 05:21:19.862303,2025-07-18 05:24:25.785386,0 days 00:03:05.923083,16,122,0.0014425559164463256,22,COMPLETE
262,0.0004150866298004985,2025-07-18 05:24:25.786426,2025-07-18 05:26:07.721152,0 days 00:01:41.934726,32,119,0.0008149921543900399,23,COMPLETE
263,0.00041475583566352725,2025-07-18 05:26:07.722159,2025-07-18 05:29:28.856860,0 days 00:03:21.134701,16,126,0.0020801541471596073,24,COMPLETE
264,0.00034247705480083823,2025-07-18 05:29:28.857894,2025-07-18 05:30:20.942569,0 days 00:00:52.084675,128,124,0.002690055176915599,22,COMPLETE
265,0.00035146993468515575,2025-07-18 05:30:20.943386,2025-07-18 05:33:17.688102,0 days 00:02:56.744716,16,117,0.0013081905578468122,21,COMPLETE
266,0.00034543705987744033,2025-07-18 05:33:17.689105,2025-07-18 05:36:32.360624,0 days 00:03:14.671519,16,121,0.0017270980984901982,23,COMPLETE
267,0.00048021244583651423,2025-07-18 05:36:32.361629,2025-07-18 05:38:37.311265,0 days 00:02:04.949636,16,68,0.0006338954356305903,21,COMPLETE
268,0.0006075346609577537,2025-07-18 05:38:37.312490,2025-07-18 05:40:33.573240,0 days 00:01:56.260750,16,26,0.001051191619495916,24,COMPLETE
269,0.0003912131942342967,2025-07-18 05:40:33.574254,2025-07-18 05:44:05.492417,0 days 00:03:31.918163,16,113,0.0008325024341381172,22,COMPLETE
270,0.00037740866537205875,2025-07-18 05:44:05.493454,2025-07-18 05:46:50.761780,0 days 00:02:45.268326,16,128,0.0015423684462168826,20,COMPLETE
271,0.0003706692368723452,2025-07-18 05:46:50.762862,2025-07-18 05:49:48.901151,0 days 00:02:58.138289,16,122,0.0011281223785894264,21,COMPLETE
272,0.0003643314412329346,2025-07-18 05:49:48.902193,2025-07-18 05:52:57.610262,0 days 00:03:08.708069,16,125,0.0009777123911146196,22,COMPLETE
273,0.0004418050230015069,2025-07-18 05:52:57.611299,2025-07-18 05:55:00.156978,0 days 00:02:02.545679,16,119,0.0012439525533792623,13,COMPLETE
274,0.00038358295569196343,2025-07-18 05:55:00.158035,2025-07-18 05:57:52.677672,0 days 00:02:52.519637,16,126,0.0009023480615614147,20,COMPLETE
275,0.0005036818911321461,2025-07-18 05:57:52.678701,2025-07-18 06:01:25.914523,0 days 00:03:33.235822,16,110,0.0018675965278855539,21,COMPLETE
276,0.0003818957775365561,2025-07-18 06:01:25.915650,2025-07-18 06:03:12.580477,0 days 00:01:46.664827,32,123,0.0014378263953591641,24,COMPLETE
277,0.0005145039758644998,2025-07-18 06:03:12.581556,2025-07-18 06:06:29.780373,0 days 00:03:17.198817,16,128,0.0022797247056910923,25,COMPLETE
278,0.0003279036609455943,2025-07-18 06:06:29.781386,2025-07-18 06:09:44.222917,0 days 00:03:14.441531,16,121,0.0011629569964454536,23,COMPLETE
279,0.00037594058085232973,2025-07-18 06:09:44.223955,2025-07-18 06:13:21.584595,0 days 00:03:37.360640,16,115,0.0013469821530476933,22,COMPLETE
280,0.0003613938170019537,2025-07-18 06:13:21.585661,2025-07-18 06:16:30.799711,0 days 00:03:09.214050,16,117,0.0015823338823825394,23,COMPLETE
281,0.00033032664214260876,2025-07-18 06:16:30.800746,2025-07-18 06:19:35.032713,0 days 00:03:04.231967,16,120,0.0011351395044311124,23,COMPLETE
282,0.0004167950537521392,2025-07-18 06:19:35.033755,2025-07-18 06:22:47.361924,0 days 00:03:12.328169,16,119,0.0012554635213821274,23,COMPLETE
283,0.0004013151046819985,2025-07-18 06:22:47.362969,2025-07-18 06:26:01.652603,0 days 00:03:14.289634,16,121,0.0017067028510942544,23,COMPLETE
284,0.000420020311139524,2025-07-18 06:26:01.653604,2025-07-18 06:28:40.931613,0 days 00:02:39.278009,16,116,0.0011808656527084451,19,COMPLETE
285,0.0004340470186434686,2025-07-18 06:28:40.932630,2025-07-18 06:29:55.968303,0 days 00:01:15.035673,16,121,0.0019472293186235186,6,COMPLETE
286,0.0004669234622269869,2025-07-18 06:29:55.969340,2025-07-18 06:31:07.999876,0 days 00:01:12.030536,64,118,0.0007043412255631648,24,COMPLETE
287,0.0008114080992527306,2025-07-18 06:31:08.000945,2025-07-18 06:33:44.924795,0 days 00:02:36.923850,16,122,0.003128005153191312,18,COMPLETE
288,0.00037941994378343225,2025-07-18 06:33:44.925843,2025-07-18 06:34:33.679153,0 days 00:00:48.753310,128,120,0.0014597825478312604,22,COMPLETE
289,0.0004358450823929161,2025-07-18 06:34:33.679960,2025-07-18 06:36:31.868405,0 days 00:01:58.188445,16,63,0.0009060692575100438,19,COMPLETE
290,0.000392039684811607,2025-07-18 06:36:31.869478,2025-07-18 06:38:11.815677,0 days 00:01:39.946199,32,124,0.0007857421016405413,23,COMPLETE
291,0.0005293352296575904,2025-07-18 06:38:11.816780,2025-07-18 06:41:34.807136,0 days 00:03:22.990356,16,114,0.00011154230018888151,20,COMPLETE
292,0.0003294884809292853,2025-07-18 06:41:34.808143,2025-07-18 06:44:55.071451,0 days 00:03:20.263308,16,123,0.0011829404790221246,24,COMPLETE
293,0.0003243202227167785,2025-07-18 06:44:55.072488,2025-07-18 06:48:16.024575,0 days 00:03:20.952087,16,126,0.0010612493882826708,24,COMPLETE
294,0.0004179280367679894,2025-07-18 06:48:16.025618,2025-07-18 06:52:19.921529,0 days 00:04:03.895911,16,105,0.0010680653085640662,25,COMPLETE
295,0.0003877916606143117,2025-07-18 06:52:19.922562,2025-07-18 06:55:40.608166,0 days 00:03:20.685604,16,126,0.0011559547204683042,24,COMPLETE
296,0.000327278976328671,2025-07-18 06:55:40.609218,2025-07-18 06:59:01.563906,0 days 00:03:20.954688,16,126,0.0009648163070089592,24,COMPLETE
297,0.000350484304362908,2025-07-18 06:59:01.564954,2025-07-18 07:02:18.465167,0 days 00:03:16.900213,16,128,0.000920253430368349,25,COMPLETE
298,0.0003665841941256076,2025-07-18 07:02:18.466203,2025-07-18 07:05:35.116860,0 days 00:03:16.650657,16,124,0.0013101745237394569,24,COMPLETE
299,0.0003765018773265183,2025-07-18 07:05:35.117925,2025-07-18 07:08:57.308846,0 days 00:03:22.190921,16,125,0.0010790263037991788,24,COMPLETE
300,0.00042447310988791287,2025-07-18 07:08:57.309919,2025-07-18 07:12:47.581995,0 days 00:03:50.272076,16,111,0.001000283227474583,24,COMPLETE
301,0.00038269534707069397,2025-07-18 07:12:47.583027,2025-07-18 07:16:12.958824,0 days 00:03:25.375797,16,119,0.0012971199761046565,25,COMPLETE
302,0.00042191686225123703,2025-07-18 07:16:12.959854,2025-07-18 07:19:32.639238,0 days 00:03:19.679384,16,123,0.0015422762708948178,24,COMPLETE
303,0.0003374115622136742,2025-07-18 07:19:32.640269,2025-07-18 07:22:43.416918,0 days 00:03:10.776649,16,128,0.0008433265151550472,24,COMPLETE
304,0.0003486289642751217,2025-07-18 07:22:43.417962,2025-07-18 07:25:56.521503,0 days 00:03:13.103541,16,121,0.0011731124412376207,23,COMPLETE
305,0.00038559461245313287,2025-07-18 07:25:56.522563,2025-07-18 07:29:18.977074,0 days 00:03:22.454511,16,117,0.0009797873616598386,25,COMPLETE
306,0.0004137027426622808,2025-07-18 07:29:18.978148,2025-07-18 07:31:13.458233,0 days 00:01:54.480085,16,126,0.001370303872047877,12,COMPLETE
307,0.0003517919103614986,2025-07-18 07:31:13.459272,2025-07-18 07:34:32.691334,0 days 00:03:19.232062,16,123,0.0011488239897146678,24,COMPLETE
308,0.00034705744474194944,2025-07-18 07:34:32.692387,2025-07-18 07:37:35.933178,0 days 00:03:03.240791,16,120,0.0015281394418877956,23,COMPLETE
309,0.00035970075987279415,2025-07-18 07:37:35.934237,2025-07-18 07:40:51.271383,0 days 00:03:15.337146,16,124,0.0008974586638455532,24,COMPLETE
310,0.00036519236164167523,2025-07-18 07:40:51.272418,2025-07-18 07:42:36.624475,0 days 00:01:45.352057,16,128,0.0005490446475276926,11,COMPLETE
311,0.0004310936201363802,2025-07-18 07:42:36.625523,2025-07-18 07:45:49.745403,0 days 00:03:13.119880,16,126,0.001742403742135196,23,COMPLETE
312,0.0003492184332571924,2025-07-18 07:45:49.746455,2025-07-18 07:48:27.767269,0 days 00:02:38.020814,16,122,0.0010250732223841216,18,COMPLETE
313,0.00033629167592152953,2025-07-18 07:48:27.768324,2025-07-18 07:51:40.035989,0 days 00:03:12.267665,16,119,0.0013586295692392205,23,COMPLETE
314,0.0003353102074470371,2025-07-18 07:51:40.037068,2025-07-18 07:54:53.007053,0 days 00:03:12.969985,16,116,0.0011961184735931748,24,COMPLETE
315,0.0003856259281747043,2025-07-18 07:54:53.008105,2025-07-18 07:57:34.679694,0 days 00:02:41.671589,16,124,0.0008526199783792445,19,COMPLETE
316,0.00041472891462035477,2025-07-18 07:57:34.680799,2025-07-18 07:58:45.935175,0 days 00:01:11.254376,64,126,0.0006852534355496932,23,COMPLETE
317,0.0003629929560702294,2025-07-18 07:58:45.936271,2025-07-18 08:01:32.070754,0 days 00:02:46.134483,16,121,0.0015648090635932868,19,COMPLETE
318,0.0003824572777375579,2025-07-18 08:01:32.071818,2025-07-18 08:04:48.249769,0 days 00:03:16.177951,16,124,0.0010363817338215847,24,COMPLETE
319,0.0004127826832700521,2025-07-18 08:04:48.250868,2025-07-18 08:05:33.800695,0 days 00:00:45.549827,128,128,0.0012877741406283466,20,COMPLETE
320,0.00042683075298555195,2025-07-18 08:05:33.801544,2025-07-18 08:08:44.702874,0 days 00:03:10.901330,16,113,0.0018042688839676835,19,COMPLETE
321,0.00035162997664883733,2025-07-18 08:08:44.703964,2025-07-18 08:12:10.477710,0 days 00:03:25.773746,16,119,0.0011260310118319456,25,COMPLETE
322,0.0004084247339051217,2025-07-18 08:12:10.478774,2025-07-18 08:15:23.035774,0 days 00:03:12.557000,16,122,0.0002180650776911133,23,COMPLETE
323,0.000404293998144567,2025-07-18 08:15:23.036872,2025-07-18 08:18:41.265922,0 days 00:03:18.229050,16,126,0.000756958959692197,24,COMPLETE
324,0.00036966646439395845,2025-07-18 08:18:41.266994,2025-07-18 08:21:29.336376,0 days 00:02:48.069382,16,117,0.0014039013825031673,20,COMPLETE
325,0.00032555346842855215,2025-07-18 08:21:29.337465,2025-07-18 08:24:17.909124,0 days 00:02:48.571659,16,124,0.0009542848029528328,20,COMPLETE
326,0.00037580530624836683,2025-07-18 08:24:17.910176,2025-07-18 08:27:03.948162,0 days 00:02:46.037986,16,121,0.0009488704473233928,19,COMPLETE
327,0.00040427176281809807,2025-07-18 08:27:03.949229,2025-07-18 08:30:16.785433,0 days 00:03:12.836204,16,124,0.0008002139444336242,23,COMPLETE
328,0.00037414347752928734,2025-07-18 08:30:16.786482,2025-07-18 08:31:53.132966,0 days 00:01:36.346484,16,38,0.0022935635551214186,17,COMPLETE
329,0.0004192847409285605,2025-07-18 08:31:53.134012,2025-07-18 08:35:05.966712,0 days 00:03:12.832700,16,119,0.0009642102887553246,20,COMPLETE
330,0.0003257152857258916,2025-07-18 08:35:05.967784,2025-07-18 08:38:10.986122,0 days 00:03:05.018338,16,122,0.0011824670255989142,23,COMPLETE
331,0.00040462330798618495,2025-07-18 08:38:10.987237,2025-07-18 08:41:24.491797,0 days 00:03:13.504560,16,123,0.0015047097572091336,24,COMPLETE
332,0.0004478725604712963,2025-07-18 08:41:24.492884,2025-07-18 08:44:32.153883,0 days 00:03:07.660999,16,125,0.0019502858829310479,18,COMPLETE
333,0.0003758300154004246,2025-07-18 08:44:32.154941,2025-07-18 08:47:48.005533,0 days 00:03:15.850592,16,122,0.0012604505781983455,22,COMPLETE
334,0.00041125676943920553,2025-07-18 08:47:48.006612,2025-07-18 08:49:48.006626,0 days 00:02:00.000014,16,55,0.0008557169917956089,20,COMPLETE
335,0.0003600846685003489,2025-07-18 08:49:48.007711,2025-07-18 08:52:38.110634,0 days 00:02:50.102923,16,125,0.001678559401421177,19,COMPLETE
336,0.00046852388186380267,2025-07-18 08:52:38.111728,2025-07-18 08:55:58.755539,0 days 00:03:20.643811,16,116,0.0006145938793614997,25,COMPLETE
337,0.0003535057185217738,2025-07-18 08:55:58.756619,2025-07-18 08:59:19.335455,0 days 00:03:20.578836,16,123,0.001045534200694766,24,COMPLETE
338,0.0040208506397902966,2025-07-18 08:59:19.336542,2025-07-18 09:02:24.017937,0 days 00:03:04.681395,16,120,2.525547465558285e-05,23,COMPLETE
339,0.0003548868407960981,2025-07-18 09:02:24.019038,2025-07-18 09:03:22.080751,0 days 00:00:58.061713,64,108,0.001386701741272595,20,COMPLETE
340,0.0004298069979995489,2025-07-18 09:03:22.081593,2025-07-18 09:05:11.934860,0 days 00:01:49.853267,16,72,0.0007368377544521849,18,COMPLETE
341,0.00033764494583010674,2025-07-18 09:05:11.935928,2025-07-18 09:08:26.137359,0 days 00:03:14.201431,16,126,0.0009411645792143634,23,COMPLETE
342,0.00033706455724313855,2025-07-18 09:08:26.138448,2025-07-18 09:11:23.470818,0 days 00:02:57.332370,16,118,0.0011602802177911274,21,COMPLETE
343,0.0003579099429771304,2025-07-18 09:11:23.471897,2025-07-18 09:12:16.503841,0 days 00:00:53.031944,128,122,0.001646546460379486,22,COMPLETE
344,0.0003677968925330788,2025-07-18 09:12:16.504699,2025-07-18 09:15:27.951891,0 days 00:03:11.447192,16,128,0.0013149357072386565,24,COMPLETE
345,0.0005357844056561589,2025-07-18 09:15:27.952978,2025-07-18 09:19:26.302289,0 days 00:03:58.349311,16,114,0.0026296097111968954,22,COMPLETE
346,0.0015308221336454153,2025-07-18 09:19:26.303378,2025-07-18 09:22:45.532086,0 days 00:03:19.228708,16,124,0.006518474762452119,21,COMPLETE
