number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_lr,params_num_layers,params_size_layers,state
166,0.00035841495264321566,2025-07-12 17:11:37.130502,2025-07-12 17:11:51.676893,0 days 00:00:14.546391,identity,16,0.0006823135374960861,1,102,COMPLETE
167,0.00035754338023252785,2025-07-12 17:11:51.677319,2025-07-12 17:12:06.251749,0 days 00:00:14.574430,identity,16,0.0005909202322175966,1,124,COMPLETE
168,0.00035765243228524923,2025-07-12 17:12:06.252560,2025-07-12 17:12:20.815521,0 days 00:00:14.562961,identity,16,0.0005987733775486138,1,125,COMPLETE
169,0.00035739049781113863,2025-07-12 17:12:20.816124,2025-07-12 17:12:35.361852,0 days 00:00:14.545728,identity,16,0.0006077760332524807,1,115,COMPLETE
170,0.0005094851949252188,2025-07-12 17:12:35.362239,2025-07-12 17:12:43.954840,0 days 00:00:08.592601,identity,32,0.0005940568740690133,1,117,COMPLETE
171,0.0003814907104242593,2025-07-12 17:12:43.955451,2025-07-12 17:12:58.515381,0 days 00:00:14.559930,identity,16,0.0006761490256479944,1,115,COMPLETE
172,0.00036665238440036774,2025-07-12 17:12:58.515957,2025-07-12 17:13:13.084606,0 days 00:00:14.568649,identity,16,0.0007849025877698294,1,110,COMPLETE
173,0.00035997715895064175,2025-07-12 17:13:13.085012,2025-07-12 17:13:27.674036,0 days 00:00:14.589024,identity,16,0.0006272834634002733,1,124,COMPLETE
174,0.0003653954481706023,2025-07-12 17:13:27.674635,2025-07-12 17:13:42.202894,0 days 00:00:14.528259,identity,16,0.0005680200087327716,1,104,COMPLETE
175,0.000360357400495559,2025-07-12 17:13:42.203491,2025-07-12 17:13:56.749800,0 days 00:00:14.546309,identity,16,0.0007229799244186765,1,108,COMPLETE
176,1.5601260662078857,2025-07-12 17:13:56.750168,2025-07-12 17:14:12.081361,0 days 00:00:15.331193,relu,16,0.0006613884838890186,1,100,COMPLETE
177,0.0005135401734150946,2025-07-12 17:14:12.081986,2025-07-12 17:14:15.721955,0 days 00:00:03.639969,identity,128,0.0008436822999997315,1,119,COMPLETE
178,0.00036118869320489466,2025-07-12 17:14:15.722316,2025-07-12 17:14:30.263633,0 days 00:00:14.541317,identity,16,0.0005210157899741461,1,112,COMPLETE
179,0.0003585047379601747,2025-07-12 17:14:30.264234,2025-07-12 17:14:44.853383,0 days 00:00:14.589149,identity,16,0.0005978401918648295,1,125,COMPLETE
180,0.0003971783444285393,2025-07-12 17:14:44.854016,2025-07-12 17:14:59.438558,0 days 00:00:14.584542,identity,16,0.0009312573432096208,1,121,COMPLETE
181,0.0003581164637580514,2025-07-12 17:14:59.439141,2025-07-12 17:15:13.981136,0 days 00:00:14.541995,identity,16,0.0005479254495713267,1,128,COMPLETE
182,0.0003582986246328801,2025-07-12 17:15:13.981517,2025-07-12 17:15:28.567260,0 days 00:00:14.585743,identity,16,0.0006174856621108856,1,126,COMPLETE
183,0.00043185343383811414,2025-07-12 17:15:28.567883,2025-07-12 17:15:43.123472,0 days 00:00:14.555589,identity,16,0.000763665450657716,1,115,COMPLETE
184,0.0003655538894236088,2025-07-12 17:15:43.124084,2025-07-12 17:15:57.696085,0 days 00:00:14.572001,identity,16,0.00047766891379849135,1,122,COMPLETE
185,0.0003630549763329327,2025-07-12 17:15:57.696467,2025-07-12 17:16:12.265627,0 days 00:00:14.569160,identity,16,0.0006811532572997441,1,117,COMPLETE
186,0.0003638802736531943,2025-07-12 17:16:12.266240,2025-07-12 17:16:26.845539,0 days 00:00:14.579299,identity,16,0.0005315316800229238,1,125,COMPLETE
187,0.0003596775059122592,2025-07-12 17:16:26.846185,2025-07-12 17:16:41.414914,0 days 00:00:14.568729,identity,16,0.0006119753486224016,1,120,COMPLETE
188,0.00035826052771881223,2025-07-12 17:16:41.415531,2025-07-12 17:16:55.970367,0 days 00:00:14.554836,identity,16,0.0007217349715021853,1,107,COMPLETE
189,0.00035848451079800725,2025-07-12 17:16:55.970768,2025-07-12 17:17:10.553416,0 days 00:00:14.582648,identity,16,0.00045581167872961676,1,113,COMPLETE
190,0.0003608813276514411,2025-07-12 17:17:10.554075,2025-07-12 17:17:25.139761,0 days 00:00:14.585686,identity,16,0.0005653079584808214,1,123,COMPLETE
191,0.0003737017686944455,2025-07-12 17:17:25.140381,2025-07-12 17:17:39.707572,0 days 00:00:14.567191,identity,16,0.0008067264152365599,1,123,COMPLETE
192,0.00035953521728515625,2025-07-12 17:17:39.708193,2025-07-12 17:17:54.268969,0 days 00:00:14.560776,identity,16,0.0007112939273467184,1,119,COMPLETE
193,0.00036110111977905035,2025-07-12 17:17:54.269356,2025-07-12 17:18:08.882608,0 days 00:00:14.613252,identity,16,0.0006085436853103348,1,121,COMPLETE
194,0.0003611495776567608,2025-07-12 17:18:08.883272,2025-07-12 17:18:23.473332,0 days 00:00:14.590060,identity,16,0.0006364372457537547,1,126,COMPLETE
195,0.00037834260729141533,2025-07-12 17:18:23.473975,2025-07-12 17:18:38.022076,0 days 00:00:14.548101,identity,16,0.00024356269589230682,1,104,COMPLETE
196,0.0004443345533218235,2025-07-12 17:18:38.022649,2025-07-12 17:18:43.291851,0 days 00:00:05.269202,identity,64,0.0005135894389361457,1,116,COMPLETE
197,0.0003676745982374996,2025-07-12 17:18:43.292207,2025-07-12 17:19:02.984920,0 days 00:00:19.692713,identity,16,0.0004137638153222144,2,109,COMPLETE
198,0.00035863721859641373,2025-07-12 17:19:02.985491,2025-07-12 17:19:17.560315,0 days 00:00:14.574824,identity,16,0.0008710774751251711,1,118,COMPLETE
199,0.0003584785445127636,2025-07-12 17:19:17.560737,2025-07-12 17:19:32.080066,0 days 00:00:14.519329,identity,16,0.0006687127501072591,1,97,COMPLETE
200,0.0016504552913829684,2025-07-12 17:19:32.080507,2025-07-12 17:19:41.062832,0 days 00:00:08.982325,relu,32,0.001271665889223823,1,112,COMPLETE
201,0.00036348821595311165,2025-07-12 17:19:41.063422,2025-07-12 17:19:55.626197,0 days 00:00:14.562775,identity,16,0.0004713705248068121,1,111,COMPLETE
202,0.00035791032132692635,2025-07-12 17:19:55.626587,2025-07-12 17:20:10.177108,0 days 00:00:14.550521,identity,16,0.0005599677387859041,1,107,COMPLETE
203,0.00036100036231800914,2025-07-12 17:20:10.177534,2025-07-12 17:20:24.725659,0 days 00:00:14.548125,identity,16,0.0005723915050213145,1,106,COMPLETE
204,0.0003613040898926556,2025-07-12 17:20:24.726294,2025-07-12 17:20:39.267001,0 days 00:00:14.540707,identity,16,0.0007684991106772673,1,100,COMPLETE
205,0.0003631821018643677,2025-07-12 17:20:39.267644,2025-07-12 17:20:53.819089,0 days 00:00:14.551445,identity,16,0.0005447998730872059,1,123,COMPLETE
206,0.0003579875628929585,2025-07-12 17:20:53.819471,2025-07-12 17:21:08.369912,0 days 00:00:14.550441,identity,16,0.0006928571744268983,1,109,COMPLETE
207,0.00036349575384519994,2025-07-12 17:21:08.370535,2025-07-12 17:21:22.898976,0 days 00:00:14.528441,identity,16,0.0077400863069517585,1,102,COMPLETE
208,0.00035900415969081223,2025-07-12 17:21:22.899580,2025-07-12 17:21:37.435829,0 days 00:00:14.536249,identity,16,0.00063252644666174,1,115,COMPLETE
209,0.0003587873943615705,2025-07-12 17:21:37.436207,2025-07-12 17:21:51.985498,0 days 00:00:14.549291,identity,16,0.00050606381087446,1,105,COMPLETE
210,0.00036513368831947446,2025-07-12 17:21:51.986140,2025-07-12 17:22:06.533250,0 days 00:00:14.547110,identity,16,0.0005830492859220594,1,128,COMPLETE
211,0.0003592718276195228,2025-07-12 17:22:06.533872,2025-07-12 17:22:21.089583,0 days 00:00:14.555711,identity,16,0.00046478819887891144,1,111,COMPLETE
212,0.0004124586412217468,2025-07-12 17:22:21.090194,2025-07-12 17:22:35.648137,0 days 00:00:14.557943,identity,16,0.00033223075891131507,1,108,COMPLETE
213,0.0003746855945792049,2025-07-12 17:22:35.648539,2025-07-12 17:22:50.181418,0 days 00:00:14.532879,identity,16,0.0005105465029071721,1,113,COMPLETE
214,0.0003606062091421336,2025-07-12 17:22:50.182040,2025-07-12 17:23:04.757662,0 days 00:00:14.575622,identity,16,0.00042710527573149737,1,103,COMPLETE
215,0.0005125247407704592,2025-07-12 17:23:04.758292,2025-07-12 17:23:08.392573,0 days 00:00:03.634281,identity,128,0.0005585399979919327,1,121,COMPLETE
216,0.00036708981497213244,2025-07-12 17:23:08.392928,2025-07-12 17:23:22.961985,0 days 00:00:14.569057,identity,16,0.0034541598100863396,1,125,COMPLETE
217,0.0003584718215279281,2025-07-12 17:23:22.962591,2025-07-12 17:23:37.531724,0 days 00:00:14.569133,identity,16,0.0006423263956685803,1,118,COMPLETE
218,0.0003581346827559173,2025-07-12 17:23:37.532145,2025-07-12 17:23:52.092708,0 days 00:00:14.560563,identity,16,0.0007466935029747927,1,114,COMPLETE
219,0.00036798929795622826,2025-07-12 17:23:52.093332,2025-07-12 17:24:06.695422,0 days 00:00:14.602090,identity,16,0.0005796980278589318,1,110,COMPLETE
220,0.0004045414971187711,2025-07-12 17:24:06.696076,2025-07-12 17:24:31.106707,0 days 00:00:24.410631,identity,16,0.0006647502838128391,3,106,COMPLETE
221,0.00035891274455934763,2025-07-12 17:24:31.107335,2025-07-12 17:24:45.667871,0 days 00:00:14.560536,identity,16,0.0006959148044610187,1,109,COMPLETE
222,0.00035813331487588584,2025-07-12 17:24:45.668471,2025-07-12 17:25:00.214053,0 days 00:00:14.545582,identity,16,0.0007931983790390924,1,108,COMPLETE
223,0.0003582400968298316,2025-07-12 17:25:00.214636,2025-07-12 17:25:14.763944,0 days 00:00:14.549308,identity,16,0.0006951852653504834,1,110,COMPLETE
224,0.00036198983434587717,2025-07-12 17:25:14.764328,2025-07-12 17:25:29.327558,0 days 00:00:14.563230,identity,16,0.0006026350149915728,1,106,COMPLETE
225,0.00035826629027724266,2025-07-12 17:25:29.328019,2025-07-12 17:25:43.977979,0 days 00:00:14.649960,identity,16,0.0005342471856889219,1,112,COMPLETE
226,0.0003613431181292981,2025-07-12 17:25:43.978527,2025-07-12 17:25:58.612078,0 days 00:00:14.633551,identity,16,0.00047269636831017916,1,116,COMPLETE
227,0.0003612819127738476,2025-07-12 17:25:58.612618,2025-07-12 17:26:13.214202,0 days 00:00:14.601584,identity,16,0.0006433857248193952,1,123,COMPLETE
228,0.0004304555186536163,2025-07-12 17:26:13.214515,2025-07-12 17:26:27.990870,0 days 00:00:14.776355,identity,16,0.0008957312983496615,1,103,COMPLETE
229,0.00037173580494709313,2025-07-12 17:26:27.991408,2025-07-12 17:26:42.628960,0 days 00:00:14.637552,identity,16,0.0007226312279302275,1,126,COMPLETE
230,0.0003580734191928059,2025-07-12 17:26:42.629509,2025-07-12 17:26:57.246560,0 days 00:00:14.617051,identity,16,0.0005851916132492154,1,114,COMPLETE
231,0.00035753517295233905,2025-07-12 17:26:57.246883,2025-07-12 17:27:11.928142,0 days 00:00:14.681259,identity,16,0.0005147722251573271,1,119,COMPLETE
232,0.0003591967688407749,2025-07-12 17:27:11.928685,2025-07-12 17:27:26.705257,0 days 00:00:14.776572,identity,16,0.0005505088230896608,1,120,COMPLETE
233,0.0003606063546612859,2025-07-12 17:27:26.705813,2025-07-12 17:27:41.394951,0 days 00:00:14.689138,identity,16,0.000502090776728107,1,118,COMPLETE
234,0.0003604631929192692,2025-07-12 17:27:41.395498,2025-07-12 17:27:56.019461,0 days 00:00:14.623963,identity,16,0.0006095806854934786,1,123,COMPLETE
235,0.00035770752583630383,2025-07-12 17:27:56.019782,2025-07-12 17:28:10.653036,0 days 00:00:14.633254,identity,16,0.0004894312808628223,1,116,COMPLETE
236,0.000360380596248433,2025-07-12 17:28:10.653592,2025-07-12 17:28:25.335570,0 days 00:00:14.681978,identity,16,0.00044795597332777145,1,117,COMPLETE
237,0.00035904618562199175,2025-07-12 17:28:25.336119,2025-07-12 17:28:40.028530,0 days 00:00:14.692411,identity,16,0.0005001374534055391,1,121,COMPLETE
238,0.00036837553489021957,2025-07-12 17:28:40.029079,2025-07-12 17:28:55.442153,0 days 00:00:15.413074,relu,16,0.000542307942657437,1,116,COMPLETE
239,0.00037195932236500084,2025-07-12 17:28:55.442483,2025-07-12 17:29:09.998350,0 days 00:00:14.555867,identity,16,0.00036840698610694826,1,128,COMPLETE
240,0.00037185780820436776,2025-07-12 17:29:09.998885,2025-07-12 17:29:24.631806,0 days 00:00:14.632921,identity,16,0.00040691343151222175,1,120,COMPLETE
241,0.0003575404407456517,2025-07-12 17:29:24.632349,2025-07-12 17:29:39.244466,0 days 00:00:14.612117,identity,16,0.000676794196003561,1,113,COMPLETE
242,0.00036372861359268427,2025-07-12 17:29:39.245010,2025-07-12 17:29:53.901185,0 days 00:00:14.656175,identity,16,0.0006366512204635645,1,114,COMPLETE
243,0.0003593314322642982,2025-07-12 17:29:53.901510,2025-07-12 17:30:08.634543,0 days 00:00:14.733033,identity,16,0.0004898730945482286,1,113,COMPLETE
244,0.00035799015313386917,2025-07-12 17:30:08.635101,2025-07-12 17:30:23.324501,0 days 00:00:14.689400,identity,16,0.0005726384778309813,1,111,COMPLETE
245,0.0004883850342594087,2025-07-12 17:30:23.325049,2025-07-12 17:30:28.625356,0 days 00:00:05.300307,identity,64,0.0008117923009045531,1,125,COMPLETE
246,0.000513855426106602,2025-07-12 17:30:28.625670,2025-07-12 17:30:37.276814,0 days 00:00:08.651144,identity,32,0.0006538608063752258,1,117,COMPLETE
247,0.0003579834592528641,2025-07-12 17:30:37.277129,2025-07-12 17:30:51.953691,0 days 00:00:14.676562,identity,16,0.0005432400310819914,1,115,COMPLETE
248,0.000358604738721624,2025-07-12 17:30:51.954248,2025-07-12 17:31:06.591256,0 days 00:00:14.637008,identity,16,0.0007363227633432151,1,119,COMPLETE
249,0.0003584614023566246,2025-07-12 17:31:06.591793,2025-07-12 17:31:21.248295,0 days 00:00:14.656502,identity,16,0.0006068414048877056,1,123,COMPLETE
250,0.000416447437601164,2025-07-12 17:31:21.248845,2025-07-12 17:31:35.881101,0 days 00:00:14.632256,identity,16,0.00044348851099590864,1,107,COMPLETE
251,0.0003931139362975955,2025-07-12 17:31:35.881434,2025-07-12 17:31:55.564723,0 days 00:00:19.683289,identity,16,0.0005198271090845872,2,101,COMPLETE
252,0.0005020227399654686,2025-07-12 17:31:55.565248,2025-07-12 17:31:59.225392,0 days 00:00:03.660144,identity,128,0.0006650339789853807,1,112,COMPLETE
253,0.00036213223938830197,2025-07-12 17:31:59.225735,2025-07-12 17:32:13.857071,0 days 00:00:14.631336,identity,16,0.001033763345508557,1,122,COMPLETE
254,0.00035742574254982173,2025-07-12 17:32:13.857388,2025-07-12 17:32:28.513114,0 days 00:00:14.655726,identity,16,0.0006009602567911086,1,104,COMPLETE
255,0.00035851949360221624,2025-07-12 17:32:28.513622,2025-07-12 17:32:43.180168,0 days 00:00:14.666546,identity,16,0.0007465467139307083,1,105,COMPLETE
256,0.0003604956727940589,2025-07-12 17:32:43.180524,2025-07-12 17:32:57.799652,0 days 00:00:14.619128,identity,16,0.0005978916757249782,1,103,COMPLETE
257,0.0004564849950838834,2025-07-12 17:32:57.799970,2025-07-12 17:33:12.488175,0 days 00:00:14.688205,identity,16,0.0008313496714702874,1,126,COMPLETE
258,0.0003582606732379645,2025-07-12 17:33:12.488718,2025-07-12 17:33:27.211878,0 days 00:00:14.723160,identity,16,0.0006881269949430755,1,97,COMPLETE
259,0.0003574793227016926,2025-07-12 17:33:27.212429,2025-07-12 17:33:41.943123,0 days 00:00:14.730694,identity,16,0.0005803538039780677,1,119,COMPLETE
260,0.0003604799276217818,2025-07-12 17:33:41.943672,2025-07-12 17:33:56.489270,0 days 00:00:14.545598,identity,16,0.0005567629497630643,1,99,COMPLETE
261,0.0003753144992515445,2025-07-12 17:33:56.489595,2025-07-12 17:34:26.589797,0 days 00:00:30.100202,identity,16,0.0006063319255878181,4,118,COMPLETE
262,0.0004683220759034157,2025-07-12 17:34:26.590370,2025-07-12 17:34:42.038416,0 days 00:00:15.448046,relu,16,0.000645791480450228,1,104,COMPLETE
263,0.0003579172189347446,2025-07-12 17:34:42.038936,2025-07-12 17:34:56.653902,0 days 00:00:14.614966,identity,16,0.00051648800279056,1,115,COMPLETE
264,0.00036038144025951624,2025-07-12 17:34:56.654231,2025-07-12 17:35:11.295680,0 days 00:00:14.641449,identity,16,0.0005762504641287042,1,108,COMPLETE
265,0.0003893071843776852,2025-07-12 17:35:11.296047,2025-07-12 17:35:26.012203,0 days 00:00:14.716156,identity,16,0.0009506837382019248,1,119,COMPLETE
266,0.0003725496935658157,2025-07-12 17:35:26.012753,2025-07-12 17:35:40.722127,0 days 00:00:14.709374,identity,16,0.0007420354538402176,1,101,COMPLETE
267,0.00036644944339059293,2025-07-12 17:35:40.722690,2025-07-12 17:35:55.364015,0 days 00:00:14.641325,identity,16,0.000666199468861397,1,106,COMPLETE
268,0.0004516633052844554,2025-07-12 17:35:55.364342,2025-07-12 17:36:14.463346,0 days 00:00:19.099004,identity,16,0.0004845219657249605,2,83,COMPLETE
269,0.0005165806505829096,2025-07-12 17:36:14.463854,2025-07-12 17:36:19.777702,0 days 00:00:05.313848,identity,64,0.0005699888702747231,1,116,COMPLETE
270,0.0003680408699437976,2025-07-12 17:36:19.778070,2025-07-12 17:36:34.435190,0 days 00:00:14.657120,identity,16,0.0006189617370826211,1,110,COMPLETE
271,0.0003816828830167651,2025-07-12 17:36:34.435512,2025-07-12 17:36:49.205174,0 days 00:00:14.769662,identity,16,0.0011594115233434137,1,113,COMPLETE
272,0.00036057422403246164,2025-07-12 17:36:49.205677,2025-07-12 17:37:03.766960,0 days 00:00:14.561283,identity,16,0.0005340232833668577,1,79,COMPLETE
273,0.0005094308871775866,2025-07-12 17:37:03.767336,2025-07-12 17:37:12.408101,0 days 00:00:08.640765,identity,32,0.0007921012758997916,1,125,COMPLETE
274,0.000359501427737996,2025-07-12 17:37:12.408414,2025-07-12 17:37:27.077394,0 days 00:00:14.668980,identity,16,0.0006844576255563224,1,121,COMPLETE
275,0.0003590501728467643,2025-07-12 17:37:27.077945,2025-07-12 17:37:49.835976,0 days 00:00:22.758031,identity,16,0.0006020319195544735,3,62,COMPLETE
276,0.0003999028995167464,2025-07-12 17:37:49.836504,2025-07-12 17:38:04.472867,0 days 00:00:14.636363,identity,16,0.0008624234809954136,1,118,COMPLETE
277,0.0005139546119607985,2025-07-12 17:38:04.473233,2025-07-12 17:38:08.112057,0 days 00:00:03.638824,identity,128,0.0004792426722672936,1,53,COMPLETE
278,0.000357814715243876,2025-07-12 17:38:08.112365,2025-07-12 17:38:22.776972,0 days 00:00:14.664607,identity,16,0.000722249601877962,1,108,COMPLETE
279,0.000357377139152959,2025-07-12 17:38:22.777494,2025-07-12 17:38:37.436984,0 days 00:00:14.659490,identity,16,0.0006978062881609359,1,111,COMPLETE
280,0.0003584020596463233,2025-07-12 17:38:37.437313,2025-07-12 17:38:52.098036,0 days 00:00:14.660723,identity,16,0.0007322312927571919,1,111,COMPLETE
281,0.00035903285606764257,2025-07-12 17:38:52.098391,2025-07-12 17:39:06.905700,0 days 00:00:14.807309,identity,16,0.0008080540076418575,1,114,COMPLETE
282,0.00040429140790365636,2025-07-12 17:39:06.906260,2025-07-12 17:39:21.517805,0 days 00:00:14.611545,identity,16,0.0007195050643598934,1,34,COMPLETE
283,1.6183620691299438,2025-07-12 17:39:21.518379,2025-07-12 17:39:37.006261,0 days 00:00:15.487882,relu,16,0.0009218748931500309,1,109,COMPLETE
284,0.00035738619044423103,2025-07-12 17:39:37.006586,2025-07-12 17:39:51.625718,0 days 00:00:14.619132,identity,16,0.000663685809319087,1,112,COMPLETE
285,0.0003581918717827648,2025-07-12 17:39:51.626283,2025-07-12 17:40:06.288471,0 days 00:00:14.662188,identity,16,0.0007594225232549474,1,115,COMPLETE
286,0.0003603897348511964,2025-07-12 17:40:06.289035,2025-07-12 17:40:20.876415,0 days 00:00:14.587380,identity,16,0.0006685290225459684,1,112,COMPLETE
287,0.00038630032213404775,2025-07-12 17:40:20.876975,2025-07-12 17:40:35.492787,0 days 00:00:14.615812,identity,16,0.000844753062302422,1,110,COMPLETE
288,0.0003584754595067352,2025-07-12 17:40:35.493117,2025-07-12 17:40:50.123833,0 days 00:00:14.630716,identity,16,0.0006903013280787963,1,113,COMPLETE
289,0.00035765860229730606,2025-07-12 17:40:50.124390,2025-07-12 17:41:04.706880,0 days 00:00:14.582490,identity,16,0.0006351569521691516,1,116,COMPLETE
290,0.0003576137241907418,2025-07-12 17:41:04.707442,2025-07-12 17:41:19.289424,0 days 00:00:14.581982,identity,16,0.0006343693042544472,1,117,COMPLETE
291,0.0003676102787721902,2025-07-12 17:41:19.289981,2025-07-12 17:41:33.922213,0 days 00:00:14.632232,identity,16,0.0006331972288018504,1,117,COMPLETE
292,0.0003578127652872354,2025-07-12 17:41:33.922537,2025-07-12 17:41:48.555498,0 days 00:00:14.632961,identity,16,0.0006296369077181002,1,114,COMPLETE
293,0.0003575276641640812,2025-07-12 17:41:48.556052,2025-07-12 17:42:03.241483,0 days 00:00:14.685431,identity,16,0.0005730830438233225,1,116,COMPLETE
294,0.0004174518398940563,2025-07-12 17:42:03.242187,2025-07-12 17:42:08.577718,0 days 00:00:05.335531,identity,64,0.0006417905931560318,1,115,COMPLETE
295,0.0003588532854337245,2025-07-12 17:42:08.578048,2025-07-12 17:42:23.261805,0 days 00:00:14.683757,identity,16,0.0006016948763681133,1,112,COMPLETE
296,0.0003810953348875046,2025-07-12 17:42:23.262368,2025-07-12 17:42:43.120669,0 days 00:00:19.858301,identity,16,0.0005617842583532923,2,116,COMPLETE
297,0.00035798840690404177,2025-07-12 17:42:43.121185,2025-07-12 17:42:57.826118,0 days 00:00:14.704933,identity,16,0.0006864357521863874,1,117,COMPLETE
298,0.0003593314322642982,2025-07-12 17:42:57.826469,2025-07-12 17:43:12.510834,0 days 00:00:14.684365,identity,16,0.0006019540861832961,1,112,COMPLETE
299,0.0004891714779660106,2025-07-12 17:43:12.511371,2025-07-12 17:43:27.165646,0 days 00:00:14.654275,identity,16,0.0001380714459644049,1,115,COMPLETE
300,0.0005093479994684458,2025-07-12 17:43:27.166183,2025-07-12 17:43:35.791798,0 days 00:00:08.625615,identity,32,0.0006636084419250719,1,110,COMPLETE
301,0.00035754620330408216,2025-07-12 17:43:35.792133,2025-07-12 17:43:50.470657,0 days 00:00:14.678524,identity,16,0.000544055831535447,1,119,COMPLETE
302,0.0003604637167882174,2025-07-12 17:43:50.471043,2025-07-12 17:44:05.115243,0 days 00:00:14.644200,identity,16,0.0005486837811413479,1,74,COMPLETE
303,0.0003573760623112321,2025-07-12 17:44:05.115816,2025-07-12 17:44:19.798539,0 days 00:00:14.682723,identity,16,0.0007294887839187825,1,119,COMPLETE
304,1.6183620691299438,2025-07-12 17:44:19.799115,2025-07-12 17:44:35.267716,0 days 00:00:15.468601,relu,16,0.0007818220113281024,1,119,COMPLETE
305,0.0005122455768287182,2025-07-12 17:44:35.268044,2025-07-12 17:44:38.914282,0 days 00:00:03.646238,identity,128,0.0007242469118343349,1,121,COMPLETE
306,0.00035798002500087023,2025-07-12 17:44:38.914840,2025-07-12 17:44:53.553062,0 days 00:00:14.638222,identity,16,0.0006681854367606851,1,119,COMPLETE
307,0.00037378352135419846,2025-07-12 17:44:53.553398,2025-07-12 17:45:08.219621,0 days 00:00:14.666223,identity,16,0.0007655736132934334,1,124,COMPLETE
308,0.0003586919337976724,2025-07-12 17:45:08.220199,2025-07-12 17:45:22.895303,0 days 00:00:14.675104,identity,16,0.0005865118053810902,1,128,COMPLETE
309,0.000372296548448503,2025-07-12 17:45:22.895891,2025-07-12 17:45:37.546747,0 days 00:00:14.650856,identity,16,0.0008640808197695582,1,105,COMPLETE
310,0.0003578512114472687,2025-07-12 17:45:37.547092,2025-07-12 17:45:52.188398,0 days 00:00:14.641306,identity,16,0.0006298026708111901,1,119,COMPLETE
311,0.0003597988688852638,2025-07-12 17:45:52.188975,2025-07-12 17:46:06.824169,0 days 00:00:14.635194,identity,16,0.0005397701672126958,1,108,COMPLETE
312,0.00035890250001102686,2025-07-12 17:46:06.824746,2025-07-12 17:46:21.464567,0 days 00:00:14.639821,identity,16,0.0007008448049941617,1,113,COMPLETE
313,0.0003600963100325316,2025-07-12 17:46:21.465141,2025-07-12 17:46:36.006953,0 days 00:00:14.541812,identity,16,0.0013557804441778763,1,56,COMPLETE
314,0.00037484924541786313,2025-07-12 17:46:36.007305,2025-07-12 17:46:50.653225,0 days 00:00:14.645920,identity,16,0.0010404382399659047,1,123,COMPLETE
315,0.0003573647700250149,2025-07-12 17:46:50.653800,2025-07-12 17:47:05.387276,0 days 00:00:14.733476,identity,16,0.0005967440865800642,1,121,COMPLETE
316,0.00035955317434854805,2025-07-12 17:47:05.387857,2025-07-12 17:47:20.067509,0 days 00:00:14.679652,identity,16,0.0005764275468870829,1,121,COMPLETE
317,0.00036982595338486135,2025-07-12 17:47:20.068082,2025-07-12 17:47:39.922358,0 days 00:00:19.854276,identity,16,0.0005141599021192419,2,117,COMPLETE
318,0.00035831573768518865,2025-07-12 17:47:39.922889,2025-07-12 17:47:54.556574,0 days 00:00:14.633685,identity,16,0.0006104469945452479,1,120,COMPLETE
319,0.00036009232280775905,2025-07-12 17:47:54.556905,2025-07-12 17:48:09.184898,0 days 00:00:14.627993,identity,16,0.0005455684728445909,1,126,COMPLETE
320,0.0005143324378877878,2025-07-12 17:48:09.185264,2025-07-12 17:48:14.470591,0 days 00:00:05.285327,identity,64,0.0006408308696642736,1,118,COMPLETE
321,0.00035787204978987575,2025-07-12 17:48:14.470909,2025-07-12 17:48:29.118608,0 days 00:00:14.647699,identity,16,0.0005773714189952761,1,123,COMPLETE
322,0.00035857289913110435,2025-07-12 17:48:29.119135,2025-07-12 17:48:43.756554,0 days 00:00:14.637419,identity,16,0.000674850802041684,1,121,COMPLETE
323,0.00038821992347948253,2025-07-12 17:48:43.756938,2025-07-12 17:48:58.299579,0 days 00:00:14.542641,identity,16,0.0007696977402554941,1,45,COMPLETE
324,0.00035878588096238673,2025-07-12 17:48:58.299903,2025-07-12 17:49:12.910438,0 days 00:00:14.610535,identity,16,0.0005081585922617882,1,128,COMPLETE
325,0.0004962647217325866,2025-07-12 17:49:12.911014,2025-07-12 17:49:21.545718,0 days 00:00:08.634704,identity,32,0.0006098292074398424,1,124,COMPLETE
326,0.002770907711237669,2025-07-12 17:49:21.546305,2025-07-12 17:49:36.955975,0 days 00:00:15.409670,relu,16,0.0007063770377322472,1,114,COMPLETE
327,0.0003649023128673434,2025-07-12 17:49:36.956313,2025-07-12 17:49:51.609852,0 days 00:00:14.653539,identity,16,0.0005445327730273037,1,117,COMPLETE
328,0.0003582232748158276,2025-07-12 17:49:51.610429,2025-07-12 17:50:06.321132,0 days 00:00:14.710703,identity,16,0.002136150271530561,1,111,COMPLETE
329,0.00037655633059330285,2025-07-12 17:50:06.321719,2025-07-12 17:50:20.963463,0 days 00:00:14.641744,identity,16,0.00045116423104612884,1,119,COMPLETE
330,0.000357554730726406,2025-07-12 17:50:20.964053,2025-07-12 17:50:35.572311,0 days 00:00:14.608258,identity,16,0.0006597861492255257,1,115,COMPLETE
331,0.00038422111538238823,2025-07-12 17:50:35.572650,2025-07-12 17:50:41.236544,0 days 00:00:05.663894,identity,128,0.0005922918539099656,3,115,COMPLETE
332,0.0003663587267510593,2025-07-12 17:50:41.237094,2025-07-12 17:50:55.841316,0 days 00:00:14.604222,identity,16,0.0006390389516753747,1,117,COMPLETE
333,0.0003593838482629508,2025-07-12 17:50:55.841656,2025-07-12 17:51:10.467750,0 days 00:00:14.626094,identity,16,0.0008097731198654462,1,122,COMPLETE
