number,value,datetime_start,datetime_complete,duration,params_and_operator,params_batch_size,params_lr,params_n_sets,params_seq_length,params_shape,state
132,0.24965471029281616,2025-07-17 17:59:40.027284,2025-07-17 18:01:17.698621,0 days 00:01:37.671337,min,16,0.008435108908646188,6,15,bell,COMPLETE
133,0.00038640949060209095,2025-07-17 18:01:17.699600,2025-07-17 18:02:51.990930,0 days 00:01:34.291330,min,16,0.006552960495178222,6,14,bell,COMPLETE
134,0.0057471576146781445,2025-07-17 18:02:51.991898,2025-07-17 18:04:22.882476,0 days 00:01:30.890578,min,16,0.006359476750411857,6,13,bell,COMPLETE
135,0.000382734666345641,2025-07-17 18:04:22.883424,2025-07-17 18:05:53.911249,0 days 00:01:31.027825,min,16,0.006977833988081837,6,13,bell,COMPLETE
136,2.4041695594787598,2025-07-17 18:05:53.912247,2025-07-17 18:06:30.999649,0 days 00:00:37.087402,min,64,0.005272186052103487,6,16,bell,COMPLETE
137,0.0006036199047230184,2025-07-17 18:06:31.000371,2025-07-17 18:07:59.267785,0 days 00:01:28.267414,min,16,0.006823693449382396,6,12,bell,COMPLETE
138,1.147006869316101,2025-07-17 18:07:59.268781,2025-07-17 18:09:34.116245,0 days 00:01:34.847464,min,16,1.890719393732525e-05,6,14,bell,COMPLETE
139,0.0010470990091562271,2025-07-17 18:09:34.117282,2025-07-17 18:11:09.149714,0 days 00:01:35.032432,min,16,0.007769997534026645,6,14,bell,COMPLETE
140,0.3815130293369293,2025-07-17 18:11:09.150657,2025-07-17 18:11:23.181706,0 days 00:00:14.031049,min,128,0.004319475702529822,6,5,bell,COMPLETE
141,0.0007170528988353908,2025-07-17 18:11:23.182402,2025-07-17 18:12:55.161589,0 days 00:01:31.979187,min,16,0.008681543599730808,6,13,bell,COMPLETE
142,0.0003785997978411615,2025-07-17 18:12:55.162579,2025-07-17 18:14:33.347562,0 days 00:01:38.184983,min,16,0.0071858111486901724,6,15,bell,COMPLETE
143,0.0004941323422826827,2025-07-17 18:14:33.348513,2025-07-17 18:16:14.252748,0 days 00:01:40.904235,min,16,0.006188814601358765,6,16,bell,COMPLETE
144,0.00030177392181940377,2025-07-17 18:16:14.253778,2025-07-17 18:17:51.984306,0 days 00:01:37.730528,min,16,0.007400975694124215,6,15,bell,COMPLETE
145,0.00041021336801350117,2025-07-17 18:17:51.985307,2025-07-17 18:19:29.548455,0 days 00:01:37.563148,min,16,0.007168523052903807,6,15,bell,COMPLETE
146,0.0003300826938357204,2025-07-17 18:19:29.549459,2025-07-17 18:21:07.096610,0 days 00:01:37.547151,min,16,0.00465664026456438,6,15,bell,COMPLETE
147,0.0004335778357926756,2025-07-17 18:21:07.097587,2025-07-17 18:22:45.065635,0 days 00:01:37.968048,min,16,0.004712283342028844,6,15,bell,COMPLETE
148,0.018964681774377823,2025-07-17 18:22:45.066646,2025-07-17 18:24:28.650045,0 days 00:01:43.583399,min,16,0.005758895473259409,6,17,bell,COMPLETE
149,0.002284433925524354,2025-07-17 18:24:28.651068,2025-07-17 18:26:06.261314,0 days 00:01:37.610246,min,16,0.005456070247164148,6,15,bell,COMPLETE
150,0.0012572043342515826,2025-07-17 18:26:06.262282,2025-07-17 18:27:46.951262,0 days 00:01:40.688980,min,16,0.006963903823508318,6,16,bell,COMPLETE
151,0.0002967530454043299,2025-07-17 18:27:46.952255,2025-07-17 18:29:24.288533,0 days 00:01:37.336278,min,16,0.007648529111689454,6,15,bell,COMPLETE
152,0.0004203705757390708,2025-07-17 18:29:24.289488,2025-07-17 18:31:01.074603,0 days 00:01:36.785115,min,16,0.007800072802791305,6,15,bell,COMPLETE
153,0.00029955661739222705,2025-07-17 18:31:01.075627,2025-07-17 18:32:40.985516,0 days 00:01:39.909889,min,16,0.0063675105022257894,6,16,bell,COMPLETE
154,0.0005184172187000513,2025-07-17 18:32:40.986502,2025-07-17 18:34:21.149976,0 days 00:01:40.163474,min,16,0.008322903483141771,6,16,bell,COMPLETE
155,0.0004086797998752445,2025-07-17 18:34:21.150969,2025-07-17 18:36:04.629447,0 days 00:01:43.478478,min,16,0.005969750723109677,6,17,bell,COMPLETE
156,0.0013589047593995929,2025-07-17 18:36:04.630440,2025-07-17 18:37:45.400022,0 days 00:01:40.769582,min,16,0.006469769630594954,6,16,bell,COMPLETE
157,0.0005055196234025061,2025-07-17 18:37:45.401016,2025-07-17 18:39:19.555477,0 days 00:01:34.154461,min,16,0.0048001334573852875,6,14,bell,COMPLETE
158,0.0008720624027773738,2025-07-17 18:39:19.556488,2025-07-17 18:41:21.631661,0 days 00:02:02.075173,min,16,0.008251200946303569,5,24,bell,COMPLETE
159,0.0014482056722044945,2025-07-17 18:41:21.632669,2025-07-17 18:42:19.967630,0 days 00:00:58.334961,min,32,0.003592587607172934,6,15,bell,COMPLETE
