number,value,datetime_start,datetime_complete,duration,params_and_operator,params_batch_size,params_lr,params_n_sets,params_seq_length,params_shape,state
155,0.006329636555165052,2025-07-17 17:31:26.577199,2025-07-17 17:32:42.127028,0 days 00:01:15.549829,min,16,0.008501421040541452,7,18,gaussian,COMPLETE
156,0.0006877402192912996,2025-07-17 17:32:42.127888,2025-07-17 17:33:52.185752,0 days 00:01:10.057864,min,16,0.007207803248391258,7,12,gaussian,COMPLETE
157,0.0009076504502445459,2025-07-17 17:33:52.186626,2025-07-17 17:35:04.843251,0 days 00:01:12.656625,min,16,0.006366183332847567,7,8,bell,COMPLETE
158,0.3974094092845917,2025-07-17 17:35:04.844097,2025-07-17 17:35:29.413280,0 days 00:00:24.569183,min,64,0.004748063789523613,7,10,gaussian,COMPLETE
159,0.033487409353256226,2025-07-17 17:35:29.413914,2025-07-17 17:36:40.553250,0 days 00:01:11.139336,prod,16,0.003325419915763224,7,9,gaussian,COMPLETE
160,0.020052898675203323,2025-07-17 17:36:40.554128,2025-07-17 17:37:52.323970,0 days 00:01:11.769842,min,16,0.008982914074088168,7,11,gaussian,COMPLETE
161,0.0013153116451576352,2025-07-17 17:37:52.324869,2025-07-17 17:39:00.724438,0 days 00:01:08.399569,min,16,0.005777680409505323,6,13,gaussian,COMPLETE
162,0.19994717836380005,2025-07-17 17:39:00.725333,2025-07-17 17:40:09.170163,0 days 00:01:08.444830,min,16,0.0026389540605873643,6,13,gaussian,COMPLETE
163,0.0411905013024807,2025-07-17 17:40:09.171049,2025-07-17 17:41:25.545389,0 days 00:01:16.374340,min,16,0.003600229768905952,6,23,gaussian,COMPLETE
164,1.2390936613082886,2025-07-17 17:41:25.546266,2025-07-17 17:42:38.758881,0 days 00:01:13.212615,min,16,0.00013906405198528697,9,10,gaussian,COMPLETE
165,0.13094300031661987,2025-07-17 17:42:38.759784,2025-07-17 17:43:18.514752,0 days 00:00:39.754968,min,32,0.004074561544523488,7,12,gaussian,COMPLETE
166,0.000783911207690835,2025-07-17 17:43:18.515237,2025-07-17 17:44:34.314184,0 days 00:01:15.798947,min,16,0.005101016546647219,6,22,gaussian,COMPLETE
167,0.0010231868363916874,2025-07-17 17:44:34.315055,2025-07-17 17:45:46.270560,0 days 00:01:11.955505,min,16,0.007548928254259994,7,11,gaussian,COMPLETE
168,0.055533330887556076,2025-07-17 17:45:46.271444,2025-07-17 17:47:03.277675,0 days 00:01:17.006231,min,16,0.00040779723431224723,6,24,gaussian,COMPLETE
169,0.14261437952518463,2025-07-17 17:47:03.278547,2025-07-17 17:48:19.004712,0 days 00:01:15.726165,min,16,0.006341582599652234,7,20,sigmoid,COMPLETE
170,0.0002665286010596901,2025-07-17 17:48:19.005576,2025-07-17 17:49:30.732019,0 days 00:01:11.726443,min,16,0.008907041160667433,6,17,gaussian,COMPLETE
171,0.0009119954193010926,2025-07-17 17:49:30.732889,2025-07-17 17:50:42.484658,0 days 00:01:11.751769,min,16,0.008962449734791739,6,17,gaussian,COMPLETE
172,0.006391467526555061,2025-07-17 17:50:42.485534,2025-07-17 17:51:53.467475,0 days 00:01:10.981941,min,16,0.00997176328176949,6,16,gaussian,COMPLETE
173,0.6593014597892761,2025-07-17 17:51:53.468382,2025-07-17 17:53:06.131105,0 days 00:01:12.662723,min,16,0.007452281777115381,6,18,gaussian,COMPLETE
174,0.03188899904489517,2025-07-17 17:53:06.131988,2025-07-17 17:54:19.463855,0 days 00:01:13.331867,min,16,0.008126536052705876,6,19,gaussian,COMPLETE
175,0.001078736037015915,2025-07-17 17:54:19.464706,2025-07-17 17:55:27.473472,0 days 00:01:08.008766,min,16,0.0067815146011707085,6,9,gaussian,COMPLETE
176,0.16325455904006958,2025-07-17 17:55:27.474323,2025-07-17 17:55:45.366094,0 days 00:00:17.891771,min,128,0.005757578346017434,7,13,gaussian,COMPLETE
177,0.0038978320080786943,2025-07-17 17:55:45.366576,2025-07-17 17:56:55.584840,0 days 00:01:10.218264,min,16,0.004691967028455808,6,15,gaussian,COMPLETE
178,0.0003999574400950223,2025-07-17 17:56:55.585740,2025-07-17 17:58:10.880923,0 days 00:01:15.295183,min,16,0.00877953199280541,6,21,gaussian,COMPLETE
179,0.0014414459001272917,2025-07-17 17:58:10.881810,2025-07-17 17:59:22.773759,0 days 00:01:11.891949,min,16,0.008188454311758834,7,14,gaussian,COMPLETE
180,0.00045650554238818586,2025-07-17 17:59:22.774624,2025-07-17 18:00:37.888810,0 days 00:01:15.114186,min,16,0.008785345838239823,6,21,gaussian,COMPLETE
181,0.0009736581705510616,2025-07-17 18:00:37.911076,2025-07-17 18:01:53.163252,0 days 00:01:15.252176,min,16,0.008958837556349615,6,21,gaussian,COMPLETE
182,0.0010928987758234143,2025-07-17 18:01:53.164156,2025-07-17 18:03:08.326217,0 days 00:01:15.162061,min,16,0.007331160101202386,6,21,gaussian,COMPLETE
183,0.005857378244400024,2025-07-17 18:03:08.327114,2025-07-17 18:04:24.101190,0 days 00:01:15.774076,min,16,0.008809580340135494,6,22,gaussian,COMPLETE
184,0.0005739525659009814,2025-07-17 18:04:24.102066,2025-07-17 18:05:38.419615,0 days 00:01:14.317549,min,16,0.009950849407809235,6,20,gaussian,COMPLETE
185,0.04341941326856613,2025-07-17 18:05:38.420522,2025-07-17 18:06:53.691014,0 days 00:01:15.270492,min,16,0.006893668732411943,6,21,gaussian,COMPLETE
186,0.00040866530616767704,2025-07-17 18:06:53.691904,2025-07-17 18:08:11.169499,0 days 00:01:17.477595,min,16,0.00776786107187924,7,20,gaussian,COMPLETE
187,0.004244170617312193,2025-07-17 18:08:11.170366,2025-07-17 18:09:28.711428,0 days 00:01:17.541062,min,16,0.005884374601357802,7,20,gaussian,COMPLETE
188,0.0007503022789023817,2025-07-17 18:09:28.712307,2025-07-17 18:10:52.271405,0 days 00:01:23.559098,min,16,0.007606876795556821,7,22,bell,COMPLETE
189,0.41236308217048645,2025-07-17 18:10:52.272307,2025-07-17 18:12:13.469378,0 days 00:01:21.197071,prod,16,0.0065138950229709615,7,23,gaussian,COMPLETE
190,0.23170550167560577,2025-07-17 18:12:13.470284,2025-07-17 18:12:42.224110,0 days 00:00:28.753826,min,64,0.0052130909338570786,7,17,gaussian,COMPLETE
191,0.0003468252834863961,2025-07-17 18:12:42.224568,2025-07-17 18:13:59.602844,0 days 00:01:17.378276,min,16,0.008386576987477731,7,20,gaussian,COMPLETE
192,0.0008879951201379299,2025-07-17 18:13:59.603685,2025-07-17 18:15:18.226641,0 days 00:01:18.622956,min,16,0.007157698887808655,7,20,gaussian,COMPLETE
193,0.0028179106302559376,2025-07-17 18:15:18.227518,2025-07-17 18:16:34.697865,0 days 00:01:16.470347,min,16,0.008088165687239758,7,19,gaussian,COMPLETE
194,0.28992486000061035,2025-07-17 18:16:34.698754,2025-07-17 18:17:53.719303,0 days 00:01:19.020549,min,16,0.006231326971154313,7,22,gaussian,COMPLETE
195,0.0010995699558407068,2025-07-17 18:17:53.720198,2025-07-17 18:19:11.771270,0 days 00:01:18.051072,min,16,0.007921593649126516,7,21,gaussian,COMPLETE
196,1.0231976509094238,2025-07-17 18:19:11.772157,2025-07-17 18:20:27.804689,0 days 00:01:16.032532,min,16,4.896441308945757e-05,7,19,gaussian,COMPLETE
197,0.0006185199017636478,2025-07-17 18:20:27.805740,2025-07-17 18:21:44.949291,0 days 00:01:17.143551,min,16,0.0099313629541575,7,20,gaussian,COMPLETE
198,0.0023645786568522453,2025-07-17 18:21:44.950180,2025-07-17 18:22:53.993984,0 days 00:01:09.043804,min,16,0.006868796398156383,7,8,gaussian,COMPLETE
199,0.5046982169151306,2025-07-17 18:22:53.994849,2025-07-17 18:23:33.696906,0 days 00:00:39.702057,min,32,0.005605057072767211,7,12,gaussian,COMPLETE
200,0.01929304748773575,2025-07-17 18:23:33.697605,2025-07-17 18:24:51.585874,0 days 00:01:17.888269,min,16,0.008307096471984458,7,21,gaussian,COMPLETE
201,0.00031612461316399276,2025-07-17 18:24:51.586756,2025-07-17 18:26:06.286686,0 days 00:01:14.699930,min,16,0.008931207565055502,6,21,gaussian,COMPLETE
202,0.002958983648568392,2025-07-17 18:26:06.287579,2025-07-17 18:27:17.361286,0 days 00:01:11.073707,min,16,0.009177707302239166,6,16,gaussian,COMPLETE
203,0.00033672942663542926,2025-07-17 18:27:17.362187,2025-07-17 18:28:32.857828,0 days 00:01:15.495641,min,16,0.007277332771937483,6,22,gaussian,COMPLETE
204,0.12919466197490692,2025-07-17 18:28:32.858687,2025-07-17 18:29:48.345716,0 days 00:01:15.487029,min,16,0.00628067217915398,6,22,gaussian,COMPLETE
205,0.0005247323424555361,2025-07-17 18:29:48.346596,2025-07-17 18:31:03.233545,0 days 00:01:14.886949,min,16,0.007458740782931447,6,21,gaussian,COMPLETE
206,0.0006098831654526293,2025-07-17 18:31:03.234415,2025-07-17 18:32:18.812663,0 days 00:01:15.578248,min,16,0.006755109494918178,6,22,gaussian,COMPLETE
207,0.046202100813388824,2025-07-17 18:32:18.813524,2025-07-17 18:33:28.990553,0 days 00:01:10.177029,min,16,0.008693006212784543,6,15,gaussian,COMPLETE
208,0.005850399378687143,2025-07-17 18:33:28.991449,2025-07-17 18:34:41.519557,0 days 00:01:12.528108,min,16,0.005315255057961008,6,20,sigmoid,COMPLETE
209,0.00038735527778044343,2025-07-17 18:34:41.520423,2025-07-17 18:35:55.642731,0 days 00:01:14.122308,min,16,0.007703058235855557,6,20,gaussian,COMPLETE
210,0.011587095446884632,2025-07-17 18:35:55.643638,2025-07-17 18:37:09.801751,0 days 00:01:14.158113,min,16,0.00730399298784597,6,20,gaussian,COMPLETE
211,0.001240936224348843,2025-07-17 18:37:09.802648,2025-07-17 18:38:24.801465,0 days 00:01:14.998817,min,16,0.009991699652769954,6,21,gaussian,COMPLETE
212,0.0007795279962010682,2025-07-17 18:38:24.802384,2025-07-17 18:39:38.799704,0 days 00:01:13.997320,min,16,0.008078459070980483,6,20,gaussian,COMPLETE
213,0.0003721608954947442,2025-07-17 18:39:38.800581,2025-07-17 18:40:52.824605,0 days 00:01:14.024024,min,16,0.006027173819122984,6,20,gaussian,COMPLETE
214,0.0008668681257404387,2025-07-17 18:40:52.825488,2025-07-17 18:42:06.212721,0 days 00:01:13.387233,min,16,0.006244481142531926,6,19,gaussian,COMPLETE
215,0.00158420589286834,2025-07-17 18:42:06.231857,2025-07-17 18:43:20.500588,0 days 00:01:14.268731,min,16,0.005857000132393553,6,20,gaussian,COMPLETE
216,0.1091156154870987,2025-07-17 18:43:20.501459,2025-07-17 18:44:35.614824,0 days 00:01:15.113365,min,16,0.004822270960258589,6,21,gaussian,COMPLETE
217,0.29871100187301636,2025-07-17 18:44:35.615682,2025-07-17 18:45:49.860772,0 days 00:01:14.245090,min,16,0.007103988806870041,6,20,gaussian,COMPLETE
218,2.700913667678833,2025-07-17 18:45:49.861688,2025-07-17 18:46:06.219144,0 days 00:00:16.357456,min,128,0.006410812151230824,6,12,gaussian,COMPLETE
219,0.16130031645298004,2025-07-17 18:46:06.219601,2025-07-17 18:47:21.972916,0 days 00:01:15.753315,min,16,0.004285770804871271,6,22,gaussian,COMPLETE
220,0.0005907564191147685,2025-07-17 18:47:21.973761,2025-07-17 18:48:32.950490,0 days 00:01:10.976729,min,16,0.00768006966578888,8,10,gaussian,COMPLETE
221,0.023307912051677704,2025-07-17 18:48:32.951363,2025-07-17 18:49:46.574810,0 days 00:01:13.623447,min,16,0.009177564475803061,6,19,gaussian,COMPLETE
222,0.0029520250391215086,2025-07-17 18:49:46.575695,2025-07-17 18:51:01.851266,0 days 00:01:15.275571,min,16,0.008153640896789048,6,21,gaussian,COMPLETE
223,0.00034449895611032844,2025-07-17 18:51:01.852177,2025-07-17 18:52:11.325135,0 days 00:01:09.472958,min,16,0.006704772170645549,6,11,gaussian,COMPLETE
224,0.0009324555285274982,2025-07-17 18:52:11.326076,2025-07-17 18:53:20.639098,0 days 00:01:09.313022,min,16,0.005727498985352678,6,11,gaussian,COMPLETE
225,0.00046764922444708645,2025-07-17 18:53:20.639984,2025-07-17 18:54:29.434125,0 days 00:01:08.794141,min,16,0.006711982144350503,6,10,gaussian,COMPLETE
226,0.00038929443689994514,2025-07-17 18:54:29.434983,2025-07-17 18:55:39.977691,0 days 00:01:10.542708,prod,16,0.005307032513971717,6,11,gaussian,COMPLETE
227,0.0005409092991612852,2025-07-17 18:55:39.978629,2025-07-17 18:56:53.283504,0 days 00:01:13.304875,prod,16,0.005217891183401228,7,11,gaussian,COMPLETE
228,0.0004401814076118171,2025-07-17 18:56:53.284385,2025-07-17 18:58:07.609985,0 days 00:01:14.325600,prod,16,0.005662401244409893,6,11,bell,COMPLETE
229,0.0037810199428349733,2025-07-17 18:58:07.610911,2025-07-17 18:59:20.682037,0 days 00:01:13.071126,prod,16,0.0044824361127732745,7,11,gaussian,COMPLETE
230,0.0007649597828276455,2025-07-17 18:59:20.682941,2025-07-17 19:00:29.542428,0 days 00:01:08.859487,prod,16,0.006981601935765513,6,9,gaussian,COMPLETE
231,0.0007429225370287895,2025-07-17 19:00:29.543321,2025-07-17 19:01:39.483557,0 days 00:01:09.940236,prod,16,0.007568779447891271,6,10,gaussian,COMPLETE
232,0.009194796904921532,2025-07-17 19:01:39.484453,2025-07-17 19:02:47.154331,0 days 00:01:07.669878,min,16,0.006264251042163596,6,12,gaussian,COMPLETE
233,0.007999132387340069,2025-07-17 19:02:47.155254,2025-07-17 19:03:56.734441,0 days 00:01:09.579187,min,16,0.008673703536307432,6,11,gaussian,COMPLETE
234,0.7559313774108887,2025-07-17 19:03:56.735341,2025-07-17 19:05:11.703278,0 days 00:01:14.967937,min,16,2.2480641036503266e-05,6,21,gaussian,COMPLETE
235,0.3530418574810028,2025-07-17 19:05:11.704231,2025-07-17 19:06:20.421055,0 days 00:01:08.716824,min,16,0.007391454834274553,6,13,gaussian,COMPLETE
236,0.0005813234020024538,2025-07-17 19:06:20.421967,2025-07-17 19:07:28.760639,0 days 00:01:08.338672,min,16,0.005049632091198586,7,7,gaussian,COMPLETE
237,1.5862555503845215,2025-07-17 19:07:28.761579,2025-07-17 19:07:57.351857,0 days 00:00:28.590278,min,64,0.006448446863578826,6,20,gaussian,COMPLETE
238,0.08530152589082718,2025-07-17 19:07:57.352368,2025-07-17 19:09:09.499499,0 days 00:01:12.147131,min,16,0.008794875763660098,7,14,gaussian,COMPLETE
239,0.00036181227187626064,2025-07-17 19:09:09.500385,2025-07-17 19:10:17.208173,0 days 00:01:07.707788,min,16,0.007660486638891647,6,12,gaussian,COMPLETE
240,0.00039445681613869965,2025-07-17 19:10:17.209082,2025-07-17 19:11:25.900569,0 days 00:01:08.691487,prod,16,0.005496938960419732,6,12,gaussian,COMPLETE
241,0.00044741458259522915,2025-07-17 19:11:25.901474,2025-07-17 19:12:34.576013,0 days 00:01:08.674539,prod,16,0.005764439175993958,6,12,gaussian,COMPLETE
242,0.0003982330672442913,2025-07-17 19:12:34.576933,2025-07-17 19:13:43.111584,0 days 00:01:08.534651,prod,16,0.006818424382051159,6,12,gaussian,COMPLETE
243,0.0004387603548821062,2025-07-17 19:13:43.112491,2025-07-17 19:14:51.560878,0 days 00:01:08.448387,prod,16,0.007356567134243573,6,12,gaussian,COMPLETE
244,0.0006677781348116696,2025-07-17 19:14:51.561788,2025-07-17 19:16:00.064735,0 days 00:01:08.502947,prod,16,0.005093608686255954,6,12,gaussian,COMPLETE
245,0.8479465246200562,2025-07-17 19:16:00.065616,2025-07-17 19:17:08.655871,0 days 00:01:08.590255,prod,16,0.0006934673625570746,6,12,gaussian,COMPLETE
246,0.00046087661758065224,2025-07-17 19:17:08.656738,2025-07-17 19:18:18.918426,0 days 00:01:10.261688,prod,16,0.007912295063050368,6,11,gaussian,COMPLETE
247,0.002311582211405039,2025-07-17 19:18:18.919348,2025-07-17 19:19:27.422586,0 days 00:01:08.503238,prod,16,0.0038942424196642964,6,12,gaussian,COMPLETE
248,0.0012941244058310986,2025-07-17 19:19:27.423404,2025-07-17 19:20:36.766456,0 days 00:01:09.343052,prod,16,0.006718287485389162,6,13,gaussian,COMPLETE
249,0.013724501244723797,2025-07-17 19:20:36.767382,2025-07-17 19:21:44.142119,0 days 00:01:07.374737,prod,16,0.005686583817675699,6,12,sigmoid,COMPLETE
250,0.029500961303710938,2025-07-17 19:21:44.142987,2025-07-17 19:22:54.325423,0 days 00:01:10.182436,prod,16,0.0013670144193622658,6,11,gaussian,COMPLETE
251,0.11561023443937302,2025-07-17 19:22:54.326335,2025-07-17 19:23:33.473135,0 days 00:00:39.146800,prod,32,0.00892573781487694,6,13,gaussian,COMPLETE
252,0.15588544309139252,2025-07-17 19:23:33.473748,2025-07-17 19:24:41.139471,0 days 00:01:07.665723,min,16,0.004572112554672858,6,12,gaussian,COMPLETE
253,0.0012134441640228033,2025-07-17 19:24:41.144513,2025-07-17 19:25:47.910715,0 days 00:01:06.766202,min,16,0.007407390528410269,6,8,gaussian,COMPLETE
254,0.00042574485996738076,2025-07-17 19:25:47.911647,2025-07-17 19:26:55.731294,0 days 00:01:07.819647,min,16,0.00624578714682517,6,9,gaussian,COMPLETE
255,0.11678137630224228,2025-07-17 19:26:55.732227,2025-07-17 19:27:11.555187,0 days 00:00:15.822960,min,128,0.008020369639614994,6,11,gaussian,COMPLETE
256,0.0003893546527251601,2025-07-17 19:27:11.555649,2025-07-17 19:28:21.252727,0 days 00:01:09.697078,prod,16,0.00981432424047099,6,10,gaussian,COMPLETE
257,0.23507751524448395,2025-07-17 19:28:21.262898,2025-07-17 19:29:31.088946,0 days 00:01:09.826048,prod,16,0.00995561608981464,6,10,gaussian,COMPLETE
258,0.0009458263521082699,2025-07-17 19:29:31.089896,2025-07-17 19:30:40.942484,0 days 00:01:09.852588,prod,16,0.009315439354992105,6,10,gaussian,COMPLETE
259,0.00036700686905533075,2025-07-17 19:30:40.943458,2025-07-17 19:31:50.610954,0 days 00:01:09.667496,prod,16,0.008542877559111827,6,10,gaussian,COMPLETE
260,0.004296162631362677,2025-07-17 19:31:50.611887,2025-07-17 19:33:00.410854,0 days 00:01:09.798967,prod,16,0.008732023333023586,6,10,gaussian,COMPLETE
261,0.000778819143306464,2025-07-17 19:33:00.411818,2025-07-17 19:34:12.890291,0 days 00:01:12.478473,prod,16,0.006877784164267919,6,9,bell,COMPLETE
262,0.0038323462940752506,2025-07-17 19:34:12.891225,2025-07-17 19:35:22.553543,0 days 00:01:09.662318,prod,16,0.005294927084931453,6,10,gaussian,COMPLETE
263,0.011507425457239151,2025-07-17 19:35:22.554468,2025-07-17 19:36:32.800956,0 days 00:01:10.246488,prod,16,0.009823315982921917,6,11,gaussian,COMPLETE
264,0.004021934699267149,2025-07-17 19:36:32.834323,2025-07-17 19:37:42.706992,0 days 00:01:09.872669,prod,16,0.00837949403188485,6,10,gaussian,COMPLETE
265,0.01286450307816267,2025-07-17 19:37:42.707978,2025-07-17 19:39:01.485912,0 days 00:01:18.777934,prod,16,0.00619383716343378,6,25,gaussian,COMPLETE
266,2.5553832054138184,2025-07-17 19:39:01.486857,2025-07-17 19:39:24.594974,0 days 00:00:23.108117,prod,64,0.0043325993971603275,6,9,gaussian,COMPLETE
267,0.0003715850762091577,2025-07-17 19:39:24.595662,2025-07-17 19:40:35.017052,0 days 00:01:10.421390,prod,16,0.006932494621697564,6,11,gaussian,COMPLETE
268,0.038617588579654694,2025-07-17 19:40:35.017979,2025-07-17 19:41:45.392042,0 days 00:01:10.374063,prod,16,0.0033396687257469973,6,11,gaussian,COMPLETE
269,0.0005405964329838753,2025-07-17 19:41:45.392968,2025-07-17 19:42:55.470206,0 days 00:01:10.077238,prod,16,0.007978602350216368,6,11,gaussian,COMPLETE
270,0.0004957406199537218,2025-07-17 19:42:55.471157,2025-07-17 19:44:05.491477,0 days 00:01:10.020320,prod,16,0.005655845568806435,6,10,gaussian,COMPLETE
271,0.0050043873488903046,2025-07-17 19:44:05.492340,2025-07-17 19:45:15.845031,0 days 00:01:10.352691,prod,16,0.007017180823572898,6,11,gaussian,COMPLETE
272,0.011523673310875893,2025-07-17 19:45:15.845980,2025-07-17 19:45:54.651596,0 days 00:00:38.805616,prod,32,0.008520189391003725,6,8,gaussian,COMPLETE
273,0.0003066404315177351,2025-07-17 19:45:54.652106,2025-07-17 19:47:11.408304,0 days 00:01:16.756198,prod,16,0.009779860365069842,6,22,gaussian,COMPLETE
274,0.00030967130442149937,2025-07-17 19:47:11.409225,2025-07-17 19:48:26.980911,0 days 00:01:15.571686,prod,16,0.009647282181371675,6,22,sigmoid,COMPLETE
275,0.13863505423069,2025-07-17 19:48:26.981873,2025-07-17 19:49:42.431254,0 days 00:01:15.449381,prod,16,0.009528389054532646,6,22,sigmoid,COMPLETE
276,0.10365055501461029,2025-07-17 19:49:42.432188,2025-07-17 19:50:57.892351,0 days 00:01:15.460163,prod,16,0.004872377184649564,6,22,sigmoid,COMPLETE
277,0.000451026571681723,2025-07-17 19:50:57.893263,2025-07-17 19:52:14.164912,0 days 00:01:16.271649,prod,16,0.008825837436415653,6,23,sigmoid,COMPLETE
278,0.0005074738874100149,2025-07-17 19:52:14.165860,2025-07-17 19:53:30.451349,0 days 00:01:16.285489,prod,16,0.009933183768507778,6,23,sigmoid,COMPLETE
279,0.0003113206767011434,2025-07-17 19:53:30.452306,2025-07-17 19:54:45.923189,0 days 00:01:15.470883,prod,16,0.009979162810014715,6,22,sigmoid,COMPLETE
280,0.366163969039917,2025-07-17 19:54:45.924133,2025-07-17 19:56:01.368412,0 days 00:01:15.444279,prod,16,0.009291636831314835,6,22,sigmoid,COMPLETE
281,0.02793710306286812,2025-07-17 19:56:01.369356,2025-07-17 19:57:16.761332,0 days 00:01:15.391976,prod,16,0.0010127857639158357,6,22,sigmoid,COMPLETE
282,0.055771056562662125,2025-07-17 19:57:16.762270,2025-07-17 19:57:37.825488,0 days 00:00:21.063218,prod,128,0.007785113538653691,6,23,gaussian,COMPLETE
283,0.00023036028142087162,2025-07-17 19:57:37.826158,2025-07-17 19:58:53.183677,0 days 00:01:15.357519,prod,16,0.008174847657263245,6,22,sigmoid,COMPLETE
284,0.0004901807405985892,2025-07-17 19:58:53.184581,2025-07-17 20:00:08.602580,0 days 00:01:15.417999,prod,16,0.009550822576928523,6,22,sigmoid,COMPLETE
285,0.013413090258836746,2025-07-17 20:00:08.603496,2025-07-17 20:01:23.954032,0 days 00:01:15.350536,prod,16,0.007969940334090677,6,22,sigmoid,COMPLETE
286,0.000408183695981279,2025-07-17 20:01:23.954972,2025-07-17 20:02:40.123182,0 days 00:01:16.168210,prod,16,0.00973311834748502,6,23,sigmoid,COMPLETE
287,0.0013585749547928572,2025-07-17 20:02:40.124152,2025-07-17 20:03:55.528174,0 days 00:01:15.404022,prod,16,0.00807305122424447,6,22,sigmoid,COMPLETE
288,0.0477588064968586,2025-07-17 20:03:55.529093,2025-07-17 20:05:12.393684,0 days 00:01:16.864591,prod,16,0.009813023038991734,6,24,sigmoid,COMPLETE
289,0.0673595666885376,2025-07-17 20:05:12.394618,2025-07-17 20:06:28.514939,0 days 00:01:16.120321,prod,16,0.007300858388951379,6,23,sigmoid,COMPLETE
290,0.2573865056037903,2025-07-17 20:06:28.515893,2025-07-17 20:07:49.463123,0 days 00:01:20.947230,prod,16,0.009938842361633159,6,22,bell,COMPLETE
291,0.11418171226978302,2025-07-17 20:07:49.464113,2025-07-17 20:09:04.085896,0 days 00:01:14.621783,prod,16,0.008429773690569993,6,21,sigmoid,COMPLETE
292,0.0026699441950768232,2025-07-17 20:09:04.086866,2025-07-17 20:10:19.505603,0 days 00:01:15.418737,prod,16,0.006570449137579028,6,22,sigmoid,COMPLETE
293,0.07524475455284119,2025-07-17 20:10:19.506542,2025-07-17 20:11:33.196138,0 days 00:01:13.689596,min,16,0.008202236829345738,6,21,sigmoid,COMPLETE
294,0.04994907230138779,2025-07-17 20:11:33.197050,2025-07-17 20:11:54.625124,0 days 00:00:21.428074,min,64,0.00720303743370908,6,7,sigmoid,COMPLETE
295,0.04986313730478287,2025-07-17 20:11:54.625852,2025-07-17 20:13:14.555555,0 days 00:01:19.929703,prod,16,0.006194280239998428,9,22,sigmoid,COMPLETE
296,0.002377622528001666,2025-07-17 20:13:14.556522,2025-07-17 20:14:31.004907,0 days 00:01:16.448385,min,16,0.009989330350399643,6,23,gaussian,COMPLETE
297,0.010498207062482834,2025-07-17 20:14:31.005670,2025-07-17 20:15:46.054666,0 days 00:01:15.048996,min,16,0.00298708619308358,6,21,gaussian,COMPLETE
298,0.02464333176612854,2025-07-17 20:15:46.055687,2025-07-17 20:16:31.547549,0 days 00:00:45.491862,prod,32,8.806637166056918e-05,6,24,gaussian,COMPLETE
299,0.0003886640479322523,2025-07-17 20:16:31.548082,2025-07-17 20:17:39.443989,0 days 00:01:07.895907,min,16,0.003943283077215904,6,9,gaussian,COMPLETE
300,0.011646712198853493,2025-07-17 20:17:39.444998,2025-07-17 20:18:45.034860,0 days 00:01:05.589862,min,16,0.003527203168231553,6,8,sigmoid,COMPLETE
301,0.10998295992612839,2025-07-17 20:18:45.035845,2025-07-17 20:19:53.075150,0 days 00:01:08.039305,min,16,0.004228940225213311,6,9,gaussian,COMPLETE
302,0.0005237062578089535,2025-07-17 20:19:53.076100,2025-07-17 20:21:00.986925,0 days 00:01:07.910825,min,16,0.004850129860228207,6,9,gaussian,COMPLETE
303,0.00042945085442624986,2025-07-17 20:21:00.987887,2025-07-17 20:22:08.843088,0 days 00:01:07.855201,min,16,0.0036177770670872936,6,9,gaussian,COMPLETE
304,0.02796003594994545,2025-07-17 20:22:08.844026,2025-07-17 20:23:24.571697,0 days 00:01:15.727671,min,16,0.0039937600716062165,6,22,gaussian,COMPLETE
305,0.0009990514954552054,2025-07-17 20:23:24.572653,2025-07-17 20:24:42.589580,0 days 00:01:18.016927,min,16,0.00596099691749078,6,25,gaussian,COMPLETE
306,0.057467419654130936,2025-07-17 20:24:42.590551,2025-07-17 20:25:59.108932,0 days 00:01:16.518381,min,16,0.007136002803880686,6,23,gaussian,COMPLETE
307,0.06409760564565659,2025-07-17 20:25:59.109891,2025-07-17 20:26:19.375776,0 days 00:00:20.265885,min,128,0.005027235016016445,8,22,bell,COMPLETE
308,1.568163514137268,2025-07-17 20:26:19.376297,2025-07-17 20:27:34.304541,0 days 00:01:14.928244,min,16,0.0001651886555197805,6,21,gaussian,COMPLETE
309,0.0003534094721544534,2025-07-17 20:27:34.305476,2025-07-17 20:28:47.593012,0 days 00:01:13.287536,min,16,0.007560430107885462,6,19,gaussian,COMPLETE
310,0.0010598133085295558,2025-07-17 20:28:47.593921,2025-07-17 20:30:01.699343,0 days 00:01:14.105422,min,16,0.007763209179726077,6,20,gaussian,COMPLETE
311,0.019577810540795326,2025-07-17 20:30:01.700289,2025-07-17 20:31:13.589027,0 days 00:01:11.888738,min,16,0.006505244353291824,6,19,sigmoid,COMPLETE
312,0.00030449722544290125,2025-07-17 20:31:13.589781,2025-07-17 20:32:26.873713,0 days 00:01:13.283932,min,16,0.00822001059592654,6,19,gaussian,COMPLETE
313,0.0014438306679949164,2025-07-17 20:32:26.874784,2025-07-17 20:33:40.350314,0 days 00:01:13.475530,min,16,0.008428892251526644,6,19,gaussian,COMPLETE
314,0.105329729616642,2025-07-17 20:33:40.351279,2025-07-17 20:34:53.241842,0 days 00:01:12.890563,min,16,0.008330060890728793,6,18,gaussian,COMPLETE
315,0.0007447057287208736,2025-07-17 20:34:53.242785,2025-07-17 20:36:06.711842,0 days 00:01:13.469057,min,16,0.007292758382257584,6,19,gaussian,COMPLETE
316,0.4895840585231781,2025-07-17 20:36:06.712747,2025-07-17 20:37:19.275665,0 days 00:01:12.562918,min,16,0.008507615239420856,6,18,gaussian,COMPLETE
