number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_seq_length,params_shape,state
152,0.1013258695602417,2025-07-13 16:24:22.506153,2025-07-13 16:24:53.424405,0 days 00:00:30.918252,relu,min,32,0.009356650595330604,8,8,gaussian,COMPLETE
153,0.07216661423444748,2025-07-13 16:24:53.425028,2025-07-13 16:25:25.115244,0 days 00:00:31.690216,relu,min,32,0.007563382559340429,8,11,gaussian,COMPLETE
154,0.0022937830071896315,2025-07-13 16:25:25.115904,2025-07-13 16:25:56.317345,0 days 00:00:31.201441,relu,min,32,0.008319139145313532,8,9,gaussian,COMPLETE
155,1.6742475032806396,2025-07-13 16:25:56.317840,2025-07-13 16:26:27.487807,0 days 00:00:31.169967,relu,min,32,0.008291889712301045,8,9,gaussian,COMPLETE
156,0.6717769503593445,2025-07-13 16:26:27.488430,2025-07-13 16:26:57.915463,0 days 00:00:30.427033,relu,min,32,0.009295055570885054,8,7,gaussian,COMPLETE
157,0.019045118242502213,2025-07-13 16:26:57.916023,2025-07-13 16:27:29.099039,0 days 00:00:31.183016,relu,min,32,0.00831873004106516,8,9,gaussian,COMPLETE
158,0.025453617796301842,2025-07-13 16:27:29.099569,2025-07-13 16:28:24.041857,0 days 00:00:54.942288,relu,min,16,0.00921341551741318,8,8,gaussian,COMPLETE
159,1.1740843057632446,2025-07-13 16:28:24.042506,2025-07-13 16:28:55.218687,0 days 00:00:31.176181,relu,min,32,0.0005331074624740259,8,9,gaussian,COMPLETE
160,0.01739804446697235,2025-07-13 16:28:55.219166,2025-07-13 16:29:26.616440,0 days 00:00:31.397274,relu,min,32,0.007575358852331731,8,10,gaussian,COMPLETE
161,0.2091785967350006,2025-07-13 16:29:26.617058,2025-07-13 16:29:58.214553,0 days 00:00:31.597495,relu,min,32,0.007082532320980689,8,10,gaussian,COMPLETE
162,0.006729490589350462,2025-07-13 16:29:58.215204,2025-07-13 16:30:27.965245,0 days 00:00:29.750041,relu,min,32,0.006856594144816105,5,11,gaussian,COMPLETE
163,0.6006243824958801,2025-07-13 16:30:27.965709,2025-07-13 16:30:59.357062,0 days 00:00:31.391353,relu,min,32,0.009932744452979795,9,6,gaussian,COMPLETE
164,0.9453060626983643,2025-07-13 16:30:59.357727,2025-07-13 16:31:30.955718,0 days 00:00:31.597991,relu,min,32,0.006213177019518838,8,10,gaussian,COMPLETE
165,0.04439646005630493,2025-07-13 16:31:30.956348,2025-07-13 16:32:02.638046,0 days 00:00:31.681698,relu,min,32,0.008482095277109006,8,11,gaussian,COMPLETE
166,0.008966604247689247,2025-07-13 16:32:02.638702,2025-07-13 16:32:57.584577,0 days 00:00:54.945875,relu,min,16,0.005549387314843142,8,8,gaussian,COMPLETE
167,0.019536232575774193,2025-07-13 16:32:57.585224,2025-07-13 16:33:28.847090,0 days 00:00:31.261866,relu,prod,32,0.007911309632218783,8,7,gaussian,COMPLETE
168,0.15690277516841888,2025-07-13 16:33:28.847585,2025-07-13 16:33:58.424915,0 days 00:00:29.577330,identity,min,32,0.006910146530347147,5,11,gaussian,COMPLETE
169,0.0020285658538341522,2025-07-13 16:33:58.425581,2025-07-13 16:34:30.327931,0 days 00:00:31.902350,relu,prod,32,0.009978116746931906,8,9,gaussian,COMPLETE
170,0.4976624846458435,2025-07-13 16:34:30.328445,2025-07-13 16:34:41.440231,0 days 00:00:11.111786,relu,prod,128,0.00995548782580955,8,9,gaussian,COMPLETE
171,0.00036410338361747563,2025-07-13 16:34:41.440767,2025-07-13 16:35:12.995537,0 days 00:00:31.554770,relu,prod,32,0.009037699790583597,8,8,gaussian,COMPLETE
172,0.0023011602461338043,2025-07-13 16:35:12.996022,2025-07-13 16:35:44.601988,0 days 00:00:31.605966,relu,prod,32,0.009054622277499735,8,8,gaussian,COMPLETE
173,0.004792425315827131,2025-07-13 16:35:44.602604,2025-07-13 16:36:15.816081,0 days 00:00:31.213477,relu,prod,32,0.008760574676926754,8,7,gaussian,COMPLETE
174,1.636176586151123,2025-07-13 16:36:15.816562,2025-07-13 16:36:47.390686,0 days 00:00:31.574124,relu,prod,32,0.00026308956727333523,8,8,gaussian,COMPLETE
175,1.349904179573059,2025-07-13 16:36:47.391354,2025-07-13 16:37:19.326359,0 days 00:00:31.935005,relu,prod,32,0.00033432756705183494,8,9,gaussian,COMPLETE
176,0.12450449913740158,2025-07-13 16:37:19.327013,2025-07-13 16:38:19.490188,0 days 00:01:00.163175,relu,prod,16,0.00042354338611561113,8,24,gaussian,COMPLETE
177,0.18757301568984985,2025-07-13 16:38:19.490864,2025-07-13 16:38:51.831456,0 days 00:00:32.340592,relu,prod,32,0.007796408427416615,8,20,gaussian,COMPLETE
178,0.01665007695555687,2025-07-13 16:38:51.832076,2025-07-13 16:39:23.694905,0 days 00:00:31.862829,relu,prod,32,0.009175221740900371,8,9,gaussian,COMPLETE
179,0.1814051866531372,2025-07-13 16:39:23.695569,2025-07-13 16:39:55.654568,0 days 00:00:31.958999,relu,prod,32,0.009971203764475946,8,9,gaussian,COMPLETE
180,1.3361259698867798,2025-07-13 16:39:55.655051,2025-07-13 16:40:14.905273,0 days 00:00:19.250222,relu,prod,64,0.008302378305184916,9,10,gaussian,COMPLETE
181,0.002531548496335745,2025-07-13 16:40:14.905904,2025-07-13 16:40:46.476534,0 days 00:00:31.570630,relu,prod,32,0.00914191092644328,8,8,gaussian,COMPLETE
182,0.31144413352012634,2025-07-13 16:40:46.477100,2025-07-13 16:41:18.045230,0 days 00:00:31.568130,relu,prod,32,0.008591876335819452,8,8,gaussian,COMPLETE
183,0.052755359560251236,2025-07-13 16:41:18.045841,2025-07-13 16:41:49.283173,0 days 00:00:31.237332,relu,prod,32,0.007664208895081436,8,7,gaussian,COMPLETE
184,0.024708528071641922,2025-07-13 16:41:49.283792,2025-07-13 16:42:20.850531,0 days 00:00:31.566739,relu,prod,32,0.009248884324336541,8,8,gaussian,COMPLETE
185,0.14286397397518158,2025-07-13 16:42:20.851192,2025-07-13 16:42:52.814529,0 days 00:00:31.963337,relu,prod,32,0.008371918232998841,8,9,gaussian,COMPLETE
186,0.02243737131357193,2025-07-13 16:42:52.815022,2025-07-13 16:43:50.025802,0 days 00:00:57.210780,relu,prod,16,0.007476456431674405,8,10,gaussian,COMPLETE
187,0.9285919666290283,2025-07-13 16:43:50.026470,2025-07-13 16:44:21.628560,0 days 00:00:31.602090,relu,prod,32,0.0011595881223751697,8,8,gaussian,COMPLETE
188,0.051404595375061035,2025-07-13 16:44:21.629229,2025-07-13 16:44:52.839188,0 days 00:00:31.209959,relu,prod,32,0.009140597352234483,8,7,gaussian,COMPLETE
189,0.0169138815253973,2025-07-13 16:44:52.839819,2025-07-13 16:45:22.672090,0 days 00:00:29.832271,relu,min,32,0.00823973055540375,8,12,gaussian,COMPLETE
190,0.19198495149612427,2025-07-13 16:45:22.672593,2025-07-13 16:45:51.058364,0 days 00:00:28.385771,relu,min,32,0.006408993114426358,5,9,sigmoid,COMPLETE
191,0.04608398675918579,2025-07-13 16:45:51.058981,2025-07-13 16:46:22.673561,0 days 00:00:31.614580,relu,prod,32,0.00914904736056068,8,8,gaussian,COMPLETE
192,0.11413680016994476,2025-07-13 16:46:22.674232,2025-07-13 16:46:54.250700,0 days 00:00:31.576468,relu,prod,32,0.009962618944191247,8,8,gaussian,COMPLETE
193,0.32991576194763184,2025-07-13 16:46:54.251203,2025-07-13 16:47:25.429216,0 days 00:00:31.178013,relu,prod,32,0.008922065367736987,8,7,gaussian,COMPLETE
194,0.011741947382688522,2025-07-13 16:47:25.429887,2025-07-13 16:47:56.990649,0 days 00:00:31.560762,relu,prod,32,0.007803190876672503,8,8,gaussian,COMPLETE
195,0.5047471523284912,2025-07-13 16:47:56.991321,2025-07-13 16:48:28.982487,0 days 00:00:31.991166,relu,prod,32,0.009145409243768332,8,9,gaussian,COMPLETE
196,0.00649678148329258,2025-07-13 16:48:28.983107,2025-07-13 16:49:25.047785,0 days 00:00:56.064678,relu,prod,16,0.007262507355636799,8,7,gaussian,COMPLETE
197,0.0012468138011172414,2025-07-13 16:49:25.048464,2025-07-13 16:49:55.992622,0 days 00:00:30.944158,relu,min,32,0.009961980569747458,8,8,gaussian,COMPLETE
198,0.005278216674923897,2025-07-13 16:49:55.993107,2025-07-13 16:50:25.847877,0 days 00:00:29.854770,relu,min,32,0.009985994035288033,8,12,gaussian,COMPLETE
199,0.0026320982724428177,2025-07-13 16:50:25.848517,2025-07-13 16:50:57.345480,0 days 00:00:31.496963,relu,min,32,0.008333790258865624,8,10,gaussian,COMPLETE
200,0.06576965749263763,2025-07-13 16:50:57.346142,2025-07-13 16:51:29.837237,0 days 00:00:32.491095,relu,min,32,0.00834158479880215,9,9,gaussian,COMPLETE
201,1.5337496995925903,2025-07-13 16:51:29.837721,2025-07-13 16:52:00.772384,0 days 00:00:30.934663,relu,min,32,0.000965710111847599,8,8,gaussian,COMPLETE
202,1.0950239896774292,2025-07-13 16:52:00.773017,2025-07-13 16:52:31.580784,0 days 00:00:30.807767,relu,min,32,0.00873589975866039,8,8,gaussian,COMPLETE
203,0.0360611192882061,2025-07-13 16:52:31.581292,2025-07-13 16:53:02.158430,0 days 00:00:30.577138,relu,min,32,0.009349045169351606,8,7,gaussian,COMPLETE
204,0.00321844220161438,2025-07-13 16:53:02.159114,2025-07-13 16:53:33.086273,0 days 00:00:30.927159,relu,min,32,0.007716327818733829,8,8,gaussian,COMPLETE
205,0.001671221456490457,2025-07-13 16:53:33.086888,2025-07-13 16:54:05.517841,0 days 00:00:32.430953,relu,prod,32,0.009242061076365446,8,11,gaussian,COMPLETE
206,0.0005039636744186282,2025-07-13 16:54:05.518530,2025-07-13 16:55:01.606110,0 days 00:00:56.087580,relu,min,16,0.007263036007418115,8,11,gaussian,COMPLETE
207,0.009804396890103817,2025-07-13 16:55:01.606799,2025-07-13 16:55:57.640245,0 days 00:00:56.033446,relu,min,16,0.006753763484772567,8,11,gaussian,COMPLETE
208,1.348739504814148,2025-07-13 16:55:57.640920,2025-07-13 16:56:52.314545,0 days 00:00:54.673625,relu,min,16,0.007305676671806711,8,11,sigmoid,COMPLETE
209,0.09734455496072769,2025-07-13 16:56:52.315235,2025-07-13 16:57:48.378863,0 days 00:00:56.063628,relu,min,16,0.00801544507415008,8,11,gaussian,COMPLETE
210,0.0003408278280403465,2025-07-13 16:57:48.379534,2025-07-13 16:58:40.268378,0 days 00:00:51.888844,relu,min,16,0.00986250173249477,6,12,gaussian,COMPLETE
211,0.000939119781833142,2025-07-13 16:58:40.269047,2025-07-13 16:59:32.135690,0 days 00:00:51.866643,relu,min,16,0.009764357179971154,6,12,gaussian,COMPLETE
212,0.41686296463012695,2025-07-13 16:59:32.136172,2025-07-13 17:00:24.099259,0 days 00:00:51.963087,relu,min,16,0.009918062503300238,6,12,gaussian,COMPLETE
213,0.12819823622703552,2025-07-13 17:00:24.099938,2025-07-13 17:01:17.623414,0 days 00:00:53.523476,relu,min,16,0.00986650822906818,6,11,gaussian,COMPLETE
214,0.1273842751979828,2025-07-13 17:01:17.624091,2025-07-13 17:02:10.802875,0 days 00:00:53.178784,relu,min,16,0.008477301490802964,6,10,gaussian,COMPLETE
215,0.2220766395330429,2025-07-13 17:02:10.803527,2025-07-13 17:03:03.162650,0 days 00:00:52.359123,relu,min,16,0.008977590689684945,6,13,gaussian,COMPLETE
216,1.690132975578308,2025-07-13 17:03:03.163341,2025-07-13 17:03:55.059122,0 days 00:00:51.895781,relu,min,16,0.007775644941458957,6,12,gaussian,COMPLETE
217,0.0006172468420118093,2025-07-13 17:03:55.059795,2025-07-13 17:04:54.926942,0 days 00:00:59.867147,relu,min,16,0.009956696041173118,8,11,bell,COMPLETE
218,0.0005312577122822404,2025-07-13 17:04:54.927608,2025-07-13 17:05:54.774730,0 days 00:00:59.847122,relu,min,16,0.009802539386391198,8,11,bell,COMPLETE
219,0.0027287129778414965,2025-07-13 17:05:54.775399,2025-07-13 17:06:54.658939,0 days 00:00:59.883540,relu,min,16,0.009396344983534227,8,11,bell,COMPLETE
220,1.690132975578308,2025-07-13 17:06:54.659615,2025-07-13 17:07:52.334113,0 days 00:00:57.674498,relu,min,16,0.009999164431189606,7,12,bell,COMPLETE
221,1.5034300088882446,2025-07-13 17:07:52.334798,2025-07-13 17:08:52.171552,0 days 00:00:59.836754,relu,min,16,0.009205450482028437,8,11,bell,COMPLETE
222,0.0003462964959908277,2025-07-13 17:08:52.172224,2025-07-13 17:09:52.062192,0 days 00:00:59.889968,relu,min,16,0.009910594890431208,8,11,bell,COMPLETE
223,0.00035971388570033014,2025-07-13 17:09:52.062884,2025-07-13 17:10:51.916692,0 days 00:00:59.853808,relu,min,16,0.009094777132742784,8,11,bell,COMPLETE
224,0.00034770448110066354,2025-07-13 17:10:51.917365,2025-07-13 17:11:49.839755,0 days 00:00:57.922390,relu,min,16,0.009799428359976738,8,12,bell,COMPLETE
225,0.0003957498411182314,2025-07-13 17:11:49.840453,2025-07-13 17:12:47.746921,0 days 00:00:57.906468,relu,min,16,0.009976826314077154,8,12,bell,COMPLETE
226,0.0004344209155533463,2025-07-13 17:12:47.747600,2025-07-13 17:13:45.694404,0 days 00:00:57.946804,relu,min,16,0.00918435270818954,8,12,bell,COMPLETE
227,0.003273197915405035,2025-07-13 17:13:45.695086,2025-07-13 17:14:44.101993,0 days 00:00:58.406907,relu,min,16,0.009988601210898384,8,13,bell,COMPLETE
228,0.00036425236612558365,2025-07-13 17:14:44.102673,2025-07-13 17:15:42.027893,0 days 00:00:57.925220,relu,min,16,0.008558990579366259,8,12,bell,COMPLETE
229,0.00034605260589160025,2025-07-13 17:15:42.028580,2025-07-13 17:16:39.925651,0 days 00:00:57.897071,relu,min,16,0.008563897101948218,8,12,bell,COMPLETE
230,1.210947871208191,2025-07-13 17:16:39.926341,2025-07-13 17:17:37.864316,0 days 00:00:57.937975,relu,min,16,0.008657743583849107,8,12,bell,COMPLETE
231,1.690132975578308,2025-07-13 17:17:37.864991,2025-07-13 17:18:35.797517,0 days 00:00:57.932526,relu,min,16,0.008293014408332286,8,12,bell,COMPLETE
232,1.690132975578308,2025-07-13 17:18:35.798202,2025-07-13 17:19:33.704895,0 days 00:00:57.906693,relu,min,16,0.008990055781891746,8,12,bell,COMPLETE
233,0.0003604825760703534,2025-07-13 17:19:33.705583,2025-07-13 17:20:32.150906,0 days 00:00:58.445323,relu,min,16,0.007982308157784217,8,13,bell,COMPLETE
234,0.11307883262634277,2025-07-13 17:20:32.151582,2025-07-13 17:21:30.096139,0 days 00:00:57.944557,relu,min,16,0.008228322406196198,8,12,bell,COMPLETE
235,0.0003928685327991843,2025-07-13 17:21:30.096827,2025-07-13 17:22:28.547200,0 days 00:00:58.450373,relu,min,16,0.009110422397292404,8,13,bell,COMPLETE
236,0.0003483339969534427,2025-07-13 17:22:28.547887,2025-07-13 17:23:26.484921,0 days 00:00:57.937034,relu,min,16,0.009233402335196936,8,12,bell,COMPLETE
237,0.0794743224978447,2025-07-13 17:23:26.485605,2025-07-13 17:24:24.931991,0 days 00:00:58.446386,relu,min,16,0.008942636195022014,8,13,bell,COMPLETE
238,1.6951563358306885,2025-07-13 17:24:24.932677,2025-07-13 17:25:23.365050,0 days 00:00:58.432373,relu,min,16,0.007850086128996172,8,13,bell,COMPLETE
239,0.00045688063255511224,2025-07-13 17:25:23.365752,2025-07-13 17:26:21.487535,0 days 00:00:58.121783,identity,min,16,0.009063066429684517,8,13,bell,COMPLETE
240,0.01837487332522869,2025-07-13 17:26:21.488227,2025-07-13 17:27:20.105219,0 days 00:00:58.616992,identity,min,16,0.008643689214006545,8,14,bell,COMPLETE
241,0.00041298705036751926,2025-07-13 17:27:20.105908,2025-07-13 17:28:18.253851,0 days 00:00:58.147943,identity,min,16,0.009350399513566603,8,13,bell,COMPLETE
242,0.0003426438197493553,2025-07-13 17:28:18.254530,2025-07-13 17:29:16.361652,0 days 00:00:58.107122,identity,min,16,0.009152219568916814,8,13,bell,COMPLETE
243,0.0017342704813927412,2025-07-13 17:29:16.362333,2025-07-13 17:30:14.954154,0 days 00:00:58.591821,identity,min,16,0.009114041494701722,8,14,bell,COMPLETE
244,0.0017151763895526528,2025-07-13 17:30:14.954854,2025-07-13 17:31:13.125951,0 days 00:00:58.171097,identity,min,16,0.007939441252856035,8,13,bell,COMPLETE
245,0.013426514342427254,2025-07-13 17:31:13.126637,2025-07-13 17:32:11.320333,0 days 00:00:58.193696,identity,min,16,0.00913042349055496,8,13,bell,COMPLETE
246,0.0019223311683163047,2025-07-13 17:32:11.321220,2025-07-13 17:33:09.446111,0 days 00:00:58.124891,identity,min,16,0.008326741735323242,8,13,bell,COMPLETE
247,0.0004494399472605437,2025-07-13 17:33:09.446814,2025-07-13 17:34:07.579836,0 days 00:00:58.133022,identity,min,16,0.007451918105135088,8,13,bell,COMPLETE
248,0.0003565781225915998,2025-07-13 17:34:07.580522,2025-07-13 17:35:05.685738,0 days 00:00:58.105216,identity,min,16,0.007339725705910385,8,13,bell,COMPLETE
249,0.0029484578408300877,2025-07-13 17:35:05.686420,2025-07-13 17:36:04.187956,0 days 00:00:58.501536,identity,min,16,0.007151781694235341,8,14,bell,COMPLETE
250,0.002018644940108061,2025-07-13 17:36:04.188644,2025-07-13 17:37:02.264435,0 days 00:00:58.075791,identity,min,16,0.007434126192973464,8,13,bell,COMPLETE
251,0.08809755742549896,2025-07-13 17:37:02.265117,2025-07-13 17:38:00.398116,0 days 00:00:58.132999,identity,min,16,0.008566803032916735,8,13,bell,COMPLETE
252,0.00041644679731689394,2025-07-13 17:38:00.398821,2025-07-13 17:38:58.519520,0 days 00:00:58.120699,identity,min,16,0.007619816828351814,8,13,bell,COMPLETE
253,0.002471648156642914,2025-07-13 17:38:58.520219,2025-07-13 17:39:56.664479,0 days 00:00:58.144260,identity,min,16,0.007139271696906791,8,13,bell,COMPLETE
254,0.0003273431211709976,2025-07-13 17:39:56.665167,2025-07-13 17:40:55.302072,0 days 00:00:58.636905,identity,min,16,0.007695077434999425,8,14,bell,COMPLETE
255,0.007719512563198805,2025-07-13 17:40:55.302772,2025-07-13 17:41:54.024627,0 days 00:00:58.721855,identity,min,16,0.007826894357270913,8,14,bell,COMPLETE
256,0.000539609813131392,2025-07-13 17:41:54.025311,2025-07-13 17:42:52.217081,0 days 00:00:58.191770,identity,min,16,0.00804896169464662,8,13,bell,COMPLETE
257,0.0013469905825331807,2025-07-13 17:42:52.217764,2025-07-13 17:43:51.305880,0 days 00:00:59.088116,identity,min,16,0.008673108276891578,8,15,bell,COMPLETE
258,0.00039551392546854913,2025-07-13 17:43:51.306566,2025-07-13 17:44:49.954308,0 days 00:00:58.647742,identity,min,16,0.007627805772483799,8,14,bell,COMPLETE
259,0.012605839408934116,2025-07-13 17:44:49.955003,2025-07-13 17:45:48.646448,0 days 00:00:58.691445,identity,min,16,0.0066595192469694675,8,14,bell,COMPLETE
260,0.0027369095478206873,2025-07-13 17:45:48.647150,2025-07-13 17:46:48.431245,0 days 00:00:59.784095,identity,min,16,0.007509254417638196,8,16,bell,COMPLETE
261,0.001110462355427444,2025-07-13 17:46:48.431937,2025-07-13 17:47:47.086098,0 days 00:00:58.654161,identity,min,16,0.007862252342744458,8,14,bell,COMPLETE
262,0.0008541014976799488,2025-07-13 17:47:47.086796,2025-07-13 17:48:44.778775,0 days 00:00:57.691979,identity,min,16,0.00852648086141626,8,12,bell,COMPLETE
263,0.005208693444728851,2025-07-13 17:48:44.779475,2025-07-13 17:49:43.806407,0 days 00:00:59.026932,identity,min,16,0.00650340211583735,8,15,bell,COMPLETE
264,0.007512813434004784,2025-07-13 17:49:43.807112,2025-07-13 17:50:42.036171,0 days 00:00:58.229059,identity,min,16,0.007496845232771867,8,13,bell,COMPLETE
265,0.0005303797661326826,2025-07-13 17:50:42.036864,2025-07-13 17:51:40.697442,0 days 00:00:58.660578,identity,min,16,0.00906716249484935,8,14,bell,COMPLETE
266,0.00039737645420245826,2025-07-13 17:51:40.698145,2025-07-13 17:52:34.311200,0 days 00:00:53.613055,identity,min,16,0.008224428235441393,5,12,bell,COMPLETE
267,0.0004799924499820918,2025-07-13 17:52:34.311917,2025-07-13 17:53:27.922081,0 days 00:00:53.610164,identity,min,16,0.008235379826737006,5,12,bell,COMPLETE
268,0.000360309612005949,2025-07-13 17:53:27.922800,2025-07-13 17:54:21.532703,0 days 00:00:53.609903,identity,min,16,0.009177519887821329,5,12,bell,COMPLETE
269,0.0005182542954571545,2025-07-13 17:54:21.533408,2025-07-13 17:55:15.131187,0 days 00:00:53.597779,identity,min,16,0.009071177268074927,5,12,bell,COMPLETE
270,0.01831906847655773,2025-07-13 17:55:15.131887,2025-07-13 17:56:08.728895,0 days 00:00:53.597008,identity,min,16,0.00819846386947334,5,12,bell,COMPLETE
271,0.0004387999069876969,2025-07-13 17:56:08.729601,2025-07-13 17:57:02.323548,0 days 00:00:53.593947,identity,min,16,0.009988720850136008,5,12,bell,COMPLETE
272,0.15989333391189575,2025-07-13 17:57:02.324250,2025-07-13 17:57:55.912400,0 days 00:00:53.588150,identity,min,16,0.0018596420902825645,5,12,bell,COMPLETE
273,0.000577823375351727,2025-07-13 17:57:55.913101,2025-07-13 17:58:49.971177,0 days 00:00:54.058076,identity,min,16,0.00858648530294549,5,13,bell,COMPLETE
274,0.001055253203958273,2025-07-13 17:58:49.971877,2025-07-13 17:59:43.543826,0 days 00:00:53.571949,identity,min,16,0.006997750790749253,5,12,bell,COMPLETE
275,0.00035011579166166484,2025-07-13 17:59:43.544524,2025-07-13 18:00:37.620763,0 days 00:00:54.076239,identity,min,16,0.009200982165900347,5,13,bell,COMPLETE
276,0.0003526002692524344,2025-07-13 18:00:37.621463,2025-07-13 18:01:32.277376,0 days 00:00:54.655913,identity,min,16,0.007965986216939199,5,14,bell,COMPLETE
277,0.00037617344059981406,2025-07-13 18:01:32.278072,2025-07-13 18:02:26.938053,0 days 00:00:54.659981,identity,min,16,0.008276267977001957,5,14,bell,COMPLETE
278,0.0024700923822820187,2025-07-13 18:02:26.938756,2025-07-13 18:03:21.606747,0 days 00:00:54.667991,identity,min,16,0.008185891987926004,5,14,bell,COMPLETE
279,0.004651005379855633,2025-07-13 18:03:21.607451,2025-07-13 18:04:16.347912,0 days 00:00:54.740461,identity,min,16,0.0068112462142797675,5,14,bell,COMPLETE
280,0.1504123955965042,2025-07-13 18:04:16.348634,2025-07-13 18:05:12.032403,0 days 00:00:55.683769,identity,min,16,0.0015572569353223915,5,15,bell,COMPLETE
281,0.19821323454380035,2025-07-13 18:05:12.033134,2025-07-13 18:05:25.524552,0 days 00:00:13.491418,identity,min,128,0.008043315843474242,5,15,bell,COMPLETE
282,0.0003345922741573304,2025-07-13 18:05:25.525086,2025-07-13 18:06:20.837133,0 days 00:00:55.312047,identity,min,16,0.008790622214648254,5,14,bell,COMPLETE
283,0.00043637739145196974,2025-07-13 18:06:20.837845,2025-07-13 18:07:16.100770,0 days 00:00:55.262925,identity,min,16,0.008786417364703479,5,14,bell,COMPLETE
284,0.0006060447776690125,2025-07-13 18:07:16.101484,2025-07-13 18:08:11.387578,0 days 00:00:55.286094,identity,min,16,0.009185889459414114,5,14,bell,COMPLETE
285,0.00031723672873340547,2025-07-13 18:08:11.388297,2025-07-13 18:09:07.125779,0 days 00:00:55.737482,identity,min,16,0.009955774219203687,5,15,bell,COMPLETE
286,0.0005562982405535877,2025-07-13 18:09:07.126490,2025-07-13 18:10:02.872228,0 days 00:00:55.745738,identity,min,16,0.009878258585817151,5,15,bell,COMPLETE
287,0.006080500315874815,2025-07-13 18:10:02.872938,2025-07-13 18:10:59.134215,0 days 00:00:56.261277,identity,min,16,0.0025839638373670207,5,16,bell,COMPLETE
288,0.0004409935208968818,2025-07-13 18:10:59.134928,2025-07-13 18:11:54.905398,0 days 00:00:55.770470,identity,min,16,0.009205434725901048,5,15,bell,COMPLETE
289,0.0005559983546845615,2025-07-13 18:11:54.906118,2025-07-13 18:12:50.102871,0 days 00:00:55.196753,identity,min,16,0.008531280220577765,5,14,bell,COMPLETE
290,0.0033425786532461643,2025-07-13 18:12:50.103591,2025-07-13 18:13:45.384691,0 days 00:00:55.281100,identity,min,16,0.009253328440162268,5,14,bell,COMPLETE
291,0.026847440749406815,2025-07-13 18:13:45.385406,2025-07-13 18:14:40.164831,0 days 00:00:54.779425,identity,min,16,0.009897281330978863,5,13,bell,COMPLETE
292,0.0022679311223328114,2025-07-13 18:14:40.165556,2025-07-13 18:15:00.123876,0 days 00:00:19.958320,identity,min,64,0.008389391008030784,5,14,bell,COMPLETE
293,0.0003586424281820655,2025-07-13 18:15:00.124549,2025-07-13 18:15:54.817985,0 days 00:00:54.693436,identity,min,16,0.00999481020403482,5,13,bell,COMPLETE
294,0.0014004016993567348,2025-07-13 18:15:54.818712,2025-07-13 18:16:53.717144,0 days 00:00:58.898432,identity,min,16,0.009940831572991922,5,22,bell,COMPLETE
295,0.0004420198092702776,2025-07-13 18:16:53.717854,2025-07-13 18:17:48.496010,0 days 00:00:54.778156,identity,min,16,0.009214892597436266,5,13,bell,COMPLETE
296,0.0018966345814988017,2025-07-13 18:17:48.496724,2025-07-13 18:18:43.259681,0 days 00:00:54.762957,identity,min,16,0.00996597895528251,5,13,bell,COMPLETE
297,0.0003835268144030124,2025-07-13 18:18:43.260396,2025-07-13 18:19:38.602845,0 days 00:00:55.342449,identity,min,16,0.008809456677793393,5,14,bell,COMPLETE
298,0.0003657492343336344,2025-07-13 18:19:38.603567,2025-07-13 18:20:33.979075,0 days 00:00:55.375508,identity,min,16,0.008632743288764077,5,14,bell,COMPLETE
299,0.0003362488641869277,2025-07-13 18:20:33.979793,2025-07-13 18:21:29.919258,0 days 00:00:55.939465,identity,min,16,0.008786120831658232,5,15,bell,COMPLETE
300,0.0008885794086381793,2025-07-13 18:21:29.919976,2025-07-13 18:22:26.194258,0 days 00:00:56.274282,identity,min,16,0.00865037438127017,5,16,bell,COMPLETE
301,0.0004167678707744926,2025-07-13 18:22:26.194985,2025-07-13 18:23:22.065624,0 days 00:00:55.870639,identity,min,16,0.00857401468067828,5,15,bell,COMPLETE
302,0.0003047780483029783,2025-07-13 18:23:22.066344,2025-07-13 18:24:17.923618,0 days 00:00:55.857274,identity,min,16,0.007776734821267368,5,15,bell,COMPLETE
303,0.0004009496478829533,2025-07-13 18:24:17.924338,2025-07-13 18:25:13.774330,0 days 00:00:55.849992,identity,min,16,0.0077300780515779,5,15,bell,COMPLETE
304,0.0004445306258276105,2025-07-13 18:25:13.775061,2025-07-13 18:26:09.683903,0 days 00:00:55.908842,identity,min,16,0.007435594049771837,5,15,bell,COMPLETE
305,0.00031445419881492853,2025-07-13 18:26:09.684625,2025-07-13 18:27:06.029927,0 days 00:00:56.345302,identity,min,16,0.008073694412653083,5,16,bell,COMPLETE
306,0.0004001674533355981,2025-07-13 18:27:06.030644,2025-07-13 18:28:02.398667,0 days 00:00:56.368023,identity,min,16,0.008028268589967653,5,16,bell,COMPLETE
307,0.0005578574491664767,2025-07-13 18:28:02.399386,2025-07-13 18:28:58.687118,0 days 00:00:56.287732,identity,min,16,0.009134322154879105,5,16,bell,COMPLETE
308,0.0025144878309220076,2025-07-13 18:28:58.687855,2025-07-13 18:29:54.558271,0 days 00:00:55.870416,identity,min,16,0.007172615379781046,5,15,bell,COMPLETE
309,0.008032036013901234,2025-07-13 18:29:54.559015,2025-07-13 18:30:50.437326,0 days 00:00:55.878311,identity,min,16,0.008073910748377761,5,15,bell,COMPLETE
310,0.00047311410889960825,2025-07-13 18:30:50.438052,2025-07-13 18:31:47.330457,0 days 00:00:56.892405,identity,min,16,0.006278179834404844,5,17,bell,COMPLETE
