number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_h,params_lr,params_seq_length,state
73,3.6153044220554875e-06,2025-07-07 13:58:55.116771,2025-07-07 14:03:40.324311,0 days 00:04:45.207540,identity,16,107,0.0001896516256515929,20,COMPLETE
74,3.633328105934197e-06,2025-07-07 14:03:40.325056,2025-07-07 14:06:09.637082,0 days 00:02:29.312026,identity,16,118,0.00011808019321649887,19,COMPLETE
75,3.848528649541549e-06,2025-07-07 14:06:09.637790,2025-07-07 14:08:48.728126,0 days 00:02:39.090336,identity,16,124,0.00017317138120635098,17,COMPLETE
76,0.00036544815520755947,2025-07-07 14:08:48.728873,2025-07-07 14:09:47.391300,0 days 00:00:58.662427,identity,64,126,0.00011736351444544116,18,COMPLETE
77,3.3294456898147473e-06,2025-07-07 14:09:47.392038,2025-07-07 14:12:24.125142,0 days 00:02:36.733104,identity,16,122,0.00013874244372537734,20,COMPLETE
78,3.3469957543275086e-06,2025-07-07 14:12:24.125877,2025-07-07 14:15:00.450647,0 days 00:02:36.324770,identity,16,121,0.0001468195228907525,20,COMPLETE
79,0.00846712663769722,2025-07-07 14:15:00.451364,2025-07-07 14:15:50.448181,0 days 00:00:49.996817,identity,128,122,0.00013743090400550944,20,COMPLETE
80,1.2066799172316678e-05,2025-07-07 14:15:50.448938,2025-07-07 14:18:30.080104,0 days 00:02:39.631166,identity,16,125,0.0023347499809554494,20,COMPLETE
81,3.783520241995575e-06,2025-07-07 14:18:30.080845,2025-07-07 14:21:53.613230,0 days 00:03:23.532385,identity,16,115,0.0001113271389943,20,COMPLETE
82,3.41906388712232e-06,2025-07-07 14:21:53.613976,2025-07-07 14:24:22.716244,0 days 00:02:29.102268,identity,16,119,0.00015201782752156007,19,COMPLETE
83,3.396683723622118e-06,2025-07-07 14:24:22.716928,2025-07-07 14:26:50.146526,0 days 00:02:27.429598,identity,16,120,0.00014858932363554983,19,COMPLETE
84,3.569916771084536e-06,2025-07-07 14:26:50.147281,2025-07-07 14:30:04.743211,0 days 00:03:14.595930,identity,16,112,0.000148982457141223,19,COMPLETE
85,3.3993449051195057e-06,2025-07-07 14:30:04.743920,2025-07-07 14:32:32.161967,0 days 00:02:27.418047,identity,16,120,0.00016295919131696765,19,COMPLETE
86,3.5030072922381805e-06,2025-07-07 14:32:32.162754,2025-07-07 14:35:01.622089,0 days 00:02:29.459335,identity,16,122,0.00020778742047944642,19,COMPLETE
87,1.8177745005232282e-05,2025-07-07 14:35:01.622795,2025-07-07 14:36:45.011214,0 days 00:01:43.388419,identity,16,20,0.0001700639630129077,20,COMPLETE
88,3.929564172722166e-06,2025-07-07 14:36:45.011986,2025-07-07 14:39:06.410117,0 days 00:02:21.398131,identity,16,119,0.0002476788105693613,18,COMPLETE
89,4.636300218407996e-05,2025-07-07 14:39:06.410813,2025-07-07 14:40:36.472885,0 days 00:01:30.062072,identity,32,47,0.0001004478925221377,20,COMPLETE
90,3.591296263039112e-06,2025-07-07 14:40:36.473662,2025-07-07 14:42:34.501780,0 days 00:01:58.028118,identity,16,110,0.00015989310881983819,11,COMPLETE
91,3.5272337299829815e-06,2025-07-07 14:42:34.502510,2025-07-07 14:46:11.683030,0 days 00:03:37.180520,identity,16,115,0.0001340623280540448,19,COMPLETE
92,3.580365500965854e-06,2025-07-07 14:46:11.683782,2025-07-07 14:49:43.640121,0 days 00:03:31.956339,identity,16,123,0.0002058325821488633,19,COMPLETE
93,3.7703971429436933e-06,2025-07-07 14:49:43.640830,2025-07-07 14:51:44.173197,0 days 00:02:00.532367,identity,16,73,0.000139575891287125,19,COMPLETE
94,3.2778857530502137e-06,2025-07-07 14:51:44.173935,2025-07-07 14:54:05.687422,0 days 00:02:21.513487,identity,16,118,0.00011200412963977458,18,COMPLETE
95,2.8981005016248673e-05,2025-07-07 14:54:05.688129,2025-07-07 14:55:00.474456,0 days 00:00:54.786327,identity,64,118,0.00016102913603301204,18,COMPLETE
96,3.552462885636487e-06,2025-07-07 14:55:00.475225,2025-07-07 14:57:54.027610,0 days 00:02:53.552385,identity,16,113,0.00011703290884689594,18,COMPLETE
97,3.2881112019822467e-06,2025-07-07 14:57:54.028317,2025-07-07 15:00:32.423780,0 days 00:02:38.395463,identity,16,126,0.0001086708260802833,20,COMPLETE
98,3.65175110346172e-05,2025-07-07 15:00:32.424529,2025-07-07 15:02:18.791848,0 days 00:01:46.367319,identity,16,29,0.00010748964995685505,20,COMPLETE
99,3.256638956372626e-05,2025-07-07 15:02:18.792561,2025-07-07 15:03:09.390126,0 days 00:00:50.597565,identity,128,124,0.0012267405415395517,20,COMPLETE
100,3.4449931263225153e-06,2025-07-07 15:03:09.390866,2025-07-07 15:05:43.193587,0 days 00:02:33.802721,identity,16,120,0.0001452575776843217,20,COMPLETE
101,3.2670866403350374e-06,2025-07-07 15:05:43.194276,2025-07-07 15:08:14.214029,0 days 00:02:31.019753,identity,16,126,0.00012738973267908848,19,COMPLETE
102,3.651949737104587e-05,2025-07-07 15:08:14.214754,2025-07-07 15:09:51.304023,0 days 00:01:37.089269,identity,16,10,0.009151048377606205,19,COMPLETE
103,3.382752311154036e-06,2025-07-07 15:09:51.304731,2025-07-07 15:12:22.513190,0 days 00:02:31.208459,identity,16,126,0.00010821358761648064,19,COMPLETE
