number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_h,params_lr,params_seq_length,state
115,7.40146288080723e-06,2025-07-15 15:48:34.836273,2025-07-15 15:50:46.139024,0 days 00:02:11.302751,identity,16,124,0.0003196145766995208,22,COMPLETE
116,0.004435336217284203,2025-07-15 15:50:46.139931,2025-07-15 15:52:10.342435,0 days 00:01:24.202504,identity,128,117,0.0013377189679562018,25,COMPLETE
117,1.3160282373428345,2025-07-15 15:52:10.343300,2025-07-15 15:54:38.615437,0 days 00:02:28.272137,relu,16,126,0.0002589273735492721,24,COMPLETE
118,8.445071216556244e-06,2025-07-15 15:54:38.616363,2025-07-15 15:56:44.446683,0 days 00:02:05.830320,identity,16,109,0.000556738938645023,23,COMPLETE
119,1.3217748346505687e-05,2025-07-15 15:56:44.447636,2025-07-15 15:58:48.271218,0 days 00:02:03.823582,identity,16,98,0.0007461455672535933,25,COMPLETE
120,7.606287908856757e-06,2025-07-15 15:58:48.272081,2025-07-15 16:01:04.441996,0 days 00:02:16.169915,identity,16,119,0.0008680067248088529,24,COMPLETE
121,1.0203760211879853e-05,2025-07-15 16:01:04.442898,2025-07-15 16:03:20.150581,0 days 00:02:15.707683,identity,16,122,0.0005135377044785321,24,COMPLETE
122,5.160202817933168e-06,2025-07-15 16:03:20.151511,2025-07-15 16:05:22.413708,0 days 00:02:02.262197,identity,16,123,0.00040647193404103656,19,COMPLETE
123,5.83028167966404e-06,2025-07-15 16:05:22.414463,2025-07-15 16:07:20.843825,0 days 00:01:58.429362,identity,16,115,0.00040206836559527687,19,COMPLETE
124,4.9096452130470425e-06,2025-07-15 16:07:20.844728,2025-07-15 16:09:13.158620,0 days 00:01:52.313892,identity,16,114,0.00034330704504362974,18,COMPLETE
125,5.160653472557897e-06,2025-07-15 16:09:13.159582,2025-07-15 16:11:09.748305,0 days 00:01:56.588723,identity,16,115,0.0003404766255857197,19,COMPLETE
126,0.001229797606356442,2025-07-15 16:11:09.749162,2025-07-15 16:12:13.589896,0 days 00:01:03.840734,identity,64,128,0.00022738928085366141,18,COMPLETE
127,9.172005775326397e-06,2025-07-15 16:12:13.590532,2025-07-15 16:14:12.489520,0 days 00:01:58.898988,identity,16,113,0.00034068270927031845,20,COMPLETE
128,1.3161295652389526,2025-07-15 16:14:12.490374,2025-07-15 16:15:30.131799,0 days 00:01:17.641425,relu,16,44,0.0002663180378048024,20,COMPLETE
129,6.305227088887477e-06,2025-07-15 16:15:30.132296,2025-07-15 16:17:32.652424,0 days 00:02:02.520128,identity,16,124,0.0002958795149088688,19,COMPLETE
130,7.64841115596937e-06,2025-07-15 16:17:32.653272,2025-07-15 16:19:23.649519,0 days 00:01:50.996247,identity,16,116,0.0003719654147067381,17,COMPLETE
131,4.715612249128753e-06,2025-07-15 16:19:23.650450,2025-07-15 16:21:21.224826,0 days 00:01:57.574376,identity,16,115,0.0004070662723590445,19,COMPLETE
132,6.19910633758991e-06,2025-07-15 16:21:21.225711,2025-07-15 16:23:12.473460,0 days 00:01:51.247749,identity,16,103,0.00034676728471559967,19,COMPLETE
133,3.1410727387992665e-05,2025-07-15 16:23:12.474223,2025-07-15 16:25:00.578691,0 days 00:01:48.104468,identity,16,110,0.009774335158491035,18,COMPLETE
134,1.7822958398028277e-05,2025-07-15 16:25:00.579463,2025-07-15 16:26:56.102544,0 days 00:01:55.523081,identity,16,118,0.0004179746828041709,19,COMPLETE
135,4.998284111934481e-06,2025-07-15 16:26:56.103419,2025-07-15 16:29:20.938168,0 days 00:02:24.834749,identity,16,113,0.00031934485381854624,18,COMPLETE
136,0.0010606872383505106,2025-07-15 16:29:20.939228,2025-07-15 16:30:41.103872,0 days 00:01:20.164644,identity,32,112,0.00032020121525451126,18,COMPLETE
137,8.100305421976373e-06,2025-07-15 16:30:41.104435,2025-07-15 16:32:27.581410,0 days 00:01:46.476975,identity,16,108,0.00028023092347766534,18,COMPLETE
138,9.045341357705183e-06,2025-07-15 16:32:27.582263,2025-07-15 16:34:23.063027,0 days 00:01:55.480764,identity,16,114,0.0003704695084033032,20,COMPLETE
139,8.272564627986867e-06,2025-07-15 16:34:23.063718,2025-07-15 16:36:06.224507,0 days 00:01:43.160789,identity,16,107,0.0004510202648321949,17,COMPLETE
140,2.3966062144609168e-05,2025-07-15 16:36:06.225491,2025-07-15 16:37:52.307304,0 days 00:01:46.081813,identity,16,117,0.00024239801219238553,16,COMPLETE
141,4.4020348468620796e-06,2025-07-15 16:37:52.308238,2025-07-15 16:39:48.408357,0 days 00:01:56.100119,identity,16,121,0.00040362551128226974,19,COMPLETE
142,8.336019163834862e-06,2025-07-15 16:39:48.409059,2025-07-15 16:42:04.954271,0 days 00:02:16.545212,identity,16,121,0.000393810304857737,19,COMPLETE
143,1.749674447637517e-05,2025-07-15 16:42:04.955210,2025-07-15 16:44:32.426624,0 days 00:02:27.471414,identity,16,111,0.0004886629319911665,19,COMPLETE
144,5.506707111635478e-06,2025-07-15 16:44:32.427525,2025-07-15 16:46:29.988293,0 days 00:01:57.560768,identity,16,116,0.00029923753027557957,20,COMPLETE
145,3.9840078898123465e-06,2025-07-15 16:46:29.989228,2025-07-15 16:48:28.409601,0 days 00:01:58.420373,identity,16,115,0.00030586580626676597,20,COMPLETE
146,1.3053456314082723e-05,2025-07-15 16:48:28.410525,2025-07-15 16:50:25.028369,0 days 00:01:56.617844,identity,16,115,0.0003067821927733684,20,COMPLETE
147,8.725190127734095e-05,2025-07-15 16:50:25.029312,2025-07-15 16:52:21.021088,0 days 00:01:55.991776,identity,16,120,0.00017388338908697496,20,COMPLETE
148,0.0010867430828511715,2025-07-15 16:52:21.022036,2025-07-15 16:53:24.566022,0 days 00:01:03.543986,identity,128,114,0.00041129864326477526,19,COMPLETE
