number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_lr,params_n_sets,params_seq_length,params_shape,state
60,0.009747241623699665,2025-07-10 20:16:03.480329,2025-07-10 20:17:00.074478,0 days 00:00:56.594149,identity,min,0.004903752411813199,7,18,bell,COMPLETE
61,3.7811398669873597e-06,2025-07-10 20:17:00.075112,2025-07-10 20:18:00.081811,0 days 00:01:00.006699,identity,prod,0.008981565781256513,7,23,bell,COMPLETE
62,0.00048011430772021413,2025-07-10 20:18:00.082424,2025-07-10 20:19:00.460362,0 days 00:01:00.377938,identity,prod,0.007049967555370234,7,24,bell,COMPLETE
63,3.8436819522758015e-06,2025-07-10 20:19:00.460983,2025-07-10 20:20:00.290652,0 days 00:00:59.829669,identity,prod,0.008306989423255494,7,22,bell,COMPLETE
64,0.06481423228979111,2025-07-10 20:20:00.291275,2025-07-10 20:20:56.575011,0 days 00:00:56.283736,identity,prod,0.002940740396332046,7,6,bell,COMPLETE
65,3.4114939353457885e-06,2025-07-10 20:20:56.575621,2025-07-10 20:21:54.706518,0 days 00:00:58.130897,identity,prod,0.005765556973201769,6,25,bell,COMPLETE
66,0.00011609995999606326,2025-07-10 20:21:54.707125,2025-07-10 20:22:45.520295,0 days 00:00:50.813170,identity,min,0.0059188191723149545,6,25,sigmoid,COMPLETE
67,3.999362888862379e-06,2025-07-10 20:22:45.520895,2025-07-10 20:23:40.951648,0 days 00:00:55.430753,identity,min,0.006573309314438753,6,21,bell,COMPLETE
68,0.0017757727764546871,2025-07-10 20:23:40.952262,2025-07-10 20:24:36.503003,0 days 00:00:55.550741,identity,prod,0.0011582139248654387,6,10,bell,COMPLETE
69,0.0008138793637044728,2025-07-10 20:24:36.503610,2025-07-10 20:25:29.157905,0 days 00:00:52.654295,identity,min,0.003803549889776103,6,6,bell,COMPLETE
70,4.062175321450923e-06,2025-07-10 20:25:29.158500,2025-07-10 20:26:21.634433,0 days 00:00:52.475933,identity,min,0.005174980661361951,5,18,bell,COMPLETE
71,6.088776444812538e-06,2025-07-10 20:26:21.635061,2025-07-10 20:27:19.651629,0 days 00:00:58.016568,identity,prod,0.00908754196260543,6,25,bell,COMPLETE
72,4.089653884875588e-06,2025-07-10 20:27:19.652246,2025-07-10 20:28:19.882894,0 days 00:01:00.230648,identity,prod,0.005909655958195435,7,24,bell,COMPLETE
73,0.0065326266922056675,2025-07-10 20:28:19.883498,2025-07-10 20:29:19.717635,0 days 00:00:59.834137,identity,prod,0.007468507544924562,7,23,bell,COMPLETE
74,5.12408405484166e-06,2025-07-10 20:29:19.718263,2025-07-10 20:30:16.854958,0 days 00:00:57.136695,identity,prod,0.004649772793783818,6,22,bell,COMPLETE
75,3.596652959458879e-06,2025-07-10 20:30:16.855572,2025-07-10 20:31:13.736711,0 days 00:00:56.881139,identity,prod,0.008846107888444442,6,21,bell,COMPLETE
76,7.209972409327747e-06,2025-07-10 20:31:13.737326,2025-07-10 20:32:06.248278,0 days 00:00:52.510952,identity,prod,0.006998309522912543,6,20,gaussian,COMPLETE
77,0.005944349803030491,2025-07-10 20:32:06.248889,2025-07-10 20:33:01.947866,0 days 00:00:55.698977,relu,min,0.0007275611720022206,6,21,bell,COMPLETE
78,0.00017649616347625852,2025-07-10 20:33:01.948472,2025-07-10 20:33:48.797743,0 days 00:00:46.849271,identity,min,0.00992787169011929,5,16,sigmoid,COMPLETE
79,3.7466109006345505e-06,2025-07-10 20:33:48.798358,2025-07-10 20:34:42.002704,0 days 00:00:53.204346,identity,min,0.006169301568874739,6,8,bell,COMPLETE
80,4.324073870520806e-06,2025-07-10 20:34:42.003276,2025-07-10 20:35:37.720381,0 days 00:00:55.717105,identity,prod,0.007109447817824039,6,11,bell,COMPLETE
81,3.5106406812701607e-06,2025-07-10 20:35:37.720995,2025-07-10 20:36:37.680841,0 days 00:00:59.959846,identity,prod,0.008555981303260102,7,23,bell,COMPLETE
82,5.831863290950423e-06,2025-07-10 20:36:37.681458,2025-07-10 20:37:37.697599,0 days 00:01:00.016141,identity,prod,0.009120207381248866,7,23,bell,COMPLETE
83,3.494887323540752e-06,2025-07-10 20:37:37.698221,2025-07-10 20:38:34.482830,0 days 00:00:56.784609,identity,prod,0.008460942993157873,6,21,bell,COMPLETE
84,4.35655829278403e-06,2025-07-10 20:38:34.483452,2025-07-10 20:39:34.209291,0 days 00:00:59.725839,identity,prod,0.005498825809007214,7,22,bell,COMPLETE
85,5.421067271527136e-06,2025-07-10 20:39:34.209916,2025-07-10 20:40:32.231171,0 days 00:00:58.021255,identity,prod,0.007596787329188154,6,25,bell,COMPLETE
86,4.086775788891828e-06,2025-07-10 20:40:32.231784,2025-07-10 20:41:31.707690,0 days 00:00:59.475906,identity,min,0.006419127822202446,9,20,bell,COMPLETE
87,1.3060393333435059,2025-07-10 20:41:31.708297,2025-07-10 20:42:29.166464,0 days 00:00:57.458167,relu,min,0.0016297731070793599,7,19,bell,COMPLETE
88,0.2062811553478241,2025-07-10 20:42:29.167097,2025-07-10 20:43:29.008011,0 days 00:00:59.840914,identity,prod,0.0004468221583947698,8,23,bell,COMPLETE
89,0.00041155374492518604,2025-07-10 20:43:29.008635,2025-07-10 20:44:20.320219,0 days 00:00:51.311584,identity,min,0.009928790439721523,6,21,gaussian,COMPLETE
90,3.4609929571161047e-06,2025-07-10 20:44:20.320795,2025-07-10 20:45:19.952495,0 days 00:00:59.631700,identity,prod,0.004559995164354458,7,22,bell,COMPLETE
91,3.662445351437782e-06,2025-07-10 20:45:19.953112,2025-07-10 20:46:19.549183,0 days 00:00:59.596071,identity,prod,0.008403994464964445,7,22,bell,COMPLETE
92,1.6661773770465516e-05,2025-07-10 20:46:19.549807,2025-07-10 20:47:18.654291,0 days 00:00:59.104484,identity,prod,0.005440149774396748,7,20,bell,COMPLETE
93,6.039457730366848e-06,2025-07-10 20:47:18.654923,2025-07-10 20:48:16.100519,0 days 00:00:57.445596,identity,prod,0.004515763028325472,6,23,bell,COMPLETE
94,0.00024135115381795913,2025-07-10 20:48:16.101137,2025-07-10 20:49:15.628407,0 days 00:00:59.527270,identity,prod,0.002798662681475275,8,22,bell,COMPLETE
95,3.5516357002052246e-06,2025-07-10 20:49:15.629029,2025-07-10 20:50:16.086841,0 days 00:01:00.457812,identity,prod,0.006270933190012478,7,24,bell,COMPLETE
96,3.5254315662314184e-06,2025-07-10 20:50:16.087456,2025-07-10 20:51:16.544882,0 days 00:01:00.457426,identity,prod,0.0073555504773134585,7,24,bell,COMPLETE
97,6.724369541188935e-06,2025-07-10 20:51:16.545493,2025-07-10 20:52:16.984713,0 days 00:01:00.439220,identity,prod,0.006725051376879655,7,24,bell,COMPLETE
98,0.0013559028739109635,2025-07-10 20:52:16.985328,2025-07-10 20:53:11.812918,0 days 00:00:54.827590,identity,prod,0.0060260173639871215,7,25,sigmoid,COMPLETE
99,0.09224563091993332,2025-07-10 20:53:11.813530,2025-07-10 20:54:12.004641,0 days 00:01:00.191111,identity,prod,0.007762889403010548,7,24,bell,COMPLETE
100,9.424776180821937e-06,2025-07-10 20:54:12.005262,2025-07-10 20:55:13.054472,0 days 00:01:01.049210,relu,prod,0.004882054981101188,7,25,bell,COMPLETE
101,3.670365003927145e-06,2025-07-10 20:55:13.055101,2025-07-10 20:56:09.271620,0 days 00:00:56.216519,identity,prod,0.008533349937091457,7,12,bell,COMPLETE
102,3.6451249343372183e-06,2025-07-10 20:56:09.272248,2025-07-10 20:57:06.312523,0 days 00:00:57.040275,identity,prod,0.006847825347675367,7,8,bell,COMPLETE
103,0.061492666602134705,2025-07-10 20:57:06.313106,2025-07-10 20:58:06.235257,0 days 00:00:59.922151,identity,prod,0.007777332064502408,7,23,bell,COMPLETE
104,3.4677541407290846e-06,2025-07-10 20:58:06.235890,2025-07-10 20:59:06.494599,0 days 00:01:00.258709,identity,prod,0.006182619916433338,7,24,bell,COMPLETE
105,5.333770786819514e-06,2025-07-10 20:59:06.495223,2025-07-10 21:00:06.811407,0 days 00:01:00.316184,identity,prod,0.00554182011303716,7,24,bell,COMPLETE
106,3.745004960364895e-06,2025-07-10 21:00:06.812025,2025-07-10 21:01:07.413395,0 days 00:01:00.601370,identity,prod,0.006188645605642265,7,25,bell,COMPLETE
107,4.515658292802982e-05,2025-07-10 21:01:07.414018,2025-07-10 21:02:04.850108,0 days 00:00:57.436090,identity,prod,0.003927812327198815,6,23,bell,COMPLETE
108,1.4333381841424853e-05,2025-07-10 21:02:04.850739,2025-07-10 21:03:05.117984,0 days 00:01:00.267245,identity,prod,0.008373903998687173,7,24,bell,COMPLETE
109,0.00022847394575364888,2025-07-10 21:03:05.118612,2025-07-10 21:03:58.453899,0 days 00:00:53.335287,identity,prod,0.004227977607142201,7,9,gaussian,COMPLETE
110,4.467161943466635e-06,2025-07-10 21:03:58.454520,2025-07-10 21:04:58.664565,0 days 00:01:00.210045,identity,prod,0.004853738395149103,7,24,bell,COMPLETE
111,3.836748874164186e-06,2025-07-10 21:04:58.665190,2025-07-10 21:05:55.092183,0 days 00:00:56.426993,identity,prod,0.00747785249377246,7,7,bell,COMPLETE
112,6.728764856234193e-05,2025-07-10 21:05:55.092799,2025-07-10 21:06:55.078001,0 days 00:00:59.985202,identity,prod,0.007085683192413274,7,23,bell,COMPLETE
113,0.02233421988785267,2025-07-10 21:06:55.078613,2025-07-10 21:07:54.438736,0 days 00:00:59.360123,identity,prod,0.00022775786058556313,7,21,bell,COMPLETE
114,3.831018148048315e-06,2025-07-10 21:07:54.439370,2025-07-10 21:08:54.743986,0 days 00:01:00.304616,identity,prod,0.008773914600579854,7,24,bell,COMPLETE
115,3.5268622013973072e-06,2025-07-10 21:08:54.744609,2025-07-10 21:09:51.576148,0 days 00:00:56.831539,identity,prod,0.0052067681280316995,6,21,bell,COMPLETE
116,0.007073971908539534,2025-07-10 21:09:51.576774,2025-07-10 21:10:47.143380,0 days 00:00:55.566606,identity,min,0.005330307678719263,6,22,bell,COMPLETE
117,4.0106351661961526e-06,2025-07-10 21:10:47.144010,2025-07-10 21:11:43.983117,0 days 00:00:56.839107,identity,prod,0.0063123997267102196,6,21,bell,COMPLETE
