number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_h,params_lr,params_seq_length,params_shuffle,params_weight_decay,state
140,4.60251158074243e-06,2025-07-04 12:19:23.951642,2025-07-04 12:19:44.078563,0 days 00:00:20.126921,identity,16,115,0.00023855493378310407,9,False,1.1130330291183267e-05,COMPLETE
141,4.548744527710369e-06,2025-07-04 12:19:44.078854,2025-07-04 12:20:04.160299,0 days 00:00:20.081445,identity,16,113,0.0002390043765359396,9,False,1.1295167243424824e-05,COMPLETE
142,6.212596417753957e-06,2025-07-04 12:20:04.160598,2025-07-04 12:20:24.216940,0 days 00:00:20.056342,identity,16,113,0.0002582302678486565,9,False,1.2260753157071944e-05,COMPLETE
143,5.079145012132358e-06,2025-07-04 12:20:24.217245,2025-07-04 12:20:44.291228,0 days 00:00:20.073983,identity,16,116,0.00023449868216561407,9,False,1.0740428459335908e-05,COMPLETE
144,5.666098786605289e-06,2025-07-04 12:20:44.291524,2025-07-04 12:21:04.659880,0 days 00:00:20.368356,identity,16,121,0.00021582525714698773,9,False,1.0009821953407545e-05,COMPLETE
145,5.408184733823873e-06,2025-07-04 12:21:04.660176,2025-07-04 12:21:25.187721,0 days 00:00:20.527545,identity,16,109,0.00024621283380709443,10,False,1.210396273974503e-05,COMPLETE
146,4.884342615696369e-06,2025-07-04 12:21:25.188030,2025-07-04 12:21:45.225722,0 days 00:00:20.037692,identity,16,124,0.00019288130354526664,8,False,1.1023152384693247e-05,COMPLETE
147,0.0002753488370217383,2025-07-04 12:21:45.226025,2025-07-04 12:22:05.270182,0 days 00:00:20.044157,identity,16,124,0.00014265062412405143,8,False,0.00020542794831313288,COMPLETE
148,5.55638598598307e-06,2025-07-04 12:22:05.270478,2025-07-04 12:22:25.925416,0 days 00:00:20.654938,identity,16,117,0.00018625491965624591,10,False,1.2778261608375168e-05,COMPLETE
149,5.15841838932829e-06,2025-07-04 12:22:25.925728,2025-07-04 12:22:45.907824,0 days 00:00:19.982096,identity,16,114,0.00028722982739971006,9,False,1.0889322412839777e-05,COMPLETE
150,7.43763348509674e-06,2025-07-04 12:22:45.908126,2025-07-04 12:23:05.623327,0 days 00:00:19.715201,identity,16,111,0.0002009256147465443,8,False,1.4637254813294152e-05,COMPLETE
151,4.9774394028645474e-06,2025-07-04 12:23:05.623631,2025-07-04 12:23:25.947256,0 days 00:00:20.323625,identity,16,121,0.0002383013086478731,9,False,1.1583621387454106e-05,COMPLETE
152,5.250210506346775e-06,2025-07-04 12:23:35.501312,2025-07-04 12:23:55.804281,0 days 00:00:20.302969,identity,16,119,0.00021739476935762615,9,False,1.1002849321201124e-05,COMPLETE
153,1.0947888767987024e-05,2025-07-04 12:23:55.804582,2025-07-04 12:24:16.001739,0 days 00:00:20.197157,identity,16,125,0.00027908957814546997,8,False,1.2756954643483152e-05,COMPLETE
154,5.212565611145692e-06,2025-07-04 12:24:16.002034,2025-07-04 12:24:35.668813,0 days 00:00:19.666779,identity,16,107,0.0002532369145584599,9,False,1.19695302792892e-05,COMPLETE
155,2.9186761821620166e-05,2025-07-04 12:24:35.669103,2025-07-04 12:24:43.873963,0 days 00:00:08.204860,identity,64,122,0.00017087733853728859,8,False,1.3235120218322379e-05,COMPLETE
156,5.106236130814068e-06,2025-07-04 12:24:43.874275,2025-07-04 12:25:04.961449,0 days 00:00:21.087174,identity,16,125,0.00015667558369483238,10,False,1.0021556632711669e-05,COMPLETE
157,0.0002211608662037179,2025-07-04 12:25:04.961760,2025-07-04 12:25:13.290467,0 days 00:00:08.328707,identity,64,119,0.0003083780830491845,9,False,0.00016553296040423186,COMPLETE
158,0.005351089872419834,2025-07-04 12:25:13.290786,2025-07-04 12:25:19.337370,0 days 00:00:06.046584,identity,128,115,0.00018763618119921235,8,False,1.1105166131797546e-05,COMPLETE
159,5.065525783720659e-06,2025-07-04 12:25:19.337704,2025-07-04 12:25:31.987477,0 days 00:00:12.649773,identity,32,128,0.0002229873319867543,9,False,1.4873461085599904e-05,COMPLETE
160,8.403574611293152e-06,2025-07-04 12:25:31.987785,2025-07-04 12:25:52.878516,0 days 00:00:20.890731,identity,16,122,0.0002786287581271846,10,False,1.1960541885232243e-05,COMPLETE
161,4.466547579795588e-06,2025-07-04 12:25:52.878832,2025-07-04 12:26:13.102104,0 days 00:00:20.223272,identity,16,120,0.00023984298902614298,9,False,1.1359987625427492e-05,COMPLETE
162,5.770447387476452e-06,2025-07-04 12:26:13.102406,2025-07-04 12:26:33.141013,0 days 00:00:20.038607,identity,16,118,0.0002467441336895697,9,False,1.0918240453368042e-05,COMPLETE
163,6.2782223722024355e-06,2025-07-04 12:26:35.775750,2025-07-04 12:26:56.207677,0 days 00:00:20.431927,identity,16,124,0.00021277754511722326,9,False,1.3503111809902031e-05,COMPLETE
164,7.295794603123795e-06,2025-07-04 12:26:56.207985,2025-07-04 12:27:16.202161,0 days 00:00:19.994176,identity,16,121,0.00019947089099496657,8,False,1.2103393734511142e-05,COMPLETE
165,4.3521449697436765e-06,2025-07-04 12:27:16.202476,2025-07-04 12:27:29.207143,0 days 00:00:13.004667,identity,32,126,0.00031320777809921735,9,False,1.0065233919664029e-05,COMPLETE
166,8.153472663252614e-06,2025-07-04 12:27:29.207462,2025-07-04 12:27:49.829201,0 days 00:00:20.621739,identity,16,126,0.0003233076562273494,9,False,1.0030466390732977e-05,COMPLETE
167,4.0563413676864e-06,2025-07-04 12:27:49.829513,2025-07-04 12:28:02.323766,0 days 00:00:12.494253,identity,32,111,0.0002852546565171955,9,False,1.3572128588923418e-05,COMPLETE
168,4.136427378398366e-06,2025-07-04 12:28:02.324071,2025-07-04 12:28:14.814036,0 days 00:00:12.489965,identity,32,113,0.0002904386056103086,9,False,1.4291956481964159e-05,COMPLETE
169,0.030849268659949303,2025-07-04 12:28:14.814342,2025-07-04 12:28:27.423014,0 days 00:00:12.608672,sigmoid,32,111,0.00028793170014701264,9,False,1.5146037052591866e-05,COMPLETE
170,6.166636012494564e-06,2025-07-04 12:28:27.423322,2025-07-04 12:28:40.222937,0 days 00:00:12.799615,identity,32,114,0.0003691490910219175,10,False,1.3809827493731944e-05,COMPLETE
171,6.2905069171392825e-06,2025-07-04 12:28:40.223259,2025-07-04 12:28:52.417423,0 days 00:00:12.194164,identity,32,106,0.00026606566417506803,9,False,1.2799033663259716e-05,COMPLETE
172,5.274252089293441e-06,2025-07-04 12:28:52.417741,2025-07-04 12:29:05.033426,0 days 00:00:12.615685,identity,32,117,0.00024388315392416792,9,False,1.4264859046822901e-05,COMPLETE
173,1.0684535482141655e-05,2025-07-04 12:29:05.033729,2025-07-04 12:29:17.869272,0 days 00:00:12.835543,identity,32,110,0.0003147225785651516,10,False,1.5877776782938496e-05,COMPLETE
174,5.01855174661614e-06,2025-07-04 12:29:17.869594,2025-07-04 12:29:30.476587,0 days 00:00:12.606993,identity,32,120,0.0002931903988098609,9,False,1.2485551596934349e-05,COMPLETE
175,5.403486284194514e-06,2025-07-04 12:29:30.476904,2025-07-04 12:29:42.906850,0 days 00:00:12.429946,identity,32,113,0.00022539695241849918,9,False,1.1533208985677665e-05,COMPLETE
176,0.0006524223717860878,2025-07-04 12:29:42.907157,2025-07-04 12:29:55.890550,0 days 00:00:12.983393,identity,32,128,0.0003512492656492845,10,False,0.0003699447826876531,COMPLETE
177,4.138375061302213e-06,2025-07-04 12:29:55.890877,2025-07-04 12:30:08.605124,0 days 00:00:12.714247,identity,32,122,0.0002634981613513421,9,False,1.003811058801046e-05,COMPLETE
178,7.403493782476289e-06,2025-07-04 12:30:08.605439,2025-07-04 12:30:20.786028,0 days 00:00:12.180589,identity,32,117,0.0003286652600344876,8,False,1.0634418716897192e-05,COMPLETE
179,1.937928936968092e-05,2025-07-04 12:30:20.786347,2025-07-04 12:30:29.363382,0 days 00:00:08.577035,identity,64,115,0.0002696808755887136,10,False,1.3322631367600784e-05,COMPLETE
180,4.739604264614172e-06,2025-07-04 12:30:29.363711,2025-07-04 12:30:42.244561,0 days 00:00:12.880850,identity,32,126,0.0003034813961110587,9,False,1.074096118431379e-05,COMPLETE
181,5.205512024986092e-06,2025-07-04 12:30:42.244884,2025-07-04 12:30:55.151348,0 days 00:00:12.906464,identity,32,126,0.0002883788783244376,9,False,1.0018629830750284e-05,COMPLETE
182,4.751734195451718e-06,2025-07-04 12:30:55.151660,2025-07-04 12:31:07.932318,0 days 00:00:12.780658,identity,32,123,0.000260983524926495,9,False,1.083996387132631e-05,COMPLETE
183,4.466371592570795e-06,2025-07-04 12:31:07.932622,2025-07-04 12:31:20.340578,0 days 00:00:12.407956,identity,32,124,0.00037717373265964266,8,False,1.2545959114876871e-05,COMPLETE
184,3.982110683864448e-06,2025-07-04 12:31:20.340907,2025-07-04 12:31:32.832081,0 days 00:00:12.491174,identity,32,126,0.0003802152033204849,8,False,5.376203333397923e-05,COMPLETE
185,1.1799204912676942e-05,2025-07-04 12:31:32.832395,2025-07-04 12:31:45.117850,0 days 00:00:12.285455,identity,32,119,0.00038386147194259296,8,False,6.0605624870163974e-05,COMPLETE
186,5.249014066066593e-06,2025-07-04 12:31:45.118163,2025-07-04 12:31:57.355144,0 days 00:00:12.236981,identity,32,128,0.0003587620552259051,8,False,1.2866147040212695e-05,COMPLETE
187,4.5650369429495186e-05,2025-07-04 12:31:57.355460,2025-07-04 12:32:06.223020,0 days 00:00:08.867560,identity,32,20,0.0004013484912240049,8,False,4.985276700570908e-05,COMPLETE
188,6.573898281203583e-05,2025-07-04 12:32:06.223303,2025-07-04 12:32:18.664223,0 days 00:00:12.440920,identity,32,124,0.00035622420110306073,8,False,0.00012107285413541585,COMPLETE
189,0.03213397413492203,2025-07-04 12:32:18.664537,2025-07-04 12:32:30.556292,0 days 00:00:11.891755,sigmoid,32,112,0.0003311051547579691,8,False,4.150908138333606e-05,COMPLETE
190,2.4200922780437395e-05,2025-07-04 12:32:30.556608,2025-07-04 12:32:38.684660,0 days 00:00:08.128052,identity,64,120,0.00022468267784427426,8,False,1.436573187599947e-05,COMPLETE
191,4.7503012865490746e-06,2025-07-04 12:32:38.684997,2025-07-04 12:32:51.546518,0 days 00:00:12.861521,identity,32,126,0.0002968966735065454,9,False,1.2485514671874182e-05,COMPLETE
192,5.0036101129080635e-06,2025-07-04 12:32:51.546837,2025-07-04 12:33:04.547578,0 days 00:00:13.000741,identity,32,125,0.0003169256228678829,9,False,1.1714207900632587e-05,COMPLETE
193,4.235511369188316e-06,2025-07-04 12:33:04.547900,2025-07-04 12:33:17.307460,0 days 00:00:12.759560,identity,32,122,0.00027416875311768197,9,False,1.0071752576777857e-05,COMPLETE
194,5.192519893171266e-06,2025-07-04 12:33:17.307768,2025-07-04 12:33:29.912243,0 days 00:00:12.604475,identity,32,117,0.00026688470336293994,9,False,1.6687446295047713e-05,COMPLETE
195,2.9370386982918717e-05,2025-07-04 12:33:29.912561,2025-07-04 12:33:42.317863,0 days 00:00:12.405302,identity,32,121,0.004325017486466309,8,False,1.0048791988975654e-05,COMPLETE
196,4.931992407364305e-06,2025-07-04 12:33:42.318175,2025-07-04 12:33:54.601349,0 days 00:00:12.283174,identity,32,108,0.00040794047239118886,9,False,1.1987623607089758e-05,COMPLETE
197,0.0009228342678397894,2025-07-04 12:33:54.601664,2025-07-04 12:34:01.945844,0 days 00:00:07.344180,identity,128,122,0.00023313813596752232,10,False,1.3804606239660669e-05,COMPLETE
198,6.531533472298179e-06,2025-07-04 12:34:01.946193,2025-07-04 12:34:14.528317,0 days 00:00:12.582124,identity,32,115,0.0002747698716090381,9,False,1.1715335659546292e-05,COMPLETE
199,4.770362465933431e-06,2025-07-04 12:34:14.528637,2025-07-04 12:34:26.834916,0 days 00:00:12.306279,identity,32,119,0.00020630639550864538,8,False,1.56313247346493e-05,COMPLETE
200,6.937619218660984e-06,2025-07-04 12:34:26.835235,2025-07-04 12:34:39.293670,0 days 00:00:12.458435,identity,32,124,0.00024405600712828452,8,False,1.3102376206685298e-05,COMPLETE
201,4.267478743713582e-06,2025-07-04 12:34:39.293989,2025-07-04 12:34:52.232455,0 days 00:00:12.938466,identity,32,126,0.00029873916366463524,9,False,1.067281109622386e-05,COMPLETE
202,4.965181233274052e-06,2025-07-04 12:34:52.232768,2025-07-04 12:35:04.898653,0 days 00:00:12.665885,identity,32,128,0.00033228426196749486,9,False,1.0885210320367952e-05,COMPLETE
203,4.719357093563303e-06,2025-07-04 12:35:04.898977,2025-07-04 12:35:17.774323,0 days 00:00:12.875346,identity,32,124,0.0002901409004853264,9,False,1.0192932707330812e-05,COMPLETE
204,6.6882466853712685e-06,2025-07-04 12:35:17.774631,2025-07-04 12:35:30.789414,0 days 00:00:13.014783,identity,32,122,0.0003696025515948825,10,False,1.1804621909453226e-05,COMPLETE
205,4.451201220945222e-06,2025-07-04 12:35:30.789727,2025-07-04 12:35:43.408493,0 days 00:00:12.618766,identity,32,118,0.0002569736488506054,9,False,1.0042760826126772e-05,COMPLETE
206,8.279469511762727e-06,2025-07-04 12:35:43.408826,2025-07-04 12:35:56.137687,0 days 00:00:12.728861,identity,32,119,0.00025362262345965245,9,False,1.0842822339649123e-05,COMPLETE
207,4.383424766274402e-06,2025-07-04 12:35:56.138007,2025-07-04 12:36:08.705784,0 days 00:00:12.567777,identity,32,116,0.0002732114007812201,9,False,1.0981161574221854e-05,COMPLETE
208,4.457990144146606e-06,2025-07-04 12:36:08.706109,2025-07-04 12:36:21.287542,0 days 00:00:12.581433,identity,32,117,0.0002742721176775563,9,False,1.0042963468409344e-05,COMPLETE
209,5.4848251238581724e-06,2025-07-04 12:36:21.287867,2025-07-04 12:36:33.860551,0 days 00:00:12.572684,identity,32,117,0.00029543036478795625,9,False,1.005563892706351e-05,COMPLETE
210,2.4413740902673453e-05,2025-07-04 12:36:33.860876,2025-07-04 12:36:46.633282,0 days 00:00:12.772406,identity,32,121,0.00027079109497322025,9,False,7.097315028817036e-05,COMPLETE
211,4.927175723423716e-06,2025-07-04 12:36:46.633595,2025-07-04 12:36:58.829591,0 days 00:00:12.195996,identity,32,112,0.00023015141446754137,9,False,1.0011911798177574e-05,COMPLETE
212,5.0165031098003965e-06,2025-07-04 12:36:58.829924,2025-07-04 12:37:11.365402,0 days 00:00:12.535478,identity,32,115,0.0002585837801000574,9,False,1.13616968413971e-05,COMPLETE
213,4.785538749274565e-06,2025-07-04 12:37:11.365730,2025-07-04 12:37:24.012564,0 days 00:00:12.646834,identity,32,118,0.00032429681324399554,9,False,1.1029406524165246e-05,COMPLETE
214,4.80693324789172e-06,2025-07-04 12:37:24.012901,2025-07-04 12:37:36.577489,0 days 00:00:12.564588,identity,32,114,0.0002168062014607948,9,False,1.2323639192568233e-05,COMPLETE
215,7.1905496952240355e-06,2025-07-04 12:37:36.577798,2025-07-04 12:37:49.150167,0 days 00:00:12.572369,identity,32,126,0.0002934168138318649,8,False,1.0027594271851254e-05,COMPLETE
216,4.971424459654372e-06,2025-07-04 12:37:49.150482,2025-07-04 12:38:02.051150,0 days 00:00:12.900668,identity,32,123,0.00025454824057212565,9,False,1.1220399155812548e-05,COMPLETE
217,5.8605787671695e-06,2025-07-04 12:38:02.051474,2025-07-04 12:38:15.087616,0 days 00:00:13.036142,identity,32,120,0.0003488601558258432,10,False,1.2327849808391062e-05,COMPLETE
218,9.048865649674553e-06,2025-07-04 12:38:15.087937,2025-07-04 12:38:27.633950,0 days 00:00:12.546013,identity,32,117,0.0002314788222456566,9,False,1.0906641275888665e-05,COMPLETE
219,9.407322068000212e-06,2025-07-04 12:38:38.666497,2025-07-04 12:38:47.912812,0 days 00:00:09.246315,identity,32,29,0.00028076600376353565,8,False,1.2703659682678074e-05,COMPLETE
220,3.998205102107022e-06,2025-07-04 12:38:47.913106,2025-07-04 12:39:00.745513,0 days 00:00:12.832407,identity,32,124,0.0003181362628494635,9,False,1.136700504038937e-05,COMPLETE
221,4.52081803814508e-06,2025-07-04 12:39:00.745828,2025-07-04 12:39:13.593299,0 days 00:00:12.847471,identity,32,124,0.0003022325398437008,9,False,1.1668622064856797e-05,COMPLETE
222,4.064610038767569e-06,2025-07-04 12:39:13.593613,2025-07-04 12:39:26.512537,0 days 00:00:12.918924,identity,32,126,0.000309853998357394,9,False,1.1832090297741098e-05,COMPLETE
223,6.307030162133742e-06,2025-07-04 12:39:26.512854,2025-07-04 12:39:39.228882,0 days 00:00:12.716028,identity,32,128,0.00031270058326038954,9,False,1.1987739653184269e-05,COMPLETE
224,7.4340568971820176e-06,2025-07-04 12:39:39.229190,2025-07-04 12:39:52.233151,0 days 00:00:13.003961,identity,32,125,0.00037818419097507207,9,False,1.1020821332475531e-05,COMPLETE
225,0.001380867208354175,2025-07-04 12:39:52.233464,2025-07-04 12:40:05.080227,0 days 00:00:12.846763,identity,32,123,0.0003292348585157969,9,False,0.0005906295247700019,COMPLETE
226,5.684220468538115e-06,2025-07-04 12:40:05.080541,2025-07-04 12:40:18.000903,0 days 00:00:12.920362,identity,32,126,0.00027526212864544534,9,False,1.0025892673095882e-05,COMPLETE
227,3.7254048947943375e-06,2025-07-04 12:40:18.452068,2025-07-04 12:40:31.074759,0 days 00:00:12.622691,identity,32,121,0.00030703069929736954,9,False,1.3460323053163513e-05,COMPLETE
228,6.473318990174448e-06,2025-07-04 12:40:31.075074,2025-07-04 12:40:43.302137,0 days 00:00:12.227063,identity,32,121,0.0003018782392970086,8,False,1.3050465499109547e-05,COMPLETE
229,4.973215254722163e-06,2025-07-04 12:40:43.302449,2025-07-04 12:40:56.065985,0 days 00:00:12.763536,identity,32,124,0.0003374199762341135,9,False,1.3398329061222987e-05,COMPLETE
230,6.506412319140509e-06,2025-07-04 12:41:01.116355,2025-07-04 12:41:14.084591,0 days 00:00:12.968236,identity,32,128,0.00041390491838603246,10,False,1.198998502800197e-05,COMPLETE
231,5.2537338888214435e-06,2025-07-04 12:41:14.084923,2025-07-04 12:41:26.840085,0 days 00:00:12.755162,identity,32,123,0.00030098710889796065,9,False,1.098807374680866e-05,COMPLETE
232,4.096671545994468e-06,2025-07-04 12:41:26.840402,2025-07-04 12:41:39.427860,0 days 00:00:12.587458,identity,32,120,0.00035770343485220715,9,False,1.174001203232643e-05,COMPLETE
233,0.00023601279826834798,2025-07-04 12:41:39.428169,2025-07-04 12:41:51.981591,0 days 00:00:12.553422,identity,32,120,0.00036645431888894503,9,False,0.00024176244936276916,COMPLETE
234,6.060219675418921e-06,2025-07-04 12:41:51.981899,2025-07-04 12:42:04.888887,0 days 00:00:12.906988,identity,32,125,0.0003392927746657513,9,False,1.2106579496609065e-05,COMPLETE
235,5.570977464230964e-06,2025-07-04 12:42:04.889202,2025-07-04 12:42:17.440187,0 days 00:00:12.550985,identity,32,121,0.0002697462380474792,9,False,1.3901445327538757e-05,COMPLETE
236,9.20751153898891e-06,2025-07-04 12:42:44.958871,2025-07-04 12:42:57.183328,0 days 00:00:12.224457,identity,32,119,0.00042884256948204586,8,False,1.0754171246472454e-05,COMPLETE
237,4.103562332602451e-06,2025-07-04 12:42:57.183655,2025-07-04 12:43:09.909964,0 days 00:00:12.726309,identity,32,123,0.0003119991609981403,9,False,1.1969876085555022e-05,COMPLETE
238,4.532957518676994e-06,2025-07-04 12:43:09.910286,2025-07-04 12:43:22.689758,0 days 00:00:12.779472,identity,32,123,0.0003147271402389514,9,False,1.0058057178172363e-05,COMPLETE
239,6.2921567405282985e-06,2025-07-04 12:43:27.944139,2025-07-04 12:43:40.501692,0 days 00:00:12.557553,identity,32,118,0.0002816269505854738,9,False,1.2975399359223973e-05,COMPLETE
240,5.039536972617498e-06,2025-07-04 12:43:40.502030,2025-07-04 12:43:52.776450,0 days 00:00:12.274420,identity,32,121,0.00025694915612046277,8,False,1.1753617372139707e-05,COMPLETE
241,7.390804967144504e-06,2025-07-04 12:43:52.776780,2025-07-04 12:44:05.645117,0 days 00:00:12.868337,identity,32,126,0.0003757544760303858,9,False,1.1689409177619541e-05,COMPLETE
242,5.488785518537043e-06,2025-07-04 12:44:05.645435,2025-07-04 12:44:18.797937,0 days 00:00:13.152502,identity,32,124,0.0003450200389226065,10,False,1.0908532747122631e-05,COMPLETE
243,4.417272066348232e-06,2025-07-04 12:44:18.798268,2025-07-04 12:44:31.408616,0 days 00:00:12.610348,identity,32,128,0.00029864347572973866,9,False,1.2688098402025729e-05,COMPLETE
244,6.277729426074075e-06,2025-07-04 12:44:31.408955,2025-07-04 12:44:44.118538,0 days 00:00:12.709583,identity,32,122,0.0002933699624017568,9,False,1.3092579197910197e-05,COMPLETE
245,4.811199232790386e-06,2025-07-04 12:44:44.118867,2025-07-04 12:44:57.057757,0 days 00:00:12.938890,identity,32,126,0.0003149613076481848,9,False,1.0043438068211489e-05,COMPLETE
246,0.030523279681801796,2025-07-04 12:44:57.058083,2025-07-04 12:45:09.779732,0 days 00:00:12.721649,sigmoid,32,128,0.00026433794128859754,9,False,1.3635328938973416e-05,COMPLETE
247,5.342256372387055e-06,2025-07-04 12:48:54.775687,2025-07-04 12:49:07.230693,0 days 00:00:12.455006,identity,32,117,0.00031495202407596357,9,False,1.2327945718995529e-05,COMPLETE
248,4.936659479426453e-06,2025-07-04 12:50:00.423829,2025-07-04 12:50:13.172205,0 days 00:00:12.748376,identity,32,123,0.00028413544251154767,9,False,1.0932799187950963e-05,COMPLETE
249,1.8388416719972156e-05,2025-07-04 12:50:34.891518,2025-07-04 12:50:47.158490,0 days 00:00:12.266972,identity,32,120,0.00010543958311802134,8,False,1.443437401980262e-05,COMPLETE
250,6.627641596423928e-06,2025-07-04 12:50:47.158827,2025-07-04 12:51:00.072494,0 days 00:00:12.913667,identity,32,125,0.0002526948069543647,9,False,1.1675571391009036e-05,COMPLETE
251,5.08194716530852e-06,2025-07-04 12:51:00.072830,2025-07-04 12:51:12.792971,0 days 00:00:12.720141,identity,32,119,0.00030417918177290393,9,False,1.0798666285150517e-05,COMPLETE
252,5.555588813876966e-06,2025-07-04 12:51:43.564142,2025-07-04 12:51:56.551761,0 days 00:00:12.987619,identity,32,122,0.0003951063123685766,10,False,1.2733474074113721e-05,COMPLETE
253,4.2792844396899454e-06,2025-07-04 12:51:56.552108,2025-07-04 12:52:08.910197,0 days 00:00:12.358089,identity,32,116,0.00026951745342810836,9,False,1.1814429456782498e-05,COMPLETE
254,4.936936875310494e-06,2025-07-04 12:52:08.910529,2025-07-04 12:52:20.996550,0 days 00:00:12.086021,identity,32,116,0.0002722268665253092,8,False,1.0118568459451358e-05,COMPLETE
255,4.941153747495264e-06,2025-07-04 12:52:20.996890,2025-07-04 12:52:33.513873,0 days 00:00:12.516983,identity,32,118,0.00023025117813629326,9,False,1.4496935183094704e-05,COMPLETE
256,5.532966497412417e-06,2025-07-04 12:52:33.514194,2025-07-04 12:52:46.100885,0 days 00:00:12.586691,identity,32,120,0.00024989727534548655,9,False,1.2800542798847986e-05,COMPLETE
257,6.1007205658825114e-05,2025-07-04 12:53:03.417862,2025-07-04 12:53:09.459506,0 days 00:00:06.041644,identity,128,116,0.0003398487875213908,8,False,1.0953736238673454e-05,COMPLETE
258,5.4183688007469755e-06,2025-07-04 12:53:09.459865,2025-07-04 12:53:21.917358,0 days 00:00:12.457493,identity,32,114,0.00020960494825222778,9,False,1.0029037381327356e-05,COMPLETE
259,6.535349257319467e-06,2025-07-04 12:53:21.917686,2025-07-04 12:53:32.029840,0 days 00:00:10.112154,identity,32,43,0.00027562346965420513,10,False,1.1974744832128155e-05,COMPLETE
260,8.312886166095268e-06,2025-07-04 12:53:32.030153,2025-07-04 12:53:44.173559,0 days 00:00:12.143406,identity,32,128,0.00025470659476295703,8,False,1.3274273653293665e-05,COMPLETE
261,6.10138158663176e-06,2025-07-04 12:53:44.173876,2025-07-04 12:53:56.905305,0 days 00:00:12.731429,identity,32,122,0.0003172522064566163,9,False,1.0968374606179881e-05,COMPLETE
262,5.091887487651547e-06,2025-07-04 12:53:56.905641,2025-07-04 12:54:09.784908,0 days 00:00:12.879267,identity,32,126,0.00035276689484669573,9,False,1.2087540921756258e-05,COMPLETE
263,5.210756171436515e-06,2025-07-04 12:54:37.132509,2025-07-04 12:54:49.756370,0 days 00:00:12.623861,identity,32,119,0.0002844396033517521,9,False,1.3784537750794403e-05,COMPLETE
264,4.289771368348738e-06,2025-07-04 12:54:49.756708,2025-07-04 12:55:02.196988,0 days 00:00:12.440280,identity,32,110,0.00023341832774599963,9,False,1.0955329700578172e-05,COMPLETE
265,4.3080744944745675e-06,2025-07-04 12:55:02.197326,2025-07-04 12:55:14.310381,0 days 00:00:12.113055,identity,32,115,0.0002291530777930478,8,False,1.0959506080354003e-05,COMPLETE
266,5.888852228963515e-06,2025-07-04 12:55:50.379064,2025-07-04 12:56:02.427111,0 days 00:00:12.048047,identity,32,109,0.00021301999163668192,8,False,1.07344972430535e-05,COMPLETE
267,4.6508375817211345e-06,2025-07-04 12:56:02.427447,2025-07-04 12:56:14.450314,0 days 00:00:12.022867,identity,32,111,0.0003847654778292406,8,False,1.0006396873488277e-05,COMPLETE
268,0.03127027675509453,2025-07-04 12:56:14.450633,2025-07-04 12:56:26.613608,0 days 00:00:12.162975,sigmoid,32,113,0.00022909233148218306,8,False,1.24954719333232e-05,COMPLETE
269,4.6740924517507665e-06,2025-07-04 12:56:26.613945,2025-07-04 12:56:38.806325,0 days 00:00:12.192380,identity,32,116,0.00018465204612676272,8,False,1.5070478903272219e-05,COMPLETE
270,6.1701070990238804e-06,2025-07-04 12:56:38.806659,2025-07-04 12:56:50.506967,0 days 00:00:11.700308,identity,32,104,0.0002933361813462433,8,False,1.1547322422877201e-05,COMPLETE
271,5.3295389079721645e-06,2025-07-04 12:56:50.507300,2025-07-04 12:57:02.935000,0 days 00:00:12.427700,identity,32,111,0.00032040610828212634,9,False,1.002832507672818e-05,COMPLETE
272,6.623926310567185e-06,2025-07-04 12:57:02.935349,2025-07-04 12:57:15.347233,0 days 00:00:12.411884,identity,32,114,0.0003492620586948397,9,False,1.2653808291192137e-05,COMPLETE
273,0.0031306587625294924,2025-07-04 12:57:15.347560,2025-07-04 12:57:27.590900,0 days 00:00:12.243340,identity,32,117,0.0002698875067938503,8,False,0.0009419418153796443,COMPLETE
274,5.059187060396653e-06,2025-07-04 12:57:27.591238,2025-07-04 12:57:40.836425,0 days 00:00:13.245187,identity,32,125,0.00043738484768451663,10,False,3.5464410242230416e-05,COMPLETE
275,4.794134383701021e-06,2025-07-04 12:57:40.836777,2025-07-04 12:57:53.333522,0 days 00:00:12.496745,identity,32,115,0.0002414913958701317,9,False,1.11239309582929e-05,COMPLETE
276,5.4844706028234214e-05,2025-07-04 12:57:53.333863,2025-07-04 12:58:06.268738,0 days 00:00:12.934875,identity,32,125,0.00029017627866764203,9,False,0.0001104226636968243,COMPLETE
277,4.477504717215197e-06,2025-07-04 12:58:06.269059,2025-07-04 12:58:18.404329,0 days 00:00:12.135270,identity,32,128,0.0003294836588988999,8,False,1.1943922985790135e-05,COMPLETE
278,0.00011953974171774462,2025-07-04 12:58:18.404620,2025-07-04 12:58:30.990835,0 days 00:00:12.586215,identity,32,111,0.009470640424386136,10,False,1.0812536106609219e-05,COMPLETE
279,6.697054232063238e-06,2025-07-04 13:04:04.738862,2025-07-04 13:04:17.232555,0 days 00:00:12.493693,identity,32,118,0.00019744061606059583,9,False,1.386694428171896e-05,COMPLETE
280,5.135567789693596e-06,2025-07-04 13:04:17.232912,2025-07-04 13:04:29.601843,0 days 00:00:12.368931,identity,32,123,0.00022509791330726237,8,False,1.2560364512911554e-05,COMPLETE
281,0.0003596956667024642,2025-07-04 13:04:29.602177,2025-07-04 13:04:42.240378,0 days 00:00:12.638201,identity,32,120,0.0002620486577779209,9,True,0.00016916652369163286,COMPLETE
