number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_h,params_lr,params_seq_length,state
112,9.179508197121322e-06,2025-07-15 16:33:54.744444,2025-07-15 16:36:10.064430,0 days 00:02:15.319986,identity,16,113,0.0003625781376005927,10,COMPLETE
113,2.3637057893211022e-05,2025-07-15 16:36:10.065378,2025-07-15 16:38:51.842201,0 days 00:02:41.776823,identity,16,96,0.0003257465197235526,13,COMPLETE
114,1.4746829037903808e-05,2025-07-15 16:38:51.843100,2025-07-15 16:41:11.505383,0 days 00:02:19.662283,identity,16,112,0.00027245110473854124,11,COMPLETE
115,1.8752511095954105e-05,2025-07-15 16:41:11.506238,2025-07-15 16:44:02.707996,0 days 00:02:51.201758,identity,16,103,0.00040974775467191645,12,COMPLETE
116,1.1467804142739624e-05,2025-07-15 16:44:02.708950,2025-07-15 16:45:50.103563,0 days 00:01:47.394613,identity,16,116,0.0005956543194694572,11,COMPLETE
117,0.0008543474832549691,2025-07-15 16:45:50.104501,2025-07-15 16:46:49.368199,0 days 00:00:59.263698,identity,32,50,0.0002500039196961582,9,COMPLETE
118,1.3374680747801904e-05,2025-07-15 16:46:49.368864,2025-07-15 16:48:42.584722,0 days 00:01:53.215858,identity,16,108,0.0007088902092113222,10,COMPLETE
119,8.340647582372185e-06,2025-07-15 16:48:42.585657,2025-07-15 16:50:55.885244,0 days 00:02:13.299587,identity,16,100,0.0003528876450176844,8,COMPLETE
120,0.0021012360230088234,2025-07-15 16:50:55.886193,2025-07-15 16:51:10.454786,0 days 00:00:14.568593,identity,128,110,0.0001678181372268948,5,COMPLETE
121,6.3878401306283195e-06,2025-07-15 16:51:10.455373,2025-07-15 16:53:52.634546,0 days 00:02:42.179173,identity,16,105,0.0003072510076080922,11,COMPLETE
122,7.848801942600403e-06,2025-07-15 16:53:52.635460,2025-07-15 16:56:29.495761,0 days 00:02:36.860301,identity,16,106,0.00030259382128984986,12,COMPLETE
123,1.0755929906736128e-05,2025-07-15 16:56:29.496656,2025-07-15 16:58:45.407717,0 days 00:02:15.911061,identity,16,104,0.0004705315631505029,11,COMPLETE
124,5.983638402540237e-06,2025-07-15 16:58:45.408669,2025-07-15 17:00:39.135610,0 days 00:01:53.726941,identity,16,94,0.0003379786654173502,10,COMPLETE
125,4.663117124437122e-06,2025-07-15 17:00:39.136514,2025-07-15 17:02:32.455770,0 days 00:01:53.319256,identity,16,97,0.0003816632524377157,10,COMPLETE
126,1.8720791558735073e-05,2025-07-15 17:02:32.456657,2025-07-15 17:04:58.140042,0 days 00:02:25.683385,identity,16,99,0.00042393231126804657,9,COMPLETE
127,1.0184586244577076e-05,2025-07-15 17:04:58.140994,2025-07-15 17:07:07.240130,0 days 00:02:09.099136,identity,16,94,0.00031914369696020844,10,COMPLETE
128,0.0012090716045349836,2025-07-15 17:07:07.241013,2025-07-15 17:07:35.893836,0 days 00:00:28.652823,relu,64,90,0.00037938977747937547,9,COMPLETE
129,1.1900528079422656e-05,2025-07-15 17:07:35.894496,2025-07-15 17:08:51.495774,0 days 00:01:15.601278,identity,16,75,0.00028894734446282877,10,COMPLETE
130,2.7868916731677018e-05,2025-07-15 17:08:51.496632,2025-07-15 17:10:46.125581,0 days 00:01:54.628949,identity,16,101,0.0014178196996828178,9,COMPLETE
131,8.64089815877378e-06,2025-07-15 17:10:46.126473,2025-07-15 17:12:48.552674,0 days 00:02:02.426201,identity,16,87,0.0003373453143469463,10,COMPLETE
132,4.9833388402475975e-06,2025-07-15 17:12:48.553594,2025-07-15 17:14:46.495751,0 days 00:01:57.942157,identity,16,96,0.000374077108514446,11,COMPLETE
133,6.989714165683836e-06,2025-07-15 17:14:46.496659,2025-07-15 17:17:07.259766,0 days 00:02:20.763107,identity,16,97,0.0004193434515443229,11,COMPLETE
134,1.9491864804876968e-05,2025-07-15 17:17:07.260659,2025-07-15 17:19:18.268166,0 days 00:02:11.007507,identity,16,93,0.0005218736782162097,10,COMPLETE
135,6.3761244746274315e-06,2025-07-15 17:19:18.269042,2025-07-15 17:21:21.215911,0 days 00:02:02.946869,identity,16,102,0.00033218424028661907,10,COMPLETE
136,5.233164756646147e-06,2025-07-15 17:21:21.216871,2025-07-15 17:22:59.590654,0 days 00:01:38.373783,identity,16,97,0.00037876438009002935,8,COMPLETE
137,5.779867933597416e-06,2025-07-15 17:22:59.591618,2025-07-15 17:24:25.403058,0 days 00:01:25.811440,identity,16,92,0.00039056760739969703,7,COMPLETE
138,1.357862311124336e-05,2025-07-15 17:24:25.403730,2025-07-15 17:26:08.895805,0 days 00:01:43.492075,identity,16,91,0.00046680018231403097,8,COMPLETE
139,6.632468284806237e-06,2025-07-15 17:26:08.896675,2025-07-15 17:27:46.275217,0 days 00:01:37.378542,identity,16,82,0.0003828189124362958,7,COMPLETE
140,9.808731192606501e-06,2025-07-15 17:27:46.276208,2025-07-15 17:28:13.765389,0 days 00:00:27.489181,identity,64,94,0.0027864226619625176,8,COMPLETE
141,5.456160579342395e-06,2025-07-15 17:28:13.766120,2025-07-15 17:30:02.283595,0 days 00:01:48.517475,identity,16,97,0.00035285302976639023,8,COMPLETE
142,6.242073595785769e-06,2025-07-15 17:30:02.284478,2025-07-15 17:32:27.080036,0 days 00:02:24.795558,identity,16,97,0.0003642555372881369,8,COMPLETE
143,2.9169119443395175e-05,2025-07-15 17:32:27.080987,2025-07-15 17:34:03.766019,0 days 00:01:36.685032,identity,16,87,0.0003398670363265158,7,COMPLETE
144,1.0915049642790109e-05,2025-07-15 17:34:03.766902,2025-07-15 17:36:05.388968,0 days 00:02:01.622066,identity,16,95,0.0002706776842127504,9,COMPLETE
145,7.108683348633349e-06,2025-07-15 17:36:05.389800,2025-07-15 17:38:11.024735,0 days 00:02:05.634935,identity,16,98,0.00039853292597722507,7,COMPLETE
146,7.990163794602267e-06,2025-07-15 17:38:11.025600,2025-07-15 17:40:04.928563,0 days 00:01:53.902963,identity,16,91,0.000439784686205078,9,COMPLETE
147,5.077328751212917e-05,2025-07-15 17:40:04.929534,2025-07-15 17:41:13.235091,0 days 00:01:08.305557,identity,32,101,0.00022668412864911239,17,COMPLETE
148,1.584721394465305e-05,2025-07-15 17:41:13.235759,2025-07-15 17:43:18.241355,0 days 00:02:05.005596,identity,16,89,0.0002886736693011056,8,COMPLETE
149,7.899301635916345e-06,2025-07-15 17:43:18.242279,2025-07-15 17:45:03.775070,0 days 00:01:45.532791,identity,16,99,0.0005550826889594418,9,COMPLETE
150,1.316028118133545,2025-07-15 17:45:03.775913,2025-07-15 17:45:46.581267,0 days 00:00:42.805354,relu,128,93,0.0003577027173848967,21,COMPLETE
151,1.6202853657887317e-05,2025-07-15 17:45:46.581943,2025-07-15 17:46:56.135014,0 days 00:01:09.553071,identity,16,96,0.00040187537589577533,5,COMPLETE
152,7.568934051960241e-06,2025-07-15 17:46:56.135685,2025-07-15 17:48:22.926328,0 days 00:01:26.790643,identity,16,103,0.0003169754831750419,6,COMPLETE
153,7.341230229940265e-06,2025-07-15 17:48:22.927004,2025-07-15 17:50:14.921768,0 days 00:01:51.994764,identity,16,112,0.0003758412858728861,8,COMPLETE
154,1.3047741958871484e-05,2025-07-15 17:50:14.922611,2025-07-15 17:51:56.250296,0 days 00:01:41.327685,identity,16,115,0.0004947619742862604,6,COMPLETE
155,6.171911081764847e-06,2025-07-15 17:51:56.251144,2025-07-15 17:53:45.069991,0 days 00:01:48.818847,identity,16,109,0.0004517681759837069,8,COMPLETE
156,5.592440174950752e-06,2025-07-15 17:53:45.070865,2025-07-15 17:55:25.536220,0 days 00:01:40.465355,identity,16,108,0.000348507539212515,7,COMPLETE
157,3.255539195379242e-05,2025-07-15 17:55:25.537098,2025-07-15 17:57:04.188975,0 days 00:01:38.651877,identity,16,101,0.00025179211893475303,7,COMPLETE
158,5.275144758343231e-06,2025-07-15 17:57:04.189912,2025-07-15 17:58:55.618126,0 days 00:01:51.428214,identity,16,106,0.0003059024137854591,9,COMPLETE
159,1.1473717677290551e-05,2025-07-15 17:58:55.618969,2025-07-15 18:01:10.098256,0 days 00:02:14.479287,identity,16,106,0.00028897252750919287,9,COMPLETE
160,0.0005057588568888605,2025-07-15 18:01:10.099137,2025-07-15 18:01:36.441389,0 days 00:00:26.342252,identity,64,111,0.00034226464800478026,7,COMPLETE
161,7.200625077530276e-06,2025-07-15 18:01:36.442048,2025-07-15 18:03:40.671004,0 days 00:02:04.228956,identity,16,104,0.0003127792231024043,10,COMPLETE
162,1.0566951459622942e-05,2025-07-15 18:03:40.671885,2025-07-15 18:05:41.828877,0 days 00:02:01.156992,identity,16,99,0.00027185449049063154,9,COMPLETE
163,1.4308380741567817e-05,2025-07-15 18:05:41.829761,2025-07-15 18:10:46.557751,0 days 00:05:04.727990,identity,16,107,0.0003477982912089686,18,COMPLETE
