number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_shape,state
155,0.0004218851390760392,2025-07-12 19:35:57.453242,2025-07-12 19:36:27.207458,0 days 00:00:29.754216,relu,prod,16,0.008702181112949209,2,bell,COMPLETE
156,1.6183620691299438,2025-07-12 19:36:27.208185,2025-07-12 19:36:56.975256,0 days 00:00:29.767071,relu,prod,16,0.008898031633653564,2,bell,COMPLETE
157,0.000441808340838179,2025-07-12 19:36:56.975924,2025-07-12 19:37:26.758503,0 days 00:00:29.782579,relu,prod,16,0.008046199230813343,2,bell,COMPLETE
158,0.0004203322168905288,2025-07-12 19:37:26.759254,2025-07-12 19:37:56.550341,0 days 00:00:29.791087,relu,prod,16,0.008586783311404151,2,bell,COMPLETE
159,0.0003983362694270909,2025-07-12 19:37:56.551063,2025-07-12 19:38:26.388705,0 days 00:00:29.837642,relu,prod,16,0.0071491744885307604,2,bell,COMPLETE
160,1.6183620691299438,2025-07-12 19:38:26.389395,2025-07-12 19:38:56.165316,0 days 00:00:29.775921,relu,prod,16,0.008718450400314689,2,bell,COMPLETE
161,0.0004649633483495563,2025-07-12 19:38:56.165781,2025-07-12 19:39:25.959439,0 days 00:00:29.793658,relu,prod,16,0.00734328509826759,2,bell,COMPLETE
162,0.00042295592720620334,2025-07-12 19:39:25.960115,2025-07-12 19:39:55.758610,0 days 00:00:29.798495,relu,prod,16,0.007921648280942249,2,bell,COMPLETE
163,1.6183620691299438,2025-07-12 19:39:55.759344,2025-07-12 19:40:25.567788,0 days 00:00:29.808444,relu,prod,16,0.006848795767347608,2,bell,COMPLETE
164,0.00035708307405002415,2025-07-12 19:40:25.568460,2025-07-12 19:40:55.353438,0 days 00:00:29.784978,relu,prod,16,0.00817307682830149,2,bell,COMPLETE
165,0.00698794424533844,2025-07-12 19:40:55.354134,2025-07-12 19:41:25.130475,0 days 00:00:29.776341,relu,prod,16,0.009486266437066003,2,bell,COMPLETE
166,1.6183620691299438,2025-07-12 19:41:25.131147,2025-07-12 19:41:54.924580,0 days 00:00:29.793433,relu,prod,16,0.008600282889156624,2,bell,COMPLETE
167,0.0004328010545577854,2025-07-12 19:41:54.925302,2025-07-12 19:42:24.701327,0 days 00:00:29.776025,relu,prod,16,0.0074438167698593505,2,bell,COMPLETE
168,1.6183620691299438,2025-07-12 19:42:24.702005,2025-07-12 19:42:54.496899,0 days 00:00:29.794894,relu,prod,16,0.0075573208818006795,2,bell,COMPLETE
169,0.0005793568561784923,2025-07-12 19:42:54.497369,2025-07-12 19:43:24.303350,0 days 00:00:29.805981,relu,prod,16,0.006806651021755454,2,bell,COMPLETE
170,1.6183620691299438,2025-07-12 19:43:24.304032,2025-07-12 19:43:54.070112,0 days 00:00:29.766080,relu,prod,16,0.008741234321652564,2,bell,COMPLETE
171,1.6183620691299438,2025-07-12 19:43:54.070593,2025-07-12 19:44:23.836641,0 days 00:00:29.766048,relu,prod,16,0.009888147610560062,2,bell,COMPLETE
172,0.0004504417011048645,2025-07-12 19:44:23.837318,2025-07-12 19:45:04.069191,0 days 00:00:40.231873,relu,prod,16,0.0062964686327347695,8,bell,COMPLETE
173,1.6183620691299438,2025-07-12 19:45:04.069888,2025-07-12 19:45:33.843814,0 days 00:00:29.773926,relu,prod,16,0.007773666632450261,2,bell,COMPLETE
174,0.0004426613450050354,2025-07-12 19:45:33.844294,2025-07-12 19:46:03.639385,0 days 00:00:29.795091,relu,prod,16,0.007008057672605537,2,bell,COMPLETE
175,0.00039109104545786977,2025-07-12 19:46:03.640079,2025-07-12 19:46:33.432866,0 days 00:00:29.792787,relu,prod,16,0.008228809081772502,2,bell,COMPLETE
176,1.6183620691299438,2025-07-12 19:46:33.433347,2025-07-12 19:47:03.234567,0 days 00:00:29.801220,relu,prod,16,0.0083667989733452,2,bell,COMPLETE
177,0.636530339717865,2025-07-12 19:47:03.235248,2025-07-12 19:47:40.057427,0 days 00:00:36.822179,relu,prod,16,0.00649402146848924,6,bell,COMPLETE
178,0.019394177943468094,2025-07-12 19:47:40.058150,2025-07-12 19:48:09.858136,0 days 00:00:29.799986,relu,prod,16,0.008964373757252378,2,bell,COMPLETE
179,1.6183620691299438,2025-07-12 19:48:09.858854,2025-07-12 19:48:39.627003,0 days 00:00:29.768149,relu,prod,16,0.007344604801723834,2,bell,COMPLETE
180,1.6183620691299438,2025-07-12 19:48:39.627682,2025-07-12 19:49:09.389629,0 days 00:00:29.761947,relu,prod,16,0.009954362014678647,2,bell,COMPLETE
181,0.0004939896753057837,2025-07-12 19:49:09.390327,2025-07-12 19:49:39.176119,0 days 00:00:29.785792,relu,prod,16,0.0080895967965726,2,bell,COMPLETE
182,1.6183620691299438,2025-07-12 19:49:39.176796,2025-07-12 19:50:08.988059,0 days 00:00:29.811263,relu,prod,16,0.007086447438787761,2,bell,COMPLETE
183,0.0004300709697417915,2025-07-12 19:50:08.988784,2025-07-12 19:50:38.755572,0 days 00:00:29.766788,relu,prod,16,0.006329324523515038,2,bell,COMPLETE
184,0.00047007371904328465,2025-07-12 19:50:38.756246,2025-07-12 19:51:08.510053,0 days 00:00:29.753807,relu,prod,16,0.006818589304400389,2,bell,COMPLETE
185,1.1694600582122803,2025-07-12 19:51:08.510759,2025-07-12 19:51:38.259391,0 days 00:00:29.748632,relu,prod,16,0.00799868386515435,2,bell,COMPLETE
186,0.0004581162938848138,2025-07-12 19:51:38.260122,2025-07-12 19:52:08.015537,0 days 00:00:29.755415,relu,prod,16,0.006471909219301074,2,bell,COMPLETE
187,0.0011644928017631173,2025-07-12 19:52:08.016204,2025-07-12 19:52:37.762189,0 days 00:00:29.745985,relu,prod,16,0.005925799511895444,2,bell,COMPLETE
188,0.0004235064843669534,2025-07-12 19:52:37.762919,2025-07-12 19:53:07.544185,0 days 00:00:29.781266,relu,prod,16,0.008742326794429477,2,bell,COMPLETE
189,1.6183620691299438,2025-07-12 19:53:07.544873,2025-07-12 19:53:37.311193,0 days 00:00:29.766320,relu,prod,16,0.007644744948244062,2,bell,COMPLETE
190,1.0388933420181274,2025-07-12 19:53:37.311913,2025-07-12 19:54:07.070512,0 days 00:00:29.758599,relu,prod,16,0.008377558533598669,2,bell,COMPLETE
191,0.0004147989384364337,2025-07-12 19:54:07.071212,2025-07-12 19:54:36.849977,0 days 00:00:29.778765,relu,prod,16,0.008813627091997919,2,bell,COMPLETE
192,0.0005592011148110032,2025-07-12 19:54:36.850625,2025-07-12 19:55:06.589940,0 days 00:00:29.739315,relu,prod,16,0.009051917235209614,2,bell,COMPLETE
193,0.0006201281794346869,2025-07-12 19:55:06.590699,2025-07-12 19:55:36.336184,0 days 00:00:29.745485,relu,prod,16,0.008984273177713425,2,bell,COMPLETE
194,1.6183620691299438,2025-07-12 19:55:36.336884,2025-07-12 19:56:06.066196,0 days 00:00:29.729312,relu,prod,16,0.007122572444195909,2,bell,COMPLETE
195,0.06394146382808685,2025-07-12 19:56:06.066930,2025-07-12 19:56:35.836674,0 days 00:00:29.769744,relu,prod,16,0.00986478409460259,2,bell,COMPLETE
196,1.6183620691299438,2025-07-12 19:56:35.837375,2025-07-12 19:57:05.575778,0 days 00:00:29.738403,relu,prod,16,0.007677688856385452,2,bell,COMPLETE
197,0.0004768039798364043,2025-07-12 19:57:05.576474,2025-07-12 19:57:35.323944,0 days 00:00:29.747470,relu,prod,16,0.00631224218611549,2,bell,COMPLETE
198,1.6183620691299438,2025-07-12 19:57:35.324653,2025-07-12 19:58:05.064151,0 days 00:00:29.739498,relu,prod,16,0.008503895402024883,2,bell,COMPLETE
199,0.0004321238084230572,2025-07-12 19:58:05.064864,2025-07-12 19:58:34.803040,0 days 00:00:29.738176,relu,prod,16,0.007513039709034724,2,bell,COMPLETE
200,1.6183620691299438,2025-07-12 19:58:34.803776,2025-07-12 19:59:04.535100,0 days 00:00:29.731324,relu,prod,16,0.008913932108400134,2,bell,COMPLETE
201,0.003391602076590061,2025-07-12 19:59:04.535782,2025-07-12 19:59:34.285265,0 days 00:00:29.749483,relu,prod,16,0.007647734397526031,2,bell,COMPLETE
202,0.0005530702765099704,2025-07-12 19:59:34.285733,2025-07-12 20:00:04.031781,0 days 00:00:29.746048,relu,prod,16,0.006666980768284113,2,bell,COMPLETE
203,1.6183620691299438,2025-07-12 20:00:04.032477,2025-07-12 20:00:33.784106,0 days 00:00:29.751629,relu,prod,16,0.008254232802887172,2,bell,COMPLETE
204,0.0004396639997139573,2025-07-12 20:00:33.784817,2025-07-12 20:01:03.579808,0 days 00:00:29.794991,relu,prod,16,0.007123780636966918,2,bell,COMPLETE
205,0.0006007498595863581,2025-07-12 20:01:03.580526,2025-07-12 20:01:33.332404,0 days 00:00:29.751878,relu,prod,16,0.005433598746411146,2,bell,COMPLETE
206,1.6183620691299438,2025-07-12 20:01:33.333111,2025-07-12 20:01:39.194054,0 days 00:00:05.860943,relu,prod,128,0.008035679923437004,2,bell,COMPLETE
207,0.0006439788267016411,2025-07-12 20:01:39.194455,2025-07-12 20:02:08.929854,0 days 00:00:29.735399,relu,prod,16,0.006008580064687556,2,bell,COMPLETE
208,1.6183620691299438,2025-07-12 20:02:08.930587,2025-07-12 20:02:38.694894,0 days 00:00:29.764307,relu,prod,16,0.009249944243484338,2,bell,COMPLETE
209,0.0004928820417262614,2025-07-12 20:02:38.695616,2025-07-12 20:03:08.449655,0 days 00:00:29.754039,relu,prod,16,0.009970332216207741,2,bell,COMPLETE
210,0.023095041513442993,2025-07-12 20:03:08.450332,2025-07-12 20:03:38.196841,0 days 00:00:29.746509,relu,prod,16,0.00731151432997487,2,bell,COMPLETE
211,0.0008931871852837503,2025-07-12 20:03:38.197333,2025-07-12 20:04:07.945353,0 days 00:00:29.748020,relu,prod,16,0.008325666671938261,2,bell,COMPLETE
212,0.000500549329444766,2025-07-12 20:04:07.946105,2025-07-12 20:04:37.671467,0 days 00:00:29.725362,relu,prod,16,0.005062404963981261,2,bell,COMPLETE
213,0.03998003900051117,2025-07-12 20:04:37.672228,2025-07-12 20:05:07.411273,0 days 00:00:29.739045,relu,prod,16,0.006411907306683311,2,bell,COMPLETE
214,1.6183620691299438,2025-07-12 20:05:07.411965,2025-07-12 20:05:37.140096,0 days 00:00:29.728131,relu,prod,16,0.007600411070996464,2,bell,COMPLETE
215,0.00041839657933451235,2025-07-12 20:05:37.140821,2025-07-12 20:06:06.870827,0 days 00:00:29.730006,relu,prod,16,0.008961605896610023,2,bell,COMPLETE
216,1.6183620691299438,2025-07-12 20:06:06.871525,2025-07-12 20:06:36.603628,0 days 00:00:29.732103,relu,prod,16,0.00906790649131862,2,bell,COMPLETE
217,0.0003880358417518437,2025-07-12 20:06:36.604380,2025-07-12 20:07:06.324437,0 days 00:00:29.720057,relu,prod,16,0.008540002428104005,2,bell,COMPLETE
218,0.0004190081963315606,2025-07-12 20:07:06.325134,2025-07-12 20:07:36.017988,0 days 00:00:29.692854,relu,prod,16,0.008602316069125327,2,bell,COMPLETE
219,0.0004262764996383339,2025-07-12 20:07:36.018708,2025-07-12 20:08:05.719374,0 days 00:00:29.700666,relu,prod,16,0.008982429109067639,2,bell,COMPLETE
220,1.6183620691299438,2025-07-12 20:08:05.720069,2025-07-12 20:08:35.454148,0 days 00:00:29.734079,relu,prod,16,0.008953393294045214,2,bell,COMPLETE
221,1.6183620691299438,2025-07-12 20:08:35.454907,2025-07-12 20:09:05.176564,0 days 00:00:29.721657,relu,prod,16,0.008862590098789128,2,bell,COMPLETE
222,0.0003790446789935231,2025-07-12 20:09:05.177251,2025-07-12 20:09:34.911933,0 days 00:00:29.734682,relu,prod,16,0.008295601390983856,2,bell,COMPLETE
223,0.0004124248225707561,2025-07-12 20:09:34.912684,2025-07-12 20:10:04.626822,0 days 00:00:29.714138,relu,prod,16,0.009953826609413937,2,bell,COMPLETE
224,1.6183620691299438,2025-07-12 20:10:04.627531,2025-07-12 20:10:34.336855,0 days 00:00:29.709324,relu,prod,16,0.00981081815034688,2,bell,COMPLETE
225,0.0004353567201178521,2025-07-12 20:10:34.337605,2025-07-12 20:11:04.041350,0 days 00:00:29.703745,relu,prod,16,0.009916934474514137,2,bell,COMPLETE
226,0.00042628898518159986,2025-07-12 20:11:04.042061,2025-07-12 20:11:33.750378,0 days 00:00:29.708317,relu,prod,16,0.00832655966390895,2,bell,COMPLETE
227,0.00047233226359821856,2025-07-12 20:11:33.751079,2025-07-12 20:12:03.524685,0 days 00:00:29.773606,relu,prod,16,0.009025870521054028,2,bell,COMPLETE
228,0.00042244873475283384,2025-07-12 20:12:03.525403,2025-07-12 20:12:33.245587,0 days 00:00:29.720184,relu,prod,16,0.008435016635495125,2,bell,COMPLETE
229,1.6183620691299438,2025-07-12 20:12:33.246300,2025-07-12 20:13:02.965079,0 days 00:00:29.718779,relu,prod,16,0.00832172302857894,2,bell,COMPLETE
230,0.02639797143638134,2025-07-12 20:13:02.965837,2025-07-12 20:13:08.823410,0 days 00:00:05.857573,relu,prod,128,0.0002526270509478241,2,bell,COMPLETE
231,0.000399454147554934,2025-07-12 20:13:08.823838,2025-07-12 20:13:38.573422,0 days 00:00:29.749584,relu,prod,16,0.009148414933024714,2,bell,COMPLETE
232,1.6183620691299438,2025-07-12 20:13:38.574150,2025-07-12 20:14:08.342752,0 days 00:00:29.768602,relu,prod,16,0.00835428456156081,2,bell,COMPLETE
233,1.6183620691299438,2025-07-12 20:14:08.343495,2025-07-12 20:14:38.089615,0 days 00:00:29.746120,relu,prod,16,0.009992992433366606,2,bell,COMPLETE
234,0.0004226314777042717,2025-07-12 20:14:38.090057,2025-07-12 20:15:07.834089,0 days 00:00:29.744032,relu,prod,16,0.00810086536463035,2,bell,COMPLETE
235,1.6183620691299438,2025-07-12 20:15:07.834808,2025-07-12 20:15:37.606527,0 days 00:00:29.771719,relu,prod,16,0.008022873741674938,2,bell,COMPLETE
236,0.00042465340811759233,2025-07-12 20:15:37.607316,2025-07-12 20:16:07.356396,0 days 00:00:29.749080,relu,prod,16,0.008022898362224867,2,bell,COMPLETE
237,0.0005522746359929442,2025-07-12 20:16:07.357108,2025-07-12 20:16:37.088829,0 days 00:00:29.731721,relu,prod,16,0.009116026761255731,2,bell,COMPLETE
238,1.6183620691299438,2025-07-12 20:16:37.089551,2025-07-12 20:17:06.846689,0 days 00:00:29.757138,relu,prod,16,0.009279189122730982,2,bell,COMPLETE
239,1.6183620691299438,2025-07-12 20:17:06.847449,2025-07-12 20:17:36.580192,0 days 00:00:29.732743,relu,prod,16,0.007955131692685564,2,bell,COMPLETE
240,1.6183620691299438,2025-07-12 20:17:36.580907,2025-07-12 20:18:06.324907,0 days 00:00:29.744000,relu,prod,16,0.004459938621375172,2,bell,COMPLETE
241,1.6183620691299438,2025-07-12 20:18:06.325637,2025-07-12 20:18:36.089825,0 days 00:00:29.764188,relu,prod,16,0.008330824481657216,2,bell,COMPLETE
242,1.6183620691299438,2025-07-12 20:18:36.090522,2025-07-12 20:19:05.860468,0 days 00:00:29.769946,relu,prod,16,0.008764511558487212,2,bell,COMPLETE
243,0.00043626592378132045,2025-07-12 20:19:05.861203,2025-07-12 20:19:35.606769,0 days 00:00:29.745566,relu,prod,16,0.007121760784036111,2,bell,COMPLETE
244,1.6183620691299438,2025-07-12 20:19:35.607250,2025-07-12 20:20:05.352791,0 days 00:00:29.745541,relu,prod,16,0.009358169342318673,2,bell,COMPLETE
245,0.00042830200982280076,2025-07-12 20:20:05.353502,2025-07-12 20:20:35.120362,0 days 00:00:29.766860,relu,prod,16,0.00859730987905442,2,bell,COMPLETE
246,0.00038653661613352597,2025-07-12 20:20:35.121121,2025-07-12 20:21:04.843965,0 days 00:00:29.722844,relu,prod,16,0.00778155783239718,2,bell,COMPLETE
247,0.0008546197786927223,2025-07-12 20:21:04.844663,2025-07-12 20:21:21.487407,0 days 00:00:16.642744,relu,prod,32,0.006963556087246405,2,bell,COMPLETE
248,0.0007361160241998732,2025-07-12 20:21:21.487890,2025-07-12 20:22:03.389864,0 days 00:00:41.901974,relu,prod,16,0.007664174751491257,9,bell,COMPLETE
249,0.0006379727856256068,2025-07-12 20:22:03.390638,2025-07-12 20:22:33.158437,0 days 00:00:29.767799,relu,prod,16,0.00996462322783092,2,bell,COMPLETE
250,1.6183620691299438,2025-07-12 20:22:33.159144,2025-07-12 20:23:03.118443,0 days 00:00:29.959299,relu,prod,16,0.00802954927317094,2,bell,COMPLETE
251,0.007268026936799288,2025-07-12 20:23:03.119266,2025-07-12 20:23:32.987042,0 days 00:00:29.867776,relu,prod,16,0.007051253885592725,2,bell,COMPLETE
252,0.0004974051844328642,2025-07-12 20:23:32.987837,2025-07-12 20:24:02.714289,0 days 00:00:29.726452,relu,prod,16,0.0046776456964563555,2,bell,COMPLETE
253,0.0004258001281414181,2025-07-12 20:24:02.715033,2025-07-12 20:24:32.436919,0 days 00:00:29.721886,relu,prod,16,0.007861521468287213,2,bell,COMPLETE
254,0.0004946476547047496,2025-07-12 20:24:32.437628,2025-07-12 20:25:02.173877,0 days 00:00:29.736249,relu,prod,16,0.008616879400478583,2,bell,COMPLETE
255,0.0004340799350757152,2025-07-12 20:25:02.174608,2025-07-12 20:25:31.884721,0 days 00:00:29.710113,relu,prod,16,0.009328322011859493,2,bell,COMPLETE
256,0.0014704823261126876,2025-07-12 20:25:31.885433,2025-07-12 20:26:01.591764,0 days 00:00:29.706331,relu,prod,16,0.007418196324352454,2,bell,COMPLETE
257,0.46443212032318115,2025-07-12 20:26:01.592256,2025-07-12 20:26:18.234989,0 days 00:00:16.642733,relu,prod,32,0.004176938180953089,2,bell,COMPLETE
258,0.0004944286774843931,2025-07-12 20:26:18.235706,2025-07-12 20:26:47.986959,0 days 00:00:29.751253,relu,prod,16,0.006761308085231254,2,bell,COMPLETE
259,1.6183620691299438,2025-07-12 20:26:47.987660,2025-07-12 20:27:17.451535,0 days 00:00:29.463875,relu,min,16,0.008387233097029158,2,bell,COMPLETE
260,0.08453447371721268,2025-07-12 20:27:17.452244,2025-07-12 20:27:24.106539,0 days 00:00:06.654295,relu,prod,128,0.007733203794357512,5,bell,COMPLETE
261,0.00038343967753462493,2025-07-12 20:27:24.106979,2025-07-12 20:27:53.851009,0 days 00:00:29.744030,relu,prod,16,0.009203158724377618,2,bell,COMPLETE
262,0.00037576945032924414,2025-07-12 20:27:53.851552,2025-07-12 20:28:23.581884,0 days 00:00:29.730332,relu,prod,16,0.009378807251019597,2,bell,COMPLETE
263,0.0006440209690481424,2025-07-12 20:28:23.582614,2025-07-12 20:28:53.359781,0 days 00:00:29.777167,relu,prod,16,0.009857668428659662,2,bell,COMPLETE
264,0.0004939077771268785,2025-07-12 20:28:53.360507,2025-07-12 20:29:23.113426,0 days 00:00:29.752919,relu,prod,16,0.00917933496281465,2,bell,COMPLETE
265,0.0006914667901583016,2025-07-12 20:29:23.114165,2025-07-12 20:29:52.586339,0 days 00:00:29.472174,relu,min,16,0.00012456821697113553,2,bell,COMPLETE
266,0.0012373455101624131,2025-07-12 20:29:52.586817,2025-07-12 20:30:22.357570,0 days 00:00:29.770753,relu,prod,16,0.009083020556118265,2,bell,COMPLETE
267,0.0035347125958651304,2025-07-12 20:30:22.358345,2025-07-12 20:31:00.872954,0 days 00:00:38.514609,relu,prod,16,0.009994814619138568,7,bell,COMPLETE
268,0.018738126382231712,2025-07-12 20:31:00.873424,2025-07-12 20:31:17.526668,0 days 00:00:16.653244,relu,prod,32,0.005160081083764494,2,bell,COMPLETE
269,0.0007543710526078939,2025-07-12 20:31:17.527443,2025-07-12 20:31:47.285430,0 days 00:00:29.757987,relu,prod,16,0.008654229028533411,2,bell,COMPLETE
270,0.012493700720369816,2025-07-12 20:31:47.286167,2025-07-12 20:32:17.031889,0 days 00:00:29.745722,relu,prod,16,0.00889088620487052,2,bell,COMPLETE
271,0.3418310880661011,2025-07-12 20:32:17.032617,2025-07-12 20:32:26.455167,0 days 00:00:09.422550,relu,min,64,0.009957394385427275,2,bell,COMPLETE
272,0.00043923419434577227,2025-07-12 20:32:26.455652,2025-07-12 20:32:56.254714,0 days 00:00:29.799062,relu,prod,16,0.007153576516729244,2,bell,COMPLETE
273,0.028598707169294357,2025-07-12 20:32:56.255443,2025-07-12 20:33:26.016983,0 days 00:00:29.761540,relu,prod,16,0.008590149330124471,2,bell,COMPLETE
274,0.00045057895476929843,2025-07-12 20:33:26.017467,2025-07-12 20:33:55.406246,0 days 00:00:29.388779,identity,prod,16,0.00465722664106791,2,bell,COMPLETE
275,0.00043558093602769077,2025-07-12 20:33:55.407025,2025-07-12 20:34:21.118192,0 days 00:00:25.711167,relu,prod,16,0.005703185420669651,2,sigmoid,COMPLETE
276,1.6183620691299438,2025-07-12 20:34:21.118640,2025-07-12 20:34:30.588273,0 days 00:00:09.469633,relu,prod,64,0.009184270363417476,2,bell,COMPLETE
277,0.0003813666116911918,2025-07-12 20:34:30.588971,2025-07-12 20:34:59.690797,0 days 00:00:29.101826,identity,min,16,0.0076316240446633295,2,bell,COMPLETE
278,0.0004028971306979656,2025-07-12 20:34:59.691305,2025-07-12 20:35:28.817303,0 days 00:00:29.125998,identity,min,16,0.0067125865769417405,2,bell,COMPLETE
279,0.0021937843412160873,2025-07-12 20:35:28.818038,2025-07-12 20:35:57.920675,0 days 00:00:29.102637,identity,min,16,0.00637998669569923,2,bell,COMPLETE
280,0.0004265320603735745,2025-07-12 20:35:57.921407,2025-07-12 20:36:22.942254,0 days 00:00:25.020847,identity,min,16,0.006034910472106038,2,sigmoid,COMPLETE
281,0.0007408856763504446,2025-07-12 20:36:22.942742,2025-07-12 20:36:28.734274,0 days 00:00:05.791532,identity,min,128,0.006724457664454614,2,bell,COMPLETE
282,0.008904521353542805,2025-07-12 20:36:28.734710,2025-07-12 20:36:38.037236,0 days 00:00:09.302526,identity,min,64,0.007393161775368066,2,bell,COMPLETE
283,0.1636745035648346,2025-07-12 20:36:38.037677,2025-07-12 20:36:57.643899,0 days 00:00:19.606222,identity,min,32,0.0053295294932514,6,bell,COMPLETE
284,0.0005302769714035094,2025-07-12 20:36:57.644637,2025-07-12 20:37:26.735925,0 days 00:00:29.091288,identity,min,16,0.004012834425991344,2,bell,COMPLETE
285,0.0017362355720251799,2025-07-12 20:37:26.736427,2025-07-12 20:37:55.820699,0 days 00:00:29.084272,identity,min,16,0.007584339065092399,2,bell,COMPLETE
286,0.0004965439438819885,2025-07-12 20:37:55.821449,2025-07-12 20:38:20.827781,0 days 00:00:25.006332,identity,min,16,0.004876423551250452,2,sigmoid,COMPLETE
287,0.0018269337015226483,2025-07-12 20:38:20.828560,2025-07-12 20:38:49.947823,0 days 00:00:29.119263,identity,min,16,0.006979690662202228,2,bell,COMPLETE
288,0.03291409835219383,2025-07-12 20:38:49.948327,2025-07-12 20:38:59.253504,0 days 00:00:09.305177,identity,min,64,0.007867075229633818,2,bell,COMPLETE
289,0.0007919937488622963,2025-07-12 20:38:59.253941,2025-07-12 20:39:28.352522,0 days 00:00:29.098581,identity,min,16,0.00430773675331931,2,bell,COMPLETE
290,0.000555938167963177,2025-07-12 20:39:28.353311,2025-07-12 20:39:57.416100,0 days 00:00:29.062789,identity,min,16,0.005818684977077014,2,bell,COMPLETE
291,0.06566789746284485,2025-07-12 20:39:57.416806,2025-07-12 20:40:26.468576,0 days 00:00:29.051770,identity,min,16,0.007005749586250129,2,bell,COMPLETE
292,0.00048081742716021836,2025-07-12 20:40:26.469147,2025-07-12 20:40:51.428538,0 days 00:00:24.959391,identity,min,16,0.00804122823875321,2,sigmoid,COMPLETE
293,0.6197324395179749,2025-07-12 20:40:51.429281,2025-07-12 20:41:00.785416,0 days 00:00:09.356135,identity,prod,64,0.006403299819614025,2,bell,COMPLETE
294,0.005547924432903528,2025-07-12 20:41:00.785883,2025-07-12 20:41:30.152227,0 days 00:00:29.366344,identity,prod,16,0.009053279920569292,2,bell,COMPLETE
295,0.00044715983676724136,2025-07-12 20:41:30.152937,2025-07-12 20:41:59.522184,0 days 00:00:29.369247,identity,prod,16,0.0074972529177846975,2,bell,COMPLETE
296,0.0003720795502886176,2025-07-12 20:41:59.522758,2025-07-12 20:42:29.223624,0 days 00:00:29.700866,relu,prod,16,0.00835954981407842,2,bell,COMPLETE
297,0.0003961055481340736,2025-07-12 20:42:29.224395,2025-07-12 20:42:58.259382,0 days 00:00:29.034987,identity,min,16,0.0053391925491580745,2,bell,COMPLETE
298,0.003346268320456147,2025-07-12 20:42:58.259931,2025-07-12 20:43:12.408602,0 days 00:00:14.148671,identity,min,32,0.0051320267088960795,2,sigmoid,COMPLETE
299,0.0003968895471189171,2025-07-12 20:43:12.409364,2025-07-12 20:43:41.463915,0 days 00:00:29.054551,identity,min,16,0.005406413096146924,2,bell,COMPLETE
300,0.0004964354448020458,2025-07-12 20:43:41.464484,2025-07-12 20:43:50.761131,0 days 00:00:09.296647,identity,min,64,0.004650179410343805,2,bell,COMPLETE
301,0.0004978575161658227,2025-07-12 20:43:50.761813,2025-07-12 20:44:19.782618,0 days 00:00:29.020805,identity,min,16,0.0051361750276014565,2,bell,COMPLETE
302,0.002984582679346204,2025-07-12 20:44:19.783173,2025-07-12 20:44:48.843079,0 days 00:00:29.059906,identity,min,16,0.00562297839268806,2,bell,COMPLETE
303,0.0004961896338500082,2025-07-12 20:44:48.843889,2025-07-12 20:45:17.885140,0 days 00:00:29.041251,identity,min,16,0.005529326302010663,2,bell,COMPLETE
304,0.0020711624529212713,2025-07-12 20:45:17.885649,2025-07-12 20:45:28.498703,0 days 00:00:10.613054,identity,min,64,0.004469825935579334,5,bell,COMPLETE
305,0.0004999113152734935,2025-07-12 20:45:28.499421,2025-07-12 20:45:53.460203,0 days 00:00:24.960782,identity,min,16,0.006157595503397774,2,sigmoid,COMPLETE
306,0.00048809469444677234,2025-07-12 20:45:53.460700,2025-07-12 20:46:22.494199,0 days 00:00:29.033499,identity,min,16,0.003696497576348495,2,bell,COMPLETE
307,0.01749635487794876,2025-07-12 20:46:22.494997,2025-07-12 20:46:28.281121,0 days 00:00:05.786124,identity,min,128,0.004911857891197849,2,bell,COMPLETE
308,0.00040219968650490046,2025-07-12 20:46:28.281566,2025-07-12 20:46:57.307429,0 days 00:00:29.025863,identity,min,16,0.006070247298057092,2,bell,COMPLETE
309,0.0005098316469229758,2025-07-12 20:46:57.308129,2025-07-12 20:47:26.369903,0 days 00:00:29.061774,identity,min,16,0.006053169609404163,2,bell,COMPLETE
310,0.0004531116283033043,2025-07-12 20:47:26.370459,2025-07-12 20:47:55.440767,0 days 00:00:29.070308,identity,min,16,0.006737553572934287,2,bell,COMPLETE
311,0.32473328709602356,2025-07-12 20:47:55.441558,2025-07-12 20:48:11.733011,0 days 00:00:16.291453,identity,min,32,0.00546062770938045,2,bell,COMPLETE
312,1.1880531311035156,2025-07-12 20:48:11.733479,2025-07-12 20:48:23.598880,0 days 00:00:11.865401,identity,min,64,0.006168070416432522,8,bell,COMPLETE
313,0.0004959568032063544,2025-07-12 20:48:23.599572,2025-07-12 20:48:52.639139,0 days 00:00:29.039567,identity,min,16,0.006469065209066103,2,bell,COMPLETE
314,0.0003619520866777748,2025-07-12 20:48:52.639694,2025-07-12 20:49:21.653119,0 days 00:00:29.013425,identity,min,16,0.006929867246110586,2,bell,COMPLETE
315,0.00038226868491619825,2025-07-12 20:49:21.653835,2025-07-12 20:49:50.712917,0 days 00:00:29.059082,identity,min,16,0.006807462114349833,2,bell,COMPLETE
316,0.0004515674663707614,2025-07-12 20:49:50.713750,2025-07-12 20:50:19.747364,0 days 00:00:29.033614,identity,min,16,0.006716219214375309,2,bell,COMPLETE
317,0.0027161797042936087,2025-07-12 20:50:19.747929,2025-07-12 20:50:48.802749,0 days 00:00:29.054820,identity,min,16,0.005895838029595075,2,bell,COMPLETE
