number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_shape,state
318,0.006451660301536322,2025-07-12 20:50:48.803475,2025-07-12 20:50:58.115331,0 days 00:00:09.311856,identity,min,64,0.005815822637225487,2,bell,COMPLETE
319,0.027555471286177635,2025-07-12 20:50:58.115857,2025-07-12 20:51:27.173051,0 days 00:00:29.057194,identity,min,16,0.00039884084075888354,2,bell,COMPLETE
320,0.00044476997572928667,2025-07-12 20:51:27.173819,2025-07-12 20:51:56.245280,0 days 00:00:29.071461,identity,min,16,0.006606983261371932,2,bell,COMPLETE
321,0.000426669605076313,2025-07-12 20:51:56.245812,2025-07-12 20:52:25.303008,0 days 00:00:29.057196,identity,min,16,0.007018655022871553,2,bell,COMPLETE
322,0.000445988611318171,2025-07-12 20:52:25.303838,2025-07-12 20:52:54.345896,0 days 00:00:29.042058,identity,min,16,0.005407135035281455,2,bell,COMPLETE
323,0.1129341572523117,2025-07-12 20:52:54.346623,2025-07-12 20:53:03.640899,0 days 00:00:09.294276,identity,min,64,0.0073424347524510165,2,bell,COMPLETE
324,0.0004066721594426781,2025-07-12 20:53:03.641400,2025-07-12 20:53:32.680269,0 days 00:00:29.038869,identity,min,16,0.0058660852230284135,2,bell,COMPLETE
325,0.1398187279701233,2025-07-12 20:53:32.681073,2025-07-12 20:53:48.982031,0 days 00:00:16.300958,identity,min,32,0.0056817213760337205,2,bell,COMPLETE
326,0.01403666939586401,2025-07-12 20:53:48.982556,2025-07-12 20:54:18.026386,0 days 00:00:29.043830,identity,min,16,0.005144707560887503,2,bell,COMPLETE
327,0.9086450338363647,2025-07-12 20:54:18.026934,2025-07-12 20:54:47.078949,0 days 00:00:29.052015,identity,min,16,0.0003263023326714328,2,bell,COMPLETE
328,0.00048698860337026417,2025-07-12 20:54:47.079699,2025-07-12 20:55:16.146065,0 days 00:00:29.066366,identity,min,16,0.00607537090764491,2,bell,COMPLETE
329,0.4276560842990875,2025-07-12 20:55:16.146820,2025-07-12 20:55:24.645341,0 days 00:00:08.498521,identity,min,64,0.00650904711474319,2,gaussian,COMPLETE
330,0.0003777880920097232,2025-07-12 20:55:24.645825,2025-07-12 20:55:53.673246,0 days 00:00:29.027421,identity,min,16,0.0049676291883002,2,bell,COMPLETE
331,0.0005001052631996572,2025-07-12 20:55:53.673959,2025-07-12 20:56:22.722086,0 days 00:00:29.048127,identity,min,16,0.005075563768055108,2,bell,COMPLETE
332,0.0005108838086016476,2025-07-12 20:56:22.722671,2025-07-12 20:56:51.758789,0 days 00:00:29.036118,identity,min,16,0.004694126705361275,2,bell,COMPLETE
333,0.000455077359220013,2025-07-12 20:56:51.759595,2025-07-12 20:57:20.800975,0 days 00:00:29.041380,identity,min,16,0.005446429407876645,2,bell,COMPLETE
334,0.0005984007730148733,2025-07-12 20:57:20.801715,2025-07-12 20:57:49.850400,0 days 00:00:29.048685,identity,min,16,0.006149059993682453,2,bell,COMPLETE
335,0.017693011090159416,2025-07-12 20:57:49.850939,2025-07-12 20:58:18.906053,0 days 00:00:29.055114,identity,min,16,0.006980472447279339,2,bell,COMPLETE
336,0.0004835567669942975,2025-07-12 20:58:18.906845,2025-07-12 20:58:47.965144,0 days 00:00:29.058299,identity,min,16,0.005627050503668157,2,bell,COMPLETE
337,0.0042359172366559505,2025-07-12 20:58:47.965892,2025-07-12 20:59:17.040728,0 days 00:00:29.074836,identity,min,16,0.004326917517042233,2,bell,COMPLETE
338,0.0005490645417012274,2025-07-12 20:59:17.041323,2025-07-12 20:59:46.075793,0 days 00:00:29.034470,identity,min,16,0.004984756758800619,2,bell,COMPLETE
339,0.0003865161270368844,2025-07-12 20:59:46.076541,2025-07-12 21:00:15.151524,0 days 00:00:29.074983,identity,min,16,0.007283874039254027,2,bell,COMPLETE
340,0.0005076972884126008,2025-07-12 21:00:15.152318,2025-07-12 21:00:20.529748,0 days 00:00:05.377430,identity,min,128,0.007666314348485248,2,gaussian,COMPLETE
341,0.0005551927024498582,2025-07-12 21:00:20.530190,2025-07-12 21:00:52.674195,0 days 00:00:32.144005,identity,min,16,0.0072855097117185625,4,bell,COMPLETE
342,0.00037707516457885504,2025-07-12 21:00:52.674776,2025-07-12 21:01:02.398211,0 days 00:00:09.723435,identity,min,64,0.006731788636387374,3,bell,COMPLETE
343,0.4477067291736603,2025-07-12 21:01:02.398922,2025-07-12 21:01:12.123272,0 days 00:00:09.724350,identity,min,64,0.0073554583413618976,3,bell,COMPLETE
344,0.00041318548028357327,2025-07-12 21:01:12.123722,2025-07-12 21:01:21.844009,0 days 00:00:09.720287,identity,min,64,0.006326086077047046,3,bell,COMPLETE
345,0.04636378213763237,2025-07-12 21:01:21.844500,2025-07-12 21:01:31.574862,0 days 00:00:09.730362,identity,min,64,0.00801195793931658,3,bell,COMPLETE
346,0.2785097360610962,2025-07-12 21:01:31.575288,2025-07-12 21:01:40.865671,0 days 00:00:09.290383,identity,min,64,0.006975975605319529,2,bell,COMPLETE
347,0.017490535974502563,2025-07-12 21:01:40.866111,2025-07-12 21:01:50.603931,0 days 00:00:09.737820,identity,min,64,0.004096611401479328,3,bell,COMPLETE
348,0.000494545151013881,2025-07-12 21:01:50.604663,2025-07-12 21:01:59.895540,0 days 00:00:09.290877,identity,min,64,0.00787427650644298,2,bell,COMPLETE
349,0.12979713082313538,2025-07-12 21:01:59.895987,2025-07-12 21:02:10.079259,0 days 00:00:10.183272,identity,min,64,0.004643793830913826,4,bell,COMPLETE
350,0.2649344205856323,2025-07-12 21:02:10.079751,2025-07-12 21:02:20.277175,0 days 00:00:10.197424,identity,min,64,0.006398070221384264,4,bell,COMPLETE
351,0.006709177978336811,2025-07-12 21:02:20.277615,2025-07-12 21:02:53.994008,0 days 00:00:33.716393,identity,min,16,0.007409866814466348,7,gaussian,COMPLETE
352,0.0005016427603550255,2025-07-12 21:02:53.994794,2025-07-12 21:03:23.071313,0 days 00:00:29.076519,identity,min,16,0.00507878502275757,2,bell,COMPLETE
353,0.28712740540504456,2025-07-12 21:03:23.072063,2025-07-12 21:03:33.724888,0 days 00:00:10.652825,identity,min,64,0.006769179791031802,5,bell,COMPLETE
354,0.00037778113619424403,2025-07-12 21:03:33.725453,2025-07-12 21:04:02.818520,0 days 00:00:29.093067,identity,min,16,0.008267942929975031,2,bell,COMPLETE
355,0.0004936232580803335,2025-07-12 21:04:02.819251,2025-07-12 21:04:31.885967,0 days 00:00:29.066716,identity,min,16,0.008238649566586343,2,bell,COMPLETE
356,0.0004184092686045915,2025-07-12 21:04:31.886540,2025-07-12 21:05:01.310781,0 days 00:00:29.424241,identity,prod,16,0.008131647528767093,2,bell,COMPLETE
357,0.0004271884390618652,2025-07-12 21:05:01.311268,2025-07-12 21:05:26.257003,0 days 00:00:24.945735,identity,min,16,0.007373937336748457,2,sigmoid,COMPLETE
358,0.00036258221371099353,2025-07-12 21:05:26.257759,2025-07-12 21:05:35.656678,0 days 00:00:09.398919,identity,prod,64,0.00804810354593939,2,bell,COMPLETE
359,0.00041852399590425193,2025-07-12 21:05:35.657232,2025-07-12 21:06:05.089514,0 days 00:00:29.432282,identity,prod,16,0.008365151367119943,2,bell,COMPLETE
360,0.0005198014550842345,2025-07-12 21:06:05.090296,2025-07-12 21:06:14.507850,0 days 00:00:09.417554,relu,min,64,0.00771179445378071,2,bell,COMPLETE
361,0.02697003446519375,2025-07-12 21:06:14.508355,2025-07-12 21:06:43.955157,0 days 00:00:29.446802,identity,prod,16,0.00866756078003366,2,bell,COMPLETE
362,0.0004929678398184478,2025-07-12 21:06:43.955944,2025-07-12 21:07:13.801401,0 days 00:00:29.845457,relu,prod,16,0.009264823683807842,2,bell,COMPLETE
363,0.0006121093756519258,2025-07-12 21:07:13.801989,2025-07-12 21:07:42.904338,0 days 00:00:29.102349,identity,min,16,0.007795274002446098,2,bell,COMPLETE
364,0.007416046690195799,2025-07-12 21:07:42.905122,2025-07-12 21:07:49.045748,0 days 00:00:06.140626,relu,prod,128,0.0072808592558534216,3,bell,COMPLETE
365,0.5526068806648254,2025-07-12 21:07:49.046199,2025-07-12 21:07:58.342625,0 days 00:00:09.296426,identity,min,64,0.008355421361465113,2,bell,COMPLETE
366,0.0003826039901468903,2025-07-12 21:07:58.343152,2025-07-12 21:08:28.159011,0 days 00:00:29.815859,relu,prod,16,0.009268842547413633,2,bell,COMPLETE
367,0.0004458976036403328,2025-07-12 21:08:28.159578,2025-07-12 21:08:57.591986,0 days 00:00:29.432408,identity,prod,16,0.006969796028214051,2,bell,COMPLETE
368,0.0003675546613521874,2025-07-12 21:08:57.592764,2025-07-12 21:09:27.031058,0 days 00:00:29.438294,relu,min,16,0.009379172395915701,2,bell,COMPLETE
369,0.0004095387412235141,2025-07-12 21:09:27.031568,2025-07-12 21:09:56.472450,0 days 00:00:29.440882,relu,min,16,0.009448484784116458,2,bell,COMPLETE
370,0.0020252002868801355,2025-07-12 21:09:56.473198,2025-07-12 21:10:05.773778,0 days 00:00:09.300580,identity,min,64,0.008381063855298167,2,bell,COMPLETE
371,0.0004966460401192307,2025-07-12 21:10:05.774243,2025-07-12 21:10:31.910150,0 days 00:00:26.135907,identity,min,16,0.00941130567659313,2,gaussian,COMPLETE
372,1.6183620691299438,2025-07-12 21:10:31.910663,2025-07-12 21:11:01.365604,0 days 00:00:29.454941,relu,min,16,0.009957109130153519,2,bell,COMPLETE
373,0.00041712261736392975,2025-07-12 21:11:01.366443,2025-07-12 21:11:30.406648,0 days 00:00:29.040205,identity,min,16,0.008494780922466071,2,bell,COMPLETE
374,0.34156444668769836,2025-07-12 21:11:30.407454,2025-07-12 21:12:10.416895,0 days 00:00:40.009441,relu,min,16,0.0008335872839294447,9,bell,COMPLETE
375,0.9561599493026733,2025-07-12 21:12:10.417722,2025-07-12 21:12:19.722181,0 days 00:00:09.304459,identity,min,64,0.007762955411347643,2,bell,COMPLETE
376,1.6183620691299438,2025-07-12 21:12:19.722647,2025-07-12 21:12:49.132709,0 days 00:00:29.410062,relu,min,16,0.009157702442880212,2,bell,COMPLETE
377,0.0004149041778873652,2025-07-12 21:12:49.133292,2025-07-12 21:13:19.771621,0 days 00:00:30.638329,identity,min,16,0.00792221699157042,3,bell,COMPLETE
378,0.0005485734436661005,2025-07-12 21:13:19.772458,2025-07-12 21:13:49.197194,0 days 00:00:29.424736,relu,min,16,0.009970150653364835,2,bell,COMPLETE
379,0.0003772643394768238,2025-07-12 21:13:49.197923,2025-07-12 21:14:18.268778,0 days 00:00:29.070855,identity,min,16,0.008603152113769308,2,bell,COMPLETE
380,1.6183620691299438,2025-07-12 21:14:18.269333,2025-07-12 21:14:27.684157,0 days 00:00:09.414824,relu,min,64,0.008430593042893633,2,bell,COMPLETE
381,0.00042013786151073873,2025-07-12 21:14:27.684966,2025-07-12 21:14:56.737824,0 days 00:00:29.052858,identity,min,16,0.008452463857238697,2,bell,COMPLETE
382,1.6183620691299438,2025-07-12 21:14:56.738420,2025-07-12 21:15:23.238417,0 days 00:00:26.499997,relu,min,16,0.009128506879877204,2,gaussian,COMPLETE
383,0.001760485116392374,2025-07-12 21:15:23.239151,2025-07-12 21:15:52.677370,0 days 00:00:29.438219,identity,prod,16,0.0006996475989482945,2,bell,COMPLETE
384,0.0003925823839381337,2025-07-12 21:15:52.677946,2025-07-12 21:16:01.986121,0 days 00:00:09.308175,identity,min,64,0.00129223885562848,2,bell,COMPLETE
385,0.0005314847221598029,2025-07-12 21:16:01.986594,2025-07-12 21:16:11.485902,0 days 00:00:09.499308,relu,prod,64,0.0016270572110161543,2,bell,COMPLETE
386,0.1770625114440918,2025-07-12 21:16:11.486437,2025-07-12 21:16:21.879267,0 days 00:00:10.392830,identity,prod,64,0.0012672623188412994,4,bell,COMPLETE
387,0.026660747826099396,2025-07-12 21:16:21.879777,2025-07-12 21:16:31.300596,0 days 00:00:09.420819,relu,min,64,0.002174018255783629,2,bell,COMPLETE
388,0.0004864286456722766,2025-07-12 21:16:31.301318,2025-07-12 21:16:40.700282,0 days 00:00:09.398964,identity,prod,64,0.0075825817128806145,2,bell,COMPLETE
389,1.6183620691299438,2025-07-12 21:16:40.700752,2025-07-12 21:16:50.575540,0 days 00:00:09.874788,relu,min,64,0.0005661285000862824,3,bell,COMPLETE
390,1.3678113222122192,2025-07-12 21:16:50.576044,2025-07-12 21:16:59.965155,0 days 00:00:09.389111,identity,prod,64,0.00909772059649889,2,bell,COMPLETE
391,0.01126096025109291,2025-07-12 21:16:59.965633,2025-07-12 21:17:09.402292,0 days 00:00:09.436659,relu,min,64,0.000976768368839403,2,bell,COMPLETE
392,0.000774312939029187,2025-07-12 21:17:09.403047,2025-07-12 21:17:18.793015,0 days 00:00:09.389968,identity,prod,64,0.00044039705011334883,2,bell,COMPLETE
393,0.0037640919908881187,2025-07-12 21:17:18.793480,2025-07-12 21:17:28.129542,0 days 00:00:09.336062,identity,min,64,0.007745204882380547,2,bell,COMPLETE
394,0.000489038007799536,2025-07-12 21:17:28.130000,2025-07-12 21:17:55.030069,0 days 00:00:26.900069,relu,prod,16,0.008496139176668449,2,gaussian,COMPLETE
395,0.22299665212631226,2025-07-12 21:17:55.030601,2025-07-12 21:18:04.359391,0 days 00:00:09.328790,identity,min,64,0.009930910699004503,2,bell,COMPLETE
396,0.0005392617895267904,2025-07-12 21:18:04.360085,2025-07-12 21:18:10.239767,0 days 00:00:05.879682,relu,prod,128,0.007149141862036494,2,bell,COMPLETE
397,0.33326998353004456,2025-07-12 21:18:10.240292,2025-07-12 21:18:39.277800,0 days 00:00:29.037508,identity,min,16,0.0014411972167103595,2,bell,COMPLETE
398,0.0011125155724585056,2025-07-12 21:18:39.278354,2025-07-12 21:19:09.029289,0 days 00:00:29.750935,relu,prod,16,0.009066695377160393,2,bell,COMPLETE
399,0.001028260332532227,2025-07-12 21:19:09.030100,2025-07-12 21:19:44.203766,0 days 00:00:35.173666,identity,min,16,0.007949819537127084,6,bell,COMPLETE
400,0.0021305715199559927,2025-07-12 21:19:44.204547,2025-07-12 21:19:53.681949,0 days 00:00:09.477402,relu,prod,64,0.006906739572503583,2,bell,COMPLETE
401,0.06555037945508957,2025-07-12 21:19:53.682434,2025-07-12 21:20:24.859583,0 days 00:00:31.177149,identity,prod,16,0.0011518773643566353,3,bell,COMPLETE
402,0.010272596031427383,2025-07-12 21:20:24.860178,2025-07-12 21:20:53.909745,0 days 00:00:29.049567,identity,min,16,0.001822660197039419,2,bell,COMPLETE
403,0.00039542894228361547,2025-07-12 21:20:53.910509,2025-07-12 21:21:23.690082,0 days 00:00:29.779573,relu,prod,16,0.008600420494849336,2,bell,COMPLETE
404,0.014672956429421902,2025-07-12 21:21:23.690667,2025-07-12 21:21:33.000508,0 days 00:00:09.309841,identity,min,64,0.007631105687360009,2,bell,COMPLETE
405,1.6183620691299438,2025-07-12 21:21:33.001238,2025-07-12 21:21:59.866520,0 days 00:00:26.865282,relu,prod,16,0.009106146879107109,2,gaussian,COMPLETE
406,0.0003565012593753636,2025-07-12 21:21:59.867011,2025-07-12 21:22:28.935493,0 days 00:00:29.068482,identity,min,16,0.008083526914759142,2,bell,COMPLETE
407,0.0004243184521328658,2025-07-12 21:22:28.936068,2025-07-12 21:22:58.699261,0 days 00:00:29.763193,relu,prod,16,0.008144111164543447,2,bell,COMPLETE
408,0.0004926020628772676,2025-07-12 21:22:58.700023,2025-07-12 21:23:27.782243,0 days 00:00:29.082220,identity,min,16,0.007272066981318394,2,bell,COMPLETE
409,0.0017130617052316666,2025-07-12 21:23:27.782824,2025-07-12 21:23:57.536408,0 days 00:00:29.753584,relu,prod,16,0.006638726460998445,2,bell,COMPLETE
410,0.0005058468086645007,2025-07-12 21:23:57.536884,2025-07-12 21:24:28.182929,0 days 00:00:30.646045,identity,min,16,0.008192923486400598,3,bell,COMPLETE
411,0.00042532512452453375,2025-07-12 21:24:28.183808,2025-07-12 21:25:07.995743,0 days 00:00:39.811935,identity,prod,16,0.009240120131341626,8,bell,COMPLETE
412,1.6183620691299438,2025-07-12 21:25:07.996587,2025-07-12 21:25:37.434637,0 days 00:00:29.438050,relu,min,16,0.007548789385599211,2,bell,COMPLETE
413,0.00042069799383170903,2025-07-12 21:25:37.435403,2025-07-12 21:26:06.791687,0 days 00:00:29.356284,identity,prod,16,0.008565037371561942,2,bell,COMPLETE
414,0.00048555980902165174,2025-07-12 21:26:06.792286,2025-07-12 21:26:36.190995,0 days 00:00:29.398709,relu,min,16,0.00665988863548987,2,bell,COMPLETE
415,0.0006957363802939653,2025-07-12 21:26:36.191756,2025-07-12 21:27:05.534121,0 days 00:00:29.342365,identity,prod,16,0.009924678588074597,2,bell,COMPLETE
416,0.0010342978639528155,2025-07-12 21:27:05.534713,2025-07-12 21:27:34.953047,0 days 00:00:29.418334,relu,min,16,0.00786543364163234,2,bell,COMPLETE
417,0.00044757674913853407,2025-07-12 21:27:34.953847,2025-07-12 21:28:01.344927,0 days 00:00:26.391080,identity,prod,16,0.00720650163904863,2,gaussian,COMPLETE
418,1.6183620691299438,2025-07-12 21:28:01.345461,2025-07-12 21:28:30.745870,0 days 00:00:29.400409,relu,min,16,0.009061348687042317,2,bell,COMPLETE
419,0.0007139435037970543,2025-07-12 21:28:30.746673,2025-07-12 21:28:36.559571,0 days 00:00:05.812898,identity,prod,128,0.008271548211413344,2,bell,COMPLETE
420,0.00042107253102585673,2025-07-12 21:28:36.560035,2025-07-12 21:29:05.592815,0 days 00:00:29.032780,identity,min,16,0.007472783086728338,2,bell,COMPLETE
421,0.0003820421115960926,2025-07-12 21:29:05.593608,2025-07-12 21:29:35.342124,0 days 00:00:29.748516,relu,prod,16,0.009199027642364487,2,bell,COMPLETE
422,0.000436031463323161,2025-07-12 21:29:35.342666,2025-07-12 21:30:05.080108,0 days 00:00:29.737442,relu,prod,16,0.009953611122212765,2,bell,COMPLETE
423,0.0005233001429587603,2025-07-12 21:30:05.080887,2025-07-12 21:30:40.110562,0 days 00:00:35.029675,relu,prod,16,0.009089893236211483,5,bell,COMPLETE
424,1.3053585290908813,2025-07-12 21:30:40.111177,2025-07-12 21:31:09.866540,0 days 00:00:29.755363,relu,prod,16,0.008443621033153898,2,bell,COMPLETE
425,1.6183620691299438,2025-07-12 21:31:09.867355,2025-07-12 21:31:39.607962,0 days 00:00:29.740607,relu,prod,16,0.008991529403466756,2,bell,COMPLETE
426,0.0017269592499360442,2025-07-12 21:31:39.608698,2025-07-12 21:32:12.909195,0 days 00:00:33.300497,relu,prod,16,0.009954944442324658,4,bell,COMPLETE
427,1.5751076936721802,2025-07-12 21:32:12.910031,2025-07-12 21:32:42.656956,0 days 00:00:29.746925,relu,prod,16,0.008035390973046352,2,bell,COMPLETE
428,0.00041721377056092024,2025-07-12 21:32:42.657773,2025-07-12 21:33:14.274331,0 days 00:00:31.616558,relu,prod,16,0.008732624011375924,3,bell,COMPLETE
429,1.6183620691299438,2025-07-12 21:33:14.275186,2025-07-12 21:33:41.098169,0 days 00:00:26.822983,relu,prod,16,0.0077782832470491775,2,gaussian,COMPLETE
430,0.00048675446305423975,2025-07-12 21:33:41.098674,2025-07-12 21:34:10.850355,0 days 00:00:29.751681,relu,prod,16,0.0070544411953823456,2,bell,COMPLETE
431,1.6183620691299438,2025-07-12 21:34:10.851233,2025-07-12 21:34:40.636435,0 days 00:00:29.785202,relu,prod,16,0.008856766076398811,2,bell,COMPLETE
432,0.0004214632499497384,2025-07-12 21:34:40.637247,2025-07-12 21:35:10.414131,0 days 00:00:29.776884,relu,prod,16,0.008206807307261936,2,bell,COMPLETE
433,1.6183620691299438,2025-07-12 21:35:10.414990,2025-07-12 21:35:40.255924,0 days 00:00:29.840934,relu,prod,16,0.0034669114033984514,2,bell,COMPLETE
434,0.0004428413521964103,2025-07-12 21:35:40.256832,2025-07-12 21:36:10.061549,0 days 00:00:29.804717,relu,prod,16,0.009280264341857044,2,bell,COMPLETE
435,0.00042343148379586637,2025-07-12 21:36:10.062388,2025-07-12 21:36:39.873229,0 days 00:00:29.810841,relu,prod,16,0.007508659955065883,2,bell,COMPLETE
436,1.6183620691299438,2025-07-12 21:36:39.874069,2025-07-12 21:37:09.682966,0 days 00:00:29.808897,relu,prod,16,0.00839348102576929,2,bell,COMPLETE
437,1.6183620691299438,2025-07-12 21:37:09.683818,2025-07-12 21:37:35.418674,0 days 00:00:25.734856,relu,prod,16,0.006764380436007627,2,sigmoid,COMPLETE
438,0.0004142522520851344,2025-07-12 21:37:35.419494,2025-07-12 21:38:06.683920,0 days 00:00:31.264426,identity,prod,16,0.009060758376146009,3,bell,COMPLETE
439,0.02434530109167099,2025-07-12 21:38:06.684788,2025-07-12 21:38:36.103961,0 days 00:00:29.419173,identity,prod,16,0.007682044223108181,2,bell,COMPLETE
440,0.00041257552220486104,2025-07-12 21:38:36.104481,2025-07-12 21:39:05.533257,0 days 00:00:29.428776,relu,min,16,0.009437590635554223,2,bell,COMPLETE
441,0.0004506898403633386,2025-07-12 21:39:05.534010,2025-07-12 21:39:32.000295,0 days 00:00:26.466285,identity,prod,16,0.006455191953694745,2,gaussian,COMPLETE
442,1.6183620691299438,2025-07-12 21:39:32.000767,2025-07-12 21:40:01.407638,0 days 00:00:29.406871,relu,min,16,0.008198212247084245,2,bell,COMPLETE
443,0.00039922306314110756,2025-07-12 21:40:01.408312,2025-07-12 21:40:30.782587,0 days 00:00:29.374275,identity,prod,16,0.009925038693361159,2,bell,COMPLETE
444,1.6183620691299438,2025-07-12 21:40:30.783042,2025-07-12 21:41:00.199775,0 days 00:00:29.416733,relu,min,16,0.007155357069111768,2,bell,COMPLETE
445,0.00041950351442210376,2025-07-12 21:41:00.200414,2025-07-12 21:41:29.574881,0 days 00:00:29.374467,identity,prod,16,0.008546492058460538,2,bell,COMPLETE
446,0.030395030975341797,2025-07-12 21:41:29.575329,2025-07-12 21:41:35.453359,0 days 00:00:05.878030,relu,prod,128,0.0075242911114541625,2,bell,COMPLETE
447,0.0004687858745455742,2025-07-12 21:41:35.453722,2025-07-12 21:42:04.488404,0 days 00:00:29.034682,identity,min,16,0.00806253908465376,2,bell,COMPLETE
448,0.041816677898168564,2025-07-12 21:42:04.489077,2025-07-12 21:42:36.096865,0 days 00:00:31.607788,relu,prod,16,0.006861235807026872,3,bell,COMPLETE
449,0.00036469081533141434,2025-07-12 21:42:36.097272,2025-07-12 21:43:01.024279,0 days 00:00:24.927007,identity,min,16,0.00901407054767814,2,sigmoid,COMPLETE
450,0.001601474010385573,2025-07-12 21:43:01.024951,2025-07-12 21:43:25.976363,0 days 00:00:24.951412,identity,min,16,0.009307566603354026,2,sigmoid,COMPLETE
451,0.0004103159299120307,2025-07-12 21:43:25.977013,2025-07-12 21:43:50.909649,0 days 00:00:24.932636,identity,min,16,0.009096326404786881,2,sigmoid,COMPLETE
452,0.00039618692244403064,2025-07-12 21:43:50.910100,2025-07-12 21:44:15.854323,0 days 00:00:24.944223,identity,min,16,0.009917154449065595,2,sigmoid,COMPLETE
453,0.0007527613779529929,2025-07-12 21:44:15.854953,2025-07-12 21:44:40.829209,0 days 00:00:24.974256,identity,min,16,0.003755825685196417,2,sigmoid,COMPLETE
454,0.00042730383574962616,2025-07-12 21:44:40.829775,2025-07-12 21:45:05.798094,0 days 00:00:24.968319,identity,min,16,0.008600431856494761,2,sigmoid,COMPLETE
455,0.00045731861609965563,2025-07-12 21:45:05.798747,2025-07-12 21:45:30.707029,0 days 00:00:24.908282,identity,min,16,0.0075411937022142606,2,sigmoid,COMPLETE
456,0.000436824542703107,2025-07-12 21:45:30.707438,2025-07-12 21:45:55.601786,0 days 00:00:24.894348,identity,min,16,0.006370810655458711,2,sigmoid,COMPLETE
457,0.00040983286453410983,2025-07-12 21:45:55.602418,2025-07-12 21:46:20.512626,0 days 00:00:24.910208,identity,min,16,0.008433905623721056,2,sigmoid,COMPLETE
458,0.00039610767271369696,2025-07-12 21:46:20.513031,2025-07-12 21:46:45.422151,0 days 00:00:24.909120,identity,min,16,0.009123580102767658,2,sigmoid,COMPLETE
459,0.0004680316778831184,2025-07-12 21:46:45.422835,2025-07-12 21:47:13.097897,0 days 00:00:27.675062,identity,min,16,0.007691393955225949,3,gaussian,COMPLETE
460,0.00041507653077133,2025-07-12 21:47:13.098320,2025-07-12 21:47:45.194986,0 days 00:00:32.096666,identity,min,16,0.007018665041306633,4,bell,COMPLETE
461,0.0004225220764055848,2025-07-12 21:47:45.195690,2025-07-12 21:48:14.202978,0 days 00:00:29.007288,identity,min,16,0.00803160854708846,2,bell,COMPLETE
462,0.00043637369526550174,2025-07-12 21:48:14.203609,2025-07-12 21:48:39.108542,0 days 00:00:24.904933,identity,min,16,0.009970269147658091,2,sigmoid,COMPLETE
463,0.00039979349821805954,2025-07-12 21:48:39.108989,2025-07-12 21:49:08.099463,0 days 00:00:28.990474,identity,min,16,0.008796535356084769,2,bell,COMPLETE
464,1.0758376121520996,2025-07-12 21:49:08.100173,2025-07-12 21:49:37.123931,0 days 00:00:29.023758,identity,min,16,0.00012500223256077148,2,bell,COMPLETE
465,0.0029617189429700375,2025-07-12 21:49:37.124594,2025-07-12 21:49:42.918773,0 days 00:00:05.794179,identity,min,128,0.007148306344220071,2,bell,COMPLETE
466,0.0004261535359546542,2025-07-12 21:49:42.919193,2025-07-12 21:50:11.919725,0 days 00:00:29.000532,identity,min,16,0.007990268220460466,2,bell,COMPLETE
467,0.0006812652572989464,2025-07-12 21:50:11.920130,2025-07-12 21:50:26.836180,0 days 00:00:14.916050,identity,prod,32,0.006499858452029645,2,gaussian,COMPLETE
468,0.00037815782707184553,2025-07-12 21:50:26.836812,2025-07-12 21:50:55.828984,0 days 00:00:28.992172,identity,min,16,0.009093472366596722,2,bell,COMPLETE
469,0.0004556828353088349,2025-07-12 21:50:55.829455,2025-07-12 21:51:24.828010,0 days 00:00:28.998555,identity,min,16,0.009102703543136583,2,bell,COMPLETE
470,0.0005627812352031469,2025-07-12 21:51:24.828659,2025-07-12 21:51:53.826775,0 days 00:00:28.998116,identity,min,16,0.009277818286679554,2,bell,COMPLETE
471,0.0004469277337193489,2025-07-12 21:51:53.827249,2025-07-12 21:52:22.842432,0 days 00:00:29.015183,identity,min,16,0.009983481660292517,2,bell,COMPLETE
472,0.0004598963132593781,2025-07-12 21:52:22.843191,2025-07-12 21:52:47.757787,0 days 00:00:24.914596,identity,min,16,0.008477444427340015,2,sigmoid,COMPLETE
473,0.0004302977758925408,2025-07-12 21:52:47.758468,2025-07-12 21:53:18.369577,0 days 00:00:30.611109,identity,min,16,0.007614229751604926,3,bell,COMPLETE
474,0.1788952797651291,2025-07-12 21:53:18.370046,2025-07-12 21:53:47.336881,0 days 00:00:28.966835,identity,min,16,0.00016471714175645978,2,bell,COMPLETE
475,0.00038335242425091565,2025-07-12 21:53:47.337696,2025-07-12 21:54:16.333072,0 days 00:00:28.995376,identity,min,16,0.006163867497697381,2,bell,COMPLETE
476,0.004108223132789135,2025-07-12 21:54:16.333742,2025-07-12 21:54:45.348105,0 days 00:00:29.014363,identity,min,16,0.0060445568023227035,2,bell,COMPLETE
477,0.00046365492744371295,2025-07-12 21:54:45.348602,2025-07-12 21:55:14.341665,0 days 00:00:28.993063,identity,min,16,0.006280328493170667,2,bell,COMPLETE
478,0.0005242120823822916,2025-07-12 21:55:14.342341,2025-07-12 21:55:43.314613,0 days 00:00:28.972272,identity,min,16,0.006732183709639413,2,bell,COMPLETE
479,0.0005005375714972615,2025-07-12 21:55:43.315410,2025-07-12 21:56:09.389245,0 days 00:00:26.073835,identity,min,16,0.005921364279150255,2,gaussian,COMPLETE
480,0.00044610974146053195,2025-07-12 21:56:09.389747,2025-07-12 21:56:38.386667,0 days 00:00:28.996920,identity,min,16,0.006950327393662345,2,bell,COMPLETE
