number,value,datetime_start,datetime_complete,duration,params_and_operator,params_lr,params_n_sets_protein,params_n_sets_salt,params_shape,state
161,0.8808333333333334,2025-10-01 10:06:12.620757,2025-10-01 10:06:35.481671,0 days 00:00:22.860914,frank,0.0003287365654627767,3,5,sigmoid,COMPLETE
162,0.8541666666666666,2025-10-01 10:06:35.482107,2025-10-01 10:06:58.389207,0 days 00:00:22.907100,frank,0.00042427309929144407,3,5,sigmoid,COMPLETE
163,0.8808333333333334,2025-10-01 10:06:58.389663,2025-10-01 10:07:21.129350,0 days 00:00:22.739687,frank,0.00026681645089314223,3,5,sigmoid,COMPLETE
164,0.8675,2025-10-01 10:07:21.129807,2025-10-01 10:07:43.979079,0 days 00:00:22.849272,frank,0.0003893560088225258,3,5,sigmoid,COMPLETE
165,0.6174999999999999,2025-10-01 10:07:43.979542,2025-10-01 10:08:04.613519,0 days 00:00:20.633977,min,1.808072564006748e-05,3,5,sigmoid,COMPLETE
166,0.8808333333333334,2025-10-01 10:08:04.614005,2025-10-01 10:08:27.350031,0 days 00:00:22.736026,frank,0.0005843769114092823,3,5,sigmoid,COMPLETE
167,0.8808333333333334,2025-10-01 10:08:27.350594,2025-10-01 10:08:50.186836,0 days 00:00:22.836242,frank,0.0007822420410184094,3,5,sigmoid,COMPLETE
168,0.8416666666666666,2025-10-01 10:08:50.187310,2025-10-01 10:09:13.179221,0 days 00:00:22.991911,frank,0.0002182828339218293,3,5,sigmoid,COMPLETE
169,0.9075,2025-10-01 10:09:13.179685,2025-10-01 10:09:35.940537,0 days 00:00:22.760852,frank,0.0006888609989546332,3,5,sigmoid,COMPLETE
170,0.8675,2025-10-01 10:09:35.940992,2025-10-01 10:09:58.550461,0 days 00:00:22.609469,frank,0.0008410332208221927,2,4,sigmoid,COMPLETE
171,0.8675,2025-10-01 10:09:58.550899,2025-10-01 10:10:21.405617,0 days 00:00:22.854718,frank,0.0006984699730490815,3,5,sigmoid,COMPLETE
172,0.8808333333333334,2025-10-01 10:10:21.406093,2025-10-01 10:10:44.275119,0 days 00:00:22.869026,frank,0.0006625786559209074,3,5,sigmoid,COMPLETE
173,0.8808333333333334,2025-10-01 10:10:44.275549,2025-10-01 10:11:07.129010,0 days 00:00:22.853461,frank,0.0005436622408651862,3,5,sigmoid,COMPLETE
174,0.8941666666666667,2025-10-01 10:11:07.129572,2025-10-01 10:11:29.966832,0 days 00:00:22.837260,frank,0.0006324655204991349,3,5,sigmoid,COMPLETE
175,0.8941666666666668,2025-10-01 10:11:29.967312,2025-10-01 10:11:52.814111,0 days 00:00:22.846799,frank,0.0006260088922439649,3,5,sigmoid,COMPLETE
176,0.8541666666666667,2025-10-01 10:11:52.814545,2025-10-01 10:12:15.918402,0 days 00:00:23.103857,frank,0.00046993367520468086,3,5,sigmoid,COMPLETE
177,0.8941666666666667,2025-10-01 10:12:15.918890,2025-10-01 10:12:36.842359,0 days 00:00:20.923469,luka,0.0006367132999758587,3,5,sigmoid,COMPLETE
178,0.8675,2025-10-01 10:12:36.842826,2025-10-01 10:12:57.749063,0 days 00:00:20.906237,luka,0.0006138055884746666,3,5,sigmoid,COMPLETE
179,0.7750000000000001,2025-10-01 10:12:59.965328,2025-10-01 10:13:20.827387,0 days 00:00:20.862059,luka,0.0006436235872425945,3,5,sigmoid,COMPLETE
180,0.30249999999999994,2025-10-01 10:13:20.827804,2025-10-01 10:13:43.505516,0 days 00:00:22.677712,luka,0.0007235303226476845,3,5,gaussian,COMPLETE
181,0.9075000000000001,2025-10-01 10:13:43.506023,2025-10-01 10:14:06.368359,0 days 00:00:22.862336,frank,0.00052195585263031,3,5,sigmoid,COMPLETE
182,0.8941666666666667,2025-10-01 10:14:06.368827,2025-10-01 10:14:29.239273,0 days 00:00:22.870446,frank,0.0005044241934882718,3,5,sigmoid,COMPLETE
183,0.7750000000000001,2025-10-01 10:14:30.077138,2025-10-01 10:14:51.353835,0 days 00:00:21.276697,luka,0.0005101064663979641,3,5,sigmoid,COMPLETE
184,0.8941666666666667,2025-10-01 10:14:51.354326,2025-10-01 10:15:12.340551,0 days 00:00:20.986225,luka,0.00047023675127667516,3,5,sigmoid,COMPLETE
185,0.7608333333333334,2025-10-01 10:15:12.340992,2025-10-01 10:15:33.236077,0 days 00:00:20.895085,luka,0.0004678677157673959,3,5,sigmoid,COMPLETE
186,0.8408333333333333,2025-10-01 10:15:33.236550,2025-10-01 10:15:54.140188,0 days 00:00:20.903638,luka,0.0005362579542203152,3,5,sigmoid,COMPLETE
187,0.8941666666666667,2025-10-01 10:15:54.140624,2025-10-01 10:16:15.052967,0 days 00:00:20.912343,luka,0.0004345490876324731,3,5,sigmoid,COMPLETE
188,0.8541666666666666,2025-10-01 10:16:15.053429,2025-10-01 10:16:36.008372,0 days 00:00:20.954943,luka,0.0005990514884434027,3,5,sigmoid,COMPLETE
189,0.8408333333333333,2025-10-01 10:16:36.008819,2025-10-01 10:16:57.998796,0 days 00:00:21.989977,hamacher,0.00048523103617544017,3,5,sigmoid,COMPLETE
190,0.8408333333333333,2025-10-01 10:16:57.999297,2025-10-01 10:17:18.589252,0 days 00:00:20.589955,min,0.0006453689140827041,3,5,sigmoid,COMPLETE
191,0.7741666666666667,2025-10-01 10:17:18.589699,2025-10-01 10:17:39.533279,0 days 00:00:20.943580,luka,0.00043134654502770546,3,5,sigmoid,COMPLETE
192,0.8541666666666666,2025-10-01 10:17:39.533746,2025-10-01 10:18:00.466123,0 days 00:00:20.932377,luka,0.0005103699630369838,3,5,sigmoid,COMPLETE
193,0.8416666666666666,2025-10-01 10:18:00.466553,2025-10-01 10:18:21.340104,0 days 00:00:20.873551,luka,0.00043735034560757666,3,5,sigmoid,COMPLETE
194,0.8541666666666666,2025-10-01 10:18:21.340571,2025-10-01 10:18:42.208430,0 days 00:00:20.867859,luka,0.0005541802431521989,3,5,sigmoid,COMPLETE
195,0.8541666666666666,2025-10-01 10:18:42.208851,2025-10-01 10:19:03.087043,0 days 00:00:20.878192,luka,0.00039304032656926533,3,5,sigmoid,COMPLETE
196,0.8550000000000001,2025-10-01 10:19:03.087491,2025-10-01 10:19:23.967621,0 days 00:00:20.880130,luka,0.000611086992216853,3,5,sigmoid,COMPLETE
197,0.9083333333333334,2025-10-01 10:19:23.968044,2025-10-01 10:19:46.705237,0 days 00:00:22.737193,frank,0.00046875811135733416,3,5,sigmoid,COMPLETE
198,0.8416666666666666,2025-10-01 10:19:46.705679,2025-10-01 10:20:09.494082,0 days 00:00:22.788403,frank,0.0007831941694588841,3,5,sigmoid,COMPLETE
199,0.8675,2025-10-01 10:20:09.494630,2025-10-01 10:20:32.281943,0 days 00:00:22.787313,frank,0.00048667714306497185,3,5,sigmoid,COMPLETE
200,0.8550000000000001,2025-10-01 10:20:32.282399,2025-10-01 10:21:00.438756,0 days 00:00:28.156357,frank,0.0005371917394492315,3,5,bell,COMPLETE
201,0.8541666666666666,2025-10-01 10:21:00.439250,2025-10-01 10:21:23.346029,0 days 00:00:22.906779,frank,0.000443901615049911,3,5,sigmoid,COMPLETE
202,0.8675,2025-10-01 10:21:23.346476,2025-10-01 10:21:46.287972,0 days 00:00:22.941496,frank,0.00039904343822966113,3,5,sigmoid,COMPLETE
203,0.8675,2025-10-01 10:21:46.288426,2025-10-01 10:22:09.226138,0 days 00:00:22.937712,frank,0.0005793974462514194,3,5,sigmoid,COMPLETE
204,0.8675,2025-10-01 10:22:09.226596,2025-10-01 10:22:32.193335,0 days 00:00:22.966739,frank,0.0004771855840276461,3,5,sigmoid,COMPLETE
205,0.8283333333333334,2025-10-01 10:22:32.193890,2025-10-01 10:22:55.087787,0 days 00:00:22.893897,frank,0.0003636179080871816,3,5,sigmoid,COMPLETE
206,0.8675,2025-10-01 10:22:55.088253,2025-10-01 10:23:15.638229,0 days 00:00:20.549976,min,0.0005369161428812291,3,5,sigmoid,COMPLETE
207,0.8675,2025-10-01 10:23:15.638662,2025-10-01 10:23:38.408707,0 days 00:00:22.770045,frank,0.0006837546740544667,3,5,sigmoid,COMPLETE
208,0.9208333333333334,2025-10-01 10:23:38.409166,2025-10-01 10:24:01.227777,0 days 00:00:22.818611,frank,0.00042549822471166145,3,5,sigmoid,COMPLETE
209,0.8808333333333334,2025-10-01 10:24:01.228210,2025-10-01 10:24:24.129396,0 days 00:00:22.901186,frank,0.0006241660813277007,3,5,sigmoid,COMPLETE
210,0.8541666666666666,2025-10-01 10:24:24.129857,2025-10-01 10:24:47.032291,0 days 00:00:22.902434,frank,0.0004996786171741697,3,5,sigmoid,COMPLETE
211,0.8675,2025-10-01 10:24:47.032730,2025-10-01 10:25:09.784693,0 days 00:00:22.751963,frank,0.00044459990440425,3,5,sigmoid,COMPLETE
212,0.8808333333333334,2025-10-01 10:25:09.785232,2025-10-01 10:25:32.682751,0 days 00:00:22.897519,frank,0.00041526196105796514,3,5,sigmoid,COMPLETE
213,0.8416666666666668,2025-10-01 10:25:32.683240,2025-10-01 10:25:55.497004,0 days 00:00:22.813764,frank,0.0003728072114117562,3,5,sigmoid,COMPLETE
214,0.8808333333333334,2025-10-01 10:25:55.497461,2025-10-01 10:26:18.385127,0 days 00:00:22.887666,frank,0.0004619682789948482,3,5,sigmoid,COMPLETE
215,0.8675,2025-10-01 10:26:18.385606,2025-10-01 10:26:41.279084,0 days 00:00:22.893478,frank,0.0005575003691435705,3,5,sigmoid,COMPLETE
216,0.8541666666666666,2025-10-01 10:26:41.279523,2025-10-01 10:27:02.130014,0 days 00:00:20.850491,luka,0.000506413893676072,3,5,sigmoid,COMPLETE
217,0.8941666666666667,2025-10-01 10:27:02.130465,2025-10-01 10:27:24.962931,0 days 00:00:22.832466,frank,0.00042332986347555545,3,5,sigmoid,COMPLETE
218,0.8283333333333335,2025-10-01 10:27:24.963372,2025-10-01 10:27:49.831122,0 days 00:00:24.867750,frank,0.0007076420310537987,3,5,gaussian,COMPLETE
219,0.8941666666666668,2025-10-01 10:27:49.831657,2025-10-01 10:28:12.557104,0 days 00:00:22.725447,frank,0.00033675691115881107,3,5,sigmoid,COMPLETE
220,0.8541666666666667,2025-10-01 10:28:12.557589,2025-10-01 10:28:40.663473,0 days 00:00:28.105884,frank,0.0003245921903990583,3,5,bell,COMPLETE
221,0.8275,2025-10-01 10:28:40.663926,2025-10-01 10:29:03.555560,0 days 00:00:22.891634,frank,0.00036641369809463283,3,5,sigmoid,COMPLETE
222,0.8675,2025-10-01 10:29:03.556031,2025-10-01 10:29:26.366103,0 days 00:00:22.810072,frank,0.0005900766127900817,3,5,sigmoid,COMPLETE
223,0.8675,2025-10-01 10:29:26.366537,2025-10-01 10:29:49.108139,0 days 00:00:22.741602,frank,0.0002880582351999974,5,5,sigmoid,COMPLETE
224,0.8408333333333333,2025-10-01 10:29:49.108635,2025-10-01 10:30:11.826710,0 days 00:00:22.718075,frank,0.0003422411419147783,3,5,sigmoid,COMPLETE
225,0.8808333333333334,2025-10-01 10:30:11.827311,2025-10-01 10:30:34.621674,0 days 00:00:22.794363,frank,0.00044891470051027123,3,5,sigmoid,COMPLETE
226,0.8150000000000001,2025-10-01 10:30:34.622142,2025-10-01 10:30:56.596376,0 days 00:00:21.974234,hamacher,0.00040269275628586153,3,5,sigmoid,COMPLETE
227,0.8416666666666666,2025-10-01 10:30:56.596850,2025-10-01 10:31:19.434819,0 days 00:00:22.837969,frank,0.00026399557003350867,3,5,sigmoid,COMPLETE
228,0.7875000000000001,2025-10-01 10:31:19.435263,2025-10-01 10:31:40.334870,0 days 00:00:20.899607,luka,0.0005113478158781012,3,5,sigmoid,COMPLETE
229,0.8816666666666666,2025-10-01 10:31:40.335342,2025-10-01 10:32:03.206255,0 days 00:00:22.870913,frank,0.000641277651374878,3,5,sigmoid,COMPLETE
230,0.8450000000000001,2025-10-01 10:32:03.206691,2025-10-01 10:32:23.670536,0 days 00:00:20.463845,min,0.0005685191396154228,3,5,sigmoid,COMPLETE
231,0.8808333333333334,2025-10-01 10:32:23.671012,2025-10-01 10:32:46.506449,0 days 00:00:22.835437,frank,0.00042302008068002226,3,5,sigmoid,COMPLETE
232,0.8675,2025-10-01 10:32:46.506908,2025-10-01 10:33:09.282297,0 days 00:00:22.775389,frank,0.000464274969710263,3,5,sigmoid,COMPLETE
233,0.8675,2025-10-01 10:33:09.282762,2025-10-01 10:33:32.034621,0 days 00:00:22.751859,frank,0.00038453317966872456,3,5,sigmoid,COMPLETE
234,0.7216666666666666,2025-10-01 10:33:32.035217,2025-10-01 10:33:54.703242,0 days 00:00:22.668025,frank,0.00010449467346331693,3,5,sigmoid,COMPLETE
235,0.8816666666666666,2025-10-01 10:33:54.703707,2025-10-01 10:34:17.694029,0 days 00:00:22.990322,frank,0.0005011626804220765,3,5,sigmoid,COMPLETE
236,0.8808333333333334,2025-10-01 10:34:17.694533,2025-10-01 10:34:40.475172,0 days 00:00:22.780639,frank,0.0004232504035912503,3,5,sigmoid,COMPLETE
237,0.8416666666666668,2025-10-01 10:34:40.475633,2025-10-01 10:35:03.318536,0 days 00:00:22.842903,frank,0.0003234511631116347,3,5,sigmoid,COMPLETE
238,0.9075000000000001,2025-10-01 10:35:03.319011,2025-10-01 10:35:26.308006,0 days 00:00:22.988995,frank,0.0007538211128500149,3,5,sigmoid,COMPLETE
239,0.8541666666666667,2025-10-01 10:35:26.308449,2025-10-01 10:35:47.184673,0 days 00:00:20.876224,luka,0.0008566561998330387,3,5,sigmoid,COMPLETE
240,0.8941666666666668,2025-10-01 10:35:47.185180,2025-10-01 10:36:10.028252,0 days 00:00:22.843072,frank,0.0007562496098638355,3,5,sigmoid,COMPLETE
241,0.8808333333333334,2025-10-01 10:36:10.028833,2025-10-01 10:36:32.979379,0 days 00:00:22.950546,frank,0.0007719270654210803,3,5,sigmoid,COMPLETE
242,0.8941666666666667,2025-10-01 10:36:32.979842,2025-10-01 10:36:55.775324,0 days 00:00:22.795482,frank,0.0007426074278758892,3,5,sigmoid,COMPLETE
243,0.8808333333333334,2025-10-01 10:36:55.775822,2025-10-01 10:37:18.616091,0 days 00:00:22.840269,frank,0.0008237392111172043,3,5,sigmoid,COMPLETE
244,0.8950000000000001,2025-10-01 10:37:18.616535,2025-10-01 10:37:41.510017,0 days 00:00:22.893482,frank,0.0006620166131681347,3,5,sigmoid,COMPLETE
245,0.8675,2025-10-01 10:37:41.510500,2025-10-01 10:38:04.223656,0 days 00:00:22.713156,frank,0.0006911811119442399,3,5,sigmoid,COMPLETE
246,0.8941666666666667,2025-10-01 10:38:04.224101,2025-10-01 10:38:27.004304,0 days 00:00:22.780203,frank,0.0009292526439088081,3,5,sigmoid,COMPLETE
247,0.8541666666666667,2025-10-01 10:38:27.004804,2025-10-01 10:38:55.144893,0 days 00:00:28.140089,frank,0.0006218281036742071,3,5,bell,COMPLETE
248,0.8941666666666667,2025-10-01 10:38:55.145474,2025-10-01 10:39:17.978905,0 days 00:00:22.833431,frank,0.000684331503071428,3,5,sigmoid,COMPLETE
249,0.8808333333333334,2025-10-01 10:39:17.979353,2025-10-01 10:39:40.828311,0 days 00:00:22.848958,frank,0.0007562174651087725,3,5,sigmoid,COMPLETE
250,0.8808333333333334,2025-10-01 10:39:40.828803,2025-10-01 10:40:03.643978,0 days 00:00:22.815175,frank,0.0006616915213875931,3,5,sigmoid,COMPLETE
251,0.8941666666666667,2025-10-01 10:40:03.644442,2025-10-01 10:40:26.361838,0 days 00:00:22.717396,frank,0.0005713485273026897,3,5,sigmoid,COMPLETE
252,0.8408333333333333,2025-10-01 10:40:26.362316,2025-10-01 10:40:49.267760,0 days 00:00:22.905444,frank,0.000811494297491618,3,5,sigmoid,COMPLETE
253,0.8541666666666666,2025-10-01 10:40:49.268238,2025-10-01 10:41:11.816844,0 days 00:00:22.548606,frank,0.0007150175910687096,3,4,sigmoid,COMPLETE
254,0.8808333333333334,2025-10-01 10:41:11.817432,2025-10-01 10:41:34.623746,0 days 00:00:22.806314,frank,0.0005950334720940631,3,5,sigmoid,COMPLETE
255,0.8541666666666667,2025-10-01 10:41:34.624244,2025-10-01 10:41:55.136383,0 days 00:00:20.512139,min,0.0005468532515697709,4,5,sigmoid,COMPLETE
256,0.8541666666666667,2025-10-01 10:41:55.136832,2025-10-01 10:42:17.722781,0 days 00:00:22.585949,prod,0.000610628161864841,3,5,gaussian,COMPLETE
257,0.655,2025-10-01 10:42:17.723258,2025-10-01 10:42:40.458139,0 days 00:00:22.734881,frank,3.358264796564109e-05,3,5,sigmoid,COMPLETE
258,0.8941666666666667,2025-10-01 10:42:40.458599,2025-10-01 10:43:03.294337,0 days 00:00:22.835738,frank,0.0008944282329758077,3,5,sigmoid,COMPLETE
259,0.8416666666666668,2025-10-01 10:43:03.294818,2025-10-01 10:43:31.524209,0 days 00:00:28.229391,frank,0.0006511389516572868,3,5,bell,COMPLETE
260,0.8816666666666666,2025-10-01 10:43:31.524788,2025-10-01 10:43:54.343091,0 days 00:00:22.818303,frank,0.0005157708382786876,3,5,sigmoid,COMPLETE
261,0.8683333333333334,2025-10-01 10:43:54.343568,2025-10-01 10:44:16.824818,0 days 00:00:22.481250,frank,0.000299553042466733,3,2,sigmoid,COMPLETE
262,0.8416666666666666,2025-10-01 10:44:16.825292,2025-10-01 10:44:39.713583,0 days 00:00:22.888291,frank,0.00024811833648041403,3,5,sigmoid,COMPLETE
263,0.8808333333333334,2025-10-01 10:44:39.714021,2025-10-01 10:45:02.532634,0 days 00:00:22.818613,frank,0.0007431860845276082,3,5,sigmoid,COMPLETE
264,0.8675,2025-10-01 10:45:02.533104,2025-10-01 10:45:25.302771,0 days 00:00:22.769667,frank,0.0001495257817957307,3,5,sigmoid,COMPLETE
265,0.8808333333333334,2025-10-01 10:45:25.303213,2025-10-01 10:45:47.264562,0 days 00:00:21.961349,hamacher,0.0005324905856132135,3,5,sigmoid,COMPLETE
266,0.8541666666666666,2025-10-01 10:45:47.265028,2025-10-01 10:46:09.969954,0 days 00:00:22.704926,frank,0.00048063283717812325,3,5,sigmoid,COMPLETE
267,0.8808333333333334,2025-10-01 10:46:09.970437,2025-10-01 10:46:32.758405,0 days 00:00:22.787968,frank,0.000616125965600063,3,5,sigmoid,COMPLETE
268,0.8675,2025-10-01 10:46:32.759013,2025-10-01 10:46:53.251280,0 days 00:00:20.492267,min,0.0006840535476619697,3,5,sigmoid,COMPLETE
269,0.8808333333333334,2025-10-01 10:46:53.251773,2025-10-01 10:47:16.155359,0 days 00:00:22.903586,frank,0.0005577821687377311,3,5,sigmoid,COMPLETE
270,0.8675,2025-10-01 10:47:16.155839,2025-10-01 10:47:38.846976,0 days 00:00:22.691137,frank,0.0008029651094211604,3,5,sigmoid,COMPLETE
271,0.8283333333333334,2025-10-01 10:47:38.847476,2025-10-01 10:48:07.057809,0 days 00:00:28.210333,frank,0.0003535878833561698,3,5,bell,COMPLETE
272,0.8550000000000001,2025-10-01 10:48:07.058295,2025-10-01 10:48:29.829667,0 days 00:00:22.771372,frank,0.00027590921316706073,3,5,sigmoid,COMPLETE
273,0.8675,2025-10-01 10:48:29.830196,2025-10-01 10:48:52.491184,0 days 00:00:22.660988,frank,0.00047679467172511716,3,5,sigmoid,COMPLETE
274,0.8941666666666667,2025-10-01 10:48:52.491789,2025-10-01 10:49:15.361121,0 days 00:00:22.869332,frank,0.0006451317100128526,3,5,sigmoid,COMPLETE
275,0.9075,2025-10-01 10:49:15.361597,2025-10-01 10:49:38.260872,0 days 00:00:22.899275,frank,0.0005833461583699179,3,5,sigmoid,COMPLETE
276,0.8541666666666667,2025-10-01 10:49:38.261381,2025-10-01 10:50:01.051286,0 days 00:00:22.789905,frank,0.0005860392969380741,4,5,sigmoid,COMPLETE
277,0.8150000000000001,2025-10-01 10:50:01.051739,2025-10-01 10:50:25.632365,0 days 00:00:24.580626,frank,0.0007649661882561229,3,4,gaussian,COMPLETE
278,0.8808333333333334,2025-10-01 10:50:25.632885,2025-10-01 10:50:48.459735,0 days 00:00:22.826850,frank,0.0007119678182875741,3,5,sigmoid,COMPLETE
279,0.8675,2025-10-01 10:50:48.460214,2025-10-01 10:51:11.198023,0 days 00:00:22.737809,frank,0.000530789191954736,3,5,sigmoid,COMPLETE
280,0.8675,2025-10-01 10:51:11.198612,2025-10-01 10:51:34.007404,0 days 00:00:22.808792,frank,0.0006307894175773857,3,5,sigmoid,COMPLETE
281,0.8408333333333333,2025-10-01 10:51:34.007906,2025-10-01 10:51:56.784408,0 days 00:00:22.776502,frank,0.000322120866247867,3,5,sigmoid,COMPLETE
282,0.8675,2025-10-01 10:51:56.784900,2025-10-01 10:52:19.488628,0 days 00:00:22.703728,frank,0.0005914166346120469,3,5,sigmoid,COMPLETE
283,0.8541666666666666,2025-10-01 10:52:19.489133,2025-10-01 10:52:40.153869,0 days 00:00:20.664736,prod,0.0005315364305009356,3,5,sigmoid,COMPLETE
284,0.6291666666666667,2025-10-01 10:52:40.154344,2025-10-01 10:53:03.044540,0 days 00:00:22.890196,frank,4.4635406599627565e-05,3,5,sigmoid,COMPLETE
285,0.8675,2025-10-01 10:53:03.045063,2025-10-01 10:53:31.362442,0 days 00:00:28.317379,frank,0.0008628622479076899,3,5,bell,COMPLETE
286,0.9075000000000001,2025-10-01 10:53:31.363056,2025-10-01 10:53:52.063832,0 days 00:00:20.700776,min,0.0007029291057885792,3,5,sigmoid,COMPLETE
287,0.8675,2025-10-01 10:53:52.064305,2025-10-01 10:54:12.715362,0 days 00:00:20.651057,min,0.0007169804748144594,3,5,sigmoid,COMPLETE
288,0.8541666666666666,2025-10-01 10:54:12.715885,2025-10-01 10:54:33.338365,0 days 00:00:20.622480,min,0.0006807963198140571,3,5,sigmoid,COMPLETE
289,0.8683333333333334,2025-10-01 10:54:33.338876,2025-10-01 10:54:53.823783,0 days 00:00:20.484907,min,0.0007728040753046898,3,5,sigmoid,COMPLETE
290,0.8683333333333334,2025-10-01 10:54:53.824289,2025-10-01 10:55:14.420739,0 days 00:00:20.596450,min,0.0006338392164683566,3,5,sigmoid,COMPLETE
291,0.8416666666666668,2025-10-01 10:55:14.421222,2025-10-01 10:55:37.208835,0 days 00:00:22.787613,frank,0.0002312625489883479,3,5,sigmoid,COMPLETE
292,0.8675,2025-10-01 10:55:37.209365,2025-10-01 10:55:57.712821,0 days 00:00:20.503456,min,0.0008671507015244052,3,5,sigmoid,COMPLETE
293,0.8541666666666666,2025-10-01 10:55:57.713267,2025-10-01 10:56:17.956677,0 days 00:00:20.243410,min,0.0006670098658943893,3,3,sigmoid,COMPLETE
294,0.8550000000000001,2025-10-01 10:56:17.957159,2025-10-01 10:56:40.742060,0 days 00:00:22.784901,frank,0.0002965480752166149,3,5,sigmoid,COMPLETE
295,0.8941666666666667,2025-10-01 10:56:40.742509,2025-10-01 10:57:02.754573,0 days 00:00:22.012064,hamacher,0.0009953472944489977,3,5,sigmoid,COMPLETE
296,0.8550000000000001,2025-10-01 10:57:02.755063,2025-10-01 10:57:31.040120,0 days 00:00:28.285057,frank,0.0005897187843496968,3,5,bell,COMPLETE
297,0.8558333333333333,2025-10-01 10:57:31.040745,2025-10-01 10:57:53.754663,0 days 00:00:22.713918,frank,0.0003480077705026256,3,5,sigmoid,COMPLETE
298,0.8808333333333334,2025-10-01 10:57:53.755147,2025-10-01 10:58:16.497905,0 days 00:00:22.742758,frank,0.0007202547525572606,3,5,sigmoid,COMPLETE
299,0.8675,2025-10-01 10:58:16.498427,2025-10-01 10:58:39.291161,0 days 00:00:22.792734,frank,0.0007938161043891052,3,5,sigmoid,COMPLETE
300,0.8141666666666667,2025-10-01 10:58:39.291621,2025-10-01 10:59:04.013700,0 days 00:00:24.722079,frank,0.00038281846158823047,3,5,gaussian,COMPLETE
301,0.8675,2025-10-01 10:59:04.014215,2025-10-01 10:59:26.739850,0 days 00:00:22.725635,frank,0.0005606622372647207,3,5,sigmoid,COMPLETE
302,0.8408333333333333,2025-10-01 10:59:26.740333,2025-10-01 10:59:47.260483,0 days 00:00:20.520150,min,0.0002624626444330992,3,5,sigmoid,COMPLETE
303,0.9075,2025-10-01 10:59:47.261002,2025-10-01 11:00:10.065398,0 days 00:00:22.804396,frank,0.0006556826166974255,3,5,sigmoid,COMPLETE
304,0.8808333333333334,2025-10-01 11:00:10.065893,2025-10-01 11:00:32.913708,0 days 00:00:22.847815,frank,0.0006872245061178194,3,5,sigmoid,COMPLETE
305,0.8941666666666668,2025-10-01 11:00:32.914338,2025-10-01 11:00:55.753984,0 days 00:00:22.839646,frank,0.0005779420837771048,3,5,sigmoid,COMPLETE
306,0.8541666666666666,2025-10-01 11:00:55.754501,2025-10-01 11:01:18.357236,0 days 00:00:22.602735,frank,0.00048806665665098706,3,5,sigmoid,COMPLETE
307,0.8541666666666666,2025-10-01 11:01:18.357710,2025-10-01 11:01:41.153445,0 days 00:00:22.795735,frank,0.0003150766175476583,4,5,sigmoid,COMPLETE
308,0.8408333333333335,2025-10-01 11:01:41.153974,2025-10-01 11:02:03.720250,0 days 00:00:22.566276,frank,0.000443919379848828,5,3,sigmoid,COMPLETE
309,0.8808333333333334,2025-10-01 11:02:03.720710,2025-10-01 11:02:26.519713,0 days 00:00:22.799003,frank,0.0005451886808098273,3,5,sigmoid,COMPLETE
310,0.8150000000000001,2025-10-01 11:02:26.520215,2025-10-01 11:02:54.702781,0 days 00:00:28.182566,frank,0.0005726550455911151,3,5,bell,COMPLETE
311,0.7216666666666666,2025-10-01 11:02:54.703426,2025-10-01 11:03:17.363298,0 days 00:00:22.659872,frank,8.748432480264247e-05,3,5,sigmoid,COMPLETE
312,0.7616666666666667,2025-10-01 11:03:17.363791,2025-10-01 11:03:40.127666,0 days 00:00:22.763875,frank,1.2838867275900518e-05,3,5,sigmoid,COMPLETE
313,0.8550000000000001,2025-10-01 11:03:40.128200,2025-10-01 11:04:02.758195,0 days 00:00:22.629995,frank,0.00018950954069250314,3,5,sigmoid,COMPLETE
314,0.8941666666666668,2025-10-01 11:04:02.758667,2025-10-01 11:04:23.404076,0 days 00:00:20.645409,prod,0.0004026090340256898,3,5,sigmoid,COMPLETE
315,0.8683333333333334,2025-10-01 11:04:23.404599,2025-10-01 11:04:44.031227,0 days 00:00:20.626628,prod,0.0003882921846781652,3,5,sigmoid,COMPLETE
316,0.8541666666666666,2025-10-01 11:04:44.031683,2025-10-01 11:05:04.699566,0 days 00:00:20.667883,prod,0.0004176925041655062,3,5,sigmoid,COMPLETE
317,0.8808333333333334,2025-10-01 11:05:04.700068,2025-10-01 11:05:25.351022,0 days 00:00:20.650954,prod,0.0004634370966696157,3,5,sigmoid,COMPLETE
318,0.8275,2025-10-01 11:05:25.351509,2025-10-01 11:05:45.736308,0 days 00:00:20.384799,min,0.0005021307186209681,3,2,sigmoid,COMPLETE
319,0.8941666666666667,2025-10-01 11:05:45.736809,2025-10-01 11:06:06.425796,0 days 00:00:20.688987,prod,0.0007536884253073856,3,5,sigmoid,COMPLETE
320,0.8541666666666667,2025-10-01 11:06:06.426295,2025-10-01 11:06:27.116929,0 days 00:00:20.690634,prod,0.0008190477289560511,3,5,sigmoid,COMPLETE
321,0.8808333333333334,2025-10-01 11:06:27.117482,2025-10-01 11:06:47.814027,0 days 00:00:20.696545,prod,0.0005978097210207465,3,5,sigmoid,COMPLETE
322,0.8408333333333333,2025-10-01 11:06:47.814522,2025-10-01 11:07:12.547785,0 days 00:00:24.733263,frank,0.0005218873095546896,3,5,gaussian,COMPLETE
323,0.8675,2025-10-01 11:07:12.548421,2025-10-01 11:07:35.386028,0 days 00:00:22.837607,frank,0.0006718008687050843,3,5,sigmoid,COMPLETE
324,0.8141666666666667,2025-10-01 11:07:35.386568,2025-10-01 11:08:03.433765,0 days 00:00:28.047197,frank,0.00012286284076741758,3,5,bell,COMPLETE
