number,value,datetime_start,datetime_complete,duration,params_and_operator,params_lr,params_n_sets_protein,params_n_sets_salt,params_shape,state
165,0.8399999999999999,2025-10-01 11:45:00.723934,2025-10-01 11:45:18.240026,0 days 00:00:17.516092,prod,0.0008453561284604944,3,5,bell,COMPLETE
166,0.7836363636363636,2025-10-01 11:45:18.240458,2025-10-01 11:45:33.372465,0 days 00:00:15.132007,prod,0.0009138386185944627,2,5,gaussian,COMPLETE
167,0.82,2025-10-01 11:45:33.372795,2025-10-01 11:45:50.896937,0 days 00:00:17.524142,prod,0.00034728739160116425,3,5,bell,COMPLETE
168,0.7636363636363637,2025-10-01 11:45:50.897387,2025-10-01 11:46:04.612612,0 days 00:00:13.715225,min,0.0007445184247955983,5,5,sigmoid,COMPLETE
169,0.7436363636363635,2025-10-01 11:46:04.613047,2025-10-01 11:46:22.097167,0 days 00:00:17.484120,prod,0.0006768652936264118,3,4,bell,COMPLETE
170,0.8018181818181818,2025-10-01 11:46:22.097646,2025-10-01 11:46:39.669777,0 days 00:00:17.572131,prod,0.0005481344409929635,4,5,bell,COMPLETE
171,0.82,2025-10-01 11:46:39.670204,2025-10-01 11:46:54.858349,0 days 00:00:15.188145,prod,0.0006002194996004732,3,5,gaussian,COMPLETE
172,0.7672727272727272,2025-10-01 11:46:54.858668,2025-10-01 11:47:10.061245,0 days 00:00:15.202577,prod,0.000813892116534034,3,5,gaussian,COMPLETE
173,0.82,2025-10-01 11:47:10.061698,2025-10-01 11:47:25.222769,0 days 00:00:15.161071,prod,0.0004907424135151741,3,5,gaussian,COMPLETE
174,0.8399999999999999,2025-10-01 11:47:25.223194,2025-10-01 11:47:40.383333,0 days 00:00:15.160139,prod,0.00068724496495701,3,5,gaussian,COMPLETE
175,0.6472727272727273,2025-10-01 11:47:40.383778,2025-10-01 11:47:55.356351,0 days 00:00:14.972573,prod,0.0006133137335723952,3,2,gaussian,COMPLETE
176,0.7999999999999999,2025-10-01 11:47:55.356675,2025-10-01 11:48:12.868115,0 days 00:00:17.511440,prod,0.00025081121831350636,3,5,bell,COMPLETE
177,0.761818181818182,2025-10-01 11:48:12.868540,2025-10-01 11:48:26.718873,0 days 00:00:13.850333,prod,0.0007796383340523561,3,4,sigmoid,COMPLETE
178,0.35454545454545455,2025-10-01 11:48:26.719312,2025-10-01 11:48:44.344515,0 days 00:00:17.625203,luka,0.0008907143212098103,2,5,bell,COMPLETE
179,0.7799999999999999,2025-10-01 11:48:44.344960,2025-10-01 11:49:01.723461,0 days 00:00:17.378501,min,0.00031224126945498826,3,5,bell,COMPLETE
180,0.8399999999999999,2025-10-01 11:49:01.723919,2025-10-01 11:49:19.225663,0 days 00:00:17.501744,prod,0.000987987020931144,3,5,bell,COMPLETE
181,0.6854545454545455,2025-10-01 11:49:19.226094,2025-10-01 11:49:36.717862,0 days 00:00:17.491768,prod,0.00027728561647053434,3,4,bell,COMPLETE
182,0.8018181818181818,2025-10-01 11:49:36.718312,2025-10-01 11:49:54.197053,0 days 00:00:17.478741,prod,0.0004278930034907658,3,4,bell,COMPLETE
183,0.8399999999999999,2025-10-01 11:49:54.197383,2025-10-01 11:50:11.684499,0 days 00:00:17.487116,prod,0.00033716265885557156,3,4,bell,COMPLETE
184,0.8399999999999999,2025-10-01 11:50:11.684929,2025-10-01 11:50:29.196638,0 days 00:00:17.511709,prod,0.00040164678880404267,3,4,bell,COMPLETE
185,0.78,2025-10-01 11:50:29.197097,2025-10-01 11:50:46.685373,0 days 00:00:17.488276,prod,0.0007405647235504625,3,4,bell,COMPLETE
186,0.7,2025-10-01 11:50:46.685801,2025-10-01 11:51:00.543990,0 days 00:00:13.858189,prod,0.0001004485530055613,3,4,sigmoid,COMPLETE
187,0.7672727272727272,2025-10-01 11:51:00.544454,2025-10-01 11:51:15.606407,0 days 00:00:15.061953,prod,0.00023670601618049175,2,5,gaussian,COMPLETE
188,0.82,2025-10-01 11:51:15.606742,2025-10-01 11:51:32.984955,0 days 00:00:17.378213,prod,0.0003583748545630601,4,4,bell,COMPLETE
189,0.7854545454545454,2025-10-01 11:51:32.985385,2025-10-01 11:51:51.367994,0 days 00:00:18.382609,hamacher,0.00029335601310152365,3,5,bell,COMPLETE
190,0.82,2025-10-01 11:51:51.368458,2025-10-01 11:52:08.756951,0 days 00:00:17.388493,min,0.0008130567969257946,3,5,bell,COMPLETE
191,0.76,2025-10-01 11:52:08.757384,2025-10-01 11:52:26.258516,0 days 00:00:17.501132,prod,0.0002041090740753809,3,4,bell,COMPLETE
192,0.7272727272727273,2025-10-01 11:52:26.258996,2025-10-01 11:52:43.740428,0 days 00:00:17.481432,prod,0.0001506308655926963,3,4,bell,COMPLETE
193,0.8399999999999999,2025-10-01 11:52:43.740862,2025-10-01 11:53:01.231069,0 days 00:00:17.490207,prod,0.0006514209124416195,3,4,bell,COMPLETE
194,0.7072727272727273,2025-10-01 11:53:01.231524,2025-10-01 11:53:18.712576,0 days 00:00:17.481052,prod,0.00013021253975249895,3,4,bell,COMPLETE
195,0.8399999999999999,2025-10-01 11:53:18.713005,2025-10-01 11:53:36.215285,0 days 00:00:17.502280,prod,0.0003254982082846936,3,4,bell,COMPLETE
196,0.7,2025-10-01 11:53:36.215746,2025-10-01 11:53:50.073940,0 days 00:00:13.858194,prod,0.00017532758466123896,3,4,sigmoid,COMPLETE
197,0.8036363636363635,2025-10-01 11:53:50.074282,2025-10-01 11:54:07.590918,0 days 00:00:17.516636,prod,0.00019966260240023386,3,5,bell,COMPLETE
198,0.8036363636363635,2025-10-01 11:54:07.591345,2025-10-01 11:54:26.545891,0 days 00:00:18.954546,frank,0.000874552760550344,2,5,bell,COMPLETE
199,0.8399999999999999,2025-10-01 11:54:26.546355,2025-10-01 11:54:44.071339,0 days 00:00:17.524984,prod,0.0007440818473306326,3,5,bell,COMPLETE
200,0.8036363636363635,2025-10-01 11:54:45.104877,2025-10-01 11:55:00.106257,0 days 00:00:15.001380,prod,0.0006836239769530938,4,4,gaussian,COMPLETE
201,0.8236363636363636,2025-10-01 11:55:00.106743,2025-10-01 11:55:17.510353,0 days 00:00:17.403610,min,0.0005223873506614805,3,5,bell,COMPLETE
202,0.7854545454545454,2025-10-01 11:55:17.510810,2025-10-01 11:55:34.913749,0 days 00:00:17.402939,min,0.0008225200934358661,3,5,bell,COMPLETE
203,0.7654545454545454,2025-10-01 11:55:34.914096,2025-10-01 11:55:52.311458,0 days 00:00:17.397362,min,0.0006353131353525101,3,5,bell,COMPLETE
204,0.78,2025-10-01 11:55:52.311935,2025-10-01 11:56:09.717879,0 days 00:00:17.405944,min,0.0002616389756498945,3,5,bell,COMPLETE
205,0.8399999999999999,2025-10-01 11:56:09.718316,2025-10-01 11:56:27.129706,0 days 00:00:17.411390,min,0.0005754176892928635,3,5,bell,COMPLETE
206,0.7472727272727273,2025-10-01 11:56:27.130179,2025-10-01 11:56:41.010277,0 days 00:00:13.880098,prod,0.00037584081514423944,3,5,sigmoid,COMPLETE
207,0.6090909090909091,2025-10-01 11:56:41.010714,2025-10-01 11:56:58.354012,0 days 00:00:17.343298,prod,7.175901489691729e-05,3,3,bell,COMPLETE
208,0.7999999999999999,2025-10-01 11:56:58.354483,2025-10-01 11:57:15.874603,0 days 00:00:17.520120,prod,0.0006275822072893474,3,5,bell,COMPLETE
209,0.8399999999999999,2025-10-01 11:57:15.874949,2025-10-01 11:57:33.284733,0 days 00:00:17.409784,min,0.000712634542121866,3,5,bell,COMPLETE
210,0.7836363636363636,2025-10-01 11:57:33.285176,2025-10-01 11:57:50.768131,0 days 00:00:17.482955,prod,0.0008991606052278389,2,4,bell,COMPLETE
211,0.7654545454545454,2025-10-01 11:57:50.768594,2025-10-01 11:58:08.171258,0 days 00:00:17.402664,min,0.0007583653660260506,3,5,bell,COMPLETE
212,0.8399999999999999,2025-10-01 11:58:08.171694,2025-10-01 11:58:25.574919,0 days 00:00:17.403225,min,0.0007967377874698242,3,5,bell,COMPLETE
213,0.8399999999999999,2025-10-01 11:58:25.575380,2025-10-01 11:58:42.971817,0 days 00:00:17.396437,min,0.0006844885465895848,3,5,bell,COMPLETE
214,0.82,2025-10-01 11:58:42.972268,2025-10-01 11:59:00.362822,0 days 00:00:17.390554,min,0.000294898983931131,3,5,bell,COMPLETE
215,0.82,2025-10-01 11:59:00.363286,2025-10-01 11:59:14.240876,0 days 00:00:13.877590,prod,0.0008460976391416642,3,5,sigmoid,COMPLETE
216,0.3945454545454546,2025-10-01 11:59:14.241207,2025-10-01 11:59:31.894221,0 days 00:00:17.653014,luka,0.0007520437026296017,3,5,bell,COMPLETE
217,0.8399999999999999,2025-10-01 11:59:31.894666,2025-10-01 11:59:47.032024,0 days 00:00:15.137358,prod,0.0005882546739104073,3,5,gaussian,COMPLETE
218,0.8218181818181817,2025-10-01 11:59:47.032487,2025-10-01 12:00:04.440042,0 days 00:00:17.407555,min,0.000921683365222355,3,5,bell,COMPLETE
219,0.8399999999999999,2025-10-01 12:00:04.440491,2025-10-01 12:00:21.825316,0 days 00:00:17.384825,prod,0.0006551135360222083,4,4,bell,COMPLETE
220,0.7272727272727272,2025-10-01 12:00:21.825790,2025-10-01 12:00:39.349789,0 days 00:00:17.523999,prod,0.0007647090376860468,3,5,bell,COMPLETE
221,0.8399999999999999,2025-10-01 12:00:39.350239,2025-10-01 12:00:56.750536,0 days 00:00:17.400297,min,0.0005568512310239805,3,5,bell,COMPLETE
222,0.82,2025-10-01 12:00:56.750900,2025-10-01 12:01:14.148816,0 days 00:00:17.397916,min,0.00045686751170576556,3,5,bell,COMPLETE
223,0.8018181818181818,2025-10-01 12:01:14.149295,2025-10-01 12:01:31.545991,0 days 00:00:17.396696,min,0.000595126762978368,3,5,bell,COMPLETE
224,0.7454545454545455,2025-10-01 12:01:31.546446,2025-10-01 12:01:48.958016,0 days 00:00:17.411570,min,0.0006988186202600078,3,5,bell,COMPLETE
225,0.82,2025-10-01 12:01:48.958494,2025-10-01 12:02:06.476651,0 days 00:00:17.518157,prod,0.0006502401910909562,3,5,bell,COMPLETE
226,0.8218181818181817,2025-10-01 12:02:06.477078,2025-10-01 12:02:20.363302,0 days 00:00:13.886224,prod,0.0008314998347616609,3,5,sigmoid,COMPLETE
227,0.7999999999999999,2025-10-01 12:02:20.363772,2025-10-01 12:02:37.719774,0 days 00:00:17.356002,min,0.0005382665171417703,2,4,bell,COMPLETE
228,0.82,2025-10-01 12:02:37.720120,2025-10-01 12:02:56.102994,0 days 00:00:18.382874,hamacher,0.0009180346752235781,3,5,bell,COMPLETE
229,0.8218181818181817,2025-10-01 12:02:56.103444,2025-10-01 12:03:11.223898,0 days 00:00:15.120454,prod,0.0007285767800956303,3,5,gaussian,COMPLETE
230,0.74,2025-10-01 12:03:11.224367,2025-10-01 12:03:28.727457,0 days 00:00:17.503090,prod,0.00022505474059427593,3,4,bell,COMPLETE
231,0.8218181818181817,2025-10-01 12:03:28.727911,2025-10-01 12:03:46.127581,0 days 00:00:17.399670,min,0.0006303690004418388,3,5,bell,COMPLETE
232,0.82,2025-10-01 12:03:46.128057,2025-10-01 12:04:03.524001,0 days 00:00:17.395944,min,0.0006942736402225792,3,5,bell,COMPLETE
233,0.8399999999999999,2025-10-01 12:04:03.524442,2025-10-01 12:04:20.915429,0 days 00:00:17.390987,min,0.0007982357938331944,3,5,bell,COMPLETE
234,0.7618181818181817,2025-10-01 12:04:20.915900,2025-10-01 12:04:38.298157,0 days 00:00:17.382257,min,0.00031687192576671484,3,5,bell,COMPLETE
235,0.82,2025-10-01 12:04:38.298599,2025-10-01 12:04:55.688351,0 days 00:00:17.389752,min,0.0006170146729656462,3,5,bell,COMPLETE
236,0.8399999999999999,2025-10-01 12:04:55.688706,2025-10-01 12:05:13.221442,0 days 00:00:17.532736,prod,0.0007130284666011123,3,5,bell,COMPLETE
237,0.8218181818181817,2025-10-01 12:05:13.221922,2025-10-01 12:05:28.444012,0 days 00:00:15.222090,frank,0.0004916551887282862,3,5,sigmoid,COMPLETE
238,0.7454545454545454,2025-10-01 12:05:28.444449,2025-10-01 12:05:45.935570,0 days 00:00:17.491121,prod,0.0002652951544264998,2,5,bell,COMPLETE
239,0.8399999999999999,2025-10-01 12:05:45.936059,2025-10-01 12:06:03.423482,0 days 00:00:17.487423,prod,0.000999526895703745,3,4,bell,COMPLETE
240,0.82,2025-10-01 12:06:03.423919,2025-10-01 12:06:20.952822,0 days 00:00:17.528903,prod,0.0008382982267253371,3,5,bell,COMPLETE
241,0.7436363636363635,2025-10-01 12:06:20.953308,2025-10-01 12:06:38.444280,0 days 00:00:17.490972,prod,0.00029927803436598043,2,5,bell,COMPLETE
242,0.8399999999999999,2025-10-01 12:06:38.444733,2025-10-01 12:06:55.919008,0 days 00:00:17.474275,prod,0.0002773277068528482,2,5,bell,COMPLETE
243,0.78,2025-10-01 12:06:55.919349,2025-10-01 12:07:13.401304,0 days 00:00:17.481955,prod,0.0002524180559467703,2,5,bell,COMPLETE
244,0.82,2025-10-01 12:07:14.506410,2025-10-01 12:07:31.973711,0 days 00:00:17.467301,prod,0.0007556555323328832,2,5,bell,COMPLETE
245,0.82,2025-10-01 12:07:31.974149,2025-10-01 12:07:49.539632,0 days 00:00:17.565483,prod,0.00027784584923641695,4,5,bell,COMPLETE
246,0.8218181818181817,2025-10-01 12:07:49.540111,2025-10-01 12:08:04.302881,0 days 00:00:14.762770,min,0.0006776685269373664,2,5,gaussian,COMPLETE
247,0.8399999999999999,2025-10-01 12:08:04.303324,2025-10-01 12:08:21.787248,0 days 00:00:17.483924,prod,0.0003184860465679134,3,4,bell,COMPLETE
248,0.7618181818181818,2025-10-01 12:08:21.787728,2025-10-01 12:08:35.635021,0 days 00:00:13.847293,prod,0.0003642178614364917,2,5,sigmoid,COMPLETE
249,0.8399999999999999,2025-10-01 12:08:35.635365,2025-10-01 12:08:53.167155,0 days 00:00:17.531790,prod,0.0005986850736459631,3,5,bell,COMPLETE
250,0.7799999999999999,2025-10-01 12:08:53.167619,2025-10-01 12:09:10.562525,0 days 00:00:17.394906,min,0.0007786128650587881,3,5,bell,COMPLETE
251,0.8399999999999999,2025-10-01 12:09:10.563013,2025-10-01 12:09:28.042420,0 days 00:00:17.479407,prod,0.00033828256665260654,3,4,bell,COMPLETE
252,0.46545454545454534,2025-10-01 12:09:28.042887,2025-10-01 12:09:45.556750,0 days 00:00:17.513863,prod,1.6591069891516027e-05,3,5,bell,COMPLETE
253,0.82,2025-10-01 12:09:45.557240,2025-10-01 12:09:59.442874,0 days 00:00:13.885634,prod,0.00086036756535408,3,5,sigmoid,COMPLETE
254,0.7636363636363637,2025-10-01 12:09:59.443225,2025-10-01 12:10:16.796138,0 days 00:00:17.352913,min,0.0005576928850003067,2,4,bell,COMPLETE
255,0.27454545454545454,2025-10-01 12:10:16.796593,2025-10-01 12:10:31.864987,0 days 00:00:15.068394,luka,0.0006620431276477914,3,5,gaussian,COMPLETE
256,0.8399999999999999,2025-10-01 12:10:31.865473,2025-10-01 12:10:49.370379,0 days 00:00:17.504906,prod,0.0009162530652191841,3,5,bell,COMPLETE
257,0.6290909090909091,2025-10-01 12:10:49.370839,2025-10-01 12:11:06.943947,0 days 00:00:17.573108,prod,0.000235480147769247,4,5,bell,COMPLETE
258,0.76,2025-10-01 12:11:06.944428,2025-10-01 12:11:24.421630,0 days 00:00:17.477202,prod,0.000714906509018692,3,4,bell,COMPLETE
259,0.5872727272727273,2025-10-01 12:11:24.422069,2025-10-01 12:11:41.759607,0 days 00:00:17.337538,min,0.0001604624128840802,5,2,bell,COMPLETE
260,0.8399999999999999,2025-10-01 12:11:41.760096,2025-10-01 12:11:55.644185,0 days 00:00:13.884089,prod,0.0008414708139998573,3,5,sigmoid,COMPLETE
261,0.7618181818181818,2025-10-01 12:11:55.644532,2025-10-01 12:12:13.113353,0 days 00:00:17.468821,prod,0.0007663550511641492,4,3,bell,COMPLETE
262,0.8036363636363635,2025-10-01 12:12:13.113811,2025-10-01 12:12:30.531610,0 days 00:00:17.417799,min,0.0006464023119551941,3,5,bell,COMPLETE
263,0.82,2025-10-01 12:12:30.532090,2025-10-01 12:12:45.576229,0 days 00:00:15.044139,prod,0.00019102823319685098,2,5,gaussian,COMPLETE
264,0.7672727272727272,2025-10-01 12:12:45.576676,2025-10-01 12:13:03.928840,0 days 00:00:18.352164,hamacher,0.00028073301749925093,3,4,bell,COMPLETE
265,0.8,2025-10-01 12:13:03.929326,2025-10-01 12:13:21.440161,0 days 00:00:17.510835,prod,0.0005637646972510569,3,5,bell,COMPLETE
266,0.7672727272727272,2025-10-01 12:13:21.440614,2025-10-01 12:13:38.944137,0 days 00:00:17.503523,prod,0.0007144814263349945,3,5,bell,COMPLETE
267,0.7072727272727273,2025-10-01 12:13:38.944481,2025-10-01 12:13:54.110415,0 days 00:00:15.165934,frank,0.00038718089955044286,3,4,sigmoid,COMPLETE
268,0.5527272727272727,2025-10-01 12:13:54.110916,2025-10-01 12:14:11.503137,0 days 00:00:17.392221,min,5.68698278139703e-05,3,5,bell,COMPLETE
269,0.74,2025-10-01 12:14:11.503600,2025-10-01 12:14:28.997421,0 days 00:00:17.493821,prod,0.00021906895784279466,2,5,bell,COMPLETE
270,0.8218181818181817,2025-10-01 12:14:28.997898,2025-10-01 12:14:46.518551,0 days 00:00:17.520653,prod,0.000602977677322746,3,5,bell,COMPLETE
271,0.7872727272727273,2025-10-01 12:14:46.519004,2025-10-01 12:15:01.407173,0 days 00:00:14.888169,prod,0.0001082312667178161,3,4,gaussian,COMPLETE
272,0.8399999999999999,2025-10-01 12:15:01.407654,2025-10-01 12:15:18.799289,0 days 00:00:17.391635,min,0.0008115542255584255,3,5,bell,COMPLETE
273,0.78,2025-10-01 12:15:18.799643,2025-10-01 12:15:36.311080,0 days 00:00:17.511437,prod,0.0009322346412850014,3,5,bell,COMPLETE
274,0.7636363636363637,2025-10-01 12:15:36.311534,2025-10-01 12:15:50.165426,0 days 00:00:13.853892,prod,0.0006543820822435764,3,4,sigmoid,COMPLETE
275,0.7818181818181819,2025-10-01 12:15:50.165892,2025-10-01 12:16:07.736323,0 days 00:00:17.570431,prod,0.000252953160668276,4,5,bell,COMPLETE
276,0.7854545454545454,2025-10-01 12:16:07.736774,2025-10-01 12:16:25.115803,0 days 00:00:17.379029,min,0.0007688845366981425,2,5,bell,COMPLETE
277,0.7454545454545455,2025-10-01 12:16:25.116276,2025-10-01 12:16:42.632403,0 days 00:00:17.516127,prod,0.0005014451465558569,3,5,bell,COMPLETE
278,0.82,2025-10-01 12:16:42.632851,2025-10-01 12:17:00.116748,0 days 00:00:17.483897,prod,0.0003380784489794778,3,4,bell,COMPLETE
279,0.8018181818181818,2025-10-01 12:17:00.117224,2025-10-01 12:17:17.634780,0 days 00:00:17.517556,prod,0.00029954476195792997,3,5,bell,COMPLETE
280,0.749090909090909,2025-10-01 12:17:17.635147,2025-10-01 12:17:31.398531,0 days 00:00:13.763384,min,0.0008587184501718362,3,5,sigmoid,COMPLETE
281,0.27454545454545454,2025-10-01 12:17:31.398981,2025-10-01 12:17:46.470043,0 days 00:00:15.071062,luka,0.0009937393971027322,3,5,gaussian,COMPLETE
282,0.8399999999999999,2025-10-01 12:17:46.470525,2025-10-01 12:18:03.938349,0 days 00:00:17.467824,prod,0.0006785611447327239,2,4,bell,COMPLETE
283,0.82,2025-10-01 12:18:03.938808,2025-10-01 12:18:21.451447,0 days 00:00:17.512639,prod,0.0007416490577170182,3,5,bell,COMPLETE
284,0.5890909090909091,2025-10-01 12:18:21.451928,2025-10-01 12:18:38.845377,0 days 00:00:17.393449,min,3.53127230899668e-05,3,5,bell,COMPLETE
285,0.8399999999999999,2025-10-01 12:18:38.845745,2025-10-01 12:18:56.360768,0 days 00:00:17.515023,prod,0.0006245414796206054,3,5,bell,COMPLETE
286,0.82,2025-10-01 12:18:56.361224,2025-10-01 12:19:13.855777,0 days 00:00:17.494553,prod,0.0008093928951778348,3,4,bell,COMPLETE
287,0.6290909090909091,2025-10-01 12:19:13.856268,2025-10-01 12:19:27.594876,0 days 00:00:13.738608,prod,0.00042296451179176756,3,3,sigmoid,COMPLETE
288,0.8,2025-10-01 12:19:27.595316,2025-10-01 12:19:44.989026,0 days 00:00:17.393710,min,0.0005418505605082663,2,5,bell,COMPLETE
289,0.82,2025-10-01 12:19:44.989514,2025-10-01 12:20:01.035373,0 days 00:00:16.045859,hamacher,0.0007044866364580524,3,5,gaussian,COMPLETE
290,0.8399999999999999,2025-10-01 12:20:01.035826,2025-10-01 12:20:18.522539,0 days 00:00:17.486713,prod,0.00090782184635434,3,4,bell,COMPLETE
291,0.8036363636363635,2025-10-01 12:20:18.522924,2025-10-01 12:20:36.039473,0 days 00:00:17.516549,prod,0.0005934750582692337,3,5,bell,COMPLETE
292,0.82,2025-10-01 12:20:36.039981,2025-10-01 12:20:53.600463,0 days 00:00:17.560482,prod,0.0001403038637154759,4,5,bell,COMPLETE
293,0.8399999999999999,2025-10-01 12:20:53.600924,2025-10-01 12:21:10.999504,0 days 00:00:17.398580,min,0.0007993247886526789,3,5,bell,COMPLETE
294,0.82,2025-10-01 12:21:11.000008,2025-10-01 12:21:24.931384,0 days 00:00:13.931376,prod,0.0007025154319816708,5,4,sigmoid,COMPLETE
295,0.8399999999999999,2025-10-01 12:21:24.931826,2025-10-01 12:21:42.423132,0 days 00:00:17.491306,prod,0.0003104305167055986,2,5,bell,COMPLETE
296,0.8,2025-10-01 12:21:42.423627,2025-10-01 12:21:59.995779,0 days 00:00:17.572152,prod,0.0002535259914387371,4,5,bell,COMPLETE
297,0.8,2025-10-01 12:21:59.996141,2025-10-01 12:22:17.394196,0 days 00:00:17.398055,min,0.00028158943961770536,3,5,bell,COMPLETE
298,0.82,2025-10-01 12:22:17.394652,2025-10-01 12:22:32.425657,0 days 00:00:15.031005,prod,0.00035657511593474155,3,4,gaussian,COMPLETE
299,0.8399999999999999,2025-10-01 12:22:32.426144,2025-10-01 12:22:51.374970,0 days 00:00:18.948826,frank,0.0008694785817064773,3,5,bell,COMPLETE
300,0.7836363636363636,2025-10-01 12:22:51.375434,2025-10-01 12:23:08.893746,0 days 00:00:17.518312,prod,0.0006421139540983568,3,5,bell,COMPLETE
301,0.8036363636363637,2025-10-01 12:23:08.894236,2025-10-01 12:23:22.788186,0 days 00:00:13.893950,prod,0.0001757949367021542,3,5,sigmoid,COMPLETE
302,0.8399999999999999,2025-10-01 12:23:22.788631,2025-10-01 12:23:40.143588,0 days 00:00:17.354957,min,0.0007554865624909328,2,4,bell,COMPLETE
303,0.630909090909091,2025-10-01 12:23:40.143951,2025-10-01 12:23:57.665919,0 days 00:00:17.521968,prod,8.625486028191033e-05,3,5,bell,COMPLETE
304,0.7818181818181817,2025-10-01 12:23:57.666422,2025-10-01 12:24:15.176127,0 days 00:00:17.509705,prod,0.0004554758915562322,3,5,bell,COMPLETE
305,0.8,2025-10-01 12:24:15.176600,2025-10-01 12:24:32.559903,0 days 00:00:17.383303,min,0.0005828554283363541,3,4,bell,COMPLETE
306,0.78,2025-10-01 12:24:32.560397,2025-10-01 12:24:47.568796,0 days 00:00:15.008399,prod,0.00023407241590565957,3,5,gaussian,COMPLETE
307,0.3945454545454546,2025-10-01 12:24:47.569240,2025-10-01 12:25:05.197156,0 days 00:00:17.627916,luka,0.0009138322519514552,2,5,bell,COMPLETE
308,0.7636363636363637,2025-10-01 12:25:05.197666,2025-10-01 12:25:19.067420,0 days 00:00:13.869754,prod,0.0005140317398282697,3,4,sigmoid,COMPLETE
309,0.86,2025-10-01 12:25:19.067778,2025-10-01 12:25:36.580399,0 days 00:00:17.512621,prod,0.0006775835953488,3,5,bell,COMPLETE
310,0.8399999999999999,2025-10-01 12:25:36.580869,2025-10-01 12:25:54.103076,0 days 00:00:17.522207,prod,0.0006714657649695755,3,5,bell,COMPLETE
311,0.8399999999999999,2025-10-01 12:25:54.103565,2025-10-01 12:26:11.493010,0 days 00:00:17.389445,min,0.000743255432929205,3,5,bell,COMPLETE
312,0.8399999999999999,2025-10-01 12:26:11.493476,2025-10-01 12:26:29.019632,0 days 00:00:17.526156,prod,0.0008082841070864468,3,5,bell,COMPLETE
313,0.7272727272727273,2025-10-01 12:26:29.020130,2025-10-01 12:26:46.505135,0 days 00:00:17.485005,prod,0.0006211654922413777,3,4,bell,COMPLETE
314,0.8,2025-10-01 12:26:46.505592,2025-10-01 12:27:00.399542,0 days 00:00:13.893950,prod,0.0007007069171438868,3,5,sigmoid,COMPLETE
315,0.8,2025-10-01 12:27:00.399893,2025-10-01 12:27:18.793681,0 days 00:00:18.393788,hamacher,0.0008399194270719177,3,5,bell,COMPLETE
316,0.76,2025-10-01 12:27:18.794184,2025-10-01 12:27:33.586508,0 days 00:00:14.792324,min,0.0006652826373710576,3,5,gaussian,COMPLETE
317,0.8399999999999999,2025-10-01 12:27:33.586992,2025-10-01 12:27:51.073518,0 days 00:00:17.486526,prod,0.0005616456230772296,3,4,bell,COMPLETE
318,0.82,2025-10-01 12:27:51.074025,2025-10-01 12:28:08.593583,0 days 00:00:17.519558,prod,0.0007576012703518613,3,5,bell,COMPLETE
319,0.7836363636363636,2025-10-01 12:28:08.594044,2025-10-01 12:28:26.060765,0 days 00:00:17.466721,min,0.0009743373652108456,4,5,bell,COMPLETE
320,0.8,2025-10-01 12:28:26.061263,2025-10-01 12:28:43.538805,0 days 00:00:17.477542,prod,0.0006174709522937993,3,4,bell,COMPLETE
321,0.8399999999999999,2025-10-01 12:28:43.539271,2025-10-01 12:28:58.905232,0 days 00:00:15.365961,frank,0.0007245575627801687,3,5,sigmoid,COMPLETE
322,0.8218181818181817,2025-10-01 12:28:58.905601,2025-10-01 12:29:16.406922,0 days 00:00:17.501321,prod,0.0008704757360784324,3,5,bell,COMPLETE
323,0.8399999999999999,2025-10-01 12:29:16.407426,2025-10-01 12:29:33.919513,0 days 00:00:17.512087,prod,0.0007996119847422458,3,5,bell,COMPLETE
324,0.8399999999999999,2025-10-01 12:29:33.919971,2025-10-01 12:29:51.289831,0 days 00:00:17.369860,min,0.0006841665824320501,3,4,bell,COMPLETE
325,0.78,2025-10-01 12:29:51.290333,2025-10-01 12:30:06.388232,0 days 00:00:15.097899,prod,0.0005380968048208823,3,5,gaussian,COMPLETE
326,0.8399999999999999,2025-10-01 12:30:06.388690,2025-10-01 12:30:23.898916,0 days 00:00:17.510226,prod,0.0005976894832202673,3,5,bell,COMPLETE
327,0.7999999999999999,2025-10-01 12:30:23.899643,2025-10-01 12:30:41.365029,0 days 00:00:17.465386,prod,0.000771362673029438,3,4,bell,COMPLETE
328,0.5909090909090909,2025-10-01 12:30:41.365488,2025-10-01 12:30:55.093316,0 days 00:00:13.727828,min,0.00011875029040486918,4,3,sigmoid,COMPLETE
329,0.7654545454545454,2025-10-01 12:30:55.093667,2025-10-01 12:31:12.606389,0 days 00:00:17.512722,prod,0.0008938017897532078,3,5,bell,COMPLETE
330,0.7818181818181819,2025-10-01 12:31:12.606916,2025-10-01 12:31:30.110987,0 days 00:00:17.504071,prod,0.0006594516401964039,3,5,bell,COMPLETE
331,0.8,2025-10-01 12:31:30.111451,2025-10-01 12:31:47.619179,0 days 00:00:17.507728,prod,0.00020044592636858606,3,5,bell,COMPLETE
332,0.7836363636363636,2025-10-01 12:31:47.619679,2025-10-01 12:32:04.983931,0 days 00:00:17.364252,min,0.0007299208778024119,3,4,bell,COMPLETE
333,0.7854545454545454,2025-10-01 12:32:04.984407,2025-10-01 12:32:20.096682,0 days 00:00:15.112275,prod,0.00041075721136008567,3,5,gaussian,COMPLETE
334,0.27454545454545454,2025-10-01 12:32:20.097047,2025-10-01 12:32:37.745365,0 days 00:00:17.648318,luka,0.00084994736547272,3,5,bell,COMPLETE
