number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_dim,params_lr,params_n_layers,state
168,0.8416666666666668,2025-10-01 12:51:14.734524,2025-10-01 12:51:28.487133,0 days 00:00:13.752609,tanh,29,5.059616775362005e-05,3,COMPLETE
169,0.8283333333333335,2025-10-01 12:51:28.487551,2025-10-01 12:51:39.986481,0 days 00:00:11.498930,tanh,26,6.603664730191394e-05,2,COMPLETE
170,0.8808333333333334,2025-10-01 12:51:39.986912,2025-10-01 12:51:53.696712,0 days 00:00:13.709800,tanh,25,0.00015146248672945895,3,COMPLETE
171,0.8683333333333334,2025-10-01 12:51:53.697011,2025-10-01 12:52:07.423968,0 days 00:00:13.726957,tanh,28,7.245318427854424e-05,3,COMPLETE
172,0.9083333333333334,2025-10-01 12:52:07.424361,2025-10-01 12:52:21.209243,0 days 00:00:13.784882,tanh,30,8.247707344187621e-05,3,COMPLETE
173,0.8683333333333334,2025-10-01 12:52:21.209691,2025-10-01 12:52:34.975627,0 days 00:00:13.765936,tanh,30,8.174345619264125e-05,3,COMPLETE
174,0.8941666666666668,2025-10-01 12:52:34.975922,2025-10-01 12:52:48.765470,0 days 00:00:13.789548,tanh,34,6.043474732829485e-05,3,COMPLETE
175,0.8416666666666668,2025-10-01 12:52:48.765870,2025-10-01 12:53:02.490426,0 days 00:00:13.724556,tanh,32,5.866554023567911e-05,3,COMPLETE
176,0.7241666666666666,2025-10-01 12:53:02.490872,2025-10-01 12:53:11.663848,0 days 00:00:09.172976,tanh,34,5.3000536119074564e-05,1,COMPLETE
177,0.8541666666666667,2025-10-01 12:53:11.664137,2025-10-01 12:53:25.454733,0 days 00:00:13.790596,tanh,35,7.239486704002976e-05,3,COMPLETE
178,0.8683333333333334,2025-10-01 12:53:25.455136,2025-10-01 12:53:39.265261,0 days 00:00:13.810125,tanh,31,6.0704836831863204e-05,3,COMPLETE
179,0.8283333333333334,2025-10-01 12:53:39.265651,2025-10-01 12:53:53.023241,0 days 00:00:13.757590,tanh,34,4.204114489291093e-05,3,COMPLETE
180,0.30249999999999994,2025-10-01 12:53:53.023546,2025-10-01 12:54:06.796520,0 days 00:00:13.772974,sigmoid,37,8.381127961051263e-05,3,COMPLETE
181,0.8941666666666667,2025-10-01 12:54:06.796906,2025-10-01 12:54:20.604286,0 days 00:00:13.807380,tanh,29,0.00012518287723573777,3,COMPLETE
182,0.8675,2025-10-01 12:54:20.604717,2025-10-01 12:54:34.374018,0 days 00:00:13.769301,tanh,27,9.285464958897353e-05,3,COMPLETE
183,0.8683333333333334,2025-10-01 12:54:34.374347,2025-10-01 12:54:48.173110,0 days 00:00:13.798763,tanh,31,6.712335096805735e-05,3,COMPLETE
184,0.8808333333333334,2025-10-01 12:54:48.173523,2025-10-01 12:55:01.977311,0 days 00:00:13.803788,tanh,36,0.0008417868818385696,3,COMPLETE
185,0.8808333333333334,2025-10-01 12:55:01.977746,2025-10-01 12:55:15.729960,0 days 00:00:13.752214,tanh,29,0.0006359985318201691,3,COMPLETE
186,0.8808333333333334,2025-10-01 12:55:15.730344,2025-10-01 12:55:29.453770,0 days 00:00:13.723426,tanh,27,0.00010827469887470325,3,COMPLETE
187,0.8683333333333334,2025-10-01 12:55:29.454064,2025-10-01 12:55:43.167924,0 days 00:00:13.713860,tanh,32,7.50317247031818e-05,3,COMPLETE
188,0.8675,2025-10-01 12:55:43.168345,2025-10-01 12:55:57.051271,0 days 00:00:13.882926,relu,30,0.00014058879654877028,3,COMPLETE
189,0.8275,2025-10-01 12:55:57.051666,2025-10-01 12:56:10.833956,0 days 00:00:13.782290,tanh,36,2.51225218285887e-05,3,COMPLETE
190,0.8550000000000001,2025-10-01 12:56:10.834271,2025-10-01 12:56:24.643106,0 days 00:00:13.808835,tanh,38,2.979306694062116e-05,3,COMPLETE
191,0.8825,2025-10-01 12:56:24.643531,2025-10-01 12:56:38.322440,0 days 00:00:13.678909,tanh,24,9.756445458707237e-05,3,COMPLETE
192,0.8941666666666667,2025-10-01 12:56:38.322836,2025-10-01 12:56:52.265182,0 days 00:00:13.942346,tanh,46,8.35961867032896e-05,3,COMPLETE
193,0.8941666666666667,2025-10-01 12:56:52.265492,2025-10-01 12:57:06.053647,0 days 00:00:13.788155,tanh,40,7.734846970290497e-05,3,COMPLETE
194,0.8941666666666667,2025-10-01 12:57:06.054082,2025-10-01 12:57:19.780195,0 days 00:00:13.726113,tanh,28,0.00011846384641016808,3,COMPLETE
195,0.8675,2025-10-01 12:57:19.780579,2025-10-01 12:57:33.610205,0 days 00:00:13.829626,tanh,42,9.273533508433417e-05,3,COMPLETE
196,0.8416666666666666,2025-10-01 12:57:33.610523,2025-10-01 12:57:42.804652,0 days 00:00:09.194129,tanh,43,6.892021802353877e-05,1,COMPLETE
197,0.8941666666666667,2025-10-01 12:57:42.805078,2025-10-01 12:57:56.564600,0 days 00:00:13.759522,tanh,33,0.0001035664413913504,3,COMPLETE
198,0.8675,2025-10-01 12:57:56.565001,2025-10-01 12:58:10.258160,0 days 00:00:13.693159,tanh,19,8.709036183689829e-05,3,COMPLETE
199,0.8808333333333334,2025-10-01 12:58:10.258492,2025-10-01 12:58:24.051048,0 days 00:00:13.792556,tanh,38,0.00012971349081204722,3,COMPLETE
200,0.8541666666666666,2025-10-01 12:58:24.051500,2025-10-01 12:58:35.591468,0 days 00:00:11.539968,tanh,39,5.681863782381081e-05,2,COMPLETE
201,0.8941666666666668,2025-10-01 12:58:35.591766,2025-10-01 12:58:49.348917,0 days 00:00:13.757151,tanh,30,0.00015717784899750407,3,COMPLETE
202,0.8675,2025-10-01 12:58:49.349321,2025-10-01 12:59:03.111048,0 days 00:00:13.761727,tanh,30,6.412652255733737e-05,3,COMPLETE
203,0.8808333333333334,2025-10-01 12:59:03.111503,2025-10-01 12:59:16.850098,0 days 00:00:13.738595,tanh,31,0.00015805827085733765,3,COMPLETE
204,0.8816666666666666,2025-10-01 12:59:16.850496,2025-10-01 12:59:30.557986,0 days 00:00:13.707490,tanh,28,0.00011473632264020238,3,COMPLETE
205,0.8683333333333334,2025-10-01 12:59:30.558308,2025-10-01 12:59:44.266738,0 days 00:00:13.708430,tanh,26,0.00018062418645465122,3,COMPLETE
206,0.8816666666666666,2025-10-01 12:59:44.267162,2025-10-01 12:59:57.997895,0 days 00:00:13.730733,tanh,29,0.0001388697585408081,3,COMPLETE
207,0.8683333333333334,2025-10-01 12:59:57.998277,2025-10-01 13:00:11.783849,0 days 00:00:13.785572,tanh,35,0.00015533763772450338,3,COMPLETE
208,0.8550000000000001,2025-10-01 13:00:11.784179,2025-10-01 13:00:25.587539,0 days 00:00:13.803360,tanh,44,7.733606932883261e-05,3,COMPLETE
209,0.8816666666666668,2025-10-01 13:00:25.587984,2025-10-01 13:00:39.302286,0 days 00:00:13.714302,tanh,32,0.00029878369755830696,3,COMPLETE
210,0.5558333333333334,2025-10-01 13:00:39.302688,2025-10-01 13:00:53.011118,0 days 00:00:13.708430,sigmoid,36,0.0001220375259264328,3,COMPLETE
211,0.8808333333333334,2025-10-01 13:00:53.011420,2025-10-01 13:01:06.800882,0 days 00:00:13.789462,tanh,31,0.00016631450318342343,3,COMPLETE
212,0.8808333333333334,2025-10-01 13:01:06.801333,2025-10-01 13:01:20.526076,0 days 00:00:13.724743,tanh,30,0.00045682644134449276,3,COMPLETE
213,0.8675,2025-10-01 13:01:20.526471,2025-10-01 13:01:34.245445,0 days 00:00:13.718974,tanh,34,0.0002317613076667137,3,COMPLETE
214,0.8816666666666666,2025-10-01 13:01:34.245774,2025-10-01 13:01:47.962746,0 days 00:00:13.716972,tanh,27,0.00014465389909779417,3,COMPLETE
215,0.8808333333333334,2025-10-01 13:01:47.963216,2025-10-01 13:02:01.692506,0 days 00:00:13.729290,tanh,29,0.000259409047558897,3,COMPLETE
216,0.8675,2025-10-01 13:02:01.692893,2025-10-01 13:02:15.435064,0 days 00:00:13.742171,tanh,32,0.00010866429668513013,3,COMPLETE
217,0.8941666666666668,2025-10-01 13:02:15.435390,2025-10-01 13:02:29.199590,0 days 00:00:13.764200,tanh,33,0.00017337593566340334,3,COMPLETE
218,0.8808333333333334,2025-10-01 13:02:29.200052,2025-10-01 13:02:42.968583,0 days 00:00:13.768531,tanh,37,0.00013349139856183259,3,COMPLETE
219,0.8808333333333334,2025-10-01 13:02:42.968995,2025-10-01 13:02:56.702955,0 days 00:00:13.733960,tanh,33,0.0007261908797376528,3,COMPLETE
220,0.8941666666666667,2025-10-01 13:02:56.703407,2025-10-01 13:03:10.581479,0 days 00:00:13.878072,tanh,48,0.00017604581266764677,3,COMPLETE
221,0.8683333333333334,2025-10-01 13:03:10.581783,2025-10-01 13:03:24.373954,0 days 00:00:13.792171,tanh,31,0.00020647943801107286,3,COMPLETE
222,0.8808333333333334,2025-10-01 13:03:24.374376,2025-10-01 13:03:38.134591,0 days 00:00:13.760215,tanh,34,0.00014751668231755848,3,COMPLETE
223,0.8808333333333334,2025-10-01 13:03:38.135067,2025-10-01 13:03:51.913922,0 days 00:00:13.778855,tanh,35,0.000161153111367276,3,COMPLETE
224,0.8941666666666667,2025-10-01 13:03:51.914256,2025-10-01 13:04:05.678234,0 days 00:00:13.763978,tanh,29,0.0003762834980322707,3,COMPLETE
225,0.8675,2025-10-01 13:04:05.678657,2025-10-01 13:04:19.532092,0 days 00:00:13.853435,tanh,45,0.000129205706408798,3,COMPLETE
226,0.8016666666666667,2025-10-01 13:04:19.532537,2025-10-01 13:04:33.365063,0 days 00:00:13.832526,relu,32,9.036117224814002e-05,3,COMPLETE
227,0.9075000000000001,2025-10-01 13:04:33.365403,2025-10-01 13:04:47.125398,0 days 00:00:13.759995,tanh,30,7.044136391995979e-05,3,COMPLETE
228,0.8808333333333334,2025-10-01 13:04:47.125834,2025-10-01 13:05:00.879513,0 days 00:00:13.753679,tanh,30,6.785051829958157e-05,3,COMPLETE
229,0.7891666666666667,2025-10-01 13:05:00.879981,2025-10-01 13:05:10.085928,0 days 00:00:09.205947,tanh,42,7.223689733529333e-05,1,COMPLETE
230,0.8941666666666667,2025-10-01 13:05:10.086243,2025-10-01 13:05:23.797479,0 days 00:00:13.711236,tanh,28,6.266620797194302e-05,3,COMPLETE
231,0.8675,2025-10-01 13:05:23.797884,2025-10-01 13:05:37.540674,0 days 00:00:13.742790,tanh,33,8.647473785345382e-05,3,COMPLETE
232,0.9075000000000001,2025-10-01 13:05:37.541133,2025-10-01 13:05:51.289330,0 days 00:00:13.748197,tanh,31,7.614081873457208e-05,3,COMPLETE
233,0.8816666666666666,2025-10-01 13:05:51.289651,2025-10-01 13:06:05.009073,0 days 00:00:13.719422,tanh,30,7.971746265498044e-05,3,COMPLETE
234,0.8816666666666668,2025-10-01 13:06:05.009473,2025-10-01 13:06:18.743892,0 days 00:00:13.734419,tanh,29,7.506050749282907e-05,3,COMPLETE
235,0.8433333333333334,2025-10-01 13:06:18.744342,2025-10-01 13:06:32.220711,0 days 00:00:13.476369,tanh,13,6.993457593737202e-05,3,COMPLETE
236,0.7491666666666666,2025-10-01 13:06:32.221026,2025-10-01 13:06:43.723141,0 days 00:00:11.502115,tanh,31,1.2064650672058529e-05,2,COMPLETE
237,0.8541666666666667,2025-10-01 13:06:43.723526,2025-10-01 13:06:57.472375,0 days 00:00:13.748849,tanh,36,8.097782131316903e-05,3,COMPLETE
238,0.8408333333333333,2025-10-01 13:06:57.472827,2025-10-01 13:07:11.157504,0 days 00:00:13.684677,tanh,26,9.651032634553532e-05,3,COMPLETE
239,0.8550000000000001,2025-10-01 13:07:11.157820,2025-10-01 13:07:24.909915,0 days 00:00:13.752095,tanh,33,5.831972210489193e-05,3,COMPLETE
240,0.8808333333333334,2025-10-01 13:07:24.910329,2025-10-01 13:07:38.700693,0 days 00:00:13.790364,tanh,31,0.0009169681704006178,3,COMPLETE
241,0.8941666666666668,2025-10-01 13:07:38.701151,2025-10-01 13:07:52.432946,0 days 00:00:13.731795,tanh,32,0.00014459217900623963,3,COMPLETE
242,0.8941666666666667,2025-10-01 13:07:52.433290,2025-10-01 13:08:06.161693,0 days 00:00:13.728403,tanh,28,0.00014965908387419403,3,COMPLETE
243,0.8550000000000001,2025-10-01 13:08:06.162124,2025-10-01 13:08:19.872315,0 days 00:00:13.710191,tanh,32,6.434240177112928e-05,3,COMPLETE
244,0.8675,2025-10-01 13:08:19.872773,2025-10-01 13:08:33.539405,0 days 00:00:13.666632,tanh,22,0.00013885166907810081,3,COMPLETE
245,0.8675,2025-10-01 13:08:33.539713,2025-10-01 13:08:47.292599,0 days 00:00:13.752886,tanh,30,0.0001224420169927062,3,COMPLETE
246,0.8808333333333334,2025-10-01 13:08:47.293032,2025-10-01 13:09:01.209424,0 days 00:00:13.916392,tanh,46,8.351828342589089e-05,3,COMPLETE
247,0.8808333333333334,2025-10-01 13:09:01.209894,2025-10-01 13:09:15.298866,0 days 00:00:14.088972,tanh,64,7.514228263200641e-05,3,COMPLETE
248,0.8275,2025-10-01 13:09:15.299201,2025-10-01 13:09:29.096006,0 days 00:00:13.796805,tanh,35,2.5327065228394256e-05,3,COMPLETE
249,0.8950000000000001,2025-10-01 13:09:29.096438,2025-10-01 13:09:42.897800,0 days 00:00:13.801362,tanh,37,0.00010004177713214852,3,COMPLETE
250,0.8950000000000001,2025-10-01 13:09:42.898263,2025-10-01 13:09:56.717844,0 days 00:00:13.819581,tanh,38,0.00010214181328524602,3,COMPLETE
251,0.8675,2025-10-01 13:09:56.718268,2025-10-01 13:10:10.498683,0 days 00:00:13.780415,tanh,37,0.00010756903978693561,3,COMPLETE
252,0.8675,2025-10-01 13:10:10.499026,2025-10-01 13:10:24.329205,0 days 00:00:13.830179,tanh,39,0.0005071259139471365,3,COMPLETE
253,0.30249999999999994,2025-10-01 13:10:24.329668,2025-10-01 13:10:38.104969,0 days 00:00:13.775301,sigmoid,38,9.837772448769467e-05,3,COMPLETE
254,0.8941666666666667,2025-10-01 13:10:38.105389,2025-10-01 13:10:51.858273,0 days 00:00:13.752884,tanh,36,0.000565989810299268,3,COMPLETE
255,0.8675,2025-10-01 13:10:51.858599,2025-10-01 13:11:03.394294,0 days 00:00:11.535695,tanh,38,9.074668282630747e-05,2,COMPLETE
256,0.8941666666666667,2025-10-01 13:11:03.394783,2025-10-01 13:11:17.185871,0 days 00:00:13.791088,tanh,37,0.00011375870491279428,3,COMPLETE
257,0.8416666666666668,2025-10-01 13:11:17.186286,2025-10-01 13:11:30.944255,0 days 00:00:13.757969,tanh,34,0.0006518210023942412,3,COMPLETE
258,0.8941666666666667,2025-10-01 13:11:30.944573,2025-10-01 13:11:44.727332,0 days 00:00:13.782759,tanh,36,0.00013391106414593432,3,COMPLETE
259,0.7241666666666666,2025-10-01 13:11:44.727793,2025-10-01 13:11:58.676015,0 days 00:00:13.948222,relu,37,2.8809900147911367e-05,3,COMPLETE
260,0.8816666666666666,2025-10-01 13:11:58.676441,2025-10-01 13:12:12.467394,0 days 00:00:13.790953,tanh,40,0.00016429868144698812,3,COMPLETE
261,0.8683333333333334,2025-10-01 13:12:12.467714,2025-10-01 13:12:28.465508,0 days 00:00:15.997794,tanh,34,6.955326722847598e-05,4,COMPLETE
262,0.8683333333333334,2025-10-01 13:12:28.465976,2025-10-01 13:12:42.301249,0 days 00:00:13.835273,tanh,39,0.00010127305647305094,3,COMPLETE
263,0.8808333333333334,2025-10-01 13:12:42.301686,2025-10-01 13:12:56.079666,0 days 00:00:13.777980,tanh,35,8.195874103985078e-05,3,COMPLETE
264,0.8808333333333334,2025-10-01 13:12:56.080162,2025-10-01 13:13:09.862645,0 days 00:00:13.782483,tanh,38,5.1069483062654136e-05,3,COMPLETE
265,0.8808333333333334,2025-10-01 13:13:09.862988,2025-10-01 13:13:23.645115,0 days 00:00:13.782127,tanh,33,6.198552376693569e-05,3,COMPLETE
266,0.8541666666666667,2025-10-01 13:13:23.645561,2025-10-01 13:13:37.432588,0 days 00:00:13.787027,tanh,30,3.5710379034865515e-05,3,COMPLETE
267,0.8408333333333333,2025-10-01 13:13:37.433081,2025-10-01 13:13:46.606160,0 days 00:00:09.173079,tanh,32,0.0001511584256917922,1,COMPLETE
268,0.8808333333333334,2025-10-01 13:13:46.606506,2025-10-01 13:14:00.620082,0 days 00:00:14.013576,tanh,56,0.000125443803246162,3,COMPLETE
269,0.8683333333333334,2025-10-01 13:14:00.620498,2025-10-01 13:14:14.279398,0 days 00:00:13.658900,tanh,18,7.326599992078504e-05,3,COMPLETE
270,0.8808333333333334,2025-10-01 13:14:14.279718,2025-10-01 13:14:28.111797,0 days 00:00:13.832079,tanh,37,0.00017392798601070005,3,COMPLETE
271,0.8808333333333334,2025-10-01 13:14:28.112290,2025-10-01 13:14:39.660492,0 days 00:00:11.548202,tanh,36,0.0001127290240072068,2,COMPLETE
272,0.8275,2025-10-01 13:14:39.660909,2025-10-01 13:14:53.338325,0 days 00:00:13.677416,tanh,25,9.125857105963087e-05,3,COMPLETE
273,0.9075000000000001,2025-10-01 13:14:53.338650,2025-10-01 13:15:07.038138,0 days 00:00:13.699488,tanh,32,0.00082120299032892,3,COMPLETE
274,0.8941666666666667,2025-10-01 13:15:07.038625,2025-10-01 13:15:20.745558,0 days 00:00:13.706933,tanh,32,0.00014486718283947869,3,COMPLETE
275,0.8941666666666667,2025-10-01 13:15:20.745987,2025-10-01 13:15:34.492236,0 days 00:00:13.746249,tanh,33,8.295579143615836e-05,3,COMPLETE
276,0.4625,2025-10-01 13:15:34.492566,2025-10-01 13:15:48.225615,0 days 00:00:13.733049,sigmoid,34,1.7513885908515112e-05,3,COMPLETE
277,0.8541666666666667,2025-10-01 13:15:48.226115,2025-10-01 13:16:01.982155,0 days 00:00:13.756040,tanh,31,0.0008175909750767732,3,COMPLETE
278,0.8416666666666668,2025-10-01 13:16:01.982575,2025-10-01 13:16:15.702786,0 days 00:00:13.720211,tanh,32,3.1497104197504513e-05,3,COMPLETE
279,0.8808333333333334,2025-10-01 13:16:15.703133,2025-10-01 13:16:29.480224,0 days 00:00:13.777091,tanh,30,9.61342083994951e-05,3,COMPLETE
280,0.8808333333333334,2025-10-01 13:16:29.480714,2025-10-01 13:16:43.246938,0 days 00:00:13.766224,tanh,31,7.629364562368198e-05,3,COMPLETE
281,0.8408333333333333,2025-10-01 13:16:43.247359,2025-10-01 13:16:57.063662,0 days 00:00:13.816303,tanh,39,5.5760535355981186e-05,3,COMPLETE
282,0.8816666666666668,2025-10-01 13:16:57.064170,2025-10-01 13:17:10.994418,0 days 00:00:13.930248,relu,36,6.892899648292055e-05,3,COMPLETE
283,0.8941666666666667,2025-10-01 13:17:10.994789,2025-10-01 13:17:24.784071,0 days 00:00:13.789282,tanh,29,0.00012317932562939927,3,COMPLETE
284,0.8675,2025-10-01 13:17:24.784510,2025-10-01 13:17:38.479182,0 days 00:00:13.694672,tanh,21,0.00013662800803920225,3,COMPLETE
285,0.8550000000000001,2025-10-01 13:17:38.479687,2025-10-01 13:17:52.239937,0 days 00:00:13.760250,tanh,35,0.0001053235040932163,3,COMPLETE
286,0.8941666666666667,2025-10-01 13:17:52.240267,2025-10-01 13:18:06.198182,0 days 00:00:13.957915,tanh,47,0.0001602881958962926,3,COMPLETE
287,0.9075000000000001,2025-10-01 13:18:06.198618,2025-10-01 13:18:19.985363,0 days 00:00:13.786745,tanh,33,0.00019317209055793742,3,COMPLETE
288,0.8550000000000001,2025-10-01 13:18:19.985847,2025-10-01 13:18:33.742375,0 days 00:00:13.756528,tanh,33,0.00018965607393865976,3,COMPLETE
289,0.9075000000000001,2025-10-01 13:18:33.742711,2025-10-01 13:18:47.559314,0 days 00:00:13.816603,tanh,34,0.00016263090603818004,3,COMPLETE
290,0.8808333333333334,2025-10-01 13:18:47.559762,2025-10-01 13:19:01.340838,0 days 00:00:13.781076,tanh,34,0.00019819338261676164,3,COMPLETE
291,0.8808333333333334,2025-10-01 13:19:01.341314,2025-10-01 13:19:15.095203,0 days 00:00:13.753889,tanh,31,0.0001802401191088039,3,COMPLETE
292,0.8808333333333334,2025-10-01 13:19:15.095524,2025-10-01 13:19:28.890060,0 days 00:00:13.794536,tanh,34,0.00016104668075181977,3,COMPLETE
293,0.8283333333333335,2025-10-01 13:19:28.890486,2025-10-01 13:19:42.321088,0 days 00:00:13.430602,tanh,16,0.00017096825339097253,3,COMPLETE
294,0.8808333333333334,2025-10-01 13:19:42.321550,2025-10-01 13:19:56.120868,0 days 00:00:13.799318,tanh,35,8.800226187119984e-05,3,COMPLETE
295,0.8541666666666667,2025-10-01 13:19:56.121208,2025-10-01 13:20:10.102141,0 days 00:00:13.980933,tanh,49,6.256075009486405e-05,3,COMPLETE
296,0.8683333333333334,2025-10-01 13:20:10.102589,2025-10-01 13:20:23.987591,0 days 00:00:13.885002,tanh,45,0.0006002335325481639,3,COMPLETE
297,0.8808333333333334,2025-10-01 13:20:23.988107,2025-10-01 13:20:37.811959,0 days 00:00:13.823852,tanh,44,8.001936565047985e-05,3,COMPLETE
298,0.8550000000000001,2025-10-01 13:20:37.812380,2025-10-01 13:20:51.596168,0 days 00:00:13.783788,tanh,33,0.0007258550045349447,3,COMPLETE
299,0.6041666666666666,2025-10-01 13:20:51.596522,2025-10-01 13:21:05.340410,0 days 00:00:13.743888,sigmoid,30,0.00021035339106280595,3,COMPLETE
300,0.8425,2025-10-01 13:21:05.340897,2025-10-01 13:21:19.072593,0 days 00:00:13.731696,tanh,28,6.765007942412585e-05,3,COMPLETE
301,0.8675,2025-10-01 13:21:19.073019,2025-10-01 13:21:33.201203,0 days 00:00:14.128184,tanh,61,9.847880802007692e-05,3,COMPLETE
302,0.7883333333333333,2025-10-01 13:21:33.201534,2025-10-01 13:21:46.593682,0 days 00:00:13.392148,tanh,11,7.289388915096933e-05,3,COMPLETE
303,0.8808333333333334,2025-10-01 13:21:46.594206,2025-10-01 13:22:00.402750,0 days 00:00:13.808544,tanh,37,0.0001314586920625504,3,COMPLETE
304,0.8808333333333334,2025-10-01 13:22:00.403172,2025-10-01 13:22:14.198677,0 days 00:00:13.795505,tanh,35,0.00014974596953646715,3,COMPLETE
305,0.7608333333333333,2025-10-01 13:22:14.199017,2025-10-01 13:22:27.514442,0 days 00:00:13.315425,tanh,8,0.00011209313485814982,3,COMPLETE
306,0.8949999999999999,2025-10-01 13:22:27.514958,2025-10-01 13:22:41.388965,0 days 00:00:13.874007,relu,33,0.00018049090254056822,3,COMPLETE
307,0.8808333333333334,2025-10-01 13:22:41.389383,2025-10-01 13:22:55.428038,0 days 00:00:14.038655,relu,41,8.963367491527207e-05,3,COMPLETE
308,0.8683333333333334,2025-10-01 13:22:55.428389,2025-10-01 13:23:09.370227,0 days 00:00:13.941838,relu,38,0.00022819900388395064,3,COMPLETE
309,0.8550000000000001,2025-10-01 13:23:09.370700,2025-10-01 13:23:23.255448,0 days 00:00:13.884748,relu,29,7.823379968972978e-05,3,COMPLETE
310,0.8541666666666667,2025-10-01 13:23:23.255881,2025-10-01 13:23:37.094449,0 days 00:00:13.838568,relu,32,0.0001847569465603684,3,COMPLETE
311,0.8683333333333334,2025-10-01 13:23:37.094936,2025-10-01 13:23:51.017598,0 days 00:00:13.922662,relu,31,0.00042326039419627134,3,COMPLETE
312,0.55,2025-10-01 13:23:51.017937,2025-10-01 13:24:04.952301,0 days 00:00:13.934364,relu,34,1.5160544416029624e-05,3,COMPLETE
313,0.8425,2025-10-01 13:24:04.952751,2025-10-01 13:24:18.750768,0 days 00:00:13.798017,tanh,36,6.418813620959355e-05,3,COMPLETE
314,0.8950000000000001,2025-10-01 13:24:18.751288,2025-10-01 13:24:32.521655,0 days 00:00:13.770367,tanh,30,5.691158838667153e-05,3,COMPLETE
315,0.9075000000000001,2025-10-01 13:24:32.522026,2025-10-01 13:24:48.767742,0 days 00:00:16.245716,tanh,46,5.8128151103700085e-05,4,COMPLETE
316,0.8683333333333334,2025-10-01 13:24:48.768187,2025-10-01 13:25:05.149159,0 days 00:00:16.380972,relu,44,6.882486429637856e-05,4,COMPLETE
317,0.8283333333333334,2025-10-01 13:25:05.149660,2025-10-01 13:25:14.341906,0 days 00:00:09.192246,tanh,45,5.6226529630144104e-05,1,COMPLETE
318,0.8941666666666667,2025-10-01 13:25:14.342233,2025-10-01 13:25:28.323994,0 days 00:00:13.981761,tanh,46,6.239384616417647e-05,3,COMPLETE
319,0.8308333333333333,2025-10-01 13:25:28.324464,2025-10-01 13:25:44.415520,0 days 00:00:16.091056,tanh,39,4.5391332002910074e-05,4,COMPLETE
320,0.8941666666666667,2025-10-01 13:25:44.416023,2025-10-01 13:26:00.674699,0 days 00:00:16.258676,tanh,47,5.324921670106287e-05,4,COMPLETE
321,0.8808333333333334,2025-10-01 13:26:00.675158,2025-10-01 13:26:16.943077,0 days 00:00:16.267919,tanh,47,8.364376644347642e-05,4,COMPLETE
322,0.8425,2025-10-01 13:26:16.943562,2025-10-01 13:26:32.846132,0 days 00:00:15.902570,tanh,19,4.8935353077814454e-05,4,COMPLETE
323,0.8808333333333334,2025-10-01 13:26:32.846499,2025-10-01 13:26:49.135225,0 days 00:00:16.288726,tanh,46,0.0001025122194408702,4,COMPLETE
324,0.44416666666666665,2025-10-01 13:26:49.135676,2025-10-01 13:27:00.694501,0 days 00:00:11.558825,sigmoid,27,7.378370611723117e-05,2,COMPLETE
325,0.8941666666666668,2025-10-01 13:27:00.695019,2025-10-01 13:27:09.881314,0 days 00:00:09.186295,tanh,30,0.00032048161509101947,1,COMPLETE
326,0.8941666666666667,2025-10-01 13:27:09.881620,2025-10-01 13:27:23.758914,0 days 00:00:13.877294,tanh,43,0.00035341942538265325,3,COMPLETE
327,0.8675,2025-10-01 13:27:23.759346,2025-10-01 13:27:37.673583,0 days 00:00:13.914237,tanh,48,0.00012060495260705384,3,COMPLETE
328,0.8941666666666667,2025-10-01 13:27:37.674076,2025-10-01 13:27:51.526002,0 days 00:00:13.851926,tanh,41,9.24486241345163e-05,3,COMPLETE
329,0.8808333333333334,2025-10-01 13:27:51.526373,2025-10-01 13:28:03.066630,0 days 00:00:11.540257,tanh,28,0.0007830478693056556,2,COMPLETE
330,0.8300000000000001,2025-10-01 13:28:03.067075,2025-10-01 13:28:16.754983,0 days 00:00:13.687908,tanh,23,5.7707245103063044e-05,3,COMPLETE
331,0.8808333333333334,2025-10-01 13:28:16.755483,2025-10-01 13:28:30.465882,0 days 00:00:13.710399,tanh,32,7.752753076584652e-05,3,COMPLETE
332,0.8683333333333334,2025-10-01 13:28:30.466215,2025-10-01 13:28:44.297962,0 days 00:00:13.831747,tanh,38,8.594037794457724e-05,3,COMPLETE
333,0.8008333333333333,2025-10-01 13:28:44.298401,2025-10-01 13:28:58.221242,0 days 00:00:13.922841,relu,31,6.713893849860802e-05,3,COMPLETE
334,0.8941666666666667,2025-10-01 13:28:58.221741,2025-10-01 13:29:12.034556,0 days 00:00:13.812815,tanh,36,0.000873923343302366,3,COMPLETE
335,0.8808333333333334,2025-10-01 13:29:12.034914,2025-10-01 13:29:25.546247,0 days 00:00:13.511333,tanh,14,0.0005198743615260908,3,COMPLETE
336,0.8941666666666667,2025-10-01 13:29:25.546709,2025-10-01 13:29:39.344207,0 days 00:00:13.797498,tanh,40,0.00010746555064354023,3,COMPLETE
337,0.8683333333333334,2025-10-01 13:29:39.344719,2025-10-01 13:29:53.278548,0 days 00:00:13.933829,tanh,46,3.982916431429465e-05,3,COMPLETE
338,0.8808333333333334,2025-10-01 13:29:53.278917,2025-10-01 13:30:09.295079,0 days 00:00:16.016162,tanh,29,9.721830041429852e-05,4,COMPLETE
339,0.8941666666666667,2025-10-01 13:30:09.295556,2025-10-01 13:30:20.816626,0 days 00:00:11.521070,tanh,29,0.0006594039689966581,2,COMPLETE
